"","m","ResponseId.x","behavior","numeracy","numeracy.f","certainty","estimate","actual","estimation.bias","estimation.bias.log","absolute.error","absolute.error.log","actual.log","estimate.log","climate_concern","concern.scaled","Duration.wave1","ResponseId.wave1","gender","country","education","household_size","politicalorientation_1","Duration.wave2","ResponseId.y","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"759",229242449956923,"R_1jxnsKE1PsOW2ud","shower",25,"numeracy high",2,150,1186,0.126475548060708,-0.897993429972563,0.126475548060708,0.897993429972563,3.07408468902824,2.17609125905568,5.5,0.695812807881773,1911,"R_1KuKiaIDKfwR9fT","male","Switzerland","no formal education",3,2,1625,"R_1jxnsKE1PsOW2ud",57,"> 4'000€
>5'900 CHF",31,27,"okay"
"760",229242449956923,"R_1jxnsKE1PsOW2ud","washing",25,"numeracy high",2,150,127,1.18110236220472,0.0722875380997243,1.18110236220472,0.0722875380997243,2.10380372095596,2.17609125905568,5.5,0.695812807881773,1911,"R_1KuKiaIDKfwR9fT","male","Switzerland","no formal education",3,2,1625,"R_1jxnsKE1PsOW2ud",57,"> 4'000€
>5'900 CHF",31,27,"okay"
"761",229242449957957,"R_aeM2kI1j8xc8YzT","dishwasher",10,"numeracy low",1,5,74,0.0675675675675676,-1.17026171539496,0.0675675675675676,1.17026171539496,1.86923171973098,0.698970004336019,3.5,-1.30418719211823,829,"R_3fpCT6vXz1qo6e5","male","Switzerland","obligatory school",1,6,271,"R_aeM2kI1j8xc8YzT",54,"<1'500€
<3'100CHF",13,4,"speeder"
"762",229242449957957,"R_aeM2kI1j8xc8YzT","dryer",10,"numeracy low",1,5,1088,0.00459558823529412,-2.33765889102614,0.00459558823529412,2.33765889102614,3.03662889536216,0.698970004336019,3.5,-1.30418719211823,829,"R_3fpCT6vXz1qo6e5","male","Switzerland","obligatory school",1,6,271,"R_aeM2kI1j8xc8YzT",54,"<1'500€
<3'100CHF",13,4,"speeder"
"763",229242449957957,"R_aeM2kI1j8xc8YzT","fridge",10,"numeracy low",1,5,52,0.0961538461538462,-1.01703333929878,0.0961538461538462,1.01703333929878,1.7160033436348,0.698970004336019,3.5,-1.30418719211823,829,"R_3fpCT6vXz1qo6e5","male","Switzerland","obligatory school",1,6,271,"R_aeM2kI1j8xc8YzT",54,"<1'500€
<3'100CHF",13,4,"speeder"
"764",229242449957957,"R_aeM2kI1j8xc8YzT","hairdryer",10,"numeracy low",1,5,128,0.0390625,-1.40823996531185,0.0390625,1.40823996531185,2.10720996964787,0.698970004336019,3.5,-1.30418719211823,829,"R_3fpCT6vXz1qo6e5","male","Switzerland","obligatory school",1,6,271,"R_aeM2kI1j8xc8YzT",54,"<1'500€
<3'100CHF",13,4,"speeder"
"765",229242449957957,"R_aeM2kI1j8xc8YzT","heating",10,"numeracy low",1,5,1141,0.00438212094653812,-2.3583156400822,0.00438212094653812,2.3583156400822,3.05728564441821,0.698970004336019,3.5,-1.30418719211823,829,"R_3fpCT6vXz1qo6e5","male","Switzerland","obligatory school",1,6,271,"R_aeM2kI1j8xc8YzT",54,"<1'500€
<3'100CHF",13,4,"speeder"
"766",229242449957957,"R_aeM2kI1j8xc8YzT","light",10,"numeracy low",1,5,358,0.0139664804469274,-1.85491302230786,0.0139664804469274,1.85491302230786,2.55388302664387,0.698970004336019,3.5,-1.30418719211823,829,"R_3fpCT6vXz1qo6e5","male","Switzerland","obligatory school",1,6,271,"R_aeM2kI1j8xc8YzT",54,"<1'500€
<3'100CHF",13,4,"speeder"
"767",229242449957957,"R_aeM2kI1j8xc8YzT","shower",10,"numeracy low",1,5,1186,0.00421585160202361,-2.37511468469223,0.00421585160202361,2.37511468469223,3.07408468902824,0.698970004336019,3.5,-1.30418719211823,829,"R_3fpCT6vXz1qo6e5","male","Switzerland","obligatory school",1,6,271,"R_aeM2kI1j8xc8YzT",54,"<1'500€
<3'100CHF",13,4,"speeder"
"768",229242449957957,"R_aeM2kI1j8xc8YzT","washing",10,"numeracy low",1,5,127,0.0393700787401575,-1.40483371661994,0.0393700787401575,1.40483371661994,2.10380372095596,0.698970004336019,3.5,-1.30418719211823,829,"R_3fpCT6vXz1qo6e5","male","Switzerland","obligatory school",1,6,271,"R_aeM2kI1j8xc8YzT",54,"<1'500€
<3'100CHF",13,4,"speeder"
"769",229242449957958,"R_27PatKwP1D3wBGB","dishwasher",25,"numeracy high",3,200,74,2.7027027027027,0.431798275933005,2.7027027027027,0.431798275933005,1.86923171973098,2.30102999566398,6,1.19581280788177,1036,"R_6FLOIM9YoMkt9Jv","female","Switzerland","middle school",1,4,1568,"R_27PatKwP1D3wBGB",62,"2'500- 4'000€
<4'300- 5'899CHF",17,26,"okay"
"770",229242449957958,"R_27PatKwP1D3wBGB","dryer",25,"numeracy high",4,600,1088,0.551470588235294,-0.258477644978517,0.551470588235294,0.258477644978517,3.03662889536216,2.77815125038364,6,1.19581280788177,1036,"R_6FLOIM9YoMkt9Jv","female","Switzerland","middle school",1,4,1568,"R_27PatKwP1D3wBGB",62,"2'500- 4'000€
<4'300- 5'899CHF",17,26,"okay"
"771",229242449957958,"R_27PatKwP1D3wBGB","fridge",25,"numeracy high",3,200,52,3.84615384615385,0.585026652029182,3.84615384615385,0.585026652029182,1.7160033436348,2.30102999566398,6,1.19581280788177,1036,"R_6FLOIM9YoMkt9Jv","female","Switzerland","middle school",1,4,1568,"R_27PatKwP1D3wBGB",62,"2'500- 4'000€
<4'300- 5'899CHF",17,26,"okay"
"772",229242449957958,"R_27PatKwP1D3wBGB","hairdryer",25,"numeracy high",3,200,128,1.5625,0.193820026016113,1.5625,0.193820026016113,2.10720996964787,2.30102999566398,6,1.19581280788177,1036,"R_6FLOIM9YoMkt9Jv","female","Switzerland","middle school",1,4,1568,"R_27PatKwP1D3wBGB",62,"2'500- 4'000€
<4'300- 5'899CHF",17,26,"okay"
"773",229242449957958,"R_27PatKwP1D3wBGB","heating",25,"numeracy high",3,500,1141,0.438212094653812,-0.358315640082196,0.438212094653812,0.358315640082196,3.05728564441821,2.69897000433602,6,1.19581280788177,1036,"R_6FLOIM9YoMkt9Jv","female","Switzerland","middle school",1,4,1568,"R_27PatKwP1D3wBGB",62,"2'500- 4'000€
<4'300- 5'899CHF",17,26,"okay"
"774",229242449957958,"R_27PatKwP1D3wBGB","light",25,"numeracy high",2,300,358,0.837988826815642,-0.0767617719242119,0.837988826815642,0.0767617719242119,2.55388302664387,2.47712125471966,6,1.19581280788177,1036,"R_6FLOIM9YoMkt9Jv","female","Switzerland","middle school",1,4,1568,"R_27PatKwP1D3wBGB",62,"2'500- 4'000€
<4'300- 5'899CHF",17,26,"okay"
"775",229242449957958,"R_27PatKwP1D3wBGB","shower",25,"numeracy high",2,200,1186,0.168634064080944,-0.773054693364263,0.168634064080944,0.773054693364263,3.07408468902824,2.30102999566398,6,1.19581280788177,1036,"R_6FLOIM9YoMkt9Jv","female","Switzerland","middle school",1,4,1568,"R_27PatKwP1D3wBGB",62,"2'500- 4'000€
<4'300- 5'899CHF",17,26,"okay"
"776",229242449957958,"R_27PatKwP1D3wBGB","washing",25,"numeracy high",2,400,127,3.1496062992126,0.498256270372006,3.1496062992126,0.498256270372006,2.10380372095596,2.60205999132796,6,1.19581280788177,1036,"R_6FLOIM9YoMkt9Jv","female","Switzerland","middle school",1,4,1568,"R_27PatKwP1D3wBGB",62,"2'500- 4'000€
<4'300- 5'899CHF",17,26,"okay"
"777",229242449957965,"R_xaojQs1GzLg4Tol","dishwasher",50,"numeracy low",1,6,74,0.0810810810810811,-1.09108046934733,0.0810810810810811,1.09108046934733,1.86923171973098,0.778151250383644,1,-3.80418719211823,381,"R_2ScqPeJlMLfKPBn","male","Switzerland","degree",2,5,2650,"R_xaojQs1GzLg4Tol",34,"> 4'000€
>5'900 CHF",6,44,"speeder"
"778",229242449957965,"R_xaojQs1GzLg4Tol","dryer",50,"numeracy low",1,8,1088,0.00735294117647059,-2.13353890837022,0.00735294117647059,2.13353890837022,3.03662889536216,0.903089986991944,1,-3.80418719211823,381,"R_2ScqPeJlMLfKPBn","male","Switzerland","degree",2,5,2650,"R_xaojQs1GzLg4Tol",34,"> 4'000€
>5'900 CHF",6,44,"speeder"
"779",229242449957965,"R_xaojQs1GzLg4Tol","fridge",50,"numeracy low",1,8,52,0.153846153846154,-0.812913356642856,0.153846153846154,0.812913356642856,1.7160033436348,0.903089986991944,1,-3.80418719211823,381,"R_2ScqPeJlMLfKPBn","male","Switzerland","degree",2,5,2650,"R_xaojQs1GzLg4Tol",34,"> 4'000€
>5'900 CHF",6,44,"speeder"
"780",229242449957965,"R_xaojQs1GzLg4Tol","hairdryer",50,"numeracy low",1,6,128,0.046875,-1.32905871926422,0.046875,1.32905871926422,2.10720996964787,0.778151250383644,1,-3.80418719211823,381,"R_2ScqPeJlMLfKPBn","male","Switzerland","degree",2,5,2650,"R_xaojQs1GzLg4Tol",34,"> 4'000€
>5'900 CHF",6,44,"speeder"
"781",229242449957965,"R_xaojQs1GzLg4Tol","heating",50,"numeracy low",1,9,1141,0.00788781770376862,-2.10304313497889,0.00788781770376862,2.10304313497889,3.05728564441821,0.954242509439325,1,-3.80418719211823,381,"R_2ScqPeJlMLfKPBn","male","Switzerland","degree",2,5,2650,"R_xaojQs1GzLg4Tol",34,"> 4'000€
>5'900 CHF",6,44,"speeder"
"782",229242449957965,"R_xaojQs1GzLg4Tol","light",50,"numeracy low",1,5,358,0.0139664804469274,-1.85491302230786,0.0139664804469274,1.85491302230786,2.55388302664387,0.698970004336019,1,-3.80418719211823,381,"R_2ScqPeJlMLfKPBn","male","Switzerland","degree",2,5,2650,"R_xaojQs1GzLg4Tol",34,"> 4'000€
>5'900 CHF",6,44,"speeder"
"783",229242449957965,"R_xaojQs1GzLg4Tol","shower",50,"numeracy low",1,5,1186,0.00421585160202361,-2.37511468469223,0.00421585160202361,2.37511468469223,3.07408468902824,0.698970004336019,1,-3.80418719211823,381,"R_2ScqPeJlMLfKPBn","male","Switzerland","degree",2,5,2650,"R_xaojQs1GzLg4Tol",34,"> 4'000€
>5'900 CHF",6,44,"speeder"
"784",229242449957965,"R_xaojQs1GzLg4Tol","washing",50,"numeracy low",1,7,127,0.0551181102362205,-1.2587056809417,0.0551181102362205,1.2587056809417,2.10380372095596,0.845098040014257,1,-3.80418719211823,381,"R_2ScqPeJlMLfKPBn","male","Switzerland","degree",2,5,2650,"R_xaojQs1GzLg4Tol",34,"> 4'000€
>5'900 CHF",6,44,"speeder"
"785",229242449959017,"R_vrkRIv7sYwaMm09","dishwasher",10,"numeracy low",3,2000,74,27.027027027027,1.431798275933,27.027027027027,1.431798275933,1.86923171973098,3.30102999566398,6,1.19581280788177,957,"R_3CTa8fnOQGo2vNJ","female","Switzerland","obligatory school",2,5,2050,"R_vrkRIv7sYwaMm09",71,"> 4'000€
>5'900 CHF",15,34,"okay"
"786",229242449959017,"R_vrkRIv7sYwaMm09","dryer",10,"numeracy low",3,2500,1088,2.29779411764706,0.361311113309877,2.29779411764706,0.361311113309877,3.03662889536216,3.39794000867204,6,1.19581280788177,957,"R_3CTa8fnOQGo2vNJ","female","Switzerland","obligatory school",2,5,2050,"R_vrkRIv7sYwaMm09",71,"> 4'000€
>5'900 CHF",15,34,"okay"
"787",229242449959017,"R_vrkRIv7sYwaMm09","fridge",10,"numeracy low",3,1000,52,19.2307692307692,1.2839966563652,19.2307692307692,1.2839966563652,1.7160033436348,3,6,1.19581280788177,957,"R_3CTa8fnOQGo2vNJ","female","Switzerland","obligatory school",2,5,2050,"R_vrkRIv7sYwaMm09",71,"> 4'000€
>5'900 CHF",15,34,"okay"
"788",229242449959017,"R_vrkRIv7sYwaMm09","hairdryer",10,"numeracy low",3,150,128,1.171875,0.0688812894078129,1.171875,0.0688812894078129,2.10720996964787,2.17609125905568,6,1.19581280788177,957,"R_3CTa8fnOQGo2vNJ","female","Switzerland","obligatory school",2,5,2050,"R_vrkRIv7sYwaMm09",71,"> 4'000€
>5'900 CHF",15,34,"okay"
"789",229242449959017,"R_vrkRIv7sYwaMm09","heating",10,"numeracy low",3,600,1141,0.525854513584575,-0.279134394034571,0.525854513584575,0.279134394034571,3.05728564441821,2.77815125038364,6,1.19581280788177,957,"R_3CTa8fnOQGo2vNJ","female","Switzerland","obligatory school",2,5,2050,"R_vrkRIv7sYwaMm09",71,"> 4'000€
>5'900 CHF",15,34,"okay"
"790",229242449959017,"R_vrkRIv7sYwaMm09","light",10,"numeracy low",3,1500,358,4.18994413407821,0.622208232411807,4.18994413407821,0.622208232411807,2.55388302664387,3.17609125905568,6,1.19581280788177,957,"R_3CTa8fnOQGo2vNJ","female","Switzerland","obligatory school",2,5,2050,"R_vrkRIv7sYwaMm09",71,"> 4'000€
>5'900 CHF",15,34,"okay"
"791",229242449959017,"R_vrkRIv7sYwaMm09","shower",10,"numeracy low",3,2000,1186,1.68634064080944,0.226945306635737,1.68634064080944,0.226945306635737,3.07408468902824,3.30102999566398,6,1.19581280788177,957,"R_3CTa8fnOQGo2vNJ","female","Switzerland","obligatory school",2,5,2050,"R_vrkRIv7sYwaMm09",71,"> 4'000€
>5'900 CHF",15,34,"okay"
"792",229242449959017,"R_vrkRIv7sYwaMm09","washing",10,"numeracy low",3,1000,127,7.8740157480315,0.896196279044043,7.8740157480315,0.896196279044043,2.10380372095596,3,6,1.19581280788177,957,"R_3CTa8fnOQGo2vNJ","female","Switzerland","obligatory school",2,5,2050,"R_vrkRIv7sYwaMm09",71,"> 4'000€
>5'900 CHF",15,34,"okay"
"793",229242449960046,"R_YVse2xBKz1KBkEF","dishwasher",20,"numeracy low",3,1700,74,22.972972972973,1.3612172016473,22.972972972973,1.3612172016473,1.86923171973098,3.23044892137827,4.5,-0.304187192118227,1621,"R_27eATTdBXeYG3tx","male","Switzerland","middle school",2,4,3973,"R_YVse2xBKz1KBkEF",71,"> 4'000€
>5'900 CHF",27,66,"okay"
"794",229242449960046,"R_YVse2xBKz1KBkEF","dryer",20,"numeracy low",4,1800,1088,1.65441176470588,0.218643609741145,1.65441176470588,0.218643609741145,3.03662889536216,3.25527250510331,4.5,-0.304187192118227,1621,"R_27eATTdBXeYG3tx","male","Switzerland","middle school",2,4,3973,"R_YVse2xBKz1KBkEF",71,"> 4'000€
>5'900 CHF",27,66,"okay"
"795",229242449960046,"R_YVse2xBKz1KBkEF","fridge",20,"numeracy low",4,1900,52,36.5384615384615,1.56275025731803,36.5384615384615,1.56275025731803,1.7160033436348,3.27875360095283,4.5,-0.304187192118227,1621,"R_27eATTdBXeYG3tx","male","Switzerland","middle school",2,4,3973,"R_YVse2xBKz1KBkEF",71,"> 4'000€
>5'900 CHF",27,66,"okay"
"796",229242449960046,"R_YVse2xBKz1KBkEF","hairdryer",20,"numeracy low",4,800,128,6.25,0.795880017344075,6.25,0.795880017344075,2.10720996964787,2.90308998699194,4.5,-0.304187192118227,1621,"R_27eATTdBXeYG3tx","male","Switzerland","middle school",2,4,3973,"R_YVse2xBKz1KBkEF",71,"> 4'000€
>5'900 CHF",27,66,"okay"
"797",229242449960046,"R_YVse2xBKz1KBkEF","heating",20,"numeracy low",4,2000,1141,1.75284837861525,0.243744351245767,1.75284837861525,0.243744351245767,3.05728564441821,3.30102999566398,4.5,-0.304187192118227,1621,"R_27eATTdBXeYG3tx","male","Switzerland","middle school",2,4,3973,"R_YVse2xBKz1KBkEF",71,"> 4'000€
>5'900 CHF",27,66,"okay"
"798",229242449960046,"R_YVse2xBKz1KBkEF","light",20,"numeracy low",3,1000,358,2.79329608938547,0.446116973356126,2.79329608938547,0.446116973356126,2.55388302664387,3,4.5,-0.304187192118227,1621,"R_27eATTdBXeYG3tx","male","Switzerland","middle school",2,4,3973,"R_YVse2xBKz1KBkEF",71,"> 4'000€
>5'900 CHF",27,66,"okay"
"799",229242449960046,"R_YVse2xBKz1KBkEF","shower",20,"numeracy low",4,1500,1186,1.26475548060708,0.102006570027437,1.26475548060708,0.102006570027437,3.07408468902824,3.17609125905568,4.5,-0.304187192118227,1621,"R_27eATTdBXeYG3tx","male","Switzerland","middle school",2,4,3973,"R_YVse2xBKz1KBkEF",71,"> 4'000€
>5'900 CHF",27,66,"okay"
"800",229242449960046,"R_YVse2xBKz1KBkEF","washing",20,"numeracy low",4,1800,127,14.1732283464567,1.15146878414735,14.1732283464567,1.15146878414735,2.10380372095596,3.25527250510331,4.5,-0.304187192118227,1621,"R_27eATTdBXeYG3tx","male","Switzerland","middle school",2,4,3973,"R_YVse2xBKz1KBkEF",71,"> 4'000€
>5'900 CHF",27,66,"okay"
"801",229242449960052,"R_2riOlz6GykyQOSK","dishwasher",10,"numeracy low",2,400,74,5.4054054054054,0.732828271596986,5.4054054054054,0.732828271596986,1.86923171973098,2.60205999132796,6,1.19581280788177,2649,"R_yBZ7U0GXRh2cYxP","female","Switzerland","obligatory school",2,5,2994,"R_2riOlz6GykyQOSK",61,"> 4'000€
>5'900 CHF",44,49,"okay"
"802",229242449960052,"R_2riOlz6GykyQOSK","dryer",10,"numeracy low",2,1000,1088,0.919117647058823,-0.0366288953621611,0.919117647058823,0.0366288953621611,3.03662889536216,3,6,1.19581280788177,2649,"R_yBZ7U0GXRh2cYxP","female","Switzerland","obligatory school",2,5,2994,"R_2riOlz6GykyQOSK",61,"> 4'000€
>5'900 CHF",44,49,"okay"
"803",229242449960052,"R_2riOlz6GykyQOSK","fridge",10,"numeracy low",2,500,52,9.61538461538461,0.98296666070122,9.61538461538461,0.98296666070122,1.7160033436348,2.69897000433602,6,1.19581280788177,2649,"R_yBZ7U0GXRh2cYxP","female","Switzerland","obligatory school",2,5,2994,"R_2riOlz6GykyQOSK",61,"> 4'000€
>5'900 CHF",44,49,"okay"
"804",229242449960052,"R_2riOlz6GykyQOSK","hairdryer",10,"numeracy low",2,10,128,0.078125,-1.10720996964787,0.078125,1.10720996964787,2.10720996964787,1,6,1.19581280788177,2649,"R_yBZ7U0GXRh2cYxP","female","Switzerland","obligatory school",2,5,2994,"R_2riOlz6GykyQOSK",61,"> 4'000€
>5'900 CHF",44,49,"okay"
"805",229242449960052,"R_2riOlz6GykyQOSK","heating",10,"numeracy low",2,700,1141,0.613496932515337,-0.212187604403958,0.613496932515337,0.212187604403958,3.05728564441821,2.84509804001426,6,1.19581280788177,2649,"R_yBZ7U0GXRh2cYxP","female","Switzerland","obligatory school",2,5,2994,"R_2riOlz6GykyQOSK",61,"> 4'000€
>5'900 CHF",44,49,"okay"
"806",229242449960052,"R_2riOlz6GykyQOSK","light",10,"numeracy low",2,1000,358,2.79329608938547,0.446116973356126,2.79329608938547,0.446116973356126,2.55388302664387,3,6,1.19581280788177,2649,"R_yBZ7U0GXRh2cYxP","female","Switzerland","obligatory school",2,5,2994,"R_2riOlz6GykyQOSK",61,"> 4'000€
>5'900 CHF",44,49,"okay"
"807",229242449960052,"R_2riOlz6GykyQOSK","shower",10,"numeracy low",3,5,1186,0.00421585160202361,-2.37511468469223,0.00421585160202361,2.37511468469223,3.07408468902824,0.698970004336019,6,1.19581280788177,2649,"R_yBZ7U0GXRh2cYxP","female","Switzerland","obligatory school",2,5,2994,"R_2riOlz6GykyQOSK",61,"> 4'000€
>5'900 CHF",44,49,"okay"
"808",229242449960052,"R_2riOlz6GykyQOSK","washing",10,"numeracy low",2,400,127,3.1496062992126,0.498256270372006,3.1496062992126,0.498256270372006,2.10380372095596,2.60205999132796,6,1.19581280788177,2649,"R_yBZ7U0GXRh2cYxP","female","Switzerland","obligatory school",2,5,2994,"R_2riOlz6GykyQOSK",61,"> 4'000€
>5'900 CHF",44,49,"okay"
"809",229242449960055,"R_3rzrxxCG9fLy6pr","dishwasher",15,"numeracy low",2,2000,74,27.027027027027,1.431798275933,27.027027027027,1.431798275933,1.86923171973098,3.30102999566398,3.75,-1.05418719211823,1011,"R_1laeW4H0RHUBzsH","male","Switzerland","obligatory school",3,7,1374,"R_3rzrxxCG9fLy6pr",44,"2'500- 4'000€
<4'300- 5'899CHF",16,22,"okay"
"810",229242449960055,"R_3rzrxxCG9fLy6pr","dryer",15,"numeracy low",3,3000,1088,2.75735294117647,0.440492359357501,2.75735294117647,0.440492359357501,3.03662889536216,3.47712125471966,3.75,-1.05418719211823,1011,"R_1laeW4H0RHUBzsH","male","Switzerland","obligatory school",3,7,1374,"R_3rzrxxCG9fLy6pr",44,"2'500- 4'000€
<4'300- 5'899CHF",16,22,"okay"
"811",229242449960055,"R_3rzrxxCG9fLy6pr","fridge",15,"numeracy low",3,2500,52,48.0769230769231,1.68193666503724,48.0769230769231,1.68193666503724,1.7160033436348,3.39794000867204,3.75,-1.05418719211823,1011,"R_1laeW4H0RHUBzsH","male","Switzerland","obligatory school",3,7,1374,"R_3rzrxxCG9fLy6pr",44,"2'500- 4'000€
<4'300- 5'899CHF",16,22,"okay"
"812",229242449960055,"R_3rzrxxCG9fLy6pr","hairdryer",15,"numeracy low",3,1200,128,9.375,0.971971276399756,9.375,0.971971276399756,2.10720996964787,3.07918124604762,3.75,-1.05418719211823,1011,"R_1laeW4H0RHUBzsH","male","Switzerland","obligatory school",3,7,1374,"R_3rzrxxCG9fLy6pr",44,"2'500- 4'000€
<4'300- 5'899CHF",16,22,"okay"
"813",229242449960055,"R_3rzrxxCG9fLy6pr","heating",15,"numeracy low",3,3000,1141,2.62927256792287,0.419835610301448,2.62927256792287,0.419835610301448,3.05728564441821,3.47712125471966,3.75,-1.05418719211823,1011,"R_1laeW4H0RHUBzsH","male","Switzerland","obligatory school",3,7,1374,"R_3rzrxxCG9fLy6pr",44,"2'500- 4'000€
<4'300- 5'899CHF",16,22,"okay"
"814",229242449960055,"R_3rzrxxCG9fLy6pr","light",15,"numeracy low",2,750,358,2.09497206703911,0.321178236747826,2.09497206703911,0.321178236747826,2.55388302664387,2.8750612633917,3.75,-1.05418719211823,1011,"R_1laeW4H0RHUBzsH","male","Switzerland","obligatory school",3,7,1374,"R_3rzrxxCG9fLy6pr",44,"2'500- 4'000€
<4'300- 5'899CHF",16,22,"okay"
"815",229242449960055,"R_3rzrxxCG9fLy6pr","shower",15,"numeracy low",3,2700,1186,2.27655986509275,0.357279075130744,2.27655986509275,0.357279075130744,3.07408468902824,3.43136376415899,3.75,-1.05418719211823,1011,"R_1laeW4H0RHUBzsH","male","Switzerland","obligatory school",3,7,1374,"R_3rzrxxCG9fLy6pr",44,"2'500- 4'000€
<4'300- 5'899CHF",16,22,"okay"
"816",229242449960055,"R_3rzrxxCG9fLy6pr","washing",15,"numeracy low",3,1500,127,11.8110236220472,1.07228753809972,11.8110236220472,1.07228753809972,2.10380372095596,3.17609125905568,3.75,-1.05418719211823,1011,"R_1laeW4H0RHUBzsH","male","Switzerland","obligatory school",3,7,1374,"R_3rzrxxCG9fLy6pr",44,"2'500- 4'000€
<4'300- 5'899CHF",16,22,"okay"
"817",229242449960057,"R_29uhdl1Vw2SydD1","dishwasher",25,"numeracy high",2,1500,74,20.2702702702703,1.30685953932471,20.2702702702703,1.30685953932471,1.86923171973098,3.17609125905568,5.5,0.695812807881773,936,"R_3QPeNwrbrNbvdfP","male","Switzerland","degree",1,8,881,"R_29uhdl1Vw2SydD1",37,"> 4'000€
>5'900 CHF",15,14,"okay"
"818",229242449960057,"R_29uhdl1Vw2SydD1","dryer",25,"numeracy high",2,2000,1088,1.83823529411765,0.26440110030182,1.83823529411765,0.26440110030182,3.03662889536216,3.30102999566398,5.5,0.695812807881773,936,"R_3QPeNwrbrNbvdfP","male","Switzerland","degree",1,8,881,"R_29uhdl1Vw2SydD1",37,"> 4'000€
>5'900 CHF",15,14,"okay"
"819",229242449960057,"R_29uhdl1Vw2SydD1","fridge",25,"numeracy high",2,2000,52,38.4615384615385,1.58502665202918,38.4615384615385,1.58502665202918,1.7160033436348,3.30102999566398,5.5,0.695812807881773,936,"R_3QPeNwrbrNbvdfP","male","Switzerland","degree",1,8,881,"R_29uhdl1Vw2SydD1",37,"> 4'000€
>5'900 CHF",15,14,"okay"
"820",229242449960057,"R_29uhdl1Vw2SydD1","hairdryer",25,"numeracy high",2,500,128,3.90625,0.59176003468815,3.90625,0.59176003468815,2.10720996964787,2.69897000433602,5.5,0.695812807881773,936,"R_3QPeNwrbrNbvdfP","male","Switzerland","degree",1,8,881,"R_29uhdl1Vw2SydD1",37,"> 4'000€
>5'900 CHF",15,14,"okay"
"821",229242449960057,"R_29uhdl1Vw2SydD1","heating",25,"numeracy high",2,1000,1141,0.876424189307625,-0.0572856444182146,0.876424189307625,0.0572856444182146,3.05728564441821,3,5.5,0.695812807881773,936,"R_3QPeNwrbrNbvdfP","male","Switzerland","degree",1,8,881,"R_29uhdl1Vw2SydD1",37,"> 4'000€
>5'900 CHF",15,14,"okay"
"822",229242449960057,"R_29uhdl1Vw2SydD1","light",25,"numeracy high",2,60,358,0.167597765363128,-0.775731776260231,0.167597765363128,0.775731776260231,2.55388302664387,1.77815125038364,5.5,0.695812807881773,936,"R_3QPeNwrbrNbvdfP","male","Switzerland","degree",1,8,881,"R_29uhdl1Vw2SydD1",37,"> 4'000€
>5'900 CHF",15,14,"okay"
"823",229242449960057,"R_29uhdl1Vw2SydD1","shower",25,"numeracy high",2,100,1186,0.0843170320404722,-1.07408468902824,0.0843170320404722,1.07408468902824,3.07408468902824,2,5.5,0.695812807881773,936,"R_3QPeNwrbrNbvdfP","male","Switzerland","degree",1,8,881,"R_29uhdl1Vw2SydD1",37,"> 4'000€
>5'900 CHF",15,14,"okay"
"824",229242449960057,"R_29uhdl1Vw2SydD1","washing",25,"numeracy high",2,1000,127,7.8740157480315,0.896196279044043,7.8740157480315,0.896196279044043,2.10380372095596,3,5.5,0.695812807881773,936,"R_3QPeNwrbrNbvdfP","male","Switzerland","degree",1,8,881,"R_29uhdl1Vw2SydD1",37,"> 4'000€
>5'900 CHF",15,14,"okay"
"825",229242449960062,"R_2R3WdyyTBE50O4B","dishwasher",40,"numeracy low",3,50,74,0.675675675675676,-0.170261715394957,0.675675675675676,0.170261715394957,1.86923171973098,1.69897000433602,6,1.19581280788177,925,"R_306ktRGjcuf9mZ0","male","Switzerland","obligatory school",3,3,2021,"R_2R3WdyyTBE50O4B",58,"2'500- 4'000€
<4'300- 5'899CHF",15,33,"okay"
"826",229242449960062,"R_2R3WdyyTBE50O4B","dryer",40,"numeracy low",5,200,1088,0.183823529411765,-0.73559889969818,0.183823529411765,0.73559889969818,3.03662889536216,2.30102999566398,6,1.19581280788177,925,"R_306ktRGjcuf9mZ0","male","Switzerland","obligatory school",3,3,2021,"R_2R3WdyyTBE50O4B",58,"2'500- 4'000€
<4'300- 5'899CHF",15,33,"okay"
"827",229242449960062,"R_2R3WdyyTBE50O4B","fridge",40,"numeracy low",3,100,52,1.92307692307692,0.283996656365201,1.92307692307692,0.283996656365201,1.7160033436348,2,6,1.19581280788177,925,"R_306ktRGjcuf9mZ0","male","Switzerland","obligatory school",3,3,2021,"R_2R3WdyyTBE50O4B",58,"2'500- 4'000€
<4'300- 5'899CHF",15,33,"okay"
"828",229242449960062,"R_2R3WdyyTBE50O4B","hairdryer",40,"numeracy low",5,50,128,0.390625,-0.40823996531185,0.390625,0.40823996531185,2.10720996964787,1.69897000433602,6,1.19581280788177,925,"R_306ktRGjcuf9mZ0","male","Switzerland","obligatory school",3,3,2021,"R_2R3WdyyTBE50O4B",58,"2'500- 4'000€
<4'300- 5'899CHF",15,33,"okay"
"829",229242449960062,"R_2R3WdyyTBE50O4B","heating",40,"numeracy low",4,250,1141,0.219106047326906,-0.659345635746177,0.219106047326906,0.659345635746177,3.05728564441821,2.39794000867204,6,1.19581280788177,925,"R_306ktRGjcuf9mZ0","male","Switzerland","obligatory school",3,3,2021,"R_2R3WdyyTBE50O4B",58,"2'500- 4'000€
<4'300- 5'899CHF",15,33,"okay"
