"","m","behavior","gender","age","country","education","actual","actual.log","ResponseId.wave1.wave1","estimate.wave1","income.wave1","estimation.bias.wave1","estimation.bias.log.wave1","absolute.error.wave1","absolute.error.log.wave1","estimate.log.wave1","climate_concern.wave1","concern.scaled.wave1","ResponseId.wave1","numeracy.f","certainty","estimate.wave2","estimation.bias.wave2","estimation.bias.log.wave2","absolute.error.wave2","absolute.error.log.wave2","estimate.log.wave2","climate_concern.wave2","concern.scaled.wave2","Duration.wave1","ResponseId.wave1.wave2","household_size","politicalorientation_1","Duration.wave2","ResponseId.wave2","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"1269",229255657938043,"heating","female",48,"Germany","middle school",1141,3.05728564441821,"R_1NaaqSLkXYb5DrA",500,"2'500- 4'000€
<4'300- 5'899CHF",0.438212094653812,-0.358315640082196,0.438212094653812,0.358315640082196,2.69897000433602,5.75,0.828817733990148,"R_RKqHmKR3xJkYtax","numeracy high",5,400,0.35056967572305,-0.455225653090252,0.35056967572305,0.455225653090252,2.60205999132796,5.5,0.695812807881773,990,"R_1NaaqSLkXYb5DrA",4,5,924,"R_RKqHmKR3xJkYtax","2'500- 4'000€
<4'300- 5'899CHF",16,15,"okay"
"1270",229255657938043,"light","female",48,"Germany","middle school",358,2.55388302664387,"R_1NaaqSLkXYb5DrA",100,"2'500- 4'000€
<4'300- 5'899CHF",0.279329608938547,-0.553883026643874,0.279329608938547,0.553883026643874,2,5.75,0.828817733990148,"R_RKqHmKR3xJkYtax","numeracy high",3,150,0.418994413407821,-0.377791767588193,0.418994413407821,0.377791767588193,2.17609125905568,5.5,0.695812807881773,990,"R_1NaaqSLkXYb5DrA",4,5,924,"R_RKqHmKR3xJkYtax","2'500- 4'000€
<4'300- 5'899CHF",16,15,"okay"
"1271",229255657938043,"shower","female",48,"Germany","middle school",1186,3.07408468902824,"R_1NaaqSLkXYb5DrA",200,"2'500- 4'000€
<4'300- 5'899CHF",0.168634064080944,-0.773054693364263,0.168634064080944,0.773054693364263,2.30102999566398,5.75,0.828817733990148,"R_RKqHmKR3xJkYtax","numeracy high",3,200,0.168634064080944,-0.773054693364263,0.168634064080944,0.773054693364263,2.30102999566398,5.5,0.695812807881773,990,"R_1NaaqSLkXYb5DrA",4,5,924,"R_RKqHmKR3xJkYtax","2'500- 4'000€
<4'300- 5'899CHF",16,15,"okay"
"1272",229255657938043,"washing","female",48,"Germany","middle school",127,2.10380372095596,"R_1NaaqSLkXYb5DrA",200,"2'500- 4'000€
<4'300- 5'899CHF",1.5748031496063,0.197226274708024,1.5748031496063,0.197226274708024,2.30102999566398,5.75,0.828817733990148,"R_RKqHmKR3xJkYtax","numeracy high",4,500,3.93700787401575,0.595166283380062,3.93700787401575,0.595166283380062,2.69897000433602,5.5,0.695812807881773,990,"R_1NaaqSLkXYb5DrA",4,5,924,"R_RKqHmKR3xJkYtax","2'500- 4'000€
<4'300- 5'899CHF",16,15,"okay"
"1273",229255657939091,"dishwasher","female",31,"Germany","degree",74,1.86923171973098,"R_25sc4jWiebwhoSv",600,"> 4'000€
>5'900 CHF",8.10810810810811,0.908919530652668,8.10810810810811,0.908919530652668,2.77815125038364,4.75,-0.171182266009852,"R_1gLvjTZg4QNX5QS","numeracy low",3,200,2.7027027027027,0.431798275933005,2.7027027027027,0.431798275933005,2.30102999566398,4.75,-0.0541871921182269,687,"R_25sc4jWiebwhoSv",2,5,720,"R_1gLvjTZg4QNX5QS","> 4'000€
>5'900 CHF",11,12,"okay"
"1274",229255657939091,"dryer","female",31,"Germany","degree",1088,3.03662889536216,"R_25sc4jWiebwhoSv",2500,"> 4'000€
>5'900 CHF",2.29779411764706,0.361311113309877,2.29779411764706,0.361311113309877,3.39794000867204,4.75,-0.171182266009852,"R_1gLvjTZg4QNX5QS","numeracy low",3,2500,2.29779411764706,0.361311113309877,2.29779411764706,0.361311113309877,3.39794000867204,4.75,-0.0541871921182269,687,"R_25sc4jWiebwhoSv",2,5,720,"R_1gLvjTZg4QNX5QS","> 4'000€
>5'900 CHF",11,12,"okay"
"1275",229255657939091,"fridge","female",31,"Germany","degree",52,1.7160033436348,"R_25sc4jWiebwhoSv",800,"> 4'000€
>5'900 CHF",15.3846153846154,1.18708664335714,15.3846153846154,1.18708664335714,2.90308998699194,4.75,-0.171182266009852,"R_1gLvjTZg4QNX5QS","numeracy low",3,1000,19.2307692307692,1.2839966563652,19.2307692307692,1.2839966563652,3,4.75,-0.0541871921182269,687,"R_25sc4jWiebwhoSv",2,5,720,"R_1gLvjTZg4QNX5QS","> 4'000€
>5'900 CHF",11,12,"okay"
"1276",229255657939091,"hairdryer","female",31,"Germany","degree",128,2.10720996964787,"R_25sc4jWiebwhoSv",400,"> 4'000€
>5'900 CHF",3.125,0.494850021680094,3.125,0.494850021680094,2.60205999132796,4.75,-0.171182266009852,"R_1gLvjTZg4QNX5QS","numeracy low",3,150,1.171875,0.0688812894078129,1.171875,0.0688812894078129,2.17609125905568,4.75,-0.0541871921182269,687,"R_25sc4jWiebwhoSv",2,5,720,"R_1gLvjTZg4QNX5QS","> 4'000€
>5'900 CHF",11,12,"okay"
"1277",229255657939091,"heating","female",31,"Germany","degree",1141,3.05728564441821,"R_25sc4jWiebwhoSv",1000,"> 4'000€
>5'900 CHF",0.876424189307625,-0.0572856444182146,0.876424189307625,0.0572856444182146,3,4.75,-0.171182266009852,"R_1gLvjTZg4QNX5QS","numeracy low",3,1000,0.876424189307625,-0.0572856444182146,0.876424189307625,0.0572856444182146,3,4.75,-0.0541871921182269,687,"R_25sc4jWiebwhoSv",2,5,720,"R_1gLvjTZg4QNX5QS","> 4'000€
>5'900 CHF",11,12,"okay"
"1278",229255657939091,"light","female",31,"Germany","degree",358,2.55388302664387,"R_25sc4jWiebwhoSv",300,"> 4'000€
>5'900 CHF",0.837988826815642,-0.0767617719242119,0.837988826815642,0.0767617719242119,2.47712125471966,4.75,-0.171182266009852,"R_1gLvjTZg4QNX5QS","numeracy low",3,10,0.0279329608938547,-1.55388302664387,0.0279329608938547,1.55388302664387,1,4.75,-0.0541871921182269,687,"R_25sc4jWiebwhoSv",2,5,720,"R_1gLvjTZg4QNX5QS","> 4'000€
>5'900 CHF",11,12,"okay"
"1279",229255657939091,"shower","female",31,"Germany","degree",1186,3.07408468902824,"R_25sc4jWiebwhoSv",800,"> 4'000€
>5'900 CHF",0.674536256323777,-0.1709947020363,0.674536256323777,0.1709947020363,2.90308998699194,4.75,-0.171182266009852,"R_1gLvjTZg4QNX5QS","numeracy low",3,250,0.21079258010118,-0.676144680356206,0.21079258010118,0.676144680356206,2.39794000867204,4.75,-0.0541871921182269,687,"R_25sc4jWiebwhoSv",2,5,720,"R_1gLvjTZg4QNX5QS","> 4'000€
>5'900 CHF",11,12,"okay"
"1280",229255657939091,"washing","female",31,"Germany","degree",127,2.10380372095596,"R_25sc4jWiebwhoSv",700,"> 4'000€
>5'900 CHF",5.51181102362205,0.7412943190583,5.51181102362205,0.7412943190583,2.84509804001426,4.75,-0.171182266009852,"R_1gLvjTZg4QNX5QS","numeracy low",3,2000,15.748031496063,1.19722627470802,15.748031496063,1.19722627470802,3.30102999566398,4.75,-0.0541871921182269,687,"R_25sc4jWiebwhoSv",2,5,720,"R_1gLvjTZg4QNX5QS","> 4'000€
>5'900 CHF",11,12,"okay"
"1281",229255657939099,"dishwasher","male",22,"Germany","obligatory school",74,1.86923171973098,"R_eyRlyv0mGo9RljH",30,"2'500- 4'000€
<4'300- 5'899CHF",0.405405405405405,-0.392110465011314,0.405405405405405,0.392110465011314,1.47712125471966,6,1.07881773399015,"R_2YLoY951ZogozTf","numeracy low",3,2400,32.4324324324324,1.51097952198063,32.4324324324324,1.51097952198063,3.38021124171161,6,1.19581280788177,1113,"R_eyRlyv0mGo9RljH",4,5,1244,"R_2YLoY951ZogozTf","2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"1282",229255657939099,"dryer","male",22,"Germany","obligatory school",1088,3.03662889536216,"R_eyRlyv0mGo9RljH",50,"2'500- 4'000€
<4'300- 5'899CHF",0.0459558823529412,-1.33765889102614,0.0459558823529412,1.33765889102614,1.69897000433602,6,1.07881773399015,"R_2YLoY951ZogozTf","numeracy low",4,2800,2.57352941176471,0.410529135980058,2.57352941176471,0.410529135980058,3.44715803134222,6,1.19581280788177,1113,"R_eyRlyv0mGo9RljH",4,5,1244,"R_2YLoY951ZogozTf","2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"1283",229255657939099,"fridge","male",22,"Germany","obligatory school",52,1.7160033436348,"R_eyRlyv0mGo9RljH",120,"2'500- 4'000€
<4'300- 5'899CHF",2.30769230769231,0.363177902412826,2.30769230769231,0.363177902412826,2.07918124604762,6,1.07881773399015,"R_2YLoY951ZogozTf","numeracy low",6,1600,30.7692307692308,1.48811663902113,30.7692307692308,1.48811663902113,3.20411998265592,6,1.19581280788177,1113,"R_eyRlyv0mGo9RljH",4,5,1244,"R_2YLoY951ZogozTf","2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"1284",229255657939099,"hairdryer","male",22,"Germany","obligatory school",128,2.10720996964787,"R_eyRlyv0mGo9RljH",5,"2'500- 4'000€
<4'300- 5'899CHF",0.0390625,-1.40823996531185,0.0390625,1.40823996531185,0.698970004336019,6,1.07881773399015,"R_2YLoY951ZogozTf","numeracy low",3,360,2.8125,0.449092531119419,2.8125,0.449092531119419,2.55630250076729,6,1.19581280788177,1113,"R_eyRlyv0mGo9RljH",4,5,1244,"R_2YLoY951ZogozTf","2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"1285",229255657939099,"heating","male",22,"Germany","obligatory school",1141,3.05728564441821,"R_eyRlyv0mGo9RljH",90,"2'500- 4'000€
<4'300- 5'899CHF",0.0788781770376862,-1.10304313497889,0.0788781770376862,1.10304313497889,1.95424250943932,6,1.07881773399015,"R_2YLoY951ZogozTf","numeracy low",5,600,0.525854513584575,-0.279134394034571,0.525854513584575,0.279134394034571,2.77815125038364,6,1.19581280788177,1113,"R_eyRlyv0mGo9RljH",4,5,1244,"R_2YLoY951ZogozTf","2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"1286",229255657939099,"light","male",22,"Germany","obligatory school",358,2.55388302664387,"R_eyRlyv0mGo9RljH",90,"2'500- 4'000€
<4'300- 5'899CHF",0.251396648044693,-0.59964051720455,0.251396648044693,0.59964051720455,1.95424250943932,6,1.07881773399015,"R_2YLoY951ZogozTf","numeracy low",4,100,0.279329608938547,-0.553883026643874,0.279329608938547,0.553883026643874,2,6,1.19581280788177,1113,"R_eyRlyv0mGo9RljH",4,5,1244,"R_2YLoY951ZogozTf","2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"1287",229255657939099,"shower","male",22,"Germany","obligatory school",1186,3.07408468902824,"R_eyRlyv0mGo9RljH",80,"2'500- 4'000€
<4'300- 5'899CHF",0.0674536256323777,-1.1709947020363,0.0674536256323777,1.1709947020363,1.90308998699194,6,1.07881773399015,"R_2YLoY951ZogozTf","numeracy low",1,1700,1.43338954468803,0.15636423235003,1.43338954468803,0.15636423235003,3.23044892137827,6,1.19581280788177,1113,"R_eyRlyv0mGo9RljH",4,5,1244,"R_2YLoY951ZogozTf","2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"1288",229255657939099,"washing","male",22,"Germany","obligatory school",127,2.10380372095596,"R_eyRlyv0mGo9RljH",50,"2'500- 4'000€
<4'300- 5'899CHF",0.393700787401575,-0.404833716619938,0.393700787401575,0.404833716619938,1.69897000433602,6,1.07881773399015,"R_2YLoY951ZogozTf","numeracy low",6,2700,21.259842519685,1.32756004320303,21.259842519685,1.32756004320303,3.43136376415899,6,1.19581280788177,1113,"R_eyRlyv0mGo9RljH",4,5,1244,"R_2YLoY951ZogozTf","2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"1289",229255657940131,"dishwasher","male",28,"Germany","degree",74,1.86923171973098,"R_2TMKimcEcRwikm9",103,"<1'500- 2'499€
3'100-4'299CHF",1.39189189189189,0.143605504974196,1.39189189189189,0.143605504974196,2.01283722470517,3.25,-1.67118226600985,"R_3e1TqdtfLQhf4L2","numeracy high",1,1000,13.5135135135135,1.13076828026902,13.5135135135135,1.13076828026902,3,6,1.19581280788177,343,"R_2TMKimcEcRwikm9",2,5,858,"R_3e1TqdtfLQhf4L2","<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"1290",229255657940131,"dryer","male",28,"Germany","degree",1088,3.03662889536216,"R_2TMKimcEcRwikm9",87,"<1'500- 2'499€
3'100-4'299CHF",0.0799632352941176,-1.09710964274354,0.0799632352941176,1.09710964274354,1.93951925261862,3.25,-1.67118226600985,"R_3e1TqdtfLQhf4L2","numeracy high",1,1000,0.919117647058823,-0.0366288953621611,0.919117647058823,0.0366288953621611,3,6,1.19581280788177,343,"R_2TMKimcEcRwikm9",2,5,858,"R_3e1TqdtfLQhf4L2","<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"1291",229255657940131,"fridge","male",28,"Germany","degree",52,1.7160033436348,"R_2TMKimcEcRwikm9",73,"<1'500- 2'499€
3'100-4'299CHF",1.40384615384615,0.147319516485657,1.40384615384615,0.147319516485657,1.86332286012046,3.25,-1.67118226600985,"R_3e1TqdtfLQhf4L2","numeracy high",1,1000,19.2307692307692,1.2839966563652,19.2307692307692,1.2839966563652,3,6,1.19581280788177,343,"R_2TMKimcEcRwikm9",2,5,858,"R_3e1TqdtfLQhf4L2","<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"1292",229255657940131,"hairdryer","male",28,"Germany","degree",128,2.10720996964787,"R_2TMKimcEcRwikm9",65,"<1'500- 2'499€
3'100-4'299CHF",0.5078125,-0.294296613005013,0.5078125,0.294296613005013,1.81291335664286,3.25,-1.67118226600985,"R_3e1TqdtfLQhf4L2","numeracy high",1,450,3.515625,0.546002544127475,3.515625,0.546002544127475,2.65321251377534,6,1.19581280788177,343,"R_2TMKimcEcRwikm9",2,5,858,"R_3e1TqdtfLQhf4L2","<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"1293",229255657940131,"heating","male",28,"Germany","degree",1141,3.05728564441821,"R_2TMKimcEcRwikm9",64,"<1'500- 2'499€
3'100-4'299CHF",0.056091148115688,-1.25110567043433,0.056091148115688,1.25110567043433,1.80617997398389,3.25,-1.67118226600985,"R_3e1TqdtfLQhf4L2","numeracy high",1,2000,1.75284837861525,0.243744351245767,1.75284837861525,0.243744351245767,3.30102999566398,6,1.19581280788177,343,"R_2TMKimcEcRwikm9",2,5,858,"R_3e1TqdtfLQhf4L2","<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"1294",229255657940131,"light","male",28,"Germany","degree",358,2.55388302664387,"R_2TMKimcEcRwikm9",101,"<1'500- 2'499€
3'100-4'299CHF",0.282122905027933,-0.549561652861232,0.282122905027933,0.549561652861232,2.00432137378264,3.25,-1.67118226600985,"R_3e1TqdtfLQhf4L2","numeracy high",1,3000,8.37988826815642,0.923238228075788,8.37988826815642,0.923238228075788,3.47712125471966,6,1.19581280788177,343,"R_2TMKimcEcRwikm9",2,5,858,"R_3e1TqdtfLQhf4L2","<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"1295",229255657940131,"shower","male",28,"Germany","degree",1186,3.07408468902824,"R_2TMKimcEcRwikm9",65,"<1'500- 2'499€
3'100-4'299CHF",0.0548060708263069,-1.26117133238539,0.0548060708263069,1.26117133238539,1.81291335664286,3.25,-1.67118226600985,"R_3e1TqdtfLQhf4L2","numeracy high",1,200,0.168634064080944,-0.773054693364263,0.168634064080944,0.773054693364263,2.30102999566398,6,1.19581280788177,343,"R_2TMKimcEcRwikm9",2,5,858,"R_3e1TqdtfLQhf4L2","<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"1296",229255657940131,"washing","male",28,"Germany","degree",127,2.10380372095596,"R_2TMKimcEcRwikm9",84,"<1'500- 2'499€
3'100-4'299CHF",0.661417322834646,-0.179524434894075,0.661417322834646,0.179524434894075,1.92427928606188,3.25,-1.67118226600985,"R_3e1TqdtfLQhf4L2","numeracy high",1,200,1.5748031496063,0.197226274708024,1.5748031496063,0.197226274708024,2.30102999566398,6,1.19581280788177,343,"R_2TMKimcEcRwikm9",2,5,858,"R_3e1TqdtfLQhf4L2","<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"1297",229255657941170,"dishwasher","female",22,"Germany","obligatory school",74,1.86923171973098,"R_3g02bcIpWgCvGPQ",20,"<1'500- 2'499€
3'100-4'299CHF",0.27027027027027,-0.568201724066995,0.27027027027027,0.568201724066995,1.30102999566398,6,1.07881773399015,"R_3L7muBEyUDuUPvc","numeracy low",3,450,6.08108108108108,0.783980794044367,6.08108108108108,0.783980794044367,2.65321251377534,6,1.19581280788177,7128,"R_3g02bcIpWgCvGPQ",4,4,1506,"R_3L7muBEyUDuUPvc","<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"1298",229255657941170,"dryer","female",22,"Germany","obligatory school",1088,3.03662889536216,"R_3g02bcIpWgCvGPQ",20,"<1'500- 2'499€
3'100-4'299CHF",0.0183823529411765,-1.73559889969818,0.0183823529411765,1.73559889969818,1.30102999566398,6,1.07881773399015,"R_3L7muBEyUDuUPvc","numeracy low",3,352,0.323529411764706,-0.49008623188403,0.323529411764706,0.49008623188403,2.54654266347813,6,1.19581280788177,7128,"R_3g02bcIpWgCvGPQ",4,4,1506,"R_3L7muBEyUDuUPvc","<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"1299",229255657941170,"fridge","female",22,"Germany","obligatory school",52,1.7160033436348,"R_3g02bcIpWgCvGPQ",10,"<1'500- 2'499€
3'100-4'299CHF",0.192307692307692,-0.716003343634799,0.192307692307692,0.716003343634799,1,6,1.07881773399015,"R_3L7muBEyUDuUPvc","numeracy low",3,847,16.2884615384615,1.21188006669591,16.2884615384615,1.21188006669591,2.92788341033071,6,1.19581280788177,7128,"R_3g02bcIpWgCvGPQ",4,4,1506,"R_3L7muBEyUDuUPvc","<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"1300",229255657941170,"hairdryer","female",22,"Germany","obligatory school",128,2.10720996964787,"R_3g02bcIpWgCvGPQ",10,"<1'500- 2'499€
3'100-4'299CHF",0.078125,-1.10720996964787,0.078125,1.10720996964787,1,6,1.07881773399015,"R_3L7muBEyUDuUPvc","numeracy low",2,50,0.390625,-0.40823996531185,0.390625,0.40823996531185,1.69897000433602,6,1.19581280788177,7128,"R_3g02bcIpWgCvGPQ",4,4,1506,"R_3L7muBEyUDuUPvc","<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"1301",229255657941170,"heating","female",22,"Germany","obligatory school",1141,3.05728564441821,"R_3g02bcIpWgCvGPQ",5,"<1'500- 2'499€
3'100-4'299CHF",0.00438212094653812,-2.3583156400822,0.00438212094653812,2.3583156400822,0.698970004336019,6,1.07881773399015,"R_3L7muBEyUDuUPvc","numeracy low",3,305,0.267309377738826,-0.572985805071429,0.267309377738826,0.572985805071429,2.48429983934679,6,1.19581280788177,7128,"R_3g02bcIpWgCvGPQ",4,4,1506,"R_3L7muBEyUDuUPvc","<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"1302",229255657941170,"light","female",22,"Germany","obligatory school",358,2.55388302664387,"R_3g02bcIpWgCvGPQ",5,"<1'500- 2'499€
3'100-4'299CHF",0.0139664804469274,-1.85491302230786,0.0139664804469274,1.85491302230786,0.698970004336019,6,1.07881773399015,"R_3L7muBEyUDuUPvc","numeracy low",3,267,0.745810055865922,-0.127371765279299,0.745810055865922,0.127371765279299,2.42651126136458,6,1.19581280788177,7128,"R_3g02bcIpWgCvGPQ",4,4,1506,"R_3L7muBEyUDuUPvc","<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"1303",229255657941170,"shower","female",22,"Germany","obligatory school",1186,3.07408468902824,"R_3g02bcIpWgCvGPQ",20,"<1'500- 2'499€
3'100-4'299CHF",0.0168634064080944,-1.77305469336426,0.0168634064080944,1.77305469336426,1.30102999566398,6,1.07881773399015,"R_3L7muBEyUDuUPvc","numeracy low",2,352,0.296795952782462,-0.527542025550113,0.296795952782462,0.527542025550113,2.54654266347813,6,1.19581280788177,7128,"R_3g02bcIpWgCvGPQ",4,4,1506,"R_3L7muBEyUDuUPvc","<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"1304",229255657941170,"washing","female",22,"Germany","obligatory school",127,2.10380372095596,"R_3g02bcIpWgCvGPQ",10,"<1'500- 2'499€
3'100-4'299CHF",0.078740157480315,-1.10380372095596,0.078740157480315,1.10380372095596,1,6,1.07881773399015,"R_3L7muBEyUDuUPvc","numeracy low",3,646,5.08661417322835,0.706428797039127,5.08661417322835,0.706428797039127,2.81023251799508,6,1.19581280788177,7128,"R_3g02bcIpWgCvGPQ",4,4,1506,"R_3L7muBEyUDuUPvc","<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"1305",229255657942213,"dishwasher","male",26,"Germany","middle school",74,1.86923171973098,"R_3nUc7oJWOKlnJBV",200,"<1'500€
<3'100CHF",2.7027027027027,0.431798275933005,2.7027027027027,0.431798275933005,2.30102999566398,6,1.07881773399015,"R_1RJFm66oU5fP5Qt","numeracy low",3,2500,33.7837837837838,1.52870828894106,33.7837837837838,1.52870828894106,3.39794000867204,3.5,-1.30418719211823,629,"R_3nUc7oJWOKlnJBV",1,3,1678,"R_1RJFm66oU5fP5Qt","<1'500€
<3'100CHF",10,27,"okay"
"1306",229255657942213,"dryer","male",26,"Germany","middle school",1088,3.03662889536216,"R_3nUc7oJWOKlnJBV",500,"<1'500€
<3'100CHF",0.459558823529412,-0.337658891026142,0.459558823529412,0.337658891026142,2.69897000433602,6,1.07881773399015,"R_1RJFm66oU5fP5Qt","numeracy low",4,2000,1.83823529411765,0.26440110030182,1.83823529411765,0.26440110030182,3.30102999566398,3.5,-1.30418719211823,629,"R_3nUc7oJWOKlnJBV",1,3,1678,"R_1RJFm66oU5fP5Qt","<1'500€
<3'100CHF",10,27,"okay"
"1307",229255657942213,"fridge","male",26,"Germany","middle school",52,1.7160033436348,"R_3nUc7oJWOKlnJBV",500,"<1'500€
<3'100CHF",9.61538461538461,0.98296666070122,9.61538461538461,0.98296666070122,2.69897000433602,6,1.07881773399015,"R_1RJFm66oU5fP5Qt","numeracy low",3,3000,57.6923076923077,1.76111791108486,57.6923076923077,1.76111791108486,3.47712125471966,3.5,-1.30418719211823,629,"R_3nUc7oJWOKlnJBV",1,3,1678,"R_1RJFm66oU5fP5Qt","<1'500€
<3'100CHF",10,27,"okay"
"1308",229255657942213,"hairdryer","male",26,"Germany","middle school",128,2.10720996964787,"R_3nUc7oJWOKlnJBV",500,"<1'500€
<3'100CHF",3.90625,0.59176003468815,3.90625,0.59176003468815,2.69897000433602,6,1.07881773399015,"R_1RJFm66oU5fP5Qt","numeracy low",4,40,0.3125,-0.505149978319906,0.3125,0.505149978319906,1.60205999132796,3.5,-1.30418719211823,629,"R_3nUc7oJWOKlnJBV",1,3,1678,"R_1RJFm66oU5fP5Qt","<1'500€
<3'100CHF",10,27,"okay"
"1309",229255657942213,"heating","male",26,"Germany","middle school",1141,3.05728564441821,"R_3nUc7oJWOKlnJBV",300,"<1'500€
<3'100CHF",0.262927256792287,-0.580164389698552,0.262927256792287,0.580164389698552,2.47712125471966,6,1.07881773399015,"R_1RJFm66oU5fP5Qt","numeracy low",3,750,0.657318141980719,-0.182224381026515,0.657318141980719,0.182224381026515,2.8750612633917,3.5,-1.30418719211823,629,"R_3nUc7oJWOKlnJBV",1,3,1678,"R_1RJFm66oU5fP5Qt","<1'500€
<3'100CHF",10,27,"okay"
"1310",229255657942213,"light","male",26,"Germany","middle school",358,2.55388302664387,"R_3nUc7oJWOKlnJBV",300,"<1'500€
<3'100CHF",0.837988826815642,-0.0767617719242119,0.837988826815642,0.0767617719242119,2.47712125471966,6,1.07881773399015,"R_1RJFm66oU5fP5Qt","numeracy low",3,1500,4.18994413407821,0.622208232411807,4.18994413407821,0.622208232411807,3.17609125905568,3.5,-1.30418719211823,629,"R_3nUc7oJWOKlnJBV",1,3,1678,"R_1RJFm66oU5fP5Qt","<1'500€
<3'100CHF",10,27,"okay"
"1311",229255657942213,"shower","male",26,"Germany","middle school",1186,3.07408468902824,"R_3nUc7oJWOKlnJBV",200,"<1'500€
<3'100CHF",0.168634064080944,-0.773054693364263,0.168634064080944,0.773054693364263,2.30102999566398,6,1.07881773399015,"R_1RJFm66oU5fP5Qt","numeracy low",3,500,0.421585160202361,-0.375114684692225,0.421585160202361,0.375114684692225,2.69897000433602,3.5,-1.30418719211823,629,"R_3nUc7oJWOKlnJBV",1,3,1678,"R_1RJFm66oU5fP5Qt","<1'500€
<3'100CHF",10,27,"okay"
"1312",229255657942213,"washing","male",26,"Germany","middle school",127,2.10380372095596,"R_3nUc7oJWOKlnJBV",800,"<1'500€
<3'100CHF",6.2992125984252,0.799286266035987,6.2992125984252,0.799286266035987,2.90308998699194,6,1.07881773399015,"R_1RJFm66oU5fP5Qt","numeracy low",3,1000,7.8740157480315,0.896196279044043,7.8740157480315,0.896196279044043,3,3.5,-1.30418719211823,629,"R_3nUc7oJWOKlnJBV",1,3,1678,"R_1RJFm66oU5fP5Qt","<1'500€
<3'100CHF",10,27,"okay"
"1313",229255657942218,"dishwasher","male",50,"Germany","middle school",74,1.86923171973098,"R_20Ov8RSteb1ii4S",20,"2'500- 4'000€
<4'300- 5'899CHF",0.27027027027027,-0.568201724066995,0.27027027027027,0.568201724066995,1.30102999566398,3.5,-1.42118226600985,"R_3EDOF5X2jihdhSP","numeracy low",3,30,0.405405405405405,-0.392110465011314,0.405405405405405,0.392110465011314,1.47712125471966,3,-1.80418719211823,4119,"R_20Ov8RSteb1ii4S",2,6,1384,"R_3EDOF5X2jihdhSP","2'500- 4'000€
<4'300- 5'899CHF",68,23,"okay"
"1314",229255657942218,"dryer","male",50,"Germany","middle school",1088,3.03662889536216,"R_20Ov8RSteb1ii4S",70,"2'500- 4'000€
<4'300- 5'899CHF",0.0643382352941176,-1.1915308553479,0.0643382352941176,1.1915308553479,1.84509804001426,3.5,-1.42118226600985,"R_3EDOF5X2jihdhSP","numeracy low",4,100,0.0919117647058824,-1.03662889536216,0.0919117647058824,1.03662889536216,2,3,-1.80418719211823,4119,"R_20Ov8RSteb1ii4S",2,6,1384,"R_3EDOF5X2jihdhSP","2'500- 4'000€
<4'300- 5'899CHF",68,23,"okay"
"1315",229255657942218,"fridge","male",50,"Germany","middle school",52,1.7160033436348,"R_20Ov8RSteb1ii4S",30,"2'500- 4'000€
<4'300- 5'899CHF",0.576923076923077,-0.238882088915137,0.576923076923077,0.238882088915137,1.47712125471966,3.5,-1.42118226600985,"R_3EDOF5X2jihdhSP","numeracy low",3,30,0.576923076923077,-0.238882088915137,0.576923076923077,0.238882088915137,1.47712125471966,3,-1.80418719211823,4119,"R_20Ov8RSteb1ii4S",2,6,1384,"R_3EDOF5X2jihdhSP","2'500- 4'000€
<4'300- 5'899CHF",68,23,"okay"
"1316",229255657942218,"hairdryer","male",50,"Germany","middle school",128,2.10720996964787,"R_20Ov8RSteb1ii4S",50,"2'500- 4'000€
<4'300- 5'899CHF",0.390625,-0.40823996531185,0.390625,0.40823996531185,1.69897000433602,3.5,-1.42118226600985,"R_3EDOF5X2jihdhSP","numeracy low",4,30,0.234375,-0.630088714928206,0.234375,0.630088714928206,1.47712125471966,3,-1.80418719211823,4119,"R_20Ov8RSteb1ii4S",2,6,1384,"R_3EDOF5X2jihdhSP","2'500- 4'000€
<4'300- 5'899CHF",68,23,"okay"
