"","ResponseId.wave1","m","Sum","Duration.wave1","gender","country","income.wave1","education","household_size","politcalorientation","ResponseId","age","Minutes.wave1","Minutes","climate_concern","concern.scaled","percent","type","choice","A","B","priceA","priceB","energyA","energyB","trade.price","trade.energy","price.level","energy.level"
"1889","R_27KxgmbOovlZ01z",229320605975640,1,351,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",4,6,"R_RCcAMaUoWyEEkvL",23,5,"speeder",4,-0.7625,0.142857142857143,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1890","R_27KxgmbOovlZ01z",229320605975640,1,351,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",4,6,"R_RCcAMaUoWyEEkvL",23,5,"speeder",4,-0.7625,0.142857142857143,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1891","R_27paz7ivFJBQEwk",229410207207669,4,1145,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,"R_2YKwMWQVUVMr2UE",31,19,"okay",4.5,-0.2625,0.571428571428571,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1892","R_27paz7ivFJBQEwk",229410207207669,4,1145,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,"R_2YKwMWQVUVMr2UE",31,19,"okay",4.5,-0.2625,0.571428571428571,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1893","R_27paz7ivFJBQEwk",229410207207669,4,1145,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,"R_2YKwMWQVUVMr2UE",31,19,"okay",4.5,-0.2625,0.571428571428571,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1894","R_27paz7ivFJBQEwk",229410207207669,4,1145,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,"R_2YKwMWQVUVMr2UE",31,19,"okay",4.5,-0.2625,0.571428571428571,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1895","R_27paz7ivFJBQEwk",229410207207669,4,1145,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,"R_2YKwMWQVUVMr2UE",31,19,"okay",4.5,-0.2625,0.571428571428571,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1896","R_27paz7ivFJBQEwk",229410207207669,4,1145,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,"R_2YKwMWQVUVMr2UE",31,19,"okay",4.5,-0.2625,0.571428571428571,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1897","R_27paz7ivFJBQEwk",229410207207669,4,1145,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,"R_2YKwMWQVUVMr2UE",31,19,"okay",4.5,-0.2625,0.571428571428571,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1898","R_27U9ZJqGrlxlBEJ",229256171975909,3,844,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,"R_xAvoffPJOr1jEZ3",18,14,"okay",4.5,-0.2625,0.428571428571429,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1899","R_27U9ZJqGrlxlBEJ",229256171975909,3,844,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,"R_xAvoffPJOr1jEZ3",18,14,"okay",4.5,-0.2625,0.428571428571429,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1900","R_27U9ZJqGrlxlBEJ",229256171975909,3,844,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,"R_xAvoffPJOr1jEZ3",18,14,"okay",4.5,-0.2625,0.428571428571429,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1901","R_27U9ZJqGrlxlBEJ",229256171975909,3,844,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,"R_xAvoffPJOr1jEZ3",18,14,"okay",4.5,-0.2625,0.428571428571429,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1902","R_27U9ZJqGrlxlBEJ",229256171975909,3,844,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,"R_xAvoffPJOr1jEZ3",18,14,"okay",4.5,-0.2625,0.428571428571429,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1903","R_27U9ZJqGrlxlBEJ",229256171975909,3,844,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,"R_xAvoffPJOr1jEZ3",18,14,"okay",4.5,-0.2625,0.428571428571429,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1904","R_27U9ZJqGrlxlBEJ",229256171975909,3,844,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,"R_xAvoffPJOr1jEZ3",18,14,"okay",4.5,-0.2625,0.428571428571429,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1905","R_27W1NFJXInLwDZw",229242295770258,6,1020,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,"R_307T5nH5VTePCcQ",26,17,"okay",6,1.2375,0.857142857142857,"exp.low_che.int",1,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1906","R_27W1NFJXInLwDZw",229242295770258,6,1020,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,"R_307T5nH5VTePCcQ",26,17,"okay",6,1.2375,0.857142857142857,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1907","R_27W1NFJXInLwDZw",229242295770258,6,1020,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,"R_307T5nH5VTePCcQ",26,17,"okay",6,1.2375,0.857142857142857,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1908","R_27W1NFJXInLwDZw",229242295770258,6,1020,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,"R_307T5nH5VTePCcQ",26,17,"okay",6,1.2375,0.857142857142857,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1909","R_27W1NFJXInLwDZw",229242295770258,6,1020,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,"R_307T5nH5VTePCcQ",26,17,"okay",6,1.2375,0.857142857142857,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1910","R_27W1NFJXInLwDZw",229242295770258,6,1020,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,"R_307T5nH5VTePCcQ",26,17,"okay",6,1.2375,0.857142857142857,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1911","R_27W1NFJXInLwDZw",229242295770258,6,1020,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,"R_307T5nH5VTePCcQ",26,17,"okay",6,1.2375,0.857142857142857,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1912","R_27wlgEvlswXJirC",229320605937800,1,545,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,"R_1jeTsNxm9GjoHSg",37,9,"okay",4.5,-0.2625,0.142857142857143,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1913","R_27wlgEvlswXJirC",229320605937800,1,545,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,"R_1jeTsNxm9GjoHSg",37,9,"okay",4.5,-0.2625,0.142857142857143,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1914","R_27wlgEvlswXJirC",229320605937800,1,545,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,"R_1jeTsNxm9GjoHSg",37,9,"okay",4.5,-0.2625,0.142857142857143,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1915","R_27wlgEvlswXJirC",229320605937800,1,545,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,"R_1jeTsNxm9GjoHSg",37,9,"okay",4.5,-0.2625,0.142857142857143,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1916","R_27wlgEvlswXJirC",229320605937800,1,545,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,"R_1jeTsNxm9GjoHSg",37,9,"okay",4.5,-0.2625,0.142857142857143,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1917","R_27wlgEvlswXJirC",229320605937800,1,545,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,"R_1jeTsNxm9GjoHSg",37,9,"okay",4.5,-0.2625,0.142857142857143,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1918","R_27wlgEvlswXJirC",229320605937800,1,545,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,"R_1jeTsNxm9GjoHSg",37,9,"okay",4.5,-0.2625,0.142857142857143,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1919","R_27wlK1Z5sH71KQ0",229758454235278,1,874,"female","Switzerland","<1'500€
<3'100CHF","degree",1,3,"R_1gMTHND9hMVtlq6",61,14,"okay",6,1.2375,0.142857142857143,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1920","R_27wlK1Z5sH71KQ0",229758454235278,1,874,"female","Switzerland","<1'500€
<3'100CHF","degree",1,3,"R_1gMTHND9hMVtlq6",61,14,"okay",6,1.2375,0.142857142857143,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1921","R_27wlK1Z5sH71KQ0",229758454235278,1,874,"female","Switzerland","<1'500€
<3'100CHF","degree",1,3,"R_1gMTHND9hMVtlq6",61,14,"okay",6,1.2375,0.142857142857143,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1922","R_27wlK1Z5sH71KQ0",229758454235278,1,874,"female","Switzerland","<1'500€
<3'100CHF","degree",1,3,"R_1gMTHND9hMVtlq6",61,14,"okay",6,1.2375,0.142857142857143,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1923","R_27wlK1Z5sH71KQ0",229758454235278,1,874,"female","Switzerland","<1'500€
<3'100CHF","degree",1,3,"R_1gMTHND9hMVtlq6",61,14,"okay",6,1.2375,0.142857142857143,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1924","R_27wlK1Z5sH71KQ0",229758454235278,1,874,"female","Switzerland","<1'500€
<3'100CHF","degree",1,3,"R_1gMTHND9hMVtlq6",61,14,"okay",6,1.2375,0.142857142857143,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1925","R_27wlK1Z5sH71KQ0",229758454235278,1,874,"female","Switzerland","<1'500€
<3'100CHF","degree",1,3,"R_1gMTHND9hMVtlq6",61,14,"okay",6,1.2375,0.142857142857143,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1926","R_27WPtaUNfo36sRF",229242295752791,7,1402,"female","Germany","<1'500€
<3'100CHF","no formal education",2,6,"R_YPvw2kLOGumRTG1",63,23,"okay",5.75,0.9875,1,"exp.low_che.int",1,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1927","R_27WPtaUNfo36sRF",229242295752791,7,1402,"female","Germany","<1'500€
<3'100CHF","no formal education",2,6,"R_YPvw2kLOGumRTG1",63,23,"okay",5.75,0.9875,1,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1928","R_27WPtaUNfo36sRF",229242295752791,7,1402,"female","Germany","<1'500€
<3'100CHF","no formal education",2,6,"R_YPvw2kLOGumRTG1",63,23,"okay",5.75,0.9875,1,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1929","R_27WPtaUNfo36sRF",229242295752791,7,1402,"female","Germany","<1'500€
<3'100CHF","no formal education",2,6,"R_YPvw2kLOGumRTG1",63,23,"okay",5.75,0.9875,1,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1930","R_27WPtaUNfo36sRF",229242295752791,7,1402,"female","Germany","<1'500€
<3'100CHF","no formal education",2,6,"R_YPvw2kLOGumRTG1",63,23,"okay",5.75,0.9875,1,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1931","R_27WPtaUNfo36sRF",229242295752791,7,1402,"female","Germany","<1'500€
<3'100CHF","no formal education",2,6,"R_YPvw2kLOGumRTG1",63,23,"okay",5.75,0.9875,1,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1932","R_27WPtaUNfo36sRF",229242295752791,7,1402,"female","Germany","<1'500€
<3'100CHF","no formal education",2,6,"R_YPvw2kLOGumRTG1",63,23,"okay",5.75,0.9875,1,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1933","R_28UI6S5JgZB4fRG",229409893614815,2,544,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,"R_2trlsJrfwYEN5I7",42,9,"okay",4.75,-0.0125000000000002,0.285714285714286,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1934","R_28UI6S5JgZB4fRG",229409893614815,2,544,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,"R_2trlsJrfwYEN5I7",42,9,"okay",4.75,-0.0125000000000002,0.285714285714286,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1935","R_28UI6S5JgZB4fRG",229409893614815,2,544,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,"R_2trlsJrfwYEN5I7",42,9,"okay",4.75,-0.0125000000000002,0.285714285714286,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1936","R_28UI6S5JgZB4fRG",229409893614815,2,544,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,"R_2trlsJrfwYEN5I7",42,9,"okay",4.75,-0.0125000000000002,0.285714285714286,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1937","R_28UI6S5JgZB4fRG",229409893614815,2,544,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,"R_2trlsJrfwYEN5I7",42,9,"okay",4.75,-0.0125000000000002,0.285714285714286,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1938","R_28UI6S5JgZB4fRG",229409893614815,2,544,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,"R_2trlsJrfwYEN5I7",42,9,"okay",4.75,-0.0125000000000002,0.285714285714286,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1939","R_28UI6S5JgZB4fRG",229409893614815,2,544,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,"R_2trlsJrfwYEN5I7",42,9,"okay",4.75,-0.0125000000000002,0.285714285714286,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1940","R_29iyunHJ5FsrRr3",229409893603348,0,3700,"male","Germany","<1'500€
<3'100CHF","middle school",1,6,"R_DkR6Ku8TUssOSel",46,61,"okay",1.75,-3.0125,0,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1941","R_29iyunHJ5FsrRr3",229409893603348,0,3700,"male","Germany","<1'500€
<3'100CHF","middle school",1,6,"R_DkR6Ku8TUssOSel",46,61,"okay",1.75,-3.0125,0,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1942","R_29iyunHJ5FsrRr3",229409893603348,0,3700,"male","Germany","<1'500€
<3'100CHF","middle school",1,6,"R_DkR6Ku8TUssOSel",46,61,"okay",1.75,-3.0125,0,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1943","R_29iyunHJ5FsrRr3",229409893603348,0,3700,"male","Germany","<1'500€
<3'100CHF","middle school",1,6,"R_DkR6Ku8TUssOSel",46,61,"okay",1.75,-3.0125,0,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1944","R_29iyunHJ5FsrRr3",229409893603348,0,3700,"male","Germany","<1'500€
<3'100CHF","middle school",1,6,"R_DkR6Ku8TUssOSel",46,61,"okay",1.75,-3.0125,0,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1945","R_29iyunHJ5FsrRr3",229409893603348,0,3700,"male","Germany","<1'500€
<3'100CHF","middle school",1,6,"R_DkR6Ku8TUssOSel",46,61,"okay",1.75,-3.0125,0,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1946","R_29iyunHJ5FsrRr3",229409893603348,0,3700,"male","Germany","<1'500€
<3'100CHF","middle school",1,6,"R_DkR6Ku8TUssOSel",46,61,"okay",1.75,-3.0125,0,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1947","R_2aA1uQbxplArdVS",229410206629046,7,1244,"female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,"R_5juCpAlJ647ENRT",66,20,"okay",5.25,0.4875,1,"exp.low_che.int",1,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1948","R_2aA1uQbxplArdVS",229410206629046,7,1244,"female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,"R_5juCpAlJ647ENRT",66,20,"okay",5.25,0.4875,1,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1949","R_2aA1uQbxplArdVS",229410206629046,7,1244,"female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,"R_5juCpAlJ647ENRT",66,20,"okay",5.25,0.4875,1,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1950","R_2aA1uQbxplArdVS",229410206629046,7,1244,"female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,"R_5juCpAlJ647ENRT",66,20,"okay",5.25,0.4875,1,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1951","R_2aA1uQbxplArdVS",229410206629046,7,1244,"female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,"R_5juCpAlJ647ENRT",66,20,"okay",5.25,0.4875,1,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1952","R_2aA1uQbxplArdVS",229410206629046,7,1244,"female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,"R_5juCpAlJ647ENRT",66,20,"okay",5.25,0.4875,1,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1953","R_2aA1uQbxplArdVS",229410206629046,7,1244,"female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,"R_5juCpAlJ647ENRT",66,20,"okay",5.25,0.4875,1,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1954","R_2aFZCsf96UrGETa",229242295745745,4,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,"R_1rer6VEu9uPhqKg",33,12,"okay",5.5,0.7375,0.571428571428571,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1955","R_2aFZCsf96UrGETa",229242295745745,4,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,"R_1rer6VEu9uPhqKg",33,12,"okay",5.5,0.7375,0.571428571428571,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1956","R_2aFZCsf96UrGETa",229242295745745,4,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,"R_1rer6VEu9uPhqKg",33,12,"okay",5.5,0.7375,0.571428571428571,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1957","R_2aFZCsf96UrGETa",229242295745745,4,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,"R_1rer6VEu9uPhqKg",33,12,"okay",5.5,0.7375,0.571428571428571,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1958","R_2aFZCsf96UrGETa",229242295745745,4,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,"R_1rer6VEu9uPhqKg",33,12,"okay",5.5,0.7375,0.571428571428571,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1959","R_2aFZCsf96UrGETa",229242295745745,4,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,"R_1rer6VEu9uPhqKg",33,12,"okay",5.5,0.7375,0.571428571428571,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1960","R_2aFZCsf96UrGETa",229242295745745,4,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,"R_1rer6VEu9uPhqKg",33,12,"okay",5.5,0.7375,0.571428571428571,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1961","R_2ag9KO7neo6tVIm",229256171581482,3,626,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,"R_3khTb6ohZTEw1uj",56,10,"okay",6,1.2375,0.428571428571429,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1962","R_2ag9KO7neo6tVIm",229256171581482,3,626,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,"R_3khTb6ohZTEw1uj",56,10,"okay",6,1.2375,0.428571428571429,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1963","R_2ag9KO7neo6tVIm",229256171581482,3,626,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,"R_3khTb6ohZTEw1uj",56,10,"okay",6,1.2375,0.428571428571429,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1964","R_2ag9KO7neo6tVIm",229256171581482,3,626,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,"R_3khTb6ohZTEw1uj",56,10,"okay",6,1.2375,0.428571428571429,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1965","R_2ag9KO7neo6tVIm",229256171581482,3,626,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,"R_3khTb6ohZTEw1uj",56,10,"okay",6,1.2375,0.428571428571429,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1966","R_2ag9KO7neo6tVIm",229256171581482,3,626,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,"R_3khTb6ohZTEw1uj",56,10,"okay",6,1.2375,0.428571428571429,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1967","R_2ag9KO7neo6tVIm",229256171581482,3,626,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,"R_3khTb6ohZTEw1uj",56,10,"okay",6,1.2375,0.428571428571429,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"1968","R_2ahLJVgIViB6bu6",229321437739104,2,682,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,"R_1MK61RcnsRnWNLS",58,11,"okay",3,-1.7625,0.285714285714286,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"1969","R_2ahLJVgIViB6bu6",229321437739104,2,682,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,"R_1MK61RcnsRnWNLS",58,11,"okay",3,-1.7625,0.285714285714286,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"1970","R_2ahLJVgIViB6bu6",229321437739104,2,682,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,"R_1MK61RcnsRnWNLS",58,11,"okay",3,-1.7625,0.285714285714286,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"1971","R_2ahLJVgIViB6bu6",229321437739104,2,682,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,"R_1MK61RcnsRnWNLS",58,11,"okay",3,-1.7625,0.285714285714286,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"1972","R_2ahLJVgIViB6bu6",229321437739104,2,682,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,"R_1MK61RcnsRnWNLS",58,11,"okay",3,-1.7625,0.285714285714286,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"1973","R_2ahLJVgIViB6bu6",229321437739104,2,682,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,"R_1MK61RcnsRnWNLS",58,11,"okay",3,-1.7625,0.285714285714286,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"1974","R_2ahLJVgIViB6bu6",229321437739104,2,682,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,"R_1MK61RcnsRnWNLS",58,11,"okay",3,-1.7625,0.285714285714286,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
