"","ResponseId.wave1","mean.est.bias","mean.abs.error","Conf.level","Trad.lower","Trad.upper","binary","m","frequency_device_4","frequency_device_1","frequency_device_2","frequency_device_3","Duration.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes","climate_concern","concern.scaled","mean.freq","mean.freq.clean","freq.binary"
"270","R_27paz7ivFJBQEwk",-1.32,1.32,0.95,0.756,1.89,"under",229410207207669,2,2,2,2,1145,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,980,"R_2YKwMWQVUVMr2UE",31,"2'500- 4'000€
<4'300- 5'899CHF",19,16,"okay",4.5,-0.2625,2,2,"high"
"271","R_27U9ZJqGrlxlBEJ",0.406,0.479,0.95,0.128,0.829,"over",229256171975909,1,1,1,2,844,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,2081,"R_xAvoffPJOr1jEZ3",18,"<1'500- 2'499€
3'100-4'299CHF",14,34,"okay",4.5,-0.2625,1.25,1.33333333333333,"low"
"272","R_27W1NFJXInLwDZw",-0.396,0.694,0.95,0.266,1.12,"under",229242295770258,3,3,1,2,1020,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,785,"R_307T5nH5VTePCcQ",26,"<1'500- 2'499€
3'100-4'299CHF",17,13,"okay",6,1.2375,2.25,2,"high"
"273","R_27wlgEvlswXJirC",-1.67,1.67,0.95,1.11,2.23,"under",229320605937800,1,2,2,2,545,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,1301,"R_1jeTsNxm9GjoHSg",37,"> 4'000€
>5'900 CHF",9,21,"okay",4.5,-0.2625,1.75,2,"high"
"274","R_27wlK1Z5sH71KQ0",0.189,0.909,0.95,0.322,1.5,"over",229758454235278,1,1,1,1,874,"female","Switzerland","<1'500€
<3'100CHF","degree",1,3,1004,"R_1gMTHND9hMVtlq6",61,"<1'500€
<3'100CHF",14,16,"okay",6,1.2375,1,1,"low"
"275","R_27WPtaUNfo36sRF",0.0644,0.931,0.95,0.503,1.36,"over",229242295752791,1,1,1,3,1402,"female","Germany","<1'500€
<3'100CHF","no formal education",2,6,1653,"R_YPvw2kLOGumRTG1",63,"<1'500- 2'499€
3'100-4'299CHF",23,27,"okay",5.75,0.9875,1.5,1.66666666666667,"high"
"276","R_28UI6S5JgZB4fRG",-0.0386,0.27,0.95,0.102,0.437,"under",229409893614815,2,2,3,2,544,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,702,"R_2trlsJrfwYEN5I7",42,"2'500- 4'000€
<4'300- 5'899CHF",9,11,"okay",4.75,-0.0125000000000002,2.25,2.33333333333333,"high"
"277","R_29iyunHJ5FsrRr3",-0.12,0.51,0.95,0.274,0.746,"under",229409893603348,1,1,1,1,3700,"male","Germany","<1'500€
<3'100CHF","middle school",1,6,1516,"R_DkR6Ku8TUssOSel",46,"<1'500€
<3'100CHF",61,25,"okay",1.75,-3.0125,1,1,"low"
"278","R_2aA1uQbxplArdVS",0.452,0.535,0.95,0.153,0.917,"over",229410206629046,2,2,1,3,1244,"female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,8023,"R_5juCpAlJ647ENRT",66,"> 4'000€
>5'900 CHF",20,133,"okay",5.25,0.4875,2,2,"high"
"279","R_2aFZCsf96UrGETa",-0.921,0.921,0.95,0.443,1.4,"under",229242295745745,3,2,2,3,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,3415,"R_1rer6VEu9uPhqKg",33,"> 4'000€
>5'900 CHF",12,56,"okay",5.5,0.7375,2.5,2.33333333333333,"high"
"280","R_2ag9KO7neo6tVIm",0.523,0.541,0.95,0.18,0.902,"over",229256171581482,1,1,1,2,626,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,948,"R_3khTb6ohZTEw1uj",56,"> 4'000€
>5'900 CHF",10,15,"okay",6,1.2375,1.25,1.33333333333333,"low"
"281","R_2ahLJVgIViB6bu6",0.886,0.886,0.95,0.441,1.33,"over",229321437739104,2,1,1,1,682,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,906,"R_1MK61RcnsRnWNLS",58,"2'500- 4'000€
<4'300- 5'899CHF",11,15,"okay",3,-1.7625,1.25,1,"low"
"282","R_2aIvH7bEKgmeRSd",0.38,0.597,0.95,0.212,0.982,"over",229256171622503,1,2,2,3,1595,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",4,9,1116,"R_3pkY5QiTao68mOf",41,"> 4'000€
>5'900 CHF",26,18,"okay",4.5,-0.2625,2,2.33333333333333,"high"
"283","R_2AL7oFTWsNWvqno",0.227,0.475,0.95,0.242,0.708,"over",229678093429864,3,3,3,3,1012,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",3,10,1326,"R_3k4U2ExVmbnGCsw",41,"<1'500€
<3'100CHF",16,22,"okay",5,0.2375,3,3,"high"
"284","R_2AMfF4aom3GcQs1",-0.365,0.662,0.95,0.358,0.966,"under",229678093138135,1,1,1,1,768,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,5,3493,"R_cUssRwZ7X6KVAKR",42,"2'500- 4'000€
<4'300- 5'899CHF",12,58,"okay",5,0.2375,1,1,"low"
"285","R_2AMhKoUk1l2B7aY",-0.303,0.458,0.95,0.179,0.737,"under",229256171741387,1,2,1,1,1169,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,1519,"R_RCgfxvMaSTFEMEx",26,"2'500- 4'000€
<4'300- 5'899CHF",19,25,"okay",5.25,0.4875,1.25,1.33333333333333,"low"
"286","R_2ANL6TUtu4Hof3w",-0.67,0.809,0.95,0.371,1.25,"under",229409893614809,1,1,1,1,877,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,7,1394,"R_3PMDY8ouNSnNQBG",52,"> 4'000€
>5'900 CHF",14,23,"okay",3,-1.7625,1,1,"low"
"287","R_2aOZbvUCWCaZgT8",0.108,0.481,0.95,0.169,0.792,"over",229678093275314,2,1,1,1,13989,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,1475,"R_3lPRoXD0peSUgP1",68,"2'500- 4'000€
<4'300- 5'899CHF",233,24,"okay",5,0.2375,1.25,1,"low"
"288","R_2AQG0rzvUe5a4kM",0.789,0.789,0.95,0.328,1.25,"over",229255657932828,1,3,1,3,1079,"female","Germany","> 4'000€
>5'900 CHF","degree",4,7,1704,"R_3MuHWM5gnFAahwf",60,"2'500- 4'000€
<4'300- 5'899CHF",17,28,"okay",5.25,0.4875,2,2.33333333333333,"high"
"289","R_2aRhgiVVw1l9p9F",0.0834,0.42,0.95,0.237,0.603,"over",229409893570765,3,1,1,1,1213,"female","Germany","> 4'000€
>5'900 CHF","degree",2,8,1043,"R_1jqvBy9CpnCdJTY",64,"> 4'000€
>5'900 CHF",20,17,"okay",6,1.2375,1.5,1,"low"
"290","R_2ARWpxcD2tBg6mr",-0.217,0.605,0.95,0.187,1.02,"under",229321438125234,1,2,2,2,807,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,738,"R_3lUpoBEtzy9drZD",30,"> 4'000€
>5'900 CHF",13,12,"okay",4.75,-0.0125000000000002,1.75,2,"high"
"291","R_2AS6r9rkhDs433r",-0.0606,0.501,0.95,0.332,0.67,"under",229410206644455,1,1,1,3,1001,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,7,1100,"R_269gcLFmULGPptO",65,"2'500- 4'000€
<4'300- 5'899CHF",16,18,"okay",6,1.2375,1.5,1.66666666666667,"high"
"292","R_2AS87J6lireNMJW",0.61,0.61,0.95,0.151,1.07,"over",229758454236304,1,2,2,3,634,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",5,3,909,"R_2ghsWopwxNyadTb",44,"<1'500- 2'499€
3'100-4'299CHF",10,15,"okay",3.25,-1.5125,2,2.33333333333333,"high"
"293","R_2ATjPtCSOZaMUPH",-1.22,1.22,0.95,0.818,1.62,"under",229937963200661,1,1,1,1,2229,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,2485,"R_ANf56GXKmvpHaHn",66,"<1'500€
<3'100CHF",37,41,"okay",3.75,-1.0125,1,1,"low"
"294","R_2aWDr9m7meRoIVQ",-0.255,0.587,0.95,0.248,0.926,"under",229937963347010,1,1,1,1,2834,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,6,1644,"R_2CKdLXRBdTOZHOl",57,"> 4'000€
>5'900 CHF",47,27,"okay",6,1.2375,1,1,"low"
"295","R_2aWxzqPcyeNHoFi",0.0253,0.564,0.95,0.149,0.979,"over",229678093414638,1,3,2,3,1921,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,1118,"R_r8UYG8lc0kWI42R",33,"2'500- 4'000€
<4'300- 5'899CHF",32,18,"okay",2.75,-2.0125,2.25,2.66666666666667,"high"
"296","R_2AYaEaBun0p5kaC",-1.01,1.01,0.95,0.455,1.57,"under",229166066780393,1,1,1,2,956,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,8,1028,"R_1Oq34eyVcqNOov1",57,"> 4'000€
>5'900 CHF",15,17,"okay",4.75,-0.0125000000000002,1.25,1.33333333333333,"low"
"297","R_2ayLh5c9IhMIC9i",0.152,0.62,0.95,0.205,1.03,"over",229256171686962,3,2,2,2,869,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,1,436,"R_41SUxklhhvDwxDX",47,"> 4'000€
>5'900 CHF",14,7,"speeder",3.75,-1.0125,2.25,2,"high"
"298","R_2Bas2WO0yoM9QdK",-0.651,0.651,0.95,0.196,1.11,"under",229242295848169,1,2,1,3,1225,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,2248,"R_1OwNrBIiXECqoyG",67,"2'500- 4'000€
<4'300- 5'899CHF",20,37,"okay",5,0.2375,1.75,2,"high"
"299","R_2Bb93RL9NgAu4F4",-0.879,1.18,0.95,0.492,1.87,"under",229242295846088,3,2,1,1,1199,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,7,1101,"R_2DNsM3YlHw1zL8G",21,"> 4'000€
>5'900 CHF",19,18,"okay",4,-0.7625,1.75,1.33333333333333,"low"
"300","R_2BfYn1I2a51vRhw",0.0246,0.216,0.95,0.107,0.324,"over",229677069770882,3,2,3,3,2085,"male","Germany","> 4'000€
>5'900 CHF","middle school",4,4,1520,"R_5pvosAPSGgsbplv",55,"> 4'000€
>5'900 CHF",34,25,"okay",5.25,0.4875,2.75,2.66666666666667,"high"
"301","R_2bJDToiRAL3MEMM",0.567,0.66,0.95,0.327,0.993,"over",229255658040397,2,2,2,3,1497,"female","Germany","> 4'000€
>5'900 CHF","degree",3,2,1517,"R_seaXQMZjWZEuFVv",42,"> 4'000€
>5'900 CHF",24,25,"okay",5.25,0.4875,2.25,2.33333333333333,"high"
"302","R_2BmUGXI7GjyAitI",0.672,0.73,0.95,0.284,1.18,"over",229255657967727,2,2,2,2,1667,"male","Germany","> 4'000€
>5'900 CHF","degree",3,8,762,"R_2zY0Z3F9933vCHh",23,"> 4'000€
>5'900 CHF",27,12,"okay",5.25,0.4875,2,2,"high"
"303","R_2BnFF7O0UemP6bn",-0.164,0.361,0.95,0.147,0.574,"under",229166066821130,1,1,1,2,1319,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,829,"R_1KXEGN3b38r2ypb",36,"<1'500- 2'499€
3'100-4'299CHF",21,13,"okay",6,1.2375,1.25,1.33333333333333,"low"
"304","R_2bNQX6i4Gfq2gKY",0.748,0.787,0.95,0.288,1.29,"over",229855351994463,3,2,1,2,1094,"female","Germany","> 4'000€
>5'900 CHF","no formal education",2,7,1077,"R_3MxtBVkHFb0eckC",62,"> 4'000€
>5'900 CHF",18,17,"okay",6,1.2375,2,1.66666666666667,"high"
"305","R_2BqCqINqXblVi4A",0.601,0.695,0.95,0.27,1.12,"over",229937962964147,1,1,1,2,984,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,8,1053,"R_3GvpTnsgO0dN7v3",71,"<1'500- 2'499€
3'100-4'299CHF",16,17,"okay",6,1.2375,1.25,1.33333333333333,"low"
"306","R_2bUdU71myo1l20P",0.307,0.407,0.95,0.089,0.725,"over",229410207311898,1,2,1,1,1471,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,4,1070,"R_3eagtAH5SJ1436B",46,"> 4'000€
>5'900 CHF",24,17,"okay",5.75,0.9875,1.25,1.33333333333333,"low"
"307","R_2bWrFPxwlUFwasN",-0.158,0.478,0.95,0.132,0.824,"under",229256171870273,1,2,1,3,1100,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,2319,"R_3J8CArQnsceZPxX",28,"2'500- 4'000€
<4'300- 5'899CHF",18,38,"okay",4.75,-0.0125000000000002,1.75,2,"high"
"308","R_2BzznLYXGk7FwkP",0.243,0.503,0.95,0.228,0.778,"over",229320605934668,1,1,1,1,1700,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,2,1193,"R_xGk5dztD7FbF3wJ",63,"<1'500- 2'499€
3'100-4'299CHF",28,19,"okay",5.25,0.4875,1,1,"low"
"309","R_2c0CCOxpaH46dQP",-0.336,0.479,0.95,0.0106,0.948,"under",229677069796587,2,1,1,1,1651,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,3427,"R_9XkdSTL43hLrWg1",65,"<1'500- 2'499€
3'100-4'299CHF",27,57,"okay",6,1.2375,1.25,1,"low"
"310","R_2c1xu1yXOgGD30y",-0.876,0.923,0.95,0.354,1.49,"under",229242295753844,3,2,1,1,621,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,895,"R_0pu0FH42yF3mlGx",33,"2'500- 4'000€
<4'300- 5'899CHF",10,14,"okay",3.75,-1.0125,1.75,1.33333333333333,"low"
"311","R_2c57RvqIlGbiyW3",0.307,0.978,0.95,0.539,1.42,"over",229320605952170,1,2,1,1,1529,"female","Germany","<1'500€
<3'100CHF","degree",3,6,2238,"R_1gnF5xx7LiG6Ey4",62,"<1'500€
<3'100CHF",25,37,"okay",4.25,-0.5125,1.25,1.33333333333333,"low"
"312","R_2cBDYRcdwlr6tJe",0.469,0.648,0.95,0.316,0.98,"over",229166066803864,1,1,1,1,1514,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",3,4,2083,"R_10xEptLaoi40BlX",67,"2'500- 4'000€
<4'300- 5'899CHF",25,34,"okay",5.5,0.7375,1,1,"low"
"313","R_2cbJOwBGVIyOrYF",-0.592,0.966,0.95,0.575,1.36,"under",229937963048994,1,1,1,2,1289,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,1027,"R_e5qmKddRNlgx7SV",52,"<1'500- 2'499€
3'100-4'299CHF",21,17,"okay",2.5,-2.2625,1.25,1.33333333333333,"low"
"314","R_2Ce0NgCH6zpMRJb",-1.62,1.62,0.95,1.15,2.09,"under",229255657984125,1,2,2,3,926,"female","Germany","> 4'000€
>5'900 CHF","middle school",4,5,4114,"R_300O2DUnqnIyEq8",21,"> 4'000€
>5'900 CHF",15,68,"okay",5.75,0.9875,2,2.33333333333333,"high"
"315","R_2CeJTzNjSsx2qQD",-0.58,0.727,0.95,0.414,1.04,"under",229320605935718,1,1,1,1,1459,"male","Germany","> 4'000€
>5'900 CHF","degree",2,6,1874,"R_2YJ3yYatdij6rX1",58,"> 4'000€
>5'900 CHF",24,31,"okay",5,0.2375,1,1,"low"
"316","R_2CeRAdFGYdyKpNa",-0.343,0.637,0.95,0.18,1.09,"under",229937963154540,1,2,2,2,1749,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,1792,"R_1rMMLys7a9QDlKp",43,"<1'500- 2'499€
3'100-4'299CHF",29,29,"okay",4.75,-0.0125000000000002,1.75,2,"high"
"317","R_2ceymxYT85FoJCf",-0.192,0.615,0.95,0.363,0.867,"under",229409893580937,1,1,1,1,2096,"male","Germany","<1'500€
<3'100CHF","obligatory school",1,3,2935,"R_2V7V0A92aL8qxj3",60,"<1'500€
<3'100CHF",34,48,"okay",4.75,-0.0125000000000002,1,1,"low"
"318","R_2CO2PyLQ0hXJVAk",-0.188,0.703,0.95,0.243,1.16,"under",229409893565555,2,2,1,2,1705,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,6,3376,"R_PM2SPU5OqQOPebn",70,"<1'500- 2'499€
3'100-4'299CHF",28,56,"okay",4.25,-0.5125,1.75,1.66666666666667,"high"
"319","R_2CWHyt8sRRjB7NC",-1.44,1.44,0.95,0.968,1.91,"under",229242295758012,1,3,1,1,663,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,854,"R_1IpgGeW9HhtlACQ",26,"<1'500- 2'499€
3'100-4'299CHF",11,14,"okay",3.5,-1.2625,1.5,1.66666666666667,"high"
"320","R_2CWJaPOnrUPAZRO",-0.552,0.698,0.95,0.123,1.27,"under",229410206789674,1,1,1,2,731,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,1389,"R_1cTvFzZh8rAXZLM",30,"> 4'000€
>5'900 CHF",12,23,"okay",5,0.2375,1.25,1.33333333333333,"low"
"321","R_2CwtHJNvVKqQxpK",0.155,0.677,0.95,0.32,1.04,"over",229321437877282,1,3,1,3,1545,"female","Switzerland","<1'500€
<3'100CHF","no formal education",3,7,1694,"R_1rGjHoIhYHFANNu",50,"<1'500€
<3'100CHF",25,28,"okay",4.5,-0.2625,2,2.33333333333333,"high"
"322","R_2D0HsJW89BCf2CJ",-0.19,0.543,0.95,0.132,0.955,"under",229678093130942,1,1,1,2,6757,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,8,1129,"R_2tunXP6UyGFpYHU",41,"2'500- 4'000€
<4'300- 5'899CHF",112,18,"okay",2.25,-2.5125,1.25,1.33333333333333,"low"
"323","R_2dFLAg1r8gfesUi",-0.168,0.595,0.95,0.203,0.987,"under",229677069789327,1,2,1,2,838,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,939,"R_2UVPhEcZkIqzMpj",55,"2'500- 4'000€
<4'300- 5'899CHF",13,15,"okay",5.25,0.4875,1.5,1.66666666666667,"high"
"324","R_2dHkl1F6JWDWwxd",0.0374,0.491,0.95,0.315,0.667,"over",229242450031736,2,2,3,2,828,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,561,"R_2uwdWxZvlMDvlSb",36,"> 4'000€
>5'900 CHF",13,9,"okay",5.5,0.7375,2.25,2.33333333333333,"high"
"325","R_2DMjCJGfAwhN96U",0.183,0.589,0.95,0.244,0.935,"over",229409893587973,1,1,1,1,13634,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,2289,"R_3D6L59mSw4oauWc",64,"2'500- 4'000€
<4'300- 5'899CHF",227,38,"okay",3.5,-1.2625,1,1,"low"
"326","R_2dmTN9FJIaj61fb",0.521,0.654,0.95,0.259,1.05,"over",229242295791846,1,2,2,2,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,6,696,"R_2aGDROz7N2AxH8J",39,"2'500- 4'000€
<4'300- 5'899CHF",12,11,"okay",5.5,0.7375,1.75,2,"high"
"327","R_2DSxRgPUcZWcdCY",-0.531,0.635,0.95,0.217,1.05,"under",229320605969647,2,1,2,1,240,"female","Germany","> 4'000€
>5'900 CHF","degree",1,7,469,"R_a67DF2TLNaBC4o1",29,"> 4'000€
>5'900 CHF",4,7,"speeder",3,-1.7625,1.5,1.33333333333333,"low"
"328","R_2dXrCgiGyoz4vxp",-0.208,0.48,0.95,0.261,0.699,"under",229256171962526,2,2,1,1,2707,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,8281,"R_3O3nOZtgpHg6gaK",39,"> 4'000€
>5'900 CHF",45,138,"okay",6,1.2375,1.5,1.33333333333333,"low"
"329","R_2dXyMLEkpgTNWbL",0.0849,0.527,0.95,0.208,0.847,"over",229321438117027,3,3,3,3,376,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,9,510,"R_ODmyiItFBHWyQEh",48,"2'500- 4'000€
<4'300- 5'899CHF",6,8,"speeder",4.25,-0.5125,3,3,"high"
"330","R_2DY4bjcMt1uUW6A",-0.34,0.542,0.95,0.203,0.881,"under",229677069786223,1,1,1,1,728,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,792,"R_2AZ25bimn4Bqy4F",67,"> 4'000€
>5'900 CHF",12,13,"okay",6,1.2375,1,1,"low"
"331","R_2dyI7M4jUgDJyVI",0.211,0.851,0.95,0.336,1.37,"over",229678093404309,1,2,1,2,934,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,6,573,"R_2wt1y2Xbl9pcLpW",40,"<1'500€
<3'100CHF",15,9,"okay",4,-0.7625,1.5,1.66666666666667,"high"
"332","R_2DZi80hSou2TVDZ",0.00477,0.415,0.95,0.226,0.605,"over",229320605959217,2,2,3,2,583,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",4,8,1830,"R_Y5HVnFHXtJ9Ue5z",23,"2'500- 4'000€
<4'300- 5'899CHF",9,30,"okay",3.75,-1.0125,2.25,2.33333333333333,"high"
"333","R_2E01z90fXjKkzDS",0.327,0.614,0.95,0.378,0.849,"over",229758454128733,1,1,1,1,407,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",1,5,388,"R_27EHpzwuD9TKLik",51,"> 4'000€
>5'900 CHF",6,6,"speeder",4.5,-0.2625,1,1,"low"
"334","R_2E0smvzVa5RkXjW",0.414,0.63,0.95,0.263,0.997,"over",229678093236281,1,2,1,1,1641,"male","Switzerland","<1'500€
<3'100CHF","degree",1,2,1246,"R_3Kwkto5OYOMGaGx",72,"<1'500€
<3'100CHF",27,20,"okay",4.5,-0.2625,1.25,1.33333333333333,"low"
"335","R_2E6rPzjAynfVy5B",-1.07,1.07,0.95,0.523,1.61,"under",229937963524329,1,1,1,1,678,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,855,"R_25zq5nVLCITNtp3",47,"<1'500- 2'499€
3'100-4'299CHF",11,14,"okay",4,-0.7625,1,1,"low"
"336","R_2E6Tq5gpEy3lxsv",0.167,0.491,0.95,0.301,0.68,"over",229321438308355,1,2,1,2,594,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,2,297,"R_2EudHnKol1N7utZ",19,"<1'500€
<3'100CHF",9,4,"speeder",4.25,-0.5125,1.5,1.66666666666667,"high"
"337","R_2e8rPRQ3Tf6hpC0",-0.0648,0.754,0.95,0.357,1.15,"under",229166066799696,1,2,1,1,2921,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,5,939,"R_3Pe0emppqE6grrU",41,"<1'500- 2'499€
3'100-4'299CHF",48,15,"okay",4.75,-0.0125000000000002,1.25,1.33333333333333,"low"
"338","R_2e8sVL8jsHf5s0K",-0.817,0.888,0.95,0.477,1.3,"under",229320605963392,1,1,1,1,820,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",4,6,642,"R_BrenzupbO28TNhn",30,"2'500- 4'000€
<4'300- 5'899CHF",13,10,"okay",4,-0.7625,1,1,"low"
"339","R_2EAdFWU1xsp70SE",0.904,0.904,0.95,0.472,1.34,"over",230469411958921,1,2,1,1,1326,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,5,2625,"R_1F95ZqBmJuJUOkw",75,"> 4'000€
>5'900 CHF",22,43,"okay",5,0.2375,1.25,1.33333333333333,"low"
"340","R_2EBhClLUXMckvNP",0.411,0.682,0.95,0.339,1.02,"over",229677069755550,1,1,1,2,1083,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,1582,"R_2fxg9AHWtBi2GBP",77,"2'500- 4'000€
<4'300- 5'899CHF",18,26,"okay",6,1.2375,1.25,1.33333333333333,"low"
"341","R_2EEuiLLUQlAKcEz",-0.289,0.561,0.95,0.352,0.769,"under",229166066789519,1,2,2,1,481,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,382,"R_ZKQs1KphaxQxIbf",25,"<1'500- 2'499€
3'100-4'299CHF",8,6,"speeder",1.75,-3.0125,1.5,1.66666666666667,"high"
"342","R_2EGABATwmRGCMaX",-0.0584,0.367,0.95,0.177,0.557,"under",229409893584066,2,1,1,1,725,"male","Germany","<1'500€
<3'100CHF","degree",1,6,835,"R_2zMd9bkt5QQ0oyj",30,"<1'500€
<3'100CHF",12,13,"okay",5.25,0.4875,1.25,1,"low"
"343","R_2EhFk9vlQYPpHee",-0.255,0.401,0.95,0.104,0.699,"under",229678093111417,2,1,1,2,950,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,849,"R_2RaD1qLsjvheOt2",46,"2'500- 4'000€
<4'300- 5'899CHF",15,14,"okay",4,-0.7625,1.5,1.33333333333333,"low"
"344","R_2EhtC7RpoGqCbe4",-0.0621,0.5,0.95,0.269,0.731,"under",229409893572855,1,2,1,1,2923,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay",6,1.2375,1.25,1.33333333333333,"low"
"345","R_2Ei8K9LjcjDieE9",-0.285,0.55,0.95,0.153,0.947,"under",229409893598399,1,1,1,2,1632,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",3,5,2097,"R_3P7edDRGQnc2Fot",42,"<1'500- 2'499€
3'100-4'299CHF",27,34,"okay",5.5,0.7375,1.25,1.33333333333333,"low"
"346","R_2EiZqFF8frpKsNn",0.0747,0.518,0.95,0.228,0.807,"over",230469411962007,1,1,1,2,874,"female","Switzerland","> 4'000€
>5'900 CHF","middle school",2,5,1002,"R_Wc9R39yolT7MThT",55,"> 4'000€
>5'900 CHF",14,16,"okay",4.75,-0.0125000000000002,1.25,1.33333333333333,"low"
"347","R_2ePGhUSWhjV9inV",-0.731,0.764,0.95,0.25,1.28,"under",229242295744700,1,2,2,2,1672,"male","Germany","<1'500€
<3'100CHF","obligatory school",2,5,1803,"R_1QrpE21fw7QXXYu",60,"<1'500€
<3'100CHF",27,30,"okay",6,1.2375,1.75,2,"high"
"348","R_2eVHaP99y0kDK1c",0.511,0.716,0.95,0.224,1.21,"over",229321438289110,3,3,2,3,1679,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",2,4,1544,"R_2QYGfMYzAouv17p",60,"<1'500- 2'499€
3'100-4'299CHF",27,25,"okay",5.75,0.9875,2.75,2.66666666666667,"high"
"349","R_2Evp2buY7Uor84e",-0.243,0.525,0.95,0.0896,0.96,"under",229255657932820,1,2,1,1,1049,"female","Germany","> 4'000€
>5'900 CHF","degree",2,5,1819,"R_3G6sJVzV6kfEKOa",54,"> 4'000€
>5'900 CHF",17,30,"okay",4.5,-0.2625,1.25,1.33333333333333,"low"
"350","R_2eWpeTRJpGlwVaj",-0.235,0.625,0.95,0.324,0.927,"under",229410206670888,1,1,1,2,1376,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,1487,"R_1JRayd9wQa6dbuE",71,"2'500- 4'000€
<4'300- 5'899CHF",22,24,"okay",4.25,-0.5125,1.25,1.33333333333333,"low"
