m,(Intercept),wavewave2,co2-30% CO2,tax+6%,energieabhaengigkeit+20%,zeitpunktin 7 years,wave,gender,age,country,income,education,concern.scaled
229255657938040,1.9836701410806028,0.08374653219906461,0.5709980033981774,-3.9287042915185473,0.4041075472962355,-1.6605028266170656,wave2,male,51,Germany,"> 4'000€
>5'900 CHF",degree,0.6958128078817731
229255657938040,1.9836701410806028,0.08374653219906461,0.5709980033981774,-3.9287042915185473,0.4041075472962355,-1.6605028266170656,wave1,male,51,Germany,"> 4'000€
>5'900 CHF",degree,-0.1711822660098523
229255657938043,1.6454647413460224,0.08374653219906461,0.5190442058510408,-3.4702080560515527,0.3812652238100037,-1.7698830883746963,wave2,female,48,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,0.6958128078817731
229255657938043,1.6454647413460224,0.08374653219906461,0.5190442058510408,-3.4702080560515527,0.3812652238100037,-1.7698830883746963,wave1,female,48,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,0.8288177339901477
229255657939091,3.5818347991952844,0.08374653219906461,0.8105436857916197,-5.592358761701272,0.4883769346474791,-1.5794185431910377,wave2,female,31,Germany,"> 4'000€
>5'900 CHF",degree,-0.05418719211822687
229255657939091,3.5818347991952844,0.08374653219906461,0.8105436857916197,-5.592358761701272,0.4883769346474791,-1.5794185431910377,wave1,female,31,Germany,"> 4'000€
>5'900 CHF",degree,-0.1711822660098523
229255657939099,2.2439246236702752,0.08374653219906461,0.6401178401303301,-2.5908626872346137,0.31590130953558737,-0.5367771655924056,wave2,male,22,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1.1958128078817731
229255657939099,2.2439246236702752,0.08374653219906461,0.6401178401303301,-2.5908626872346137,0.31590130953558737,-0.5367771655924056,wave1,male,22,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1.0788177339901477
229255657940131,3.898660313632698,0.08374653219906461,0.9099280327350809,-0.9858418079255076,0.2832761916055651,-0.9679758580764116,wave2,male,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,1.1958128078817731
229255657940131,3.898660313632698,0.08374653219906461,0.9099280327350809,-0.9858418079255076,0.2832761916055651,-0.9679758580764116,wave1,male,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,-1.6711822660098523
229255657941170,1.7411126297848363,0.08374653219906461,0.5783363417413381,-1.9439169283530675,0.260756375340655,0.25364216916993687,wave1,female,22,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,1.0788177339901477
229255657941170,1.7411126297848363,0.08374653219906461,0.5783363417413381,-1.9439169283530675,0.260756375340655,0.25364216916993687,wave2,female,22,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,1.1958128078817731
229255657942213,0.706697947319517,0.08374653219906461,0.4290491152581446,-0.34336155796021695,0.17893194332174667,0.3188398354396351,wave1,male,26,Germany,"<1'500€
<3'100CHF",middle school,1.0788177339901477
229255657942213,0.706697947319517,0.08374653219906461,0.4290491152581446,-0.34336155796021695,0.17893194332174667,0.3188398354396351,wave2,male,26,Germany,"<1'500€
<3'100CHF",middle school,-1.3041871921182269
229255657942218,1.8704584363647585,0.08374653219906461,0.5312258144694401,-5.351443258940867,0.47682110609051354,-2.2523596727257003,wave2,male,50,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,-1.8041871921182269
229255657942218,1.8704584363647585,0.08374653219906461,0.5312258144694401,-5.351443258940867,0.47682110609051354,-2.2523596727257003,wave1,male,50,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,-1.4211822660098523
229255657942219,1.862338542987925,0.08374653219906461,0.5877685912163045,-3.5131974257657226,0.3172467379652597,0.5373548360639386,wave2,male,34,Germany,"> 4'000€
>5'900 CHF",degree,-0.30418719211822687
229255657942219,1.862338542987925,0.08374653219906461,0.5877685912163045,-3.5131974257657226,0.3172467379652597,0.5373548360639386,wave1,male,34,Germany,"> 4'000€
>5'900 CHF",degree,-0.6711822660098523
229255657944311,1.0943630229257497,0.08374653219906461,0.4045375339447512,-4.521456489821658,0.4566043332825771,-3.00254497204754,wave2,female,27,Germany,"> 4'000€
>5'900 CHF",middle school,1.1958128078817731
229255657944311,1.0943630229257497,0.08374653219906461,0.4045375339447512,-4.521456489821658,0.4566043332825771,-3.00254497204754,wave1,female,27,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,0.8288177339901477
229255657947188,2.963370395823638,0.08374653219906461,0.7311551072161657,-0.26898024941482834,0.31495038305730866,-3.4166583156974952,wave2,male,27,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-0.8041871921182269
229255657947188,2.963370395823638,0.08374653219906461,0.7311551072161657,-0.26898024941482834,0.31495038305730866,-3.4166583156974952,wave1,male,27,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-0.9211822660098523
229255657949260,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,male,49,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,1.1958128078817731
229255657949260,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,male,49,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,1.0788177339901477
229255657951349,1.3364381572360318,0.08374653219906461,0.45411912479685307,-2.3941782331843613,0.3851941320943152,-3.477009902075462,wave2,male,35,Germany,"> 4'000€
>5'900 CHF",degree,1.1958128078817731
229255657951349,1.3364381572360318,0.08374653219906461,0.45411912479685307,-2.3941782331843613,0.3851941320943152,-3.477009902075462,wave1,male,35,Germany,"> 4'000€
>5'900 CHF",degree,1.0788177339901477
229255657952395,2.1471767811798923,0.08374653219906461,0.5907891660076731,-2.5015136478315925,0.38197648973647313,-2.874252534734938,wave2,male,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,0.9458128078817731
229255657952395,2.1471767811798923,0.08374653219906461,0.5907891660076731,-2.5015136478315925,0.38197648973647313,-2.874252534734938,wave1,male,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,1.0788177339901477
229255657957600,2.96337039582364,0.08374653219906461,0.731155107216166,-0.2689802494148288,0.31495038305730877,-3.416658315697497,wave2,female,54,Germany,"> 4'000€
>5'900 CHF",degree,-0.30418719211822687
229255657957600,2.96337039582364,0.08374653219906461,0.731155107216166,-0.2689802494148288,0.31495038305730877,-3.416658315697497,wave1,female,54,Germany,"> 4'000€
>5'900 CHF",degree,0.5788177339901477
229255657958647,1.9648498599123365,0.08374653219906461,0.5863828579377675,-1.752195864660787,0.3122776962533273,-1.6677788675288874,wave2,female,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,-0.8041871921182269
229255657958647,1.9648498599123365,0.08374653219906461,0.5863828579377675,-1.752195864660787,0.3122776962533273,-1.6677788675288874,wave1,female,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,-1.9211822660098523
229255657959433,2.3552114002106204,0.08374653219906461,0.6190454011073229,-6.18733457693906,0.48182609187538816,-1.0433455472825077,wave2,female,42,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,0.9458128078817731
229255657959433,2.3552114002106204,0.08374653219906461,0.6190454011073229,-6.18733457693906,0.48182609187538816,-1.0433455472825077,wave1,female,42,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,0.8288177339901477
229255657965656,0.624312597510114,0.08374653219906461,0.33703752728722935,-2.7957656037246643,0.3940508539756538,-3.5235305736597526,wave2,male,67,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,-0.8041871921182269
229255657965656,0.624312597510114,0.08374653219906461,0.33703752728722935,-2.7957656037246643,0.3940508539756538,-3.5235305736597526,wave1,male,67,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,-0.1711822660098523
229255657966697,1.1938856074475614,0.08374653219906461,0.4477027614066279,-1.4777896260819405,0.3297372422417231,-2.9367553111763485,wave2,female,73,Germany,"<1'500€
<3'100CHF",degree,0.44581280788177313
229255657966697,1.1938856074475614,0.08374653219906461,0.4477027614066279,-1.4777896260819405,0.3297372422417231,-2.9367553111763485,wave1,female,73,Germany,"<1'500€
<3'100CHF",degree,1.0788177339901477
229255657966698,3.3350964451265472,0.08374653219906461,0.775502730668436,-5.35847713110889,0.47033255807620244,-1.4301248329997334,wave1,female,25,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,-0.4211822660098523
229255657966698,3.3350964451265472,0.08374653219906461,0.775502730668436,-5.35847713110889,0.47033255807620244,-1.4301248329997334,wave2,female,25,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,0.44581280788177313
229255657970831,0.6798398660892095,0.08374653219906461,0.4032566723633904,-1.8685250861691411,0.261609255633676,-0.2701694551867764,wave2,female,29,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,-3.054187192118227
229255657970831,0.6798398660892095,0.08374653219906461,0.4032566723633904,-1.8685250861691411,0.261609255633676,-0.2701694551867764,wave1,female,29,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1.0788177339901477
229255657980998,3.545942822555116,0.08374653219906461,0.8159495755304753,-3.128842106214341,0.4064161500713947,-2.2669436241724172,wave2,female,22,Germany,"<1'500€
<3'100CHF",middle school,1.1958128078817731
229255657980998,3.545942822555116,0.08374653219906461,0.8159495755304753,-3.128842106214341,0.4064161500713947,-2.2669436241724172,wave1,female,22,Germany,"<1'500€
<3'100CHF",middle school,1.0788177339901477
229255657984125,0.09945946684008611,0.08374653219906461,0.2735683152544425,-0.16104325721608825,0.28591024040762036,-3.748668198297324,wave2,female,21,Germany,"> 4'000€
>5'900 CHF",middle school,1.1958128078817731
229255657984125,0.09945946684008611,0.08374653219906461,0.2735683152544425,-0.16104325721608825,0.28591024040762036,-3.748668198297324,wave1,female,21,Germany,"> 4'000€
>5'900 CHF",middle school,0.8288177339901477
229255657997387,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,female,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,-1.0541871921182269
229255657997387,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,female,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,-0.9211822660098523
229255657999471,2.615452685678773,0.08374653219906461,0.7034880806158404,-4.108183634587531,0.3486307867408188,0.6358878461139694,wave2,female,30,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,1.1958128078817731
229255657999471,2.615452685678773,0.08374653219906461,0.7034880806158404,-4.108183634587531,0.3486307867408188,0.6358878461139694,wave1,female,30,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,0.3288177339901477
229255658003638,0.8697232936736148,0.08374653219906461,0.40273392775018624,-5.296277682511725,0.40699007766647716,-0.32043089069926545,wave2,male,40,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,-0.05418719211822687
229255658003638,0.8697232936736148,0.08374653219906461,0.40273392775018624,-5.296277682511725,0.40699007766647716,-0.32043089069926545,wave1,male,40,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,0.8288177339901477
229255658040397,0.4243317078343367,0.08374653219906461,0.3451967596825117,-1.331599778482273,0.2789006051114311,-1.7363309648342495,wave2,female,42,Germany,"> 4'000€
>5'900 CHF",degree,-0.30418719211822687
229255658040397,0.4243317078343367,0.08374653219906461,0.3451967596825117,-1.331599778482273,0.2789006051114311,-1.7363309648342495,wave1,female,42,Germany,"> 4'000€
>5'900 CHF",degree,0.3288177339901477
229255658041440,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,female,23,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,-1.5541871921182269
229255658041440,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,female,23,Germany,"<1'500€
<3'100CHF",middle school,-1.1711822660098523
229255658041449,2.2963371539071016,0.08374653219906461,0.6162982297726982,-2.729822453167686,0.38603084144607575,-2.621503146403289,wave2,male,29,Germany,"> 4'000€
>5'900 CHF",degree,0.19581280788177313
229255658041449,2.2963371539071016,0.08374653219906461,0.6162982297726982,-2.729822453167686,0.38603084144607575,-2.621503146403289,wave1,male,29,Germany,"> 4'000€
>5'900 CHF",degree,0.07881773399014769
229256171549895,0.6544144755445408,0.08374653219906461,0.35736259333661397,-4.517231415238575,0.40590691438446164,-1.499397120989462,wave2,male,39,Switzerland,"> 4'000€
>5'900 CHF",degree,0.9458128078817731
229256171549895,0.6544144755445408,0.08374653219906461,0.35736259333661397,-4.517231415238575,0.40590691438446164,-1.499397120989462,wave1,male,39,Switzerland,"> 4'000€
>5'900 CHF",degree,0.8288177339901477
229256171552970,1.712859638406231,0.08374653219906461,0.5658569088316897,-3.394385364583208,0.3099589349685049,0.5777859825903864,wave2,female,45,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,1.1958128078817731
229256171552970,1.712859638406231,0.08374653219906461,0.5658569088316897,-3.394385364583208,0.3099589349685049,0.5777859825903864,wave1,female,45,Switzerland,"> 4'000€
>5'900 CHF",degree,0.8288177339901477
229256171556050,3.0458077280764453,0.08374653219906461,0.7586568564714786,-4.1251934675321795,0.3800465993012575,-0.22028511119897898,wave2,female,48,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,0.9458128078817731
229256171556050,3.0458077280764453,0.08374653219906461,0.7586568564714786,-4.1251934675321795,0.3800465993012575,-0.22028511119897898,wave1,female,48,Switzerland,"<1'500€
<3'100CHF",obligatory school,0.3288177339901477
229256171561183,3.151070274415125,0.08374653219906461,0.768993750968057,-1.9796774372781312,0.342202152765531,-1.8843186050108982,wave1,male,53,Switzerland,"<1'500€
<3'100CHF",obligatory school,0.8288177339901477
229256171561183,3.151070274415125,0.08374653219906461,0.768993750968057,-1.9796774372781312,0.342202152765531,-1.8843186050108982,wave2,male,53,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,0.6958128078817731
229256171567352,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,male,55,Switzerland,"> 4'000€
>5'900 CHF",degree,1.1958128078817731
229256171567352,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,male,55,Switzerland,"> 4'000€
>5'900 CHF",degree,0.5788177339901477
229256171569156,-0.23525237173691504,0.08374653219906461,0.22767653685199613,-3.8880131963168054,0.35727910157802084,-1.1113614199894903,wave2,female,55,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,0.19581280788177313
229256171569156,-0.23525237173691504,0.08374653219906461,0.22767653685199613,-3.8880131963168054,0.35727910157802084,-1.1113614199894903,wave1,female,55,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,1.0788177339901477
229256171575321,-0.5080239041762131,0.08374653219906461,0.20849012600556482,-4.855931080416397,0.3303032375778068,1.0416748115154668,wave2,male,63,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,-0.8041871921182269
229256171575321,-0.5080239041762131,0.08374653219906461,0.20849012600556482,-4.855931080416397,0.3303032375778068,1.0416748115154668,wave1,male,63,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,-1.6711822660098523
229256171581482,1.7687497155085623,0.08374653219906461,0.5145654295585783,0.17389209632909486,0.343920535222812,-5.493864738840534,wave2,male,56,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,1.1958128078817731
229256171581482,1.7687497155085623,0.08374653219906461,0.5145654295585783,0.17389209632909486,0.343920535222812,-5.493864738840534,wave1,male,56,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,1.0788177339901477
229256171582508,2.645902153138281,0.08374653219906461,0.6537906013228629,-2.84648661010201,0.4263638125139185,-3.7204609566181674,wave2,female,73,Switzerland,"> 4'000€
>5'900 CHF",middle school,1.1958128078817731
229256171582508,2.645902153138281,0.08374653219906461,0.6537906013228629,-2.84648661010201,0.4263638125139185,-3.7204609566181674,wave1,female,73,Switzerland,"> 4'000€
>5'900 CHF",middle school,1.0788177339901477
229256171601985,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,female,50,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,-1.8041871921182269
229256171601985,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,female,50,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,-1.6711822660098523
229256171609167,1.1412384235888262,0.08374653219906461,0.4455408303447812,-3.772078176741308,0.37187586315978205,-1.1955267354196393,wave2,male,47,Switzerland,"> 4'000€
>5'900 CHF",degree,0.44581280788177313
229256171609167,1.1412384235888262,0.08374653219906461,0.4455408303447812,-3.772078176741308,0.37187586315978205,-1.1955267354196393,wave1,male,47,Switzerland,"> 4'000€
>5'900 CHF",degree,1.0788177339901477
229256171622503,0.28017477439196337,0.08374653219906461,0.31488521616837595,-4.786556493806547,0.37521837799652086,-0.2319161131512253,wave2,male,41,Switzerland,"> 4'000€
>5'900 CHF",degree,-1.0541871921182269
229256171622503,0.28017477439196337,0.08374653219906461,0.31488521616837595,-4.786556493806547,0.37521837799652086,-0.2319161131512253,wave1,male,41,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,-0.4211822660098523
229256171630718,2.2215356528632935,0.08374653219906461,0.5999933491716969,-6.124009868064379,0.4742906763119653,-0.9361891307445416,wave2,female,64,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,-0.30418719211822687
229256171630718,2.2215356528632935,0.08374653219906461,0.5999933491716969,-6.124009868064379,0.4742906763119653,-0.9361891307445416,wave1,female,64,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,0.3288177339901477
229256171636877,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,female,60,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,0.9458128078817731
229256171636877,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,female,60,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,0.5788177339901477
229256171644062,-0.16725015940812282,0.08374653219906461,0.24785703910199886,-4.334710272349397,0.3501632967078111,-0.2257724014399367,wave2,male,64,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.8041871921182269
229256171644062,-0.16725015940812282,0.08374653219906461,0.24785703910199886,-4.334710272349397,0.3501632967078111,-0.2257724014399367,wave1,male,64,Switzerland,"> 4'000€
>5'900 CHF",degree,0.07881773399014769
229256171658438,-2.2075357119346783,0.08374653219906461,-0.0591635706461503,-3.097392715878135,0.26501333253837134,0.11782152779705268,wave2,male,76,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,-2.304187192118227
229256171658438,-2.2075357119346783,0.08374653219906461,-0.0591635706461503,-3.097392715878135,0.26501333253837134,0.11782152779705268,wave1,male,76,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,-1.1711822660098523
229256171660490,0.2379499048308178,0.08374653219906461,0.3292178138489871,-3.6890757925633473,0.30562209378924116,0.5419834355988407,wave1,male,68,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,-0.4211822660098523
229256171660490,0.2379499048308178,0.08374653219906461,0.3292178138489871,-3.6890757925633473,0.30562209378924116,0.5419834355988407,wave2,male,68,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,-0.8041871921182269
229256171670763,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave1,male,44,Switzerland,"> 4'000€
>5'900 CHF",middle school,0.8288177339901477
229256171670763,2.5658631371221063,0.08374653219906461,0.6609088353339605,-6.740371602311301,0.48018766416758096,-0.14997313961732206,wave2,male,44,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,0.19581280788177313
229256171671793,3.2694155919431243,0.08374653219906461,0.759011125600331,-4.603688214206441,0.463525523907915,-2.274213916468236,wave2,female,20,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,0.19581280788177313
229256171671793,3.2694155919431243,0.08374653219906461,0.759011125600331,-4.603688214206441,0.463525523907915,-2.274213916468236,wave1,female,20,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,0.07881773399014769
229256171672827,1.92951824023661,0.08374653219906461,0.5666528261725413,-4.6955613351041805,0.4113146851293498,-0.9114480232778495,wave2,male,57,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.30418719211822687
229256171672827,1.92951824023661,0.08374653219906461,0.5666528261725413,-4.6955613351041805,0.4113146851293498,-0.9114480232778495,wave1,male,57,Switzerland,"> 4'000€
>5'900 CHF",degree,-1.6711822660098523
229256171676680,3.335096445126547,0.08374653219906461,0.7755027306684359,-5.35847713110889,0.47033255807620244,-1.4301248329997327,wave2,female,45,Switzerland,"> 4'000€
>5'900 CHF",degree,-3.054187192118227
229256171676680,3.335096445126547,0.08374653219906461,0.7755027306684359,-5.35847713110889,0.47033255807620244,-1.4301248329997327,wave1,female,45,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.9211822660098523
229256171707512,1.461181043780671,0.08374653219906461,0.4866237005502941,-5.4293146774115195,0.43485857656282517,-0.8750351837141731,wave2,male,25,Switzerland,"> 4'000€
>5'900 CHF",degree,1.1958128078817731
229256171707512,1.461181043780671,0.08374653219906461,0.4866237005502941,-5.4293146774115195,0.43485857656282517,-0.8750351837141731,wave1,male,25,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.1711822660098523
229256171709564,-0.06798927854778958,0.08374653219906461,0.30958793922924843,-1.1512090625917448,0.18353165138779165,0.9915933317758112,wave2,male,43,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.05418719211822687
229256171709564,-0.06798927854778958,0.08374653219906461,0.30958793922924843,-1.1512090625917448,0.18353165138779165,0.9915933317758112,wave1,male,43,Switzerland,"> 4'000€
>5'900 CHF",degree,-0.9211822660098523
229256171712646,3.1548698198269234,0.08374653219906461,0.7692992995892405,-4.801769519593083,0.41098884404509517,-0.2724106716869694,wave2,female,47,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,0.6958128078817731
229256171712646,3.1548698198269234,0.08374653219906461,0.7692992995892405,-4.801769519593083,0.41098884404509517,-0.2724106716869694,wave1,female,47,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,0.5788177339901477
229256171733167,3.8356092556204686,0.08374653219906461,0.8856110325716535,-2.5973285846340417,0.3501489993268219,-0.9933573265029177,wave2,female,24,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,1.1958128078817731
229256171733167,3.8356092556204686,0.08374653219906461,0.8856110325716535,-2.5973285846340417,0.3501489993268219,-0.9933573265029177,wave1,female,24,Switzerland,"> 4'000€
>5'900 CHF",degree,1.0788177339901477
229256171741387,2.1420368435061574,0.08374653219906461,0.5807540014790574,-5.866729440445955,0.4809509645406672,-1.5348498651878064,wave2,male,26,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,-2.054187192118227
229256171741387,2.1420368435061574,0.08374653219906461,0.5807540014790574,-5.866729440445955,0.4809509645406672,-1.5348498651878064,wave1,male,26,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,0.3288177339901477
229256171743437,3.2735254497726247,0.08374653219906461,0.7949719259834263,-3.3961176769344728,0.36531774132186945,-0.631978082615577,wave2,male,36,Switzerland,"> 4'000€
>5'900 CHF",degree,0.19581280788177313
229256171743437,3.2735254497726247,0.08374653219906461,0.7949719259834263,-3.3961176769344728,0.36531774132186945,-0.631978082615577,wave1,male,36,Switzerland,"> 4'000€
>5'900 CHF",degree,0.5788177339901477
229256171754731,-0.2615839617593023,0.08374653219906461,0.21288849484523065,-2.0152016726824593,0.33237473169034876,-2.8971038255041623,wave2,female,45,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",no formal education,1.1958128078817731
229256171754731,-0.2615839617593023,0.08374653219906461,0.21288849484523065,-2.0152016726824593,0.33237473169034876,-2.8971038255041623,wave1,female,45,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",no formal education,0.8288177339901477
229256171770896,-0.6231236558144957,0.08374653219906461,0.20849976275382337,-0.41816331508811455,0.18481704062423918,-0.3047726354564153,wave2,female,38,Switzerland,"<1'500€
<3'100CHF",obligatory school,0.19581280788177313
229256171770896,-0.6231236558144957,0.08374653219906461,0.20849976275382337,-0.41816331508811455,0.18481704062423918,-0.3047726354564153,wave1,female,38,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,-0.4211822660098523
229256171776032,1.6120945808640075,0.08374653219906461,0.5316231141740914,-4.0034445708790125,0.3623143742224439,-0.3151747981741344,wave2,female,23,Switzerland,"<1'500€
<3'100CHF",obligatory school,0.44581280788177313
229256171776032,1.6120945808640075,0.08374653219906461,0.5316231141740914,-4.0034445708790125,0.3623143742224439,-0.3151747981741344,wave1,female,23,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,1.0788177339901477
229256171818133,2.3349822541154346,0.08374653219906461,0.6539191281910465,-5.539742174597437,0.3900058561779812,1.121641789319971,wave1,male,29,Switzerland,"> 4'000€
>5'900 CHF",degree,1.0788177339901477
229256171818133,2.3349822541154346,0.08374653219906461,0.6539191281910465,-5.539742174597437,0.3900058561779812,1.121641789319971,wave2,male,29,Switzerland,"> 4'000€
>5'900 CHF",degree,0.44581280788177313
229256171835582,-2.092935354576156,0.08374653219906461,-0.03483268460704847,-3.437845701062282,0.2617584066591791,0.7323834589708831,wave2,female,31,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,-0.5541871921182269
229256171835582,-2.092935354576156,0.08374653219906461,-0.03483268460704847,-3.437845701062282,0.2617584066591791,0.7323834589708831,wave1,female,31,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,-0.4211822660098523
229256171858967,0.8127763932784631,0.08374653219906461,0.44955556036887717,-1.01471835393862,0.18794238141705258,0.9655068409795997,wave2,female,20,Switzerland,"<1'500€
<3'100CHF",degree,0.19581280788177313
229256171858967,0.8127763932784631,0.08374653219906461,0.44955556036887717,-1.01471835393862,0.18794238141705258,0.9655068409795997,wave1,female,20,Switzerland,"<1'500€
<3'100CHF",degree,-1.6711822660098523
229256171870273,2.470604605062184,0.08374653219906461,0.6455524203730995,-2.9594445516066124,0.38857018416239514,-2.359250820422225,wave2,female,28,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,0.19581280788177313
229256171870273,2.470604605062184,0.08374653219906461,0.6455524203730995,-2.9594445516066124,0.38857018416239514,-2.359250820422225,wave1,female,28,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,-0.1711822660098523
229256171906265,3.5660467540257192,0.08374653219906461,0.8020256921133959,-1.6372101233179015,0.40432274425505876,-4.265120505642345,wave2,male,22,Switzerland,"> 4'000€
>5'900 CHF",middle school,1.1958128078817731
229256171906265,3.5660467540257192,0.08374653219906461,0.8020256921133959,-1.6372101233179015,0.40432274425505876,-4.265120505642345,wave1,male,22,Switzerland,"> 4'000€
>5'900 CHF",middle school,0.5788177339901477
229256171907291,2.963370395823638,0.08374653219906461,0.7311551072161657,-0.26898024941482834,0.31495038305730866,-3.4166583156974952,wave2,male,22,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,-0.05418719211822687
