"","m","ResponseId.wave1.x","mean.est.bias.wave1","mean.abs.error.wave1","binary.x","ResponseId.wave2","ResponseId.x","mean.est.bias.wave2","mean.abs.error.wave2","binary.y","numeracy.f","error.diff","error.diff.2","error.diff.f","Duration.wave1","ResponseId.wave1.y","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId.y","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"152",229255657933879,"R_1mEKYPdbW4MPIrp",0.0792,0.373,"over","R_2A0ZyfHN8PF2erE","R_2A0ZyfHN8PF2erE",0.124,0.561,"over","numeracy low",-0.188,-0.2,"increased error",845,"R_1mEKYPdbW4MPIrp","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,1060,"R_2A0ZyfHN8PF2erE",55,"2'500- 4'000€
<4'300- 5'899CHF",14,17,"okay"
"153",229255657934918,"R_3kiAUePCg8kLR8i",-0.233,0.461,"under","R_2VxLGUSM0lfPof1","R_2VxLGUSM0lfPof1",-1.33,1.33,"under","numeracy low",-0.869,-0.9,"increased error",1204,"R_3kiAUePCg8kLR8i","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,949,"R_2VxLGUSM0lfPof1",57,"2'500- 4'000€
<4'300- 5'899CHF",20,15,"okay"
"154",229255657935968,"R_22PLy8f4obVWnmz",0.311,0.629,"over","R_3R4pVcd0KlBWl4V","R_3R4pVcd0KlBWl4V",0.577,0.805,"over","numeracy high",-0.176,-0.2,"increased error",798,"R_22PLy8f4obVWnmz","male","Germany","<1'500€
<3'100CHF","middle school",1,5,952,"R_3R4pVcd0KlBWl4V",58,"<1'500€
<3'100CHF",13,15,"okay"
"155",229255657936996,"R_234fD5Z9iTrtGwl",0.392,0.616,"over","R_12nepXyOEnwLAif","R_12nepXyOEnwLAif",0.62,0.653,"over","numeracy low",-0.037,0,"no change",739,"R_234fD5Z9iTrtGwl","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,775,"R_12nepXyOEnwLAif",22,"<1'500- 2'499€
3'100-4'299CHF",12,12,"okay"
"156",229255657936997,"R_BVtq8zZtCjE6BB7",-0.44,0.543,"under","R_1g0codRo4a9OQoO","R_1g0codRo4a9OQoO",-0.934,0.934,"under","numeracy low",-0.391,-0.4,"increased error",461,"R_BVtq8zZtCjE6BB7","male","Germany","> 4'000€
>5'900 CHF","middle school",3,4,343,"R_1g0codRo4a9OQoO",28,"> 4'000€
>5'900 CHF",7,5,"speeder"
"157",229255657937001,"R_cYIwKezOfDVVChz",-0.176,0.405,"under","R_3hubsLzXrSdsisz","R_3hubsLzXrSdsisz",-0.257,0.43,"under","numeracy low",-0.025,0,"no change",770,"R_cYIwKezOfDVVChz","male","Germany","<1'500€
<3'100CHF","obligatory school",3,5,3778,"R_3hubsLzXrSdsisz",44,"<1'500- 2'499€
3'100-4'299CHF",12,62,"okay"
"158",229255657938040,"R_1QlOVkUcUhO7Ja9",-0.134,0.375,"under","R_30fcPq6axMgBolc","R_30fcPq6axMgBolc",0.334,0.456,"over","numeracy low",-0.081,-0.1,"increased error",740,"R_1QlOVkUcUhO7Ja9","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,917,"R_30fcPq6axMgBolc",51,"> 4'000€
>5'900 CHF",12,15,"okay"
"159",229255657938043,"R_1NaaqSLkXYb5DrA",-0.18,0.408,"under","R_RKqHmKR3xJkYtax","R_RKqHmKR3xJkYtax",-0.0428,0.518,"under","numeracy high",-0.11,-0.1,"increased error",990,"R_1NaaqSLkXYb5DrA","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,924,"R_RKqHmKR3xJkYtax",48,"2'500- 4'000€
<4'300- 5'899CHF",16,15,"okay"
"160",229255657939091,"R_25sc4jWiebwhoSv",0.424,0.5,"over","R_1gLvjTZg4QNX5QS","R_1gLvjTZg4QNX5QS",0.132,0.704,"over","numeracy low",-0.204,-0.2,"increased error",687,"R_25sc4jWiebwhoSv","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,720,"R_1gLvjTZg4QNX5QS",31,"> 4'000€
>5'900 CHF",11,12,"okay"
"161",229255657939099,"R_eyRlyv0mGo9RljH",-0.757,0.847,"under","R_2YLoY951ZogozTf","R_2YLoY951ZogozTf",0.564,0.772,"over","numeracy low",0.075,0.1,"decreased error",1113,"R_eyRlyv0mGo9RljH","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,1244,"R_2YLoY951ZogozTf",22,"2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"162",229255657940131,"R_2TMKimcEcRwikm9",-0.543,0.615,"under","R_3e1TqdtfLQhf4L2","R_3e1TqdtfLQhf4L2",0.439,0.642,"over","numeracy high",-0.027,0,"no change",343,"R_2TMKimcEcRwikm9","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,858,"R_3e1TqdtfLQhf4L2",28,"<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"163",229255657941170,"R_3g02bcIpWgCvGPQ",-1.4,1.4,"under","R_3L7muBEyUDuUPvc","R_3L7muBEyUDuUPvc",0.072,0.604,"over","numeracy low",0.796,0.8,"decreased error",7128,"R_3g02bcIpWgCvGPQ","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,4,1506,"R_3L7muBEyUDuUPvc",22,"<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"164",229255657942213,"R_3nUc7oJWOKlnJBV",0.13,0.572,"over","R_1RJFm66oU5fP5Qt","R_1RJFm66oU5fP5Qt",0.501,0.767,"over","numeracy low",-0.195,-0.2,"increased error",629,"R_3nUc7oJWOKlnJBV","male","Germany","<1'500€
<3'100CHF","middle school",1,3,1678,"R_1RJFm66oU5fP5Qt",26,"<1'500€
<3'100CHF",10,27,"okay"
"165",229255657942218,"R_20Ov8RSteb1ii4S",-0.58,0.58,"under","R_3EDOF5X2jihdhSP","R_3EDOF5X2jihdhSP",-0.229,0.391,"under","numeracy low",0.189,0.2,"decreased error",4119,"R_20Ov8RSteb1ii4S","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,1384,"R_3EDOF5X2jihdhSP",50,"2'500- 4'000€
<4'300- 5'899CHF",68,23,"okay"
"166",229255657942219,"R_1Liem5kTbkr14lF",-0.45,0.541,"under","R_2dzIMFCeBrnYXrM","R_2dzIMFCeBrnYXrM",-0.45,0.499,"under","numeracy low",0.042,0,"no change",1172,"R_1Liem5kTbkr14lF","male","Germany","> 4'000€
>5'900 CHF","degree",3,6,1634,"R_2dzIMFCeBrnYXrM",34,"> 4'000€
>5'900 CHF",19,27,"okay"
"167",229255657944311,"R_pPH8REPLpVM9lAt",-0.0776,0.469,"under","R_33DNS6quldJesE7","R_33DNS6quldJesE7",0.559,0.586,"over","numeracy low",-0.117,-0.1,"increased error",878,"R_pPH8REPLpVM9lAt","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,5,1026,"R_33DNS6quldJesE7",27,"> 4'000€
>5'900 CHF",14,17,"okay"
"168",229255657947188,"R_1i5sFl38pMZRzhx",0.186,0.365,"over","R_3QPZLvzZvpyN968","R_3QPZLvzZvpyN968",0.393,0.662,"over","numeracy low",-0.297,-0.3,"increased error",829,"R_1i5sFl38pMZRzhx","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,8,1175,"R_3QPZLvzZvpyN968",27,"<1'500- 2'499€
3'100-4'299CHF",13,19,"okay"
"169",229255657949260,"R_7ajpMxoVpAYR3cR",0.199,0.593,"over","R_31d46rHYvYh3VrS","R_31d46rHYvYh3VrS",0.265,0.892,"over","numeracy low",-0.299,-0.3,"increased error",1132,"R_7ajpMxoVpAYR3cR","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,5,1115,"R_31d46rHYvYh3VrS",49,"2'500- 4'000€
<4'300- 5'899CHF",18,18,"okay"
"170",229255657951349,"R_z0CDhN9620Hiv9T",-0.405,0.518,"under","R_1LtemN8EXM5ZUBN","R_1LtemN8EXM5ZUBN",0.0602,0.479,"over","numeracy high",0.039,0,"no change",13156,"R_z0CDhN9620Hiv9T","male","Germany","> 4'000€
>5'900 CHF","degree",2,5,30237,"R_1LtemN8EXM5ZUBN",35,"> 4'000€
>5'900 CHF",219,503,"okay"
"171",229255657952395,"R_1253hukGlxFYfER",0.36,0.592,"over","R_ZvZNUw4EfkNkyCl","R_ZvZNUw4EfkNkyCl",0.417,0.573,"over","numeracy high",0.019,0,"no change",1815,"R_1253hukGlxFYfER","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1206,"R_ZvZNUw4EfkNkyCl",28,"<1'500- 2'499€
3'100-4'299CHF",30,20,"okay"
"172",229255657957600,"R_3oYpTt5mP3Z4rKn",0.43,0.562,"over","R_12EXkLuWI7zwqvD","R_12EXkLuWI7zwqvD",0.404,0.537,"over","numeracy high",0.025,0,"no change",2310,"R_3oYpTt5mP3Z4rKn","female","Germany","> 4'000€
>5'900 CHF","degree",2,4,1879,"R_12EXkLuWI7zwqvD",54,"> 4'000€
>5'900 CHF",38,31,"okay"
"173",229255657958647,"R_3HAg4bflYU3dIBZ",0.507,0.665,"over","R_2BerMsevklfK0C6","R_2BerMsevklfK0C6",0.876,0.876,"over","numeracy low",-0.211,-0.2,"increased error",1082,"R_3HAg4bflYU3dIBZ","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,6920,"R_2BerMsevklfK0C6",28,"<1'500- 2'499€
3'100-4'299CHF",18,115,"okay"
"174",229255657959433,"R_2zeYp2NsaPfHrFp",-0.168,0.359,"under","R_3oYG3dkZhORjOX6","R_3oYG3dkZhORjOX6",-0.14,0.348,"under","numeracy high",0.011,0,"no change",1761,"R_2zeYp2NsaPfHrFp","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2443,"R_3oYG3dkZhORjOX6",42,"2'500- 4'000€
<4'300- 5'899CHF",29,40,"okay"
"175",229255657965656,"R_YXN6D7S6HtYGyCR",0.155,0.419,"over","R_1hQEo3eSrkO8U4m","R_1hQEo3eSrkO8U4m",-0.206,0.28,"under","numeracy high",0.139,0.1,"decreased error",2606,"R_YXN6D7S6HtYGyCR","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,4865,"R_1hQEo3eSrkO8U4m",67,"<1'500- 2'499€
3'100-4'299CHF",43,81,"okay"
"176",229255657966697,"R_zeY2QpcRAsD3WlH",0.465,0.577,"over","R_1hPRfP2ZEnVS9MR","R_1hPRfP2ZEnVS9MR",0.283,0.548,"over","numeracy low",0.0289999999999999,0,"no change",1549,"R_zeY2QpcRAsD3WlH","female","Germany","<1'500€
<3'100CHF","degree",1,6,1702,"R_1hPRfP2ZEnVS9MR",73,"<1'500€
<3'100CHF",25,28,"okay"
"177",229255657966698,"R_3M6iivw99fLhS17",-0.376,0.688,"under","R_2VsQH2SgvmwEvPl","R_2VsQH2SgvmwEvPl",0.499,0.663,"over","numeracy low",0.0249999999999999,0,"no change",888,"R_3M6iivw99fLhS17","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,7,936,"R_2VsQH2SgvmwEvPl",25,"<1'500- 2'499€
3'100-4'299CHF",14,15,"okay"
"178",229255657970831,"R_rkYd49GtMfFH5vj",0.431,0.655,"over","R_12rpjjaAH22b0AL","R_12rpjjaAH22b0AL",-1.45,1.45,"under","numeracy low",-0.795,-0.8,"increased error",842,"R_rkYd49GtMfFH5vj","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,438,"R_12rpjjaAH22b0AL",29,"2'500- 4'000€
<4'300- 5'899CHF",14,7,"speeder"
"179",229255657980998,"R_3nDwBXPS5qRtTye",0.247,0.481,"over","R_2ZTsNN6kZ9cVYHV","R_2ZTsNN6kZ9cVYHV",-0.103,0.718,"under","numeracy low",-0.237,-0.2,"increased error",1489,"R_3nDwBXPS5qRtTye","female","Germany","<1'500€
<3'100CHF","middle school",4,5,1553,"R_2ZTsNN6kZ9cVYHV",22,"<1'500€
<3'100CHF",24,25,"okay"
"180",229255657984125,"R_2Ce0NgCH6zpMRJb",-1.62,1.62,"under","R_300O2DUnqnIyEq8","R_300O2DUnqnIyEq8",0.692,0.7,"over","numeracy low",0.92,0.9,"decreased error",926,"R_2Ce0NgCH6zpMRJb","female","Germany","> 4'000€
>5'900 CHF","middle school",4,5,4114,"R_300O2DUnqnIyEq8",21,"> 4'000€
>5'900 CHF",15,68,"okay"
"181",229255657997387,"R_0TmEasAMNDaTx73",-0.342,0.565,"under","R_2uTLa7HMnc5Gs9E","R_2uTLa7HMnc5Gs9E",-0.342,0.463,"under","numeracy low",0.102,0.1,"decreased error",1630,"R_0TmEasAMNDaTx73","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",1,6,1415,"R_2uTLa7HMnc5Gs9E",28,"<1'500- 2'499€
3'100-4'299CHF",27,23,"okay"
"182",229255657999471,"R_3ivSk5kamR28JsF",-0.63,0.902,"under","R_1rPu8GlUfBUaT1f","R_1rPu8GlUfBUaT1f",-0.12,0.56,"under","numeracy low",0.342,0.3,"decreased error",1133,"R_3ivSk5kamR28JsF","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,1099,"R_1rPu8GlUfBUaT1f",30,"2'500- 4'000€
<4'300- 5'899CHF",18,18,"okay"
"183",229255658003638,"R_1d9WC22juoRU6UJ",0.312,0.519,"over","R_12ncLRlhWhSi4HC","R_12ncLRlhWhSi4HC",-0.108,0.398,"under","numeracy low",0.121,0.1,"decreased error",3919,"R_1d9WC22juoRU6UJ","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,6672,"R_12ncLRlhWhSi4HC",40,"2'500- 4'000€
<4'300- 5'899CHF",65,111,"okay"
"184",229255658040397,"R_2bJDToiRAL3MEMM",0.567,0.66,"over","R_seaXQMZjWZEuFVv","R_seaXQMZjWZEuFVv",0.0215,0.518,"over","numeracy high",0.142,0.1,"decreased error",1497,"R_2bJDToiRAL3MEMM","female","Germany","> 4'000€
>5'900 CHF","degree",3,2,1517,"R_seaXQMZjWZEuFVv",42,"> 4'000€
>5'900 CHF",24,25,"okay"
"185",229255658041440,"R_1dFaniBnw4OZYyy",-1.25,1.25,"under","R_3eXIx145q24P5ct","R_3eXIx145q24P5ct",-0.705,0.776,"under","numeracy low",0.474,0.5,"decreased error",1089,"R_1dFaniBnw4OZYyy","female","Germany","<1'500€
<3'100CHF","middle school",2,6,875,"R_3eXIx145q24P5ct",23,"<1'500- 2'499€
3'100-4'299CHF",18,14,"okay"
"186",229255658041449,"R_YaxFNmBVsljQcN3",-0.067,0.515,"under","R_pbz6lXYpu64Zyut","R_pbz6lXYpu64Zyut",-0.355,0.556,"under","numeracy high",-0.041,0,"no change",1353,"R_YaxFNmBVsljQcN3","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,1047,"R_pbz6lXYpu64Zyut",29,"> 4'000€
>5'900 CHF",22,17,"okay"
"187",229256171549895,"R_6tYWl75MHmR54KB",0.31,0.441,"over","R_1Cl2SebPQbOFhuz","R_1Cl2SebPQbOFhuz",0.492,0.502,"over","numeracy high",-0.061,-0.1,"increased error",636,"R_6tYWl75MHmR54KB","male","Switzerland","> 4'000€
>5'900 CHF","degree",1,6,999,"R_1Cl2SebPQbOFhuz",39,"> 4'000€
>5'900 CHF",10,16,"okay"
"188",229256171552970,"R_Ab6UGDbmjVtu3AZ",0.348,0.718,"over","R_22re08dv5zyt3zy","R_22re08dv5zyt3zy",0.456,0.662,"over","numeracy low",0.0559999999999999,0.1,"decreased error",847,"R_Ab6UGDbmjVtu3AZ","female","Switzerland","> 4'000€
>5'900 CHF","degree",5,9,769,"R_22re08dv5zyt3zy",45,"2'500- 4'000€
<4'300- 5'899CHF",14,12,"okay"
"189",229256171556050,"R_1kNYEgfcdgcFO51",0.432,0.526,"over","R_2OTsX0VoE5sGvbN","R_2OTsX0VoE5sGvbN",0.537,0.98,"over","numeracy low",-0.454,-0.5,"increased error",1041,"R_1kNYEgfcdgcFO51","female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,6,1261,"R_2OTsX0VoE5sGvbN",48,"<1'500- 2'499€
3'100-4'299CHF",17,21,"okay"
"190",229256171561183,"R_11bfomFynMxQ2HS",-0.11,0.701,"under","R_2e4gsRcT2FLvlEh","R_2e4gsRcT2FLvlEh",-0.195,0.897,"under","numeracy low",-0.196,-0.2,"increased error",724,"R_11bfomFynMxQ2HS","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,1,11181,"R_2e4gsRcT2FLvlEh",53,"<1'500- 2'499€
3'100-4'299CHF",12,186,"okay"
"191",229256171567352,"R_2ypy9ol4uFVDmgX",-0.335,0.475,"under","R_pMXDxYiOWN0mZAB","R_pMXDxYiOWN0mZAB",-0.741,0.741,"under","numeracy low",-0.266,-0.3,"increased error",808,"R_2ypy9ol4uFVDmgX","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,5,693,"R_pMXDxYiOWN0mZAB",55,"> 4'000€
>5'900 CHF",13,11,"okay"
"192",229256171569156,"R_ZwTzFkXwgh0Fzyx",0.301,0.508,"over","R_1DHhLExORVUMSTn","R_1DHhLExORVUMSTn",0.0303,0.727,"over","numeracy high",-0.219,-0.2,"increased error",2583,"R_ZwTzFkXwgh0Fzyx","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,6,2958,"R_1DHhLExORVUMSTn",55,"2'500- 4'000€
<4'300- 5'899CHF",43,49,"okay"
"193",229256171575321,"R_WdOv7WjyReZ2Izn",-0.0861,0.566,"under","R_3JdS6G2oeyURtlh","R_3JdS6G2oeyURtlh",0.295,0.695,"over","numeracy low",-0.129,-0.1,"increased error",1748,"R_WdOv7WjyReZ2Izn","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,2398,"R_3JdS6G2oeyURtlh",63,"2'500- 4'000€
<4'300- 5'899CHF",29,39,"okay"
"194",229256171581482,"R_2ag9KO7neo6tVIm",0.523,0.541,"over","R_3khTb6ohZTEw1uj","R_3khTb6ohZTEw1uj",-0.0826,0.491,"under","numeracy low",0.05,0.1,"decreased error",626,"R_2ag9KO7neo6tVIm","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,948,"R_3khTb6ohZTEw1uj",56,"> 4'000€
>5'900 CHF",10,15,"okay"
"195",229256171582508,"R_3siQFVhDI105wbQ",0.727,0.746,"over","R_3rNS3W6jWnb4XA4","R_3rNS3W6jWnb4XA4",0.62,0.638,"over","numeracy low",0.108,0.1,"decreased error",1724,"R_3siQFVhDI105wbQ","female","Switzerland","> 4'000€
>5'900 CHF","middle school",2,2,2318,"R_3rNS3W6jWnb4XA4",73,"> 4'000€
>5'900 CHF",28,38,"okay"
"196",229256171601985,"R_3mgY6Y0UIN2HyQ8",0.214,0.548,"over","R_ujE7f07IK4OOVxf","R_ujE7f07IK4OOVxf",0.438,0.551,"over","numeracy low",-0.003,0,"no change",1471,"R_3mgY6Y0UIN2HyQ8","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",2,5,1866,"R_ujE7f07IK4OOVxf",50,"2'500- 4'000€
<4'300- 5'899CHF",24,31,"okay"
"197",229256171609167,"R_DNRyhi5gcPlwDRv",0.284,0.317,"over","R_11Xg8JyRKok3DIm","R_11Xg8JyRKok3DIm",0.152,0.516,"over","numeracy high",-0.199,-0.2,"increased error",1242,"R_DNRyhi5gcPlwDRv","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,1733,"R_11Xg8JyRKok3DIm",47,"> 4'000€
>5'900 CHF",20,28,"okay"
"198",229256171622503,"R_2aIvH7bEKgmeRSd",0.38,0.597,"over","R_3pkY5QiTao68mOf","R_3pkY5QiTao68mOf",0.677,0.716,"over","numeracy low",-0.119,-0.1,"increased error",1595,"R_2aIvH7bEKgmeRSd","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",4,9,1116,"R_3pkY5QiTao68mOf",41,"> 4'000€
>5'900 CHF",26,18,"okay"
"199",229256171630718,"R_1o1iNts3exPmieU",-0.527,0.699,"under","R_2ZOLtO5eQcxaywi","R_2ZOLtO5eQcxaywi",-0.236,0.669,"under","numeracy low",0.0299999999999999,0,"no change",1230,"R_1o1iNts3exPmieU","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,1590,"R_2ZOLtO5eQcxaywi",64,"2'500- 4'000€
<4'300- 5'899CHF",20,26,"okay"
"200",229256171636877,"R_3s04VQwuwiRt0e2",0.4,0.442,"over","R_TnJKPfSngzfmYhj","R_TnJKPfSngzfmYhj",0.0822,0.595,"over","numeracy low",-0.153,-0.2,"increased error",1663,"R_3s04VQwuwiRt0e2","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",2,2,2164,"R_TnJKPfSngzfmYhj",60,"2'500- 4'000€
<4'300- 5'899CHF",27,36,"okay"
"201",229256171644062,"R_1FDtuG3k56IdBXy",0.219,0.563,"over","R_2s56lo4tG3fLjIQ","R_2s56lo4tG3fLjIQ",0.352,0.487,"over","numeracy low",0.076,0.1,"decreased error",950,"R_1FDtuG3k56IdBXy","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,1455,"R_2s56lo4tG3fLjIQ",64,"> 4'000€
>5'900 CHF",15,24,"okay"
"202",229256171658438,"R_2xxvAFqyH4RVpzq",0.724,0.813,"over","R_1l0RIyAa9CP5bzP","R_1l0RIyAa9CP5bzP",0.295,0.577,"over","numeracy low",0.236,0.2,"decreased error",1883,"R_2xxvAFqyH4RVpzq","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,7,1786,"R_1l0RIyAa9CP5bzP",76,"> 4'000€
>5'900 CHF",31,29,"okay"
"203",229256171660490,"R_PtRAPkXLYtVoPRL",0.167,0.36,"over","R_1n1JzBYizsP8rTM","R_1n1JzBYizsP8rTM",-0.472,0.472,"under","numeracy low",-0.112,-0.1,"increased error",1004,"R_PtRAPkXLYtVoPRL","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,7,1213,"R_1n1JzBYizsP8rTM",68,"> 4'000€
>5'900 CHF",16,20,"okay"
"204",229256171670763,"R_1LoIjURU32wpqKF",0.684,0.726,"over","R_22DlIOA1QuwsRtH","R_22DlIOA1QuwsRtH",0.398,0.729,"over","numeracy low",-0.003,0,"no change",1985,"R_1LoIjURU32wpqKF","male","Switzerland","> 4'000€
>5'900 CHF","middle school",4,8,8266,"R_22DlIOA1QuwsRtH",44,"<1'500- 2'499€
3'100-4'299CHF",33,137,"okay"
"205",229256171671793,"R_1jxNAbcEEMGNBkz",0.767,0.767,"over","R_sZ5hFn2aGEar5K1","R_sZ5hFn2aGEar5K1",0.43,0.932,"over","numeracy low",-0.165,-0.2,"increased error",1540,"R_1jxNAbcEEMGNBkz","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,4,4537,"R_sZ5hFn2aGEar5K1",20,"<1'500- 2'499€
3'100-4'299CHF",25,75,"okay"
"206",229256171672827,"R_12nkx2QU4KAOjzq",-0.0313,0.493,"under","R_WetzP6sCYnlwhs5","R_WetzP6sCYnlwhs5",-0.239,0.394,"under","numeracy high",0.099,0.1,"decreased error",1784,"R_12nkx2QU4KAOjzq","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,1773,"R_WetzP6sCYnlwhs5",57,"> 4'000€
>5'900 CHF",29,29,"okay"
"207",229256171676680,"R_1JF7XaAKoJRpbIc",-0.303,0.805,"under","R_1rq6oBNP3dfuJSh","R_1rq6oBNP3dfuJSh",0.436,0.556,"over","numeracy low",0.249,0.2,"decreased error",578,"R_1JF7XaAKoJRpbIc","female","Switzerland","> 4'000€
>5'900 CHF","degree",2,3,650,"R_1rq6oBNP3dfuJSh",45,"> 4'000€
>5'900 CHF",9,10,"okay"
"208",229256171707512,"R_AAHKZ3vcmf71Pjj",-0.217,0.437,"under","R_3gL5PLi3c3Tyn7l","R_3gL5PLi3c3Tyn7l",0.195,0.636,"over","numeracy high",-0.199,-0.2,"increased error",1828,"R_AAHKZ3vcmf71Pjj","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,5,1523,"R_3gL5PLi3c3Tyn7l",25,"> 4'000€
>5'900 CHF",30,25,"okay"
"209",229256171709564,"R_1ghcFo1JrTvT8DO",-0.826,0.859,"under","R_21u3i7hJZiGF7q8","R_21u3i7hJZiGF7q8",0.375,0.578,"over","numeracy low",0.281,0.3,"decreased error",295,"R_1ghcFo1JrTvT8DO","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,8,558,"R_21u3i7hJZiGF7q8",43,"> 4'000€
>5'900 CHF",4,9,"speeder"
"210",229256171712646,"R_Or1AiWB4eJhjZpD",0.08,0.398,"over","R_1KjR9tFAM9YeB0x","R_1KjR9tFAM9YeB0x",-0.074,0.356,"under","numeracy high",0.042,0,"no change",6717,"R_Or1AiWB4eJhjZpD","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,3,10837,"R_1KjR9tFAM9YeB0x",47,"2'500- 4'000€
<4'300- 5'899CHF",111,180,"okay"
"211",229256171733167,"R_3lWWBqWRXixfnYH",0.774,0.774,"over","R_1OOwSBX7GRf44TF","R_1OOwSBX7GRf44TF",0.283,0.71,"over","numeracy low",0.0640000000000001,0.1,"decreased error",2349,"R_3lWWBqWRXixfnYH","female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,1507,"R_1OOwSBX7GRf44TF",24,"2'500- 4'000€
<4'300- 5'899CHF",39,25,"okay"
"212",229256171741387,"R_2AMhKoUk1l2B7aY",-0.303,0.458,"under","R_RCgfxvMaSTFEMEx","R_RCgfxvMaSTFEMEx",0.221,0.435,"over","numeracy low",0.023,0,"no change",1169,"R_2AMhKoUk1l2B7aY","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,1519,"R_RCgfxvMaSTFEMEx",26,"2'500- 4'000€
<4'300- 5'899CHF",19,25,"okay"
"213",229256171743437,"R_UutbqIVKMY6CypX",0.0204,0.237,"over","R_2X4FuYhXmC8ywIK","R_2X4FuYhXmC8ywIK",0.0131,0.351,"over","numeracy high",-0.114,-0.1,"increased error",8887,"R_UutbqIVKMY6CypX","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,7,1343,"R_2X4FuYhXmC8ywIK",36,"> 4'000€
>5'900 CHF",148,22,"okay"
"214",229256171754731,"R_2VO6QNbhe2MmBTA",-0.842,1.05,"under","R_2S0octCIzzOhicw","R_2S0octCIzzOhicw",0.996,0.996,"over","numeracy low",0.054,0.1,"decreased error",897,"R_2VO6QNbhe2MmBTA","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,8,1104,"R_2S0octCIzzOhicw",45,"<1'500- 2'499€
3'100-4'299CHF",14,18,"okay"
"215",229256171770896,"R_9SwDxmdVRzn9FdL",-1.44,1.44,"under","R_3FRKYX9SsnpvlPA","R_3FRKYX9SsnpvlPA",-0.342,0.677,"under","numeracy low",0.763,0.8,"decreased error",1185,"R_9SwDxmdVRzn9FdL","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,8,1688,"R_3FRKYX9SsnpvlPA",38,"<1'500€
<3'100CHF",19,28,"okay"
"216",229256171776032,"R_2wconsnovSxkAzJ",0.792,0.792,"over","R_3exXU5InBRQRN4u","R_3exXU5InBRQRN4u",0.698,0.698,"over","numeracy low",0.0940000000000001,0.1,"decreased error",1090,"R_2wconsnovSxkAzJ","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,1086,"R_3exXU5InBRQRN4u",23,"<1'500€
<3'100CHF",18,18,"okay"
