"","m","wave","country","gender","age","income.wave1","income.wave2","education","numeracy.f","error.diff.f","mean.abs.error","mean.est.bias"
"274",229242450017359,"wave2","Switzerland","female",38,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy high","decreased error",0.749,0.126
"275",229242450019449,"wave1","Switzerland","female",32,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.605,-0.127
"276",229242450019449,"wave2","Switzerland","female",32,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.635,0.635
"277",229242450025714,"wave1","Switzerland","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.764,0.764
"278",229242450025714,"wave2","Switzerland","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.655,0.655
"279",229242450029643,"wave1","Switzerland","female",19,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","no change",0.692,0.674
"280",229242450029643,"wave2","Switzerland","female",19,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","no change",0.645,0.626
"281",229242450030694,"wave1","Switzerland","male",33,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.869,0.36
"282",229242450030694,"wave2","Switzerland","male",33,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.668,0.511
"283",229242450031736,"wave1","Switzerland","female",36,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.491,0.0374
"284",229242450031736,"wave2","Switzerland","female",36,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.82,0.811
"285",229242450035926,"wave1","Switzerland","female",49,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy low","decreased error",0.653,-0.505
"286",229242450035926,"wave2","Switzerland","female",49,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy low","decreased error",0.354,-0.195
"287",229255657928942,"wave1","Germany","male",66,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","no change",0.429,0.33
"288",229255657928942,"wave2","Germany","male",66,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","no change",0.445,0.324
"289",229255657930998,"wave1","Germany","male",64,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.415,0.0921
"290",229255657930998,"wave2","Germany","male",64,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.876,-0.73
"291",229255657931005,"wave1","Germany","female",56,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","increased error",0.429,-0.0329
"292",229255657931005,"wave2","Germany","female",56,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","increased error",0.591,0.0424
"293",229255657931781,"wave1","Germany","male",67,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.568,-0.46
"294",229255657931781,"wave2","Germany","male",67,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.513,0.362
"295",229255657931784,"wave1","Germany","female",46,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.513,-0.407
"296",229255657931784,"wave2","Germany","female",46,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.452,-0.246
"297",229255657932820,"wave1","Germany","female",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.525,-0.243
"298",229255657932820,"wave2","Germany","female",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.689,0.317
"299",229255657932824,"wave1","Germany","male",52,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.503,0.364
"300",229255657932824,"wave2","Germany","male",52,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.338,0.273
"301",229255657932828,"wave1","Germany","female",60,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","no change",0.789,0.789
"302",229255657932828,"wave2","Germany","female",60,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","no change",0.753,0.733
"303",229255657933879,"wave1","Germany","female",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.373,0.0792
"304",229255657933879,"wave2","Germany","female",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.561,0.124
"305",229255657934918,"wave1","Germany","female",57,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","increased error",0.461,-0.233
"306",229255657934918,"wave2","Germany","female",57,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","increased error",1.33,-1.33
"307",229255657935968,"wave1","Germany","male",58,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy high","increased error",0.629,0.311
"308",229255657935968,"wave2","Germany","male",58,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy high","increased error",0.805,0.577
"309",229255657936996,"wave1","Germany","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.616,0.392
"310",229255657936996,"wave2","Germany","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.653,0.62
"311",229255657936997,"wave1","Germany","male",28,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.543,-0.44
"312",229255657936997,"wave2","Germany","male",28,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.934,-0.934
"313",229255657937001,"wave1","Germany","male",44,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","no change",0.405,-0.176
"314",229255657937001,"wave2","Germany","male",44,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","no change",0.43,-0.257
"315",229255657938040,"wave1","Germany","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.375,-0.134
"316",229255657938040,"wave2","Germany","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.456,0.334
"317",229255657938043,"wave1","Germany","female",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy high","increased error",0.408,-0.18
"318",229255657938043,"wave2","Germany","female",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy high","increased error",0.518,-0.0428
"319",229255657939091,"wave1","Germany","female",31,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.5,0.424
"320",229255657939091,"wave2","Germany","female",31,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.704,0.132
"321",229255657939099,"wave1","Germany","male",22,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.847,-0.757
"322",229255657939099,"wave2","Germany","male",22,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.772,0.564
"323",229255657940131,"wave1","Germany","male",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","no change",0.615,-0.543
"324",229255657940131,"wave2","Germany","male",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","no change",0.642,0.439
"325",229255657941170,"wave1","Germany","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",1.4,-1.4
"326",229255657941170,"wave2","Germany","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.604,0.072
"327",229255657942213,"wave1","Germany","male",26,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.572,0.13
"328",229255657942213,"wave2","Germany","male",26,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.767,0.501
"329",229255657942218,"wave1","Germany","male",50,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.58,-0.58
"330",229255657942218,"wave2","Germany","male",50,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.391,-0.229
"331",229255657942219,"wave1","Germany","male",34,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","no change",0.541,-0.45
"332",229255657942219,"wave2","Germany","male",34,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","no change",0.499,-0.45
"333",229255657944311,"wave1","Germany","female",27,"<1'500- 2'499€
3'100-4'299CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.469,-0.0776
"334",229255657944311,"wave2","Germany","female",27,"<1'500- 2'499€
3'100-4'299CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.586,0.559
"335",229255657947188,"wave1","Germany","male",27,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.365,0.186
"336",229255657947188,"wave2","Germany","male",27,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.662,0.393
"337",229255657949260,"wave1","Germany","male",49,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.593,0.199
"338",229255657949260,"wave2","Germany","male",49,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.892,0.265
"339",229255657951349,"wave1","Germany","male",35,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.518,-0.405
"340",229255657951349,"wave2","Germany","male",35,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.479,0.0602
"341",229255657952395,"wave1","Germany","male",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy high","no change",0.592,0.36
"342",229255657952395,"wave2","Germany","male",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy high","no change",0.573,0.417
"343",229255657957600,"wave1","Germany","female",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.562,0.43
"344",229255657957600,"wave2","Germany","female",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.537,0.404
"345",229255657958647,"wave1","Germany","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","increased error",0.665,0.507
"346",229255657958647,"wave2","Germany","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","increased error",0.876,0.876
"347",229255657959433,"wave1","Germany","female",42,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","no change",0.359,-0.168
"348",229255657959433,"wave2","Germany","female",42,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","no change",0.348,-0.14
"349",229255657965656,"wave1","Germany","male",67,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","decreased error",0.419,0.155
"350",229255657965656,"wave2","Germany","male",67,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","decreased error",0.28,-0.206
"351",229255657966697,"wave1","Germany","female",73,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy low","no change",0.577,0.465
"352",229255657966697,"wave2","Germany","female",73,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy low","no change",0.548,0.283
"353",229255657966698,"wave1","Germany","female",25,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.688,-0.376
"354",229255657966698,"wave2","Germany","female",25,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.663,0.499
"355",229255657970831,"wave1","Germany","female",29,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.655,0.431
"356",229255657970831,"wave2","Germany","female",29,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",1.45,-1.45
"357",229255657980998,"wave1","Germany","female",22,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.481,0.247
"358",229255657980998,"wave2","Germany","female",22,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.718,-0.103
"359",229255657984125,"wave1","Germany","female",21,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",1.62,-1.62
"360",229255657984125,"wave2","Germany","female",21,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.7,0.692
"361",229255657997387,"wave1","Germany","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.565,-0.342
"362",229255657997387,"wave2","Germany","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.463,-0.342
"363",229255657999471,"wave1","Germany","female",30,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.902,-0.63
"364",229255657999471,"wave2","Germany","female",30,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.56,-0.12
"365",229255658003638,"wave1","Germany","male",40,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.519,0.312
"366",229255658003638,"wave2","Germany","male",40,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.398,-0.108
"367",229255658040397,"wave1","Germany","female",42,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.66,0.567
"368",229255658040397,"wave2","Germany","female",42,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.518,0.0215
"369",229255658041440,"wave1","Germany","female",23,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",1.25,-1.25
"370",229255658041440,"wave2","Germany","female",23,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",0.776,-0.705
"371",229255658041449,"wave1","Germany","male",29,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.515,-0.067
"372",229255658041449,"wave2","Germany","male",29,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.556,-0.355
"373",229256171549895,"wave1","Switzerland","male",39,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.441,0.31
"374",229256171549895,"wave2","Switzerland","male",39,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.502,0.492
"375",229256171552970,"wave1","Switzerland","female",45,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.718,0.348
"376",229256171552970,"wave2","Switzerland","female",45,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.662,0.456
"377",229256171556050,"wave1","Switzerland","female",48,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.526,0.432
"378",229256171556050,"wave2","Switzerland","female",48,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.98,0.537
"379",229256171561183,"wave1","Switzerland","male",53,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.701,-0.11
"380",229256171561183,"wave2","Switzerland","male",53,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.897,-0.195
"381",229256171567352,"wave1","Switzerland","male",55,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.475,-0.335
"382",229256171567352,"wave2","Switzerland","male",55,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.741,-0.741
"383",229256171569156,"wave1","Switzerland","female",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy high","increased error",0.508,0.301
"384",229256171569156,"wave2","Switzerland","female",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy high","increased error",0.727,0.0303
"385",229256171575321,"wave1","Switzerland","male",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.566,-0.0861
"386",229256171575321,"wave2","Switzerland","male",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.695,0.295
"387",229256171581482,"wave1","Switzerland","male",56,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.541,0.523
"388",229256171581482,"wave2","Switzerland","male",56,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.491,-0.0826
"389",229256171582508,"wave1","Switzerland","female",73,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.746,0.727
"390",229256171582508,"wave2","Switzerland","female",73,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.638,0.62
"391",229256171601985,"wave1","Switzerland","female",50,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.548,0.214
"392",229256171601985,"wave2","Switzerland","female",50,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.551,0.438
"393",229256171609167,"wave1","Switzerland","male",47,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.317,0.284
"394",229256171609167,"wave2","Switzerland","male",47,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.516,0.152
"395",229256171622503,"wave1","Switzerland","male",41,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.597,0.38
"396",229256171622503,"wave2","Switzerland","male",41,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.716,0.677
"397",229256171630718,"wave1","Switzerland","female",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.699,-0.527
"398",229256171630718,"wave2","Switzerland","female",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.669,-0.236
"399",229256171636877,"wave1","Switzerland","female",60,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.442,0.4
"400",229256171636877,"wave2","Switzerland","female",60,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.595,0.0822
"401",229256171644062,"wave1","Switzerland","male",64,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.563,0.219
"402",229256171644062,"wave2","Switzerland","male",64,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.487,0.352
"403",229256171658438,"wave1","Switzerland","male",76,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.813,0.724
"404",229256171658438,"wave2","Switzerland","male",76,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.577,0.295
"405",229256171660490,"wave1","Switzerland","male",68,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","increased error",0.36,0.167
"406",229256171660490,"wave2","Switzerland","male",68,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","increased error",0.472,-0.472
"407",229256171670763,"wave1","Switzerland","male",44,"> 4'000€
>5'900 CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.726,0.684
"408",229256171670763,"wave2","Switzerland","male",44,"> 4'000€
>5'900 CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.729,0.398
"409",229256171671793,"wave1","Switzerland","female",20,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.767,0.767
"410",229256171671793,"wave2","Switzerland","female",20,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.932,0.43
"411",229256171672827,"wave1","Switzerland","male",57,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.493,-0.0313
"412",229256171672827,"wave2","Switzerland","male",57,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.394,-0.239
"413",229256171676680,"wave1","Switzerland","female",45,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.805,-0.303
"414",229256171676680,"wave2","Switzerland","female",45,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.556,0.436
"415",229256171707512,"wave1","Switzerland","male",25,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.437,-0.217
"416",229256171707512,"wave2","Switzerland","male",25,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.636,0.195
"417",229256171709564,"wave1","Switzerland","male",43,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.859,-0.826
"418",229256171709564,"wave2","Switzerland","male",43,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.578,0.375
"419",229256171712646,"wave1","Switzerland","female",47,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","no change",0.398,0.08
"420",229256171712646,"wave2","Switzerland","female",47,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","no change",0.356,-0.074
"421",229256171733167,"wave1","Switzerland","female",24,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.774,0.774
"422",229256171733167,"wave2","Switzerland","female",24,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.71,0.283
"423",229256171741387,"wave1","Switzerland","male",26,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.458,-0.303
"424",229256171741387,"wave2","Switzerland","male",26,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.435,0.221
"425",229256171743437,"wave1","Switzerland","male",36,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.237,0.0204
"426",229256171743437,"wave2","Switzerland","male",36,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.351,0.0131
"427",229256171754731,"wave1","Switzerland","female",45,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",1.05,-0.842
"428",229256171754731,"wave2","Switzerland","female",45,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.996,0.996
"429",229256171770896,"wave1","Switzerland","female",38,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",1.44,-1.44
"430",229256171770896,"wave2","Switzerland","female",38,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",0.677,-0.342
"431",229256171776032,"wave1","Switzerland","female",23,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",0.792,0.792
"432",229256171776032,"wave2","Switzerland","female",23,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",0.698,0.698
"433",229256171818133,"wave1","Switzerland","male",29,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.931,0.931
"434",229256171818133,"wave2","Switzerland","male",29,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.865,-0.837
"435",229256171835582,"wave1","Switzerland","female",31,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy high","no change",0.619,-0.168
"436",229256171835582,"wave2","Switzerland","female",31,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy high","no change",0.584,0.239
"437",229256171858967,"wave1","Switzerland","female",20,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy low","decreased error",0.583,0.089
