"","m","wave","country","gender","age","income.wave1","income.wave2","education","numeracy.f","error.diff.f","mean.abs.error","mean.est.bias"
"475",229255657935968,"wave1","Germany","male",58,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy high","increased error",0.629,0.311
"476",229255657935968,"wave2","Germany","male",58,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy high","increased error",0.805,0.577
"477",229255657936995,"wave1","Germany","male",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.437,-0.184
"478",229255657936995,"wave2","Germany","male",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.734,0.596
"479",229255657936996,"wave1","Germany","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.616,0.392
"480",229255657936996,"wave2","Germany","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.653,0.62
"481",229255657936997,"wave1","Germany","male",28,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.543,-0.44
"482",229255657936997,"wave2","Germany","male",28,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.934,-0.934
"483",229255657937001,"wave1","Germany","male",44,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","no change",0.405,-0.176
"484",229255657937001,"wave2","Germany","male",44,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","no change",0.43,-0.257
"485",229255657938040,"wave1","Germany","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.375,-0.134
"486",229255657938040,"wave2","Germany","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.456,0.334
"487",229255657938043,"wave1","Germany","female",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy high","increased error",0.408,-0.18
"488",229255657938043,"wave2","Germany","female",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy high","increased error",0.518,-0.0428
"489",229255657938050,"wave1","Germany","female",23,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.698,0.571
"490",229255657938050,"wave2","Germany","female",23,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",1.1,-1.1
"491",229255657938053,"wave1","Germany","male",24,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",1.41,-1.41
"492",229255657938053,"wave2","Germany","male",24,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",1.43,-1.43
"493",229255657939087,"wave1","Germany","male",53,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.682,0.579
"494",229255657939087,"wave2","Germany","male",53,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.761,0.761
"495",229255657939091,"wave1","Germany","female",31,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.5,0.424
"496",229255657939091,"wave2","Germany","female",31,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.704,0.132
"497",229255657939099,"wave1","Germany","male",22,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.847,-0.757
"498",229255657939099,"wave2","Germany","male",22,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.772,0.564
"499",229255657940124,"wave1","Germany","female",60,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","no change",0.525,-0.271
"500",229255657940124,"wave2","Germany","female",60,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","no change",0.573,-0.573
"501",229255657940131,"wave1","Germany","male",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","no change",0.615,-0.543
"502",229255657940131,"wave2","Germany","male",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","no change",0.642,0.439
"503",229255657941170,"wave1","Germany","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",1.4,-1.4
"504",229255657941170,"wave2","Germany","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.604,0.072
"505",229255657942213,"wave1","Germany","male",26,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.572,0.13
"506",229255657942213,"wave2","Germany","male",26,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.767,0.501
"507",229255657942218,"wave1","Germany","male",50,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.58,-0.58
"508",229255657942218,"wave2","Germany","male",50,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.391,-0.229
"509",229255657942219,"wave1","Germany","male",34,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","no change",0.541,-0.45
"510",229255657942219,"wave2","Germany","male",34,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","no change",0.499,-0.45
"511",229255657944304,"wave1","Germany","male",24,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.88,-0.477
"512",229255657944304,"wave2","Germany","male",24,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.577,-0.23
"513",229255657944311,"wave1","Germany","female",27,"<1'500- 2'499€
3'100-4'299CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.469,-0.0776
"514",229255657944311,"wave2","Germany","female",27,"<1'500- 2'499€
3'100-4'299CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.586,0.559
"515",229255657945095,"wave1","Germany","female",29,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","middle school","numeracy low","no change",0.565,0.0378
"516",229255657945095,"wave2","Germany","female",29,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","middle school","numeracy low","no change",0.584,0.453
"517",229255657946133,"wave1","Germany","female",46,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",1.74,-1.74
"518",229255657946133,"wave2","Germany","female",46,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",0.415,0.0622
"519",229255657946137,"wave1","Germany","female",39,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy high","decreased error",0.771,-0.249
"520",229255657946137,"wave2","Germany","female",39,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy high","decreased error",0.55,0.239
"521",229255657946140,"wave1","Germany","female",54,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","increased error",0.852,0.852
"522",229255657946140,"wave2","Germany","female",54,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","increased error",1.14,-1.14
"523",229255657947177,"wave1","Germany","female",30,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","decreased error",1.43,-1.43
"524",229255657947177,"wave2","Germany","female",30,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","decreased error",0.747,0.613
"525",229255657947188,"wave1","Germany","male",27,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.365,0.186
"526",229255657947188,"wave2","Germany","male",27,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.662,0.393
"527",229255657949260,"wave1","Germany","male",49,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.593,0.199
"528",229255657949260,"wave2","Germany","male",49,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.892,0.265
"529",229255657950310,"wave1","Germany","female",45,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","increased error",0.494,-0.118
"530",229255657950310,"wave2","Germany","female",45,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","increased error",0.952,-0.58
"531",229255657951349,"wave1","Germany","male",35,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.518,-0.405
"532",229255657951349,"wave2","Germany","male",35,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.479,0.0602
"533",229255657952395,"wave1","Germany","male",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy high","no change",0.592,0.36
"534",229255657952395,"wave2","Germany","male",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy high","no change",0.573,0.417
"535",229255657957600,"wave1","Germany","female",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.562,0.43
"536",229255657957600,"wave2","Germany","female",54,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.537,0.404
"537",229255657958647,"wave1","Germany","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","increased error",0.665,0.507
"538",229255657958647,"wave2","Germany","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","increased error",0.876,0.876
"539",229255657959433,"wave1","Germany","female",42,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","no change",0.359,-0.168
"540",229255657959433,"wave2","Germany","female",42,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","no change",0.348,-0.14
"541",229255657962533,"wave1","Germany","male",34,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",1.24,-1.24
"542",229255657962533,"wave2","Germany","male",34,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.812,-0.701
"543",229255657965656,"wave1","Germany","male",67,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","decreased error",0.419,0.155
"544",229255657965656,"wave2","Germany","male",67,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","decreased error",0.28,-0.206
"545",229255657966697,"wave1","Germany","female",73,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy low","no change",0.577,0.465
"546",229255657966697,"wave2","Germany","female",73,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy low","no change",0.548,0.283
"547",229255657966698,"wave1","Germany","female",25,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.688,-0.376
"548",229255657966698,"wave2","Germany","female",25,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.663,0.499
"549",229255657967727,"wave1","Germany","male",23,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.73,0.672
"550",229255657967727,"wave2","Germany","male",23,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",1.56,-1.56
"551",229255657970831,"wave1","Germany","female",29,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.655,0.431
"552",229255657970831,"wave2","Germany","female",29,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",1.45,-1.45
"553",229255657980998,"wave1","Germany","female",22,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.481,0.247
"554",229255657980998,"wave2","Germany","female",22,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.718,-0.103
"555",229255657984114,"wave1","Germany","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.794,-0.529
"556",229255657984114,"wave2","Germany","male",51,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.58,-0.533
"557",229255657984125,"wave1","Germany","female",21,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",1.62,-1.62
"558",229255657984125,"wave2","Germany","female",21,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.7,0.692
"559",229255657985168,"wave1","Germany","male",42,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.497,0.0303
"560",229255657985168,"wave2","Germany","male",42,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.339,0.173
"561",229255657997387,"wave1","Germany","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.565,-0.342
"562",229255657997387,"wave2","Germany","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.463,-0.342
"563",229255657999471,"wave1","Germany","female",30,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.902,-0.63
"564",229255657999471,"wave2","Germany","female",30,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.56,-0.12
"565",229255658003638,"wave1","Germany","male",40,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.519,0.312
"566",229255658003638,"wave2","Germany","male",40,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","decreased error",0.398,-0.108
"567",229255658006771,"wave1","Germany","male",31,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","decreased error",0.679,-0.0131
"568",229255658006771,"wave2","Germany","male",31,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","decreased error",0.575,-0.0293
"569",229255658008611,"wave1","Germany","female",38,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","increased error",0.479,0.0477
"570",229255658008611,"wave2","Germany","female",38,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy high","increased error",0.611,0.0498
"571",229255658040397,"wave1","Germany","female",42,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.66,0.567
"572",229255658040397,"wave2","Germany","female",42,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.518,0.0215
"573",229255658041440,"wave1","Germany","female",23,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",1.25,-1.25
"574",229255658041440,"wave2","Germany","female",23,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",0.776,-0.705
"575",229255658041449,"wave1","Germany","male",29,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.515,-0.067
"576",229255658041449,"wave2","Germany","male",29,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","no change",0.556,-0.355
"577",229256171549895,"wave1","Switzerland","male",39,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.441,0.31
"578",229256171549895,"wave2","Switzerland","male",39,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.502,0.492
"579",229256171552970,"wave1","Switzerland","female",45,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.718,0.348
"580",229256171552970,"wave2","Switzerland","female",45,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.662,0.456
"581",229256171556050,"wave1","Switzerland","female",48,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.526,0.432
"582",229256171556050,"wave2","Switzerland","female",48,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.98,0.537
"583",229256171561183,"wave1","Switzerland","male",53,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.701,-0.11
"584",229256171561183,"wave2","Switzerland","male",53,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.897,-0.195
"585",229256171564265,"wave1","Switzerland","male",52,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","no formal education","numeracy high","increased error",0.697,-0.626
"586",229256171564265,"wave2","Switzerland","male",52,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","no formal education","numeracy high","increased error",1.35,-1.35
"587",229256171567352,"wave1","Switzerland","male",55,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.475,-0.335
"588",229256171567352,"wave2","Switzerland","male",55,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.741,-0.741
"589",229256171569156,"wave1","Switzerland","female",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy high","increased error",0.508,0.301
"590",229256171569156,"wave2","Switzerland","female",55,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy high","increased error",0.727,0.0303
"591",229256171575321,"wave1","Switzerland","male",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.566,-0.0861
"592",229256171575321,"wave2","Switzerland","male",63,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.695,0.295
"593",229256171580455,"wave1","Switzerland","female",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",1.04,-0.898
"594",229256171580455,"wave2","Switzerland","female",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.908,0.908
"595",229256171581480,"wave1","Switzerland","male",71,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",1.36,-1.36
"596",229256171581480,"wave2","Switzerland","male",71,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.929,0.158
"597",229256171581482,"wave1","Switzerland","male",56,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.541,0.523
"598",229256171581482,"wave2","Switzerland","male",56,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.491,-0.0826
"599",229256171582508,"wave1","Switzerland","female",73,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.746,0.727
"600",229256171582508,"wave2","Switzerland","female",73,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.638,0.62
"601",229256171588667,"wave1","Switzerland","female",33,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",1.29,-1.29
"602",229256171588667,"wave2","Switzerland","female",33,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",1.09,-0.942
"603",229256171601985,"wave1","Switzerland","female",50,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.548,0.214
"604",229256171601985,"wave2","Switzerland","female",50,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.551,0.438
"605",229256171609167,"wave1","Switzerland","male",47,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.317,0.284
"606",229256171609167,"wave2","Switzerland","male",47,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.516,0.152
"607",229256171622503,"wave1","Switzerland","male",41,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.597,0.38
"608",229256171622503,"wave2","Switzerland","male",41,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.716,0.677
"609",229256171627637,"wave1","Switzerland","male",45,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.495,-0.342
"610",229256171627637,"wave2","Switzerland","male",45,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.625,-0.143
"611",229256171630718,"wave1","Switzerland","female",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.699,-0.527
"612",229256171630718,"wave2","Switzerland","female",64,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","no change",0.669,-0.236
"613",229256171632771,"wave1","Switzerland","female",59,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","increased error",1.06,-1.06
"614",229256171632771,"wave2","Switzerland","female",59,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","increased error",1.19,-1.08
"615",229256171634821,"wave1","Switzerland","female",53,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.5,-0.392
"616",229256171634821,"wave2","Switzerland","female",53,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.403,0.0921
"617",229256171636877,"wave1","Switzerland","female",60,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.442,0.4
"618",229256171636877,"wave2","Switzerland","female",60,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.595,0.0822
"619",229256171643037,"wave1","Switzerland","male",50,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.552,0.0857
"620",229256171643037,"wave2","Switzerland","male",50,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",1.27,-1.12
"621",229256171644062,"wave1","Switzerland","male",64,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.563,0.219
"622",229256171644062,"wave2","Switzerland","male",64,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.487,0.352
"623",229256171658438,"wave1","Switzerland","male",76,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.813,0.724
"624",229256171658438,"wave2","Switzerland","male",76,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.577,0.295
"625",229256171660490,"wave1","Switzerland","male",68,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","increased error",0.36,0.167
"626",229256171660490,"wave2","Switzerland","male",68,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","increased error",0.472,-0.472
"627",229256171670763,"wave1","Switzerland","male",44,"> 4'000€
>5'900 CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.726,0.684
"628",229256171670763,"wave2","Switzerland","male",44,"> 4'000€
>5'900 CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","no change",0.729,0.398
"629",229256171671793,"wave1","Switzerland","female",20,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.767,0.767
"630",229256171671793,"wave2","Switzerland","female",20,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.932,0.43
"631",229256171672827,"wave1","Switzerland","male",57,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.493,-0.0313
"632",229256171672827,"wave2","Switzerland","male",57,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.394,-0.239
"633",229256171673852,"wave1","Switzerland","male",29,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",1.34,-1.34
"634",229256171673852,"wave2","Switzerland","male",29,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.634,-0.295
"635",229256171674879,"wave1","Switzerland","female",34,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",1.14,-1.14
"636",229256171674879,"wave2","Switzerland","female",34,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.679,0.537
"637",229256171675654,"wave1","Switzerland","male",33,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.518,0.0963
