"","wave","m","type","energy.level","price.level","age","gender","education","income.wave1","country","politcalorientation","Sum.policy.wave1","mean.abs.error.wave1","Sum.product","climate_concern.wave1","income.wave2","mean.abs.error.wave2","Sum.policy.wave2","Sum.product.wave2","climate_concern.wave2","choice","concern.scaled","mean.error_scaled","income"
"3276","wave1",229320605993135,"mid.low_che.int","1","1",23,"female","obligatory school","<1'500€
<3'100CHF","Germany",6,9,1.15,1,6,"<1'500€
<3'100CHF",0.735,8,4,6,1,1.2375,1.64565417481818,"<1'500€
<3'100CHF"
"3277","wave1",229320605995208,"exp.int_che.hig","1","2",30,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",9,7,0.578,3,4.5,"2'500- 4'000€
<4'300- 5'899CHF",1.12,6,6,4.5,0,-0.2625,-0.410230465995412,"2'500- 4'000€
<4'300- 5'899CHF"
"3278","wave1",229320605995208,"exp.int_mid.hig","1","1",30,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",9,7,0.578,3,4.5,"2'500- 4'000€
<4'300- 5'899CHF",1.12,6,6,4.5,1,-0.2625,-0.410230465995412,"2'500- 4'000€
<4'300- 5'899CHF"
"3279","wave1",229320605995208,"exp.low_che.hig","2","2",30,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",9,7,0.578,3,4.5,"2'500- 4'000€
<4'300- 5'899CHF",1.12,6,6,4.5,0,-0.2625,-0.410230465995412,"2'500- 4'000€
<4'300- 5'899CHF"
"3280","wave1",229320605995208,"exp.low_che.int","1","2",30,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",9,7,0.578,3,4.5,"2'500- 4'000€
<4'300- 5'899CHF",1.12,6,6,4.5,1,-0.2625,-0.410230465995412,"2'500- 4'000€
<4'300- 5'899CHF"
"3281","wave1",229320605995208,"exp.low_mid.hig","2","1",30,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",9,7,0.578,3,4.5,"2'500- 4'000€
<4'300- 5'899CHF",1.12,6,6,4.5,0,-0.2625,-0.410230465995412,"2'500- 4'000€
<4'300- 5'899CHF"
"3282","wave1",229320605995208,"mid.low_che.hig","2","1",30,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",9,7,0.578,3,4.5,"2'500- 4'000€
<4'300- 5'899CHF",1.12,6,6,4.5,1,-0.2625,-0.410230465995412,"2'500- 4'000€
<4'300- 5'899CHF"
"3283","wave1",229320605995208,"mid.low_che.int","1","1",30,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",9,7,0.578,3,4.5,"2'500- 4'000€
<4'300- 5'899CHF",1.12,6,6,4.5,0,-0.2625,-0.410230465995412,"2'500- 4'000€
<4'300- 5'899CHF"
"3284","wave1",229320605999129,"exp.int_che.hig","1","2",26,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,6,0.655,6,4.5,"<1'500- 2'499€
3'100-4'299CHF",0.358,7,6,4.25,0,-0.2625,-0.133476764347429,"> 4'000€
>5'900 CHF"
"3285","wave1",229320605999129,"exp.int_mid.hig","1","1",26,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,6,0.655,6,4.5,"<1'500- 2'499€
3'100-4'299CHF",0.358,7,6,4.25,1,-0.2625,-0.133476764347429,"> 4'000€
>5'900 CHF"
"3286","wave1",229320605999129,"exp.low_che.hig","2","2",26,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,6,0.655,6,4.5,"<1'500- 2'499€
3'100-4'299CHF",0.358,7,6,4.25,1,-0.2625,-0.133476764347429,"> 4'000€
>5'900 CHF"
"3287","wave1",229320605999129,"exp.low_che.int","1","2",26,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,6,0.655,6,4.5,"<1'500- 2'499€
3'100-4'299CHF",0.358,7,6,4.25,1,-0.2625,-0.133476764347429,"> 4'000€
>5'900 CHF"
"3288","wave1",229320605999129,"exp.low_mid.hig","2","1",26,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,6,0.655,6,4.5,"<1'500- 2'499€
3'100-4'299CHF",0.358,7,6,4.25,1,-0.2625,-0.133476764347429,"> 4'000€
>5'900 CHF"
"3289","wave1",229320605999129,"mid.low_che.hig","2","1",26,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,6,0.655,6,4.5,"<1'500- 2'499€
3'100-4'299CHF",0.358,7,6,4.25,1,-0.2625,-0.133476764347429,"> 4'000€
>5'900 CHF"
"3290","wave1",229320605999129,"mid.low_che.int","1","1",26,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,6,0.655,6,4.5,"<1'500- 2'499€
3'100-4'299CHF",0.358,7,6,4.25,1,-0.2625,-0.133476764347429,"> 4'000€
>5'900 CHF"
"3291","wave1",229320606000189,"exp.int_che.hig","1","2",23,"male","middle school","<1'500€
<3'100CHF","Germany",5,14,0.519,6,6,"<1'500€
<3'100CHF",0.524,10,4,6,1,1.2375,-0.622288497128283,"<1'500€
<3'100CHF"
"3292","wave1",229320606000189,"exp.int_mid.hig","1","1",23,"male","middle school","<1'500€
<3'100CHF","Germany",5,14,0.519,6,6,"<1'500€
<3'100CHF",0.524,10,4,6,1,1.2375,-0.622288497128283,"<1'500€
<3'100CHF"
"3293","wave1",229320606000189,"exp.low_che.hig","2","2",23,"male","middle school","<1'500€
<3'100CHF","Germany",5,14,0.519,6,6,"<1'500€
<3'100CHF",0.524,10,4,6,1,1.2375,-0.622288497128283,"<1'500€
<3'100CHF"
"3294","wave1",229320606000189,"exp.low_che.int","1","2",23,"male","middle school","<1'500€
<3'100CHF","Germany",5,14,0.519,6,6,"<1'500€
<3'100CHF",0.524,10,4,6,0,1.2375,-0.622288497128283,"<1'500€
<3'100CHF"
"3295","wave1",229320606000189,"exp.low_mid.hig","2","1",23,"male","middle school","<1'500€
<3'100CHF","Germany",5,14,0.519,6,6,"<1'500€
<3'100CHF",0.524,10,4,6,1,1.2375,-0.622288497128283,"<1'500€
<3'100CHF"
"3296","wave1",229320606000189,"mid.low_che.hig","2","1",23,"male","middle school","<1'500€
<3'100CHF","Germany",5,14,0.519,6,6,"<1'500€
<3'100CHF",0.524,10,4,6,1,1.2375,-0.622288497128283,"<1'500€
<3'100CHF"
"3297","wave1",229320606000189,"mid.low_che.int","1","1",23,"male","middle school","<1'500€
<3'100CHF","Germany",5,14,0.519,6,6,"<1'500€
<3'100CHF",0.524,10,4,6,1,1.2375,-0.622288497128283,"<1'500€
<3'100CHF"
"3298","wave1",229320606005406,"exp.int_che.hig","1","2",28,"male","middle school","<1'500€
<3'100CHF","Germany",5,0,0.628,2,4,"<1'500€
<3'100CHF",0.594,0,0,4.25,0,-0.7625,-0.230520270120098,"<1'500€
<3'100CHF"
"3299","wave1",229320606005406,"exp.int_mid.hig","1","1",28,"male","middle school","<1'500€
<3'100CHF","Germany",5,0,0.628,2,4,"<1'500€
<3'100CHF",0.594,0,0,4.25,0,-0.7625,-0.230520270120098,"<1'500€
<3'100CHF"
"3300","wave1",229320606005406,"exp.low_che.hig","2","2",28,"male","middle school","<1'500€
<3'100CHF","Germany",5,0,0.628,2,4,"<1'500€
<3'100CHF",0.594,0,0,4.25,0,-0.7625,-0.230520270120098,"<1'500€
<3'100CHF"
"3301","wave1",229320606005406,"exp.low_che.int","1","2",28,"male","middle school","<1'500€
<3'100CHF","Germany",5,0,0.628,2,4,"<1'500€
<3'100CHF",0.594,0,0,4.25,0,-0.7625,-0.230520270120098,"<1'500€
<3'100CHF"
"3302","wave1",229320606005406,"exp.low_mid.hig","2","1",28,"male","middle school","<1'500€
<3'100CHF","Germany",5,0,0.628,2,4,"<1'500€
<3'100CHF",0.594,0,0,4.25,1,-0.7625,-0.230520270120098,"<1'500€
<3'100CHF"
"3303","wave1",229320606005406,"mid.low_che.hig","2","1",28,"male","middle school","<1'500€
<3'100CHF","Germany",5,0,0.628,2,4,"<1'500€
<3'100CHF",0.594,0,0,4.25,1,-0.7625,-0.230520270120098,"<1'500€
<3'100CHF"
"3304","wave1",229320606005406,"mid.low_che.int","1","1",28,"male","middle school","<1'500€
<3'100CHF","Germany",5,0,0.628,2,4,"<1'500€
<3'100CHF",0.594,0,0,4.25,0,-0.7625,-0.230520270120098,"<1'500€
<3'100CHF"
"3305","wave1",229320606006452,"exp.int_che.hig","1","2",37,"male","degree","<1'500€
<3'100CHF","Germany",6,0,1.17,4,1,"2'500- 4'000€
<4'300- 5'899CHF",1,0,0,1,1,-3.7625,1.7175382531683,"<1'500€
<3'100CHF"
"3306","wave1",229320606006452,"exp.int_mid.hig","1","1",37,"male","degree","<1'500€
<3'100CHF","Germany",6,0,1.17,4,1,"2'500- 4'000€
<4'300- 5'899CHF",1,0,0,1,0,-3.7625,1.7175382531683,"<1'500€
<3'100CHF"
"3307","wave1",229320606006452,"exp.low_che.hig","2","2",37,"male","degree","<1'500€
<3'100CHF","Germany",6,0,1.17,4,1,"2'500- 4'000€
<4'300- 5'899CHF",1,0,0,1,1,-3.7625,1.7175382531683,"<1'500€
<3'100CHF"
"3308","wave1",229320606006452,"exp.low_che.int","1","2",37,"male","degree","<1'500€
<3'100CHF","Germany",6,0,1.17,4,1,"2'500- 4'000€
<4'300- 5'899CHF",1,0,0,1,1,-3.7625,1.7175382531683,"<1'500€
<3'100CHF"
"3309","wave1",229320606006452,"exp.low_mid.hig","2","1",37,"male","degree","<1'500€
<3'100CHF","Germany",6,0,1.17,4,1,"2'500- 4'000€
<4'300- 5'899CHF",1,0,0,1,0,-3.7625,1.7175382531683,"<1'500€
<3'100CHF"
"3310","wave1",229320606006452,"mid.low_che.hig","2","1",37,"male","degree","<1'500€
<3'100CHF","Germany",6,0,1.17,4,1,"2'500- 4'000€
<4'300- 5'899CHF",1,0,0,1,1,-3.7625,1.7175382531683,"<1'500€
<3'100CHF"
"3311","wave1",229320606006452,"mid.low_che.int","1","1",37,"male","degree","<1'500€
<3'100CHF","Germany",6,0,1.17,4,1,"2'500- 4'000€
<4'300- 5'899CHF",1,0,0,1,0,-3.7625,1.7175382531683,"<1'500€
<3'100CHF"
"3312","wave1",229320606007481,"exp.int_che.hig","1","2",25,"male","degree","> 4'000€
>5'900 CHF","Germany",7,1,1.74,3,4.5,"> 4'000€
>5'900 CHF",0.535,8,2,6,0,-0.2625,3.76623448614688,"> 4'000€
>5'900 CHF"
"3313","wave1",229320606007481,"exp.int_mid.hig","1","1",25,"male","degree","> 4'000€
>5'900 CHF","Germany",7,1,1.74,3,4.5,"> 4'000€
>5'900 CHF",0.535,8,2,6,0,-0.2625,3.76623448614688,"> 4'000€
>5'900 CHF"
"3314","wave1",229320606007481,"exp.low_che.hig","2","2",25,"male","degree","> 4'000€
>5'900 CHF","Germany",7,1,1.74,3,4.5,"> 4'000€
>5'900 CHF",0.535,8,2,6,1,-0.2625,3.76623448614688,"> 4'000€
>5'900 CHF"
"3315","wave1",229320606007481,"exp.low_che.int","1","2",25,"male","degree","> 4'000€
>5'900 CHF","Germany",7,1,1.74,3,4.5,"> 4'000€
>5'900 CHF",0.535,8,2,6,1,-0.2625,3.76623448614688,"> 4'000€
>5'900 CHF"
"3316","wave1",229320606007481,"exp.low_mid.hig","2","1",25,"male","degree","> 4'000€
>5'900 CHF","Germany",7,1,1.74,3,4.5,"> 4'000€
>5'900 CHF",0.535,8,2,6,0,-0.2625,3.76623448614688,"> 4'000€
>5'900 CHF"
"3317","wave1",229320606007481,"mid.low_che.hig","2","1",25,"male","degree","> 4'000€
>5'900 CHF","Germany",7,1,1.74,3,4.5,"> 4'000€
>5'900 CHF",0.535,8,2,6,0,-0.2625,3.76623448614688,"> 4'000€
>5'900 CHF"
"3318","wave1",229320606007481,"mid.low_che.int","1","1",25,"male","degree","> 4'000€
>5'900 CHF","Germany",7,1,1.74,3,4.5,"> 4'000€
>5'900 CHF",0.535,8,2,6,1,-0.2625,3.76623448614688,"> 4'000€
>5'900 CHF"
"3319","wave1",229320606011397,"exp.int_che.hig","1","2",67,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,5,0.755,4,4.25,"2'500- 4'000€
<4'300- 5'899CHF",1.15,8,2,4,0,-0.5125,0.225943627403199,"2'500- 4'000€
<4'300- 5'899CHF"
"3320","wave1",229320606011397,"exp.int_mid.hig","1","1",67,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,5,0.755,4,4.25,"2'500- 4'000€
<4'300- 5'899CHF",1.15,8,2,4,1,-0.5125,0.225943627403199,"2'500- 4'000€
<4'300- 5'899CHF"
"3321","wave1",229320606011397,"exp.low_che.hig","2","2",67,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,5,0.755,4,4.25,"2'500- 4'000€
<4'300- 5'899CHF",1.15,8,2,4,0,-0.5125,0.225943627403199,"2'500- 4'000€
<4'300- 5'899CHF"
"3322","wave1",229320606011397,"exp.low_che.int","1","2",67,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,5,0.755,4,4.25,"2'500- 4'000€
<4'300- 5'899CHF",1.15,8,2,4,0,-0.5125,0.225943627403199,"2'500- 4'000€
<4'300- 5'899CHF"
"3323","wave1",229320606011397,"exp.low_mid.hig","2","1",67,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,5,0.755,4,4.25,"2'500- 4'000€
<4'300- 5'899CHF",1.15,8,2,4,1,-0.5125,0.225943627403199,"2'500- 4'000€
<4'300- 5'899CHF"
"3324","wave1",229320606011397,"mid.low_che.hig","2","1",67,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,5,0.755,4,4.25,"2'500- 4'000€
<4'300- 5'899CHF",1.15,8,2,4,1,-0.5125,0.225943627403199,"2'500- 4'000€
<4'300- 5'899CHF"
"3325","wave1",229320606011397,"mid.low_che.int","1","1",67,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,5,0.755,4,4.25,"2'500- 4'000€
<4'300- 5'899CHF",1.15,8,2,4,1,-0.5125,0.225943627403199,"2'500- 4'000€
<4'300- 5'899CHF"
"3326","wave1",229320606018720,"exp.int_che.hig","1","2",26,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.81,0,6,"2'500- 4'000€
<4'300- 5'899CHF",0.716,3,2,6,0,1.2375,0.423624842866044,"<1'500- 2'499€
3'100-4'299CHF"
"3327","wave1",229320606018720,"exp.int_mid.hig","1","1",26,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.81,0,6,"2'500- 4'000€
<4'300- 5'899CHF",0.716,3,2,6,0,1.2375,0.423624842866044,"<1'500- 2'499€
3'100-4'299CHF"
"3328","wave1",229320606018720,"exp.low_che.hig","2","2",26,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.81,0,6,"2'500- 4'000€
<4'300- 5'899CHF",0.716,3,2,6,0,1.2375,0.423624842866044,"<1'500- 2'499€
3'100-4'299CHF"
"3329","wave1",229320606018720,"exp.low_che.int","1","2",26,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.81,0,6,"2'500- 4'000€
<4'300- 5'899CHF",0.716,3,2,6,0,1.2375,0.423624842866044,"<1'500- 2'499€
3'100-4'299CHF"
"3330","wave1",229320606018720,"exp.low_mid.hig","2","1",26,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.81,0,6,"2'500- 4'000€
<4'300- 5'899CHF",0.716,3,2,6,0,1.2375,0.423624842866044,"<1'500- 2'499€
3'100-4'299CHF"
"3331","wave1",229320606018720,"mid.low_che.hig","2","1",26,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.81,0,6,"2'500- 4'000€
<4'300- 5'899CHF",0.716,3,2,6,0,1.2375,0.423624842866044,"<1'500- 2'499€
3'100-4'299CHF"
"3332","wave1",229320606018720,"mid.low_che.int","1","1",26,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.81,0,6,"2'500- 4'000€
<4'300- 5'899CHF",0.716,3,2,6,0,1.2375,0.423624842866044,"<1'500- 2'499€
3'100-4'299CHF"
"3333","wave1",229320606027862,"exp.int_che.hig","1","2",27,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",5,5,0.431,1,6,"> 4'000€
>5'900 CHF",0.727,8,2,5,0,1.2375,-0.938578441868835,"> 4'000€
>5'900 CHF"
"3334","wave1",229320606027862,"exp.int_mid.hig","1","1",27,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",5,5,0.431,1,6,"> 4'000€
>5'900 CHF",0.727,8,2,5,0,1.2375,-0.938578441868835,"> 4'000€
>5'900 CHF"
"3335","wave1",229320606027862,"exp.low_che.hig","2","2",27,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",5,5,0.431,1,6,"> 4'000€
>5'900 CHF",0.727,8,2,5,0,1.2375,-0.938578441868835,"> 4'000€
>5'900 CHF"
"3336","wave1",229320606027862,"exp.low_che.int","1","2",27,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",5,5,0.431,1,6,"> 4'000€
>5'900 CHF",0.727,8,2,5,0,1.2375,-0.938578441868835,"> 4'000€
>5'900 CHF"
"3337","wave1",229320606027862,"exp.low_mid.hig","2","1",27,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",5,5,0.431,1,6,"> 4'000€
>5'900 CHF",0.727,8,2,5,0,1.2375,-0.938578441868835,"> 4'000€
>5'900 CHF"
"3338","wave1",229320606027862,"mid.low_che.hig","2","1",27,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",5,5,0.431,1,6,"> 4'000€
>5'900 CHF",0.727,8,2,5,0,1.2375,-0.938578441868835,"> 4'000€
>5'900 CHF"
"3339","wave1",229320606027862,"mid.low_che.int","1","1",27,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",5,5,0.431,1,6,"> 4'000€
>5'900 CHF",0.727,8,2,5,1,1.2375,-0.938578441868835,"> 4'000€
>5'900 CHF"
"3340","wave1",229320606034124,"exp.int_che.hig","1","2",18,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,12,0.617,1,5,"<1'500- 2'499€
3'100-4'299CHF",0.473,14,0,5.75,0,0.2375,-0.270056513212668,"<1'500- 2'499€
3'100-4'299CHF"
"3341","wave1",229320606034124,"exp.int_mid.hig","1","1",18,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,12,0.617,1,5,"<1'500- 2'499€
3'100-4'299CHF",0.473,14,0,5.75,0,0.2375,-0.270056513212668,"<1'500- 2'499€
3'100-4'299CHF"
"3342","wave1",229320606034124,"exp.low_che.hig","2","2",18,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,12,0.617,1,5,"<1'500- 2'499€
3'100-4'299CHF",0.473,14,0,5.75,0,0.2375,-0.270056513212668,"<1'500- 2'499€
3'100-4'299CHF"
"3343","wave1",229320606034124,"exp.low_che.int","1","2",18,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,12,0.617,1,5,"<1'500- 2'499€
3'100-4'299CHF",0.473,14,0,5.75,0,0.2375,-0.270056513212668,"<1'500- 2'499€
3'100-4'299CHF"
"3344","wave1",229320606034124,"exp.low_mid.hig","2","1",18,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,12,0.617,1,5,"<1'500- 2'499€
3'100-4'299CHF",0.473,14,0,5.75,0,0.2375,-0.270056513212668,"<1'500- 2'499€
3'100-4'299CHF"
"3345","wave1",229320606034124,"mid.low_che.hig","2","1",18,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,12,0.617,1,5,"<1'500- 2'499€
3'100-4'299CHF",0.473,14,0,5.75,0,0.2375,-0.270056513212668,"<1'500- 2'499€
3'100-4'299CHF"
"3346","wave1",229320606034124,"mid.low_che.int","1","1",18,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,12,0.617,1,5,"<1'500- 2'499€
3'100-4'299CHF",0.473,14,0,5.75,1,0.2375,-0.270056513212668,"<1'500- 2'499€
3'100-4'299CHF"
"3347","wave1",229320606050328,"exp.int_che.hig","1","2",29,"male","degree","> 4'000€
>5'900 CHF","Germany",10,9,0.437,7,6,"> 4'000€
>5'900 CHF",0.775,9,6,6,1,1.2375,-0.917013218363797,"> 4'000€
>5'900 CHF"
"3348","wave1",229320606050328,"exp.int_mid.hig","1","1",29,"male","degree","> 4'000€
>5'900 CHF","Germany",10,9,0.437,7,6,"> 4'000€
>5'900 CHF",0.775,9,6,6,1,1.2375,-0.917013218363797,"> 4'000€
>5'900 CHF"
"3349","wave1",229320606050328,"exp.low_che.hig","2","2",29,"male","degree","> 4'000€
>5'900 CHF","Germany",10,9,0.437,7,6,"> 4'000€
>5'900 CHF",0.775,9,6,6,1,1.2375,-0.917013218363797,"> 4'000€
>5'900 CHF"
"3350","wave1",229320606050328,"exp.low_che.int","1","2",29,"male","degree","> 4'000€
>5'900 CHF","Germany",10,9,0.437,7,6,"> 4'000€
>5'900 CHF",0.775,9,6,6,1,1.2375,-0.917013218363797,"> 4'000€
>5'900 CHF"
"3351","wave1",229320606050328,"exp.low_mid.hig","2","1",29,"male","degree","> 4'000€
>5'900 CHF","Germany",10,9,0.437,7,6,"> 4'000€
>5'900 CHF",0.775,9,6,6,1,1.2375,-0.917013218363797,"> 4'000€
>5'900 CHF"
"3352","wave1",229320606050328,"mid.low_che.hig","2","1",29,"male","degree","> 4'000€
>5'900 CHF","Germany",10,9,0.437,7,6,"> 4'000€
>5'900 CHF",0.775,9,6,6,1,1.2375,-0.917013218363797,"> 4'000€
>5'900 CHF"
"3353","wave1",229320606050328,"mid.low_che.int","1","1",29,"male","degree","> 4'000€
>5'900 CHF","Germany",10,9,0.437,7,6,"> 4'000€
>5'900 CHF",0.775,9,6,6,1,1.2375,-0.917013218363797,"> 4'000€
>5'900 CHF"
"3354","wave1",229320606061811,"exp.int_che.hig","1","2",27,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.495,1,4.5,"2'500- 4'000€
<4'300- 5'899CHF",0.417,8,1,3.75,0,-0.2625,-0.708549391148433,"2'500- 4'000€
<4'300- 5'899CHF"
"3355","wave1",229320606061811,"exp.int_mid.hig","1","1",27,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.495,1,4.5,"2'500- 4'000€
<4'300- 5'899CHF",0.417,8,1,3.75,0,-0.2625,-0.708549391148433,"2'500- 4'000€
<4'300- 5'899CHF"
"3356","wave1",229320606061811,"exp.low_che.hig","2","2",27,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.495,1,4.5,"2'500- 4'000€
<4'300- 5'899CHF",0.417,8,1,3.75,0,-0.2625,-0.708549391148433,"2'500- 4'000€
<4'300- 5'899CHF"
"3357","wave1",229320606061811,"exp.low_che.int","1","2",27,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.495,1,4.5,"2'500- 4'000€
<4'300- 5'899CHF",0.417,8,1,3.75,1,-0.2625,-0.708549391148433,"2'500- 4'000€
<4'300- 5'899CHF"
"3358","wave1",229320606061811,"exp.low_mid.hig","2","1",27,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.495,1,4.5,"2'500- 4'000€
<4'300- 5'899CHF",0.417,8,1,3.75,0,-0.2625,-0.708549391148433,"2'500- 4'000€
<4'300- 5'899CHF"
"3359","wave1",229320606061811,"mid.low_che.hig","2","1",27,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.495,1,4.5,"2'500- 4'000€
<4'300- 5'899CHF",0.417,8,1,3.75,0,-0.2625,-0.708549391148433,"2'500- 4'000€
<4'300- 5'899CHF"
"3360","wave1",229320606061811,"mid.low_che.int","1","1",27,"male","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.495,1,4.5,"2'500- 4'000€
<4'300- 5'899CHF",0.417,8,1,3.75,0,-0.2625,-0.708549391148433,"2'500- 4'000€
<4'300- 5'899CHF"
"3361","wave1",229320606066792,"exp.int_che.hig","1","2",28,"male","middle school","> 4'000€
>5'900 CHF","Germany",4,11,0.788,7,6,"> 4'000€
>5'900 CHF",0.452,8,5,5.5,1,1.2375,0.344552356680906,"> 4'000€
>5'900 CHF"
"3362","wave1",229320606066792,"exp.int_mid.hig","1","1",28,"male","middle school","> 4'000€
>5'900 CHF","Germany",4,11,0.788,7,6,"> 4'000€
>5'900 CHF",0.452,8,5,5.5,1,1.2375,0.344552356680906,"> 4'000€
>5'900 CHF"
"3363","wave1",229320606066792,"exp.low_che.hig","2","2",28,"male","middle school","> 4'000€
>5'900 CHF","Germany",4,11,0.788,7,6,"> 4'000€
>5'900 CHF",0.452,8,5,5.5,1,1.2375,0.344552356680906,"> 4'000€
>5'900 CHF"
"3364","wave1",229320606066792,"exp.low_che.int","1","2",28,"male","middle school","> 4'000€
>5'900 CHF","Germany",4,11,0.788,7,6,"> 4'000€
>5'900 CHF",0.452,8,5,5.5,1,1.2375,0.344552356680906,"> 4'000€
>5'900 CHF"
"3365","wave1",229320606066792,"exp.low_mid.hig","2","1",28,"male","middle school","> 4'000€
>5'900 CHF","Germany",4,11,0.788,7,6,"> 4'000€
>5'900 CHF",0.452,8,5,5.5,1,1.2375,0.344552356680906,"> 4'000€
>5'900 CHF"
"3366","wave1",229320606066792,"mid.low_che.hig","2","1",28,"male","middle school","> 4'000€
>5'900 CHF","Germany",4,11,0.788,7,6,"> 4'000€
>5'900 CHF",0.452,8,5,5.5,1,1.2375,0.344552356680906,"> 4'000€
>5'900 CHF"
"3367","wave1",229320606066792,"mid.low_che.int","1","1",28,"male","middle school","> 4'000€
>5'900 CHF","Germany",4,11,0.788,7,6,"> 4'000€
>5'900 CHF",0.452,8,5,5.5,1,1.2375,0.344552356680906,"> 4'000€
>5'900 CHF"
"3368","wave1",229320606067831,"exp.int_che.hig","1","2",28,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.631,2,3,"> 4'000€
>5'900 CHF",0.937,10,4,3,0,-1.7625,-0.21973765836758,"2'500- 4'000€
<4'300- 5'899CHF"
"3369","wave1",229320606067831,"exp.int_mid.hig","1","1",28,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.631,2,3,"> 4'000€
>5'900 CHF",0.937,10,4,3,1,-1.7625,-0.21973765836758,"2'500- 4'000€
<4'300- 5'899CHF"
"3370","wave1",229320606067831,"exp.low_che.hig","2","2",28,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.631,2,3,"> 4'000€
>5'900 CHF",0.937,10,4,3,0,-1.7625,-0.21973765836758,"2'500- 4'000€
<4'300- 5'899CHF"
"3371","wave1",229320606067831,"exp.low_che.int","1","2",28,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.631,2,3,"> 4'000€
>5'900 CHF",0.937,10,4,3,0,-1.7625,-0.21973765836758,"2'500- 4'000€
<4'300- 5'899CHF"
"3372","wave1",229320606067831,"exp.low_mid.hig","2","1",28,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.631,2,3,"> 4'000€
>5'900 CHF",0.937,10,4,3,1,-1.7625,-0.21973765836758,"2'500- 4'000€
<4'300- 5'899CHF"
"3373","wave1",229320606067831,"mid.low_che.hig","2","1",28,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.631,2,3,"> 4'000€
>5'900 CHF",0.937,10,4,3,0,-1.7625,-0.21973765836758,"2'500- 4'000€
<4'300- 5'899CHF"
