"","ResponseId.wave1","mean.est.bias","mean.abs.error","Conf.level","Trad.lower","Trad.upper","binary","m","frequency_device_4","frequency_device_1","frequency_device_2","frequency_device_3","Duration.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes","climate_concern","concern.scaled","mean.freq","mean.freq.clean","freq.binary"
"80","R_1LSfZXKQq13jmcJ",-0.17,0.518,0.95,0.325,0.71,"under",229409893581988,2,1,1,1,1341,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,3,1572,"R_10pBdcRCpngqXjW",66,"<1'500- 2'499€
3'100-4'299CHF",22,26,"okay",5.25,0.328817733990148,1.25,1,"low"
"81","R_1lsN4gAk00nyLx9",-0.717,0.717,0.95,0.2,1.23,"under",229409893578856,1,3,1,3,1027,"female","Germany","> 4'000€
>5'900 CHF","degree",4,6,717,"R_2sZMR3HZgebyC7G",33,"> 4'000€
>5'900 CHF",17,11,"okay",6,1.07881773399015,2,2.33333333333333,"high"
"82","R_1LUSiI51StMj2fs",0.257,0.369,0.95,0.0437,0.695,"over",229855352055869,1,1,1,3,1377,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,4,1323,"R_3HTDoD3sdEXRJ69",61,"> 4'000€
>5'900 CHF",22,22,"okay",2.25,-2.67118226600985,1.5,1.66666666666667,"high"
"83","R_1LvCjhF0EEOqlAp",-0.577,0.626,0.95,0.3,0.952,"under",229855352002681,1,1,1,1,286,"female","Germany","> 4'000€
>5'900 CHF","degree",3,9,954,"R_12fHiuDKnfCHBwJ",60,"> 4'000€
>5'900 CHF",4,15,"speeder",3.75,-1.17118226600985,1,1,"low"
"84","R_1M0xHfneKLAhQMR",0.27,0.511,0.95,0.097,0.925,"over",230469411964067,2,2,2,2,2386,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,2,721,"R_2V8sidAyrLfM799",58,"2'500- 4'000€
<4'300- 5'899CHF",39,12,"okay",5.5,0.578817733990148,2,2,"high"
"85","R_1mdW7cgT4seyyqQ",0.376,0.481,0.95,0.155,0.807,"over",229320605936754,1,2,1,1,921,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,1466,"R_2xK4m6fzER4JIVP",55,"<1'500- 2'499€
3'100-4'299CHF",15,24,"okay",4.5,-0.421182266009852,1.25,1.33333333333333,"low"
"86","R_1mEKYPdbW4MPIrp",0.0792,0.373,0.95,0.182,0.565,"over",229255657933879,1,2,1,3,845,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,1060,"R_2A0ZyfHN8PF2erE",55,"2'500- 4'000€
<4'300- 5'899CHF",14,17,"okay",3.75,-1.17118226600985,1.75,2,"high"
"87","R_1mgS3o7laschj5y",-0.54,0.686,0.95,0.162,1.21,"under",229855352122461,3,2,1,1,11618,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,1456,"R_2CQ8YyzW1RpRmOa",70,"> 4'000€
>5'900 CHF",193,24,"okay",4,-0.921182266009852,1.75,1.33333333333333,"low"
"88","R_1mQvIIkrYWPyK9D",0.0431,0.56,0.95,0.413,0.707,"over",229320605970439,1,3,2,1,1014,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,6,1237,"R_3oENSp13RG6glC5",44,"2'500- 4'000€
<4'300- 5'899CHF",16,20,"okay",6,1.07881773399015,1.75,2,"high"
"89","R_1mRClohcHMkdAdv",-0.136,0.555,0.95,0.313,0.796,"under",229242295749656,2,2,2,2,524,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,6,696,"R_XtEy0k8gPjhhQ3f",53,"<1'500- 2'499€
3'100-4'299CHF",8,11,"okay",2.25,-2.67118226600985,2,2,"high"
"90","R_1mwQU5GVzlTar7A",0.186,0.485,0.95,0.248,0.721,"over",229678093163595,1,1,1,1,1232,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,3,1794,"R_2CZMbro8CP9Uu5t",58,"<1'500- 2'499€
3'100-4'299CHF",20,29,"okay",4.5,-0.421182266009852,1,1,"low"
"91","R_1MWyS3TUczp278V",-0.206,0.855,0.95,0.496,1.21,"under",229409893553280,3,2,1,2,2913,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,752,"R_2AYJXywwVu6QGs3",62,"> 4'000€
>5'900 CHF",48,12,"okay",5.5,0.578817733990148,2,1.66666666666667,"high"
"92","R_1NaaqSLkXYb5DrA",-0.18,0.408,0.95,0.203,0.614,"under",229255657938043,1,3,1,3,990,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,924,"R_RKqHmKR3xJkYtax",48,"2'500- 4'000€
<4'300- 5'899CHF",16,15,"okay",5.75,0.828817733990148,2,2.33333333333333,"high"
"93","R_1Ntv8wpML03b7xm",0.0488,0.369,0.95,0.189,0.549,"over",229242449956912,1,1,1,1,1022,"male","Switzerland","> 4'000€
>5'900 CHF","degree",1,7,2581,"R_efXCEpWlSglm0g1",45,"> 4'000€
>5'900 CHF",17,43,"okay",5,0.0788177339901477,1,1,"low"
"94","R_1o1EUzmkWnI0L6v",-0.705,1.23,0.95,0.736,1.72,"under",229320605958184,1,2,1,3,2773,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,1155,"R_291jqH1l086hM3H",31,"<1'500- 2'499€
3'100-4'299CHF",46,19,"okay",3.25,-1.67118226600985,1.75,2,"high"
"95","R_1o1iNts3exPmieU",-0.527,0.699,0.95,0.0815,1.32,"under",229256171630718,1,1,1,2,1230,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,1590,"R_2ZOLtO5eQcxaywi",64,"2'500- 4'000€
<4'300- 5'899CHF",20,26,"okay",5.25,0.328817733990148,1.25,1.33333333333333,"low"
"96","R_1obtEN1KAT8Ivsq",0.305,0.534,0.95,0.141,0.927,"over",229937963356233,1,1,1,1,1305,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,8,3158,"R_3MPAl1HRGhuO15w",69,"<1'500€
<3'100CHF",21,52,"okay",5.25,0.328817733990148,1,1,"low"
"97","R_1oGDoYaN0EHfSOZ",-0.505,0.653,0.95,0.25,1.06,"under",229242450035926,2,2,1,2,1627,"female","Switzerland","<1'500€
<3'100CHF","degree",1,5,1330,"R_Ybr1hoXT0OQo277",49,"<1'500€
<3'100CHF",27,22,"okay",2.75,-2.17118226600985,1.75,1.66666666666667,"high"
"98","R_1ogUn1QrTtO0BPT",0.814,0.829,0.95,0.311,1.35,"over",229758453888227,2,2,1,1,754,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,6,968,"R_1I4WlAa3OiJqVwK",62,"<1'500€
<3'100CHF",12,16,"okay",5,0.0788177339901477,1.5,1.33333333333333,"low"
"99","R_1oImsaAeBtJQuJd",-0.315,0.569,0.95,0.206,0.932,"under",229321437677579,1,2,2,2,2475,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,8,940,"R_1FmtO0YnX1gLS41",36,"<1'500- 2'499€
3'100-4'299CHF",41,15,"okay",2.75,-2.17118226600985,1.75,2,"high"
"100","R_1okjaSmNIcl4O4y",0.618,0.618,0.95,0.149,1.09,"over",229166416665777,1,1,1,1,1092,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,4,1164,"R_2YSB2Ar1L0afUeM",56,"2'500- 4'000€
<4'300- 5'899CHF",18,19,"okay",5.5,0.578817733990148,1,1,"low"
"101","R_1OktPLDHHWKRHhV",-0.217,0.538,0.95,0.0356,1.04,"under",229242295742617,1,2,1,2,1811,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,1557,"R_zdofFPepnmXbyFP",51,"2'500- 4'000€
<4'300- 5'899CHF",30,25,"okay",5,0.0788177339901477,1.5,1.66666666666667,"high"
"102","R_1OOWbFEaUfw4nNq",0.123,0.393,0.95,0.162,0.623,"over",229677069763602,1,2,1,1,812,"male","Germany","> 4'000€
>5'900 CHF","middle school",2,3,1025,"R_3gZRuNUJsE7IDtm",62,"> 4'000€
>5'900 CHF",13,17,"okay",6,1.07881773399015,1.25,1.33333333333333,"low"
"103","R_1otmNfK7mAWtgZD",-0.57,0.674,0.95,0.285,1.06,"under",229677069775045,1,2,1,1,1051,"male","Germany","> 4'000€
>5'900 CHF","middle school",2,5,1350,"R_1rw4iW8Em9oSO65",54,"> 4'000€
>5'900 CHF",17,22,"okay",4.5,-0.421182266009852,1.25,1.33333333333333,"low"
"104","R_1ozl0QYygIw2niA",0.18,0.477,0.95,0.00678,0.947,"over",229409893555368,1,2,1,3,1811,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,1791,"R_27k8PbNPolq0QAU",57,"2'500- 4'000€
<4'300- 5'899CHF",30,29,"okay",6,1.07881773399015,1.75,2,"high"
"105","R_1pE9CDJuuBYcoF8",-0.333,0.582,0.95,0.231,0.934,"under",229758453932074,2,3,2,1,1640,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,6,1706,"R_1LFH0LOWi9Yz49r",51,"<1'500- 2'499€
3'100-4'299CHF",27,28,"okay",6,1.07881773399015,2,2,"high"
"106","R_1pLjkduyxId8PDO",-0.127,0.605,0.95,0.293,0.917,"under",229242450019449,2,2,2,3,1012,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,2107,"R_2DOdBo6U9ALFufg",32,"> 4'000€
>5'900 CHF",16,35,"okay",5,0.0788177339901477,2.25,2.33333333333333,"high"
"107","R_1pQeLLBceDEDdP7",0.108,0.487,0.95,0.278,0.696,"over",229677069756589,1,1,1,3,1292,"female","Germany","> 4'000€
>5'900 CHF","degree",3,3,1564,"R_cumm5I9DifLtTPz",59,"> 4'000€
>5'900 CHF",21,26,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"108","R_1prLq4RJil17Iht",-0.239,0.555,0.95,0.303,0.807,"under",229855352039662,1,2,1,2,1986,"female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,1955,"R_1QcQf40hnZ8IGIv",64,"> 4'000€
>5'900 CHF",33,32,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"109","R_1prs2kZZr8m54pO",0.781,0.814,0.95,0.328,1.3,"over",229320605939889,1,2,1,2,462,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,3,344,"R_1NaFm6LK1x6V9gF",28,"<1'500- 2'499€
3'100-4'299CHF",7,5,"speeder",4.25,-0.671182266009852,1.5,1.66666666666667,"high"
"110","R_1PTVJyJDELkhvLL",-0.614,0.716,0.95,0.247,1.19,"under",229409893589029,1,2,2,2,1363,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,1660,"R_3HGnvl8ph4ituaK",68,"2'500- 4'000€
<4'300- 5'899CHF",22,27,"okay",4.25,-0.671182266009852,1.75,2,"high"
"111","R_1pWkYnvOiwS0XUO",0.537,0.881,0.95,0.404,1.36,"over",229758453882067,1,1,1,2,1060,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,2,1059,"R_2Y9WhVvkCDyq3KU",69,"<1'500- 2'499€
3'100-4'299CHF",17,17,"okay",5,0.0788177339901477,1.25,1.33333333333333,"low"
"112","R_1pXWlt9fDYhaR3c",-0.413,0.674,0.95,0.368,0.98,"under",229242295748626,1,1,1,1,1340,"female","Germany","<1'500€
<3'100CHF","degree",1,5,1778,"R_1PZfkT8XYl42PDz",66,"<1'500- 2'499€
3'100-4'299CHF",22,29,"okay",6,1.07881773399015,1,1,"low"
"113","R_1q7E4y4PrqP1PL6",0.81,0.81,0.95,0.267,1.35,"over",229320606018720,1,2,1,1,3827,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,1831,"R_3g18M4zbTwAqVh1",26,"2'500- 4'000€
<4'300- 5'899CHF",63,30,"okay",6,1.07881773399015,1.25,1.33333333333333,"low"
"114","R_1QAYO8t7hFR1nXp",-0.995,0.995,0.95,0.444,1.55,"under",229410207199454,3,2,2,3,511,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,8,508,"R_4THnRrSaFkyGZoJ",31,"2'500- 4'000€
<4'300- 5'899CHF",8,8,"okay",4.5,-0.421182266009852,2.5,2.33333333333333,"high"
"115","R_1QlOVkUcUhO7Ja9",-0.134,0.375,0.95,0.143,0.607,"under",229255657938040,1,2,1,2,740,"male","Germany","> 4'000€
>5'900 CHF","degree",2,6,917,"R_30fcPq6axMgBolc",51,"> 4'000€
>5'900 CHF",12,15,"okay",4.75,-0.171182266009852,1.5,1.66666666666667,"high"
"116","R_1QLVecSrgBB3TF7",-0.868,0.939,0.95,0.46,1.42,"under",229855352125597,1,2,1,2,1015,"female","Germany","> 4'000€
>5'900 CHF","degree",2,5,1557,"R_3CINlYRwGPISJ35",68,"> 4'000€
>5'900 CHF",16,25,"okay",4.75,-0.171182266009852,1.5,1.66666666666667,"high"
"117","R_1QN6OUxkKwgceLu",-0.0791,0.458,0.95,0.24,0.676,"under",229242295766095,1,2,1,1,1313,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,1952,"R_5urbZCQJoc2Yv7j",57,"<1'500€
<3'100CHF",21,32,"okay",5.5,0.578817733990148,1.25,1.33333333333333,"low"
"118","R_1QsyXVG8aCHPSpq",-0.0485,0.469,0.95,0.255,0.683,"under",229242295811148,1,2,1,2,1805,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",3,3,984,"R_2U4JJgoRrHPqxRx",43,"<1'500€
<3'100CHF",30,16,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"119","R_1QxR1QCXiVrgpRz",-0.423,0.513,0.95,0.19,0.835,"under",229242295804087,2,2,1,1,841,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,1069,"R_udzH4UN1P064VWh",31,"<1'500- 2'499€
3'100-4'299CHF",14,17,"okay",5,0.0788177339901477,1.5,1.33333333333333,"low"
"120","R_1rdfPw9w9wywNly",0.824,0.824,0.95,0.365,1.28,"over",229409893556415,1,1,2,2,1486,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,6308,"R_2qsbwlWVgx3U2Ga",77,"> 4'000€
>5'900 CHF",24,105,"okay",5.25,0.328817733990148,1.5,1.66666666666667,"high"
"121","R_1rf8RkKm64iSMMO",0.758,0.773,0.95,0.288,1.26,"over",229321438376071,1,2,1,1,1243,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,3,1241,"R_2WAJRrWbWwkXh4E",27,"<1'500- 2'499€
3'100-4'299CHF",20,20,"okay",6,1.07881773399015,1.25,1.33333333333333,"low"
"122","R_1rfEcoDe8h656K4",-0.0386,0.625,0.95,0.377,0.873,"under",230296024624230,1,2,1,1,9134,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,3,864,"R_sA7Re0aES3EZ7vH",27,"2'500- 4'000€
<4'300- 5'899CHF",152,14,"okay",4,-0.921182266009852,1.25,1.33333333333333,"low"
"123","R_1rfrFquUHpIwJiu",0.283,0.629,0.95,0.229,1.03,"over",229758454231173,1,1,1,1,1707,"male","Switzerland","<1'500€
<3'100CHF","no formal education",1,5,1529,"R_3fpDyJOpJ1Eg7nH",60,"<1'500€
<3'100CHF",28,25,"okay",4,-0.921182266009852,1,1,"low"
"124","R_1rHAC97MaIFeZQs",0.195,0.475,0.95,0.186,0.764,"over",229166416657657,1,3,3,3,812,"female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,4,1633,"R_3D2zYtpdbhtT6vH",39,"> 4'000€
>5'900 CHF",13,27,"okay",6,1.07881773399015,2.5,3,"high"
"125","R_1rwaK99dyb5OiNx",0.42,0.884,0.95,0.33,1.44,"over",229242295805140,2,2,2,2,1376,"male","Germany","<1'500€
<3'100CHF","middle school",2,6,2871,"R_2rMazT4mo70rBsf",24,"<1'500- 2'499€
3'100-4'299CHF",22,47,"okay",5.75,0.828817733990148,2,2,"high"
"126","R_1XjuiSN8BMQqvq9",0.0693,0.514,0.95,0.219,0.808,"over",229320605958180,2,2,1,1,1199,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,7,1498,"R_26o2dqIsY2j0ikn",59,"<1'500- 2'499€
3'100-4'299CHF",19,24,"okay",5.75,0.828817733990148,1.5,1.33333333333333,"low"
"127","R_20MeHHXsTnlbV9o",0.288,0.631,0.95,0.284,0.979,"over",229678093381679,1,1,1,1,910,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,6,2142,"R_263IFUYHOUdE9SR",54,"2'500- 4'000€
<4'300- 5'899CHF",15,35,"okay",5.25,0.328817733990148,1,1,"low"
"128","R_20Ov8RSteb1ii4S",-0.58,0.58,0.95,0.259,0.901,"under",229255657942218,3,2,1,2,4119,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,1384,"R_3EDOF5X2jihdhSP",50,"2'500- 4'000€
<4'300- 5'899CHF",68,23,"okay",3.5,-1.42118226600985,2,1.66666666666667,"high"
"129","R_20PrGSgbrqfLXmF",0.226,0.423,0.95,0.0718,0.774,"over",229242450014215,1,1,1,1,2138,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,4,2242,"R_2TXIK6VleUaA37H",59,"<1'500€
<3'100CHF",35,37,"okay",6,1.07881773399015,1,1,"low"
"130","R_20TCFE2SuJlAdd3",-0.865,0.968,0.95,0.436,1.5,"under",229242450002158,1,1,1,2,544,"male","Switzerland","> 4'000€
>5'900 CHF","degree",3,3,854,"R_SDftbHpcLbTJRdv",59,"> 4'000€
>5'900 CHF",9,14,"okay",5.25,0.328817733990148,1.25,1.33333333333333,"low"
"131","R_21aGdDDHglzuebV",0.808,0.808,0.95,0.305,1.31,"over",229678093294826,1,2,1,2,646,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,811,"R_3EmcbAxB2fgWfm5",64,"2'500- 4'000€
<4'300- 5'899CHF",10,13,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"132","R_21aXH4qkpWoMUfc",-0.0082,0.574,0.95,0.216,0.933,"under",229166066782222,1,3,1,2,1295,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,1439,"R_1I6MKxO41jAt15N",29,"2'500- 4'000€
<4'300- 5'899CHF",21,23,"okay",6,1.07881773399015,1.75,2,"high"
"133","R_21bvhgPlUiTqwQa",0.68,0.773,0.95,0.263,1.28,"over",229855351995492,2,2,1,3,984,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,2032,"R_YcCAFctVTYMnngZ",61,"> 4'000€
>5'900 CHF",16,33,"okay",5.75,0.828817733990148,2,2,"high"
"134","R_21ctbCYRWseYocx",0.783,0.783,0.95,0.374,1.19,"over",229409893579886,1,2,2,2,1377,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,1697,"R_1dodXvys6NxgTR9",56,"> 4'000€
>5'900 CHF",22,28,"okay",5.5,0.578817733990148,1.75,2,"high"
"135","R_21HBUv3fiehWFkD",-0.0705,0.628,0.95,0.249,1.01,"under",229320606005406,3,2,1,1,1109,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,887,"R_3iq9Qrw3esWRHLJ",28,"<1'500€
<3'100CHF",18,14,"okay",4,-0.921182266009852,1.75,1.33333333333333,"low"
"136","R_21suA2PX6p1Ism0",-0.592,0.87,0.95,0.589,1.15,"under",229677069756595,3,2,1,2,514,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,8,568,"R_3EaPiC8QBqrdCzv",61,"2'500- 4'000€
<4'300- 5'899CHF",8,9,"okay",5,0.0788177339901477,2,1.66666666666667,"high"
"137","R_22Gm4uvMmbgC5DE",-0.797,0.797,0.95,0.279,1.32,"under",229242449956922,1,1,1,1,1974,"male","Switzerland","<1'500€
<3'100CHF","degree",1,6,1745,"R_21hMGEwDlPxhjIx",67,"<1'500€
<3'100CHF",32,29,"okay",4,-0.921182266009852,1,1,"low"
"138","R_22Jq692U13FYFUt",0.266,0.575,0.95,0.236,0.914,"over",229242449974438,1,2,1,1,1056,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,1468,"R_2ZCBDZDzOb6z8WQ",41,"<1'500€
<3'100CHF",17,24,"okay",5.25,0.328817733990148,1.25,1.33333333333333,"low"
"139","R_22PLy8f4obVWnmz",0.311,0.629,0.95,0.195,1.06,"over",229255657935968,1,1,1,1,798,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,952,"R_3R4pVcd0KlBWl4V",58,"<1'500€
<3'100CHF",13,15,"okay",4.25,-0.671182266009852,1,1,"low"
"140","R_22tTxe5Wf46p8v3",-0.00999,0.619,0.95,0.12,1.12,"under",229409893551191,1,1,1,1,8386,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,848,"R_2P4JBo0bhSklWm8",62,"<1'500€
<3'100CHF",139,14,"okay",5,0.0788177339901477,1,1,"low"
"141","R_2316XoX4fkvFvf4",0.724,0.742,0.95,0.252,1.23,"over",229242295738451,3,1,1,1,950,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1246,"R_2b4cSi6KufHEXQf",59,"<1'500- 2'499€
3'100-4'299CHF",15,20,"okay",6,1.07881773399015,1.5,1,"low"
"142","R_231rtRsvBjO69aO",0.755,0.755,0.95,0.327,1.18,"over",229320606011397,1,2,1,3,1325,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1609,"R_2170LJegYGhKWPO",67,"2'500- 4'000€
<4'300- 5'899CHF",22,26,"okay",4.25,-0.671182266009852,1.75,2,"high"
"143","R_234fD5Z9iTrtGwl",0.392,0.616,0.95,0.117,1.12,"over",229255657936996,3,2,1,1,739,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,775,"R_12nepXyOEnwLAif",22,"<1'500- 2'499€
3'100-4'299CHF",12,12,"okay",4,-0.921182266009852,1.75,1.33333333333333,"low"
"144","R_23dhBmmmpedny6z",0.0268,0.381,0.95,0.201,0.561,"over",229855352130794,1,2,1,2,766,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,845,"R_2Bm2KJXRyABauyk",61,"> 4'000€
>5'900 CHF",12,14,"okay",6,1.07881773399015,1.5,1.66666666666667,"high"
"145","R_25BgHpAMTkdum05",0.664,0.682,0.95,0.262,1.1,"over",229677069755544,1,2,2,3,1104,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,1285,"R_2rU8sA0U715NiEp",75,"2'500- 4'000€
<4'300- 5'899CHF",18,21,"okay",5.5,0.578817733990148,2,2.33333333333333,"high"
"146","R_25BnA7CPqUqo20h",0.283,0.463,0.95,0.107,0.819,"over",229677069763603,1,3,2,3,580,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,6,5028,"R_1Dw12dAWVKw9xMK",52,"2'500- 4'000€
<4'300- 5'899CHF",9,83,"okay",5,0.0788177339901477,2.25,2.66666666666667,"high"
"147","R_25sc4jWiebwhoSv",0.424,0.5,0.95,0.154,0.846,"over",229255657939091,1,2,1,3,687,"female","Germany","> 4'000€
>5'900 CHF","degree",2,5,720,"R_1gLvjTZg4QNX5QS",31,"> 4'000€
>5'900 CHF",11,12,"okay",4.75,-0.171182266009852,1.75,2,"high"
"148","R_25Sz5fHNDdvNDtK",0.459,0.608,0.95,0.195,1.02,"over",229410206609516,1,3,1,1,1417,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",5,6,625,"R_O6yvEF2xIRQ495D",29,"2'500- 4'000€
<4'300- 5'899CHF",23,10,"okay",4.25,-0.671182266009852,1.5,1.66666666666667,"high"
"149","R_25tgtjEGT1tmYni",-0.195,0.623,0.95,0.145,1.1,"under",229321438387356,2,2,2,1,674,"female","Switzerland","<1'500€
<3'100CHF","middle school",1,5,837,"R_1F97pVdAYa0AR1X",29,"<1'500€
<3'100CHF",11,13,"okay",5.75,0.828817733990148,1.75,1.66666666666667,"high"
"150","R_25XCGvSK7fFBeWQ",-0.44,0.543,0.95,0.168,0.919,"under",229409893573885,3,3,3,3,277,"male","Germany","> 4'000€
>5'900 CHF","no formal education",4,7,652,"R_1Bw9BeGQL8DHYUF",38,"> 4'000€
>5'900 CHF",4,10,"speeder",3.5,-1.42118226600985,3,3,"high"
"151","R_269XIaqM07m1U0K",0.886,0.886,0.95,0.453,1.32,"over",229678093435043,1,2,1,2,819,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,7,871,"R_3KSHZzbgYF0hmWN",34,"2'500- 4'000€
<4'300- 5'899CHF",13,14,"okay",4.25,-0.671182266009852,1.5,1.66666666666667,"high"
"152","R_26eY9IqDmD0nVPG",0.0231,0.598,0.95,0.203,0.992,"over",229242295822351,1,2,1,2,770,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,7,1214,"R_2dGR1ye0yw7G94w",39,"2'500- 4'000€
<4'300- 5'899CHF",12,20,"okay",5,0.0788177339901477,1.5,1.66666666666667,"high"
"153","R_26fku5eEp2Qj9zm",-1.63,1.63,0.95,1.17,2.08,"under",229320605943813,1,2,2,2,1168,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,6,533,"R_2TR9UuVKt2Jw0Ai",40,"<1'500- 2'499€
3'100-4'299CHF",19,8,"okay",1,-3.92118226600985,1.75,2,"high"
"154","R_26loy7keZ66nKb4",0.0888,0.536,0.95,0.248,0.825,"over",229937963343935,3,1,1,2,1537,"male","Switzerland","<1'500€
<3'100CHF","degree",2,7,1810,"R_RnnchR9GUfX0ytz",70,"<1'500€
<3'100CHF",25,30,"okay",5.25,0.328817733990148,1.75,1.33333333333333,"low"
"155","R_26lt8YAsRBjSSkx",0.85,0.85,0.95,0.415,1.28,"over",229321438098546,1,2,2,3,1015,"female","Switzerland","> 4'000€
>5'900 CHF","middle school",5,7,903,"R_ToAwS1lLBvXxWW5",26,"> 4'000€
>5'900 CHF",16,15,"okay",4.25,-0.671182266009852,2,2.33333333333333,"high"
"156","R_279DrW8COJ7EWg9",-0.0185,0.725,0.95,0.429,1.02,"under",229166416665772,1,2,1,2,993,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,781,"R_1GHQl4ynOuXKsoJ",33,"> 4'000€
>5'900 CHF",16,13,"okay",5,0.0788177339901477,1.5,1.66666666666667,"high"
"157","R_27BQw91OKVlhWPj",0.432,0.678,0.95,0.319,1.04,"over",229677069787271,1,2,1,3,1023,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,1117,"R_3D22i7cfYJncBeS",62,"<1'500- 2'499€
3'100-4'299CHF",17,18,"okay",5.75,0.828817733990148,1.75,2,"high"
"158","R_27eATTdBXeYG3tx",0.706,0.706,0.95,0.293,1.12,"over",229242449960046,1,2,2,3,1621,"male","Switzerland","> 4'000€
>5'900 CHF","middle school",2,4,3973,"R_YVse2xBKz1KBkEF",71,"> 4'000€
>5'900 CHF",27,66,"okay",3.25,-1.67118226600985,2,2.33333333333333,"high"
"159","R_27I3NTchpL5dg6a",-0.664,0.746,0.95,0.339,1.15,"under",229677069756609,2,1,1,1,632,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,780,"R_1H6Rjj0awqzoXyO",70,"2'500- 4'000€
<4'300- 5'899CHF",10,13,"okay",5,0.0788177339901477,1.25,1,"low"
