"","m","ResponseId.wave1.x","mean.est.bias.wave1","mean.abs.error.wave1","binary.x","ResponseId.wave2","ResponseId.x","mean.est.bias.wave2","mean.abs.error.wave2","binary.y","numeracy.f","error.diff","error.diff.2","error.diff.f","Duration.wave1","ResponseId.wave1.y","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId.y","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"226",229255657928942,"R_1DYavCLz1ceAMY4",0.33,0.429,"over","R_pDyGasdoI2EyTa9","R_pDyGasdoI2EyTa9",0.324,0.445,"over","numeracy low",-0.016,0,"no change",1354,"R_1DYavCLz1ceAMY4","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,1746,"R_pDyGasdoI2EyTa9",66,"2'500- 4'000€
<4'300- 5'899CHF",22,29,"okay"
"227",229255657930998,"R_D8X8cKEgvvYgB7r",0.0921,0.415,"over","R_ZDBtgQFafDprwXv","R_ZDBtgQFafDprwXv",-0.73,0.876,"under","numeracy low",-0.461,-0.5,"increased error",1299,"R_D8X8cKEgvvYgB7r","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,1541,"R_ZDBtgQFafDprwXv",64,"<1'500- 2'499€
3'100-4'299CHF",21,25,"okay"
"228",229255657931005,"R_3fxDHe5zipJwTU7",-0.0329,0.429,"under","R_2ROlNuBvXLmCi1x","R_2ROlNuBvXLmCi1x",0.0424,0.591,"over","numeracy high",-0.162,-0.2,"increased error",1040,"R_3fxDHe5zipJwTU7","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",1,4,7742,"R_2ROlNuBvXLmCi1x",56,"<1'500- 2'499€
3'100-4'299CHF",17,129,"okay"
"229",229255657931781,"R_vBpjBVWxgHwdR85",-0.46,0.568,"under","R_yHAHJFquMBmsUEh","R_yHAHJFquMBmsUEh",0.362,0.513,"over","numeracy low",0.0549999999999999,0.1,"decreased error",1256,"R_vBpjBVWxgHwdR85","male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,5,2182,"R_yHAHJFquMBmsUEh",67,"<1'500- 2'499€
3'100-4'299CHF",20,36,"okay"
"230",229255657931784,"R_3fk6vs8uR5E62Lj",-0.407,0.513,"under","R_2THMWSSD3Kxxxy0","R_2THMWSSD3Kxxxy0",-0.246,0.452,"under","numeracy low",0.061,0.1,"decreased error",803,"R_3fk6vs8uR5E62Lj","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",4,7,841,"R_2THMWSSD3Kxxxy0",46,"<1'500- 2'499€
3'100-4'299CHF",13,14,"okay"
"231",229255657932820,"R_2Evp2buY7Uor84e",-0.243,0.525,"under","R_3G6sJVzV6kfEKOa","R_3G6sJVzV6kfEKOa",0.317,0.689,"over","numeracy high",-0.164,-0.2,"increased error",1049,"R_2Evp2buY7Uor84e","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,1819,"R_3G6sJVzV6kfEKOa",54,"> 4'000€
>5'900 CHF",17,30,"okay"
"232",229255657932824,"R_338DXYGYMn3iys2",0.364,0.503,"over","R_3kMmLUhdgxfo5E4","R_3kMmLUhdgxfo5E4",0.273,0.338,"over","numeracy low",0.165,0.2,"decreased error",571,"R_338DXYGYMn3iys2","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,689,"R_3kMmLUhdgxfo5E4",52,"2'500- 4'000€
<4'300- 5'899CHF",9,11,"okay"
"233",229255657932828,"R_2AQG0rzvUe5a4kM",0.789,0.789,"over","R_3MuHWM5gnFAahwf","R_3MuHWM5gnFAahwf",0.733,0.753,"over","numeracy high",0.036,0,"no change",1079,"R_2AQG0rzvUe5a4kM","female","Germany","> 4'000€
>5'900 CHF","degree",4,7,1704,"R_3MuHWM5gnFAahwf",60,"2'500- 4'000€
<4'300- 5'899CHF",17,28,"okay"
"234",229255657932836,"R_3fCC8ucc5RnZ1VV",0.493,0.586,"over","R_vpKZaC6pOjVvcxr","R_vpKZaC6pOjVvcxr",-0.287,0.477,"under","numeracy low",0.109,0.1,"decreased error",967,"R_3fCC8ucc5RnZ1VV","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,2,888,"R_vpKZaC6pOjVvcxr",26,"<1'500- 2'499€
3'100-4'299CHF",16,14,"okay"
"235",229255657933879,"R_1mEKYPdbW4MPIrp",0.0792,0.373,"over","R_2A0ZyfHN8PF2erE","R_2A0ZyfHN8PF2erE",0.124,0.561,"over","numeracy low",-0.188,-0.2,"increased error",845,"R_1mEKYPdbW4MPIrp","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,1060,"R_2A0ZyfHN8PF2erE",55,"2'500- 4'000€
<4'300- 5'899CHF",14,17,"okay"
"236",229255657933882,"R_3JEMbuOuhVgoqMu",-1.74,1.74,"under","R_3ehwouC3ge2ORK8","R_3ehwouC3ge2ORK8",-0.32,0.899,"under","numeracy low",0.841,0.8,"decreased error",191,"R_3JEMbuOuhVgoqMu","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,6,5477,"R_3ehwouC3ge2ORK8",28,"2'500- 4'000€
<4'300- 5'899CHF",3,91,"speeder"
"237",229255657934918,"R_3kiAUePCg8kLR8i",-0.233,0.461,"under","R_2VxLGUSM0lfPof1","R_2VxLGUSM0lfPof1",-1.33,1.33,"under","numeracy low",-0.869,-0.9,"increased error",1204,"R_3kiAUePCg8kLR8i","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,949,"R_2VxLGUSM0lfPof1",57,"2'500- 4'000€
<4'300- 5'899CHF",20,15,"okay"
"238",229255657935968,"R_22PLy8f4obVWnmz",0.311,0.629,"over","R_3R4pVcd0KlBWl4V","R_3R4pVcd0KlBWl4V",0.577,0.805,"over","numeracy high",-0.176,-0.2,"increased error",798,"R_22PLy8f4obVWnmz","male","Germany","<1'500€
<3'100CHF","middle school",1,5,952,"R_3R4pVcd0KlBWl4V",58,"<1'500€
<3'100CHF",13,15,"okay"
"239",229255657936995,"R_1cRMDsT3mr8KrF8",-0.184,0.437,"under","R_2TTOTNsSyKVUUZy","R_2TTOTNsSyKVUUZy",0.596,0.734,"over","numeracy low",-0.297,-0.3,"increased error",755,"R_1cRMDsT3mr8KrF8","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,695,"R_2TTOTNsSyKVUUZy",48,"2'500- 4'000€
<4'300- 5'899CHF",12,11,"okay"
"240",229255657936996,"R_234fD5Z9iTrtGwl",0.392,0.616,"over","R_12nepXyOEnwLAif","R_12nepXyOEnwLAif",0.62,0.653,"over","numeracy low",-0.037,0,"no change",739,"R_234fD5Z9iTrtGwl","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,775,"R_12nepXyOEnwLAif",22,"<1'500- 2'499€
3'100-4'299CHF",12,12,"okay"
"241",229255657936997,"R_BVtq8zZtCjE6BB7",-0.44,0.543,"under","R_1g0codRo4a9OQoO","R_1g0codRo4a9OQoO",-0.934,0.934,"under","numeracy low",-0.391,-0.4,"increased error",461,"R_BVtq8zZtCjE6BB7","male","Germany","> 4'000€
>5'900 CHF","middle school",3,4,343,"R_1g0codRo4a9OQoO",28,"> 4'000€
>5'900 CHF",7,5,"speeder"
"242",229255657937001,"R_cYIwKezOfDVVChz",-0.176,0.405,"under","R_3hubsLzXrSdsisz","R_3hubsLzXrSdsisz",-0.257,0.43,"under","numeracy low",-0.025,0,"no change",770,"R_cYIwKezOfDVVChz","male","Germany","<1'500€
<3'100CHF","obligatory school",3,5,3778,"R_3hubsLzXrSdsisz",44,"<1'500- 2'499€
3'100-4'299CHF",12,62,"okay"
"243",229255657938040,"R_1QlOVkUcUhO7Ja9",-0.134,0.375,"under","R_30fcPq6axMgBolc","R_30fcPq6axMgBolc",0.334,0.456,"over","numeracy low",-0.081,-0.1,"increased error",740,"R_1QlOVkUcUhO7Ja9","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,917,"R_30fcPq6axMgBolc",51,"> 4'000€
>5'900 CHF",12,15,"okay"
"244",229255657938043,"R_1NaaqSLkXYb5DrA",-0.18,0.408,"under","R_RKqHmKR3xJkYtax","R_RKqHmKR3xJkYtax",-0.0428,0.518,"under","numeracy high",-0.11,-0.1,"increased error",990,"R_1NaaqSLkXYb5DrA","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,924,"R_RKqHmKR3xJkYtax",48,"2'500- 4'000€
<4'300- 5'899CHF",16,15,"okay"
"245",229255657938050,"R_eD8g0UCMaZ6WwHD",0.571,0.698,"over","R_2qsWlKE7GL6R6AA","R_2qsWlKE7GL6R6AA",-1.1,1.1,"under","numeracy low",-0.402,-0.4,"increased error",642,"R_eD8g0UCMaZ6WwHD","female","Germany","> 4'000€
>5'900 CHF","middle school",2,5,584,"R_2qsWlKE7GL6R6AA",23,"> 4'000€
>5'900 CHF",10,9,"okay"
"246",229255657938053,"R_2fIqlpFWdm53Qql",-1.41,1.41,"under","R_3G8I7WddfYMcMEJ","R_3G8I7WddfYMcMEJ",-1.43,1.43,"under","numeracy low",-0.02,0,"no change",271,"R_2fIqlpFWdm53Qql","male","Germany","<1'500€
<3'100CHF","middle school",2,6,293,"R_3G8I7WddfYMcMEJ",24,"<1'500- 2'499€
3'100-4'299CHF",4,4,"speeder"
"247",229255657939087,"R_RJ1q7A8dttieTbH",0.579,0.682,"over","R_5bCMNYtDwE2pQwp","R_5bCMNYtDwE2pQwp",0.761,0.761,"over","numeracy low",-0.079,-0.1,"increased error",1002,"R_RJ1q7A8dttieTbH","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,5,1251,"R_5bCMNYtDwE2pQwp",53,"2'500- 4'000€
<4'300- 5'899CHF",16,20,"okay"
"248",229255657939091,"R_25sc4jWiebwhoSv",0.424,0.5,"over","R_1gLvjTZg4QNX5QS","R_1gLvjTZg4QNX5QS",0.132,0.704,"over","numeracy low",-0.204,-0.2,"increased error",687,"R_25sc4jWiebwhoSv","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,720,"R_1gLvjTZg4QNX5QS",31,"> 4'000€
>5'900 CHF",11,12,"okay"
"249",229255657939099,"R_eyRlyv0mGo9RljH",-0.757,0.847,"under","R_2YLoY951ZogozTf","R_2YLoY951ZogozTf",0.564,0.772,"over","numeracy low",0.075,0.1,"decreased error",1113,"R_eyRlyv0mGo9RljH","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,1244,"R_2YLoY951ZogozTf",22,"2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"250",229255657940124,"R_33lJSHl58cOMGeI",-0.271,0.525,"under","R_6x2dzcsjIH9Sqxr","R_6x2dzcsjIH9Sqxr",-0.573,0.573,"under","numeracy low",-0.0479999999999999,0,"no change",1093,"R_33lJSHl58cOMGeI","female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,1179,"R_6x2dzcsjIH9Sqxr",60,"<1'500€
<3'100CHF",18,19,"okay"
"251",229255657940131,"R_2TMKimcEcRwikm9",-0.543,0.615,"under","R_3e1TqdtfLQhf4L2","R_3e1TqdtfLQhf4L2",0.439,0.642,"over","numeracy high",-0.027,0,"no change",343,"R_2TMKimcEcRwikm9","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,858,"R_3e1TqdtfLQhf4L2",28,"<1'500- 2'499€
3'100-4'299CHF",5,14,"speeder"
"252",229255657941170,"R_3g02bcIpWgCvGPQ",-1.4,1.4,"under","R_3L7muBEyUDuUPvc","R_3L7muBEyUDuUPvc",0.072,0.604,"over","numeracy low",0.796,0.8,"decreased error",7128,"R_3g02bcIpWgCvGPQ","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,4,1506,"R_3L7muBEyUDuUPvc",22,"<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"253",229255657942213,"R_3nUc7oJWOKlnJBV",0.13,0.572,"over","R_1RJFm66oU5fP5Qt","R_1RJFm66oU5fP5Qt",0.501,0.767,"over","numeracy low",-0.195,-0.2,"increased error",629,"R_3nUc7oJWOKlnJBV","male","Germany","<1'500€
<3'100CHF","middle school",1,3,1678,"R_1RJFm66oU5fP5Qt",26,"<1'500€
<3'100CHF",10,27,"okay"
"254",229255657942218,"R_20Ov8RSteb1ii4S",-0.58,0.58,"under","R_3EDOF5X2jihdhSP","R_3EDOF5X2jihdhSP",-0.229,0.391,"under","numeracy low",0.189,0.2,"decreased error",4119,"R_20Ov8RSteb1ii4S","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,1384,"R_3EDOF5X2jihdhSP",50,"2'500- 4'000€
<4'300- 5'899CHF",68,23,"okay"
"255",229255657942219,"R_1Liem5kTbkr14lF",-0.45,0.541,"under","R_2dzIMFCeBrnYXrM","R_2dzIMFCeBrnYXrM",-0.45,0.499,"under","numeracy low",0.042,0,"no change",1172,"R_1Liem5kTbkr14lF","male","Germany","> 4'000€
>5'900 CHF","degree",3,6,1634,"R_2dzIMFCeBrnYXrM",34,"> 4'000€
>5'900 CHF",19,27,"okay"
"256",229255657944304,"R_2OHnrdDxPzzoGN2",-0.477,0.88,"under","R_RXD3p5as6SpKiqd","R_RXD3p5as6SpKiqd",-0.23,0.577,"under","numeracy low",0.303,0.3,"decreased error",870,"R_2OHnrdDxPzzoGN2","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,4,389,"R_RXD3p5as6SpKiqd",24,"<1'500- 2'499€
3'100-4'299CHF",14,6,"speeder"
"257",229255657944311,"R_pPH8REPLpVM9lAt",-0.0776,0.469,"under","R_33DNS6quldJesE7","R_33DNS6quldJesE7",0.559,0.586,"over","numeracy low",-0.117,-0.1,"increased error",878,"R_pPH8REPLpVM9lAt","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,5,1026,"R_33DNS6quldJesE7",27,"> 4'000€
>5'900 CHF",14,17,"okay"
"258",229255657945095,"R_6MAsqHquroKeIaR",0.0378,0.565,"over","R_22IZsnVKZXObpWf","R_22IZsnVKZXObpWf",0.453,0.584,"over","numeracy low",-0.019,0,"no change",470,"R_6MAsqHquroKeIaR","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,6,945,"R_22IZsnVKZXObpWf",29,"<1'500€
<3'100CHF",7,15,"speeder"
"259",229255657946133,"R_3lK21Kr9Yut8lXb",-1.74,1.74,"under","R_zc1xJcWhNwh3X7H","R_zc1xJcWhNwh3X7H",0.0622,0.415,"over","numeracy low",1.325,1.3,"decreased error",505,"R_3lK21Kr9Yut8lXb","female","Germany","<1'500€
<3'100CHF","obligatory school",3,5,602,"R_zc1xJcWhNwh3X7H",46,"<1'500€
<3'100CHF",8,10,"okay"
"260",229255657946137,"R_1o4J2ihtVVaLWHO",-0.249,0.771,"under","R_1g1O2JjSKKojx0s","R_1g1O2JjSKKojx0s",0.239,0.55,"over","numeracy high",0.221,0.2,"decreased error",1422,"R_1o4J2ihtVVaLWHO","female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,978,"R_1g1O2JjSKKojx0s",39,"<1'500€
<3'100CHF",23,16,"okay"
"261",229255657946140,"R_XRlnPVupiXyblEl",0.852,0.852,"over","R_2zekSp6SGlmdgC4","R_2zekSp6SGlmdgC4",-1.14,1.14,"under","numeracy high",-0.288,-0.3,"increased error",1458,"R_XRlnPVupiXyblEl","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,2022,"R_2zekSp6SGlmdgC4",54,"2'500- 4'000€
<4'300- 5'899CHF",24,33,"okay"
"262",229255657947177,"R_3EzmKs6aYLSYddF",-1.43,1.43,"under","R_1hL4QuHA0nQNs2o","R_1hL4QuHA0nQNs2o",0.613,0.747,"over","numeracy high",0.683,0.7,"decreased error",345,"R_3EzmKs6aYLSYddF","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,4,729,"R_1hL4QuHA0nQNs2o",30,"2'500- 4'000€
<4'300- 5'899CHF",5,12,"speeder"
"263",229255657947188,"R_1i5sFl38pMZRzhx",0.186,0.365,"over","R_3QPZLvzZvpyN968","R_3QPZLvzZvpyN968",0.393,0.662,"over","numeracy low",-0.297,-0.3,"increased error",829,"R_1i5sFl38pMZRzhx","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,8,1175,"R_3QPZLvzZvpyN968",27,"<1'500- 2'499€
3'100-4'299CHF",13,19,"okay"
"264",229255657949260,"R_7ajpMxoVpAYR3cR",0.199,0.593,"over","R_31d46rHYvYh3VrS","R_31d46rHYvYh3VrS",0.265,0.892,"over","numeracy low",-0.299,-0.3,"increased error",1132,"R_7ajpMxoVpAYR3cR","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,5,1115,"R_31d46rHYvYh3VrS",49,"2'500- 4'000€
<4'300- 5'899CHF",18,18,"okay"
"265",229255657950310,"R_3QYTnPaTC0I3O85",-0.118,0.494,"under","R_2frPgV1AOVsBsVH","R_2frPgV1AOVsBsVH",-0.58,0.952,"under","numeracy low",-0.458,-0.5,"increased error",587,"R_3QYTnPaTC0I3O85","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",3,6,632,"R_2frPgV1AOVsBsVH",45,"<1'500- 2'499€
3'100-4'299CHF",9,10,"okay"
"266",229255657951349,"R_z0CDhN9620Hiv9T",-0.405,0.518,"under","R_1LtemN8EXM5ZUBN","R_1LtemN8EXM5ZUBN",0.0602,0.479,"over","numeracy high",0.039,0,"no change",13156,"R_z0CDhN9620Hiv9T","male","Germany","> 4'000€
>5'900 CHF","degree",2,5,30237,"R_1LtemN8EXM5ZUBN",35,"> 4'000€
>5'900 CHF",219,503,"okay"
"267",229255657952395,"R_1253hukGlxFYfER",0.36,0.592,"over","R_ZvZNUw4EfkNkyCl","R_ZvZNUw4EfkNkyCl",0.417,0.573,"over","numeracy high",0.019,0,"no change",1815,"R_1253hukGlxFYfER","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1206,"R_ZvZNUw4EfkNkyCl",28,"<1'500- 2'499€
3'100-4'299CHF",30,20,"okay"
"268",229255657957600,"R_3oYpTt5mP3Z4rKn",0.43,0.562,"over","R_12EXkLuWI7zwqvD","R_12EXkLuWI7zwqvD",0.404,0.537,"over","numeracy high",0.025,0,"no change",2310,"R_3oYpTt5mP3Z4rKn","female","Germany","> 4'000€
>5'900 CHF","degree",2,4,1879,"R_12EXkLuWI7zwqvD",54,"> 4'000€
>5'900 CHF",38,31,"okay"
"269",229255657958647,"R_3HAg4bflYU3dIBZ",0.507,0.665,"over","R_2BerMsevklfK0C6","R_2BerMsevklfK0C6",0.876,0.876,"over","numeracy low",-0.211,-0.2,"increased error",1082,"R_3HAg4bflYU3dIBZ","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,6920,"R_2BerMsevklfK0C6",28,"<1'500- 2'499€
3'100-4'299CHF",18,115,"okay"
"270",229255657959433,"R_2zeYp2NsaPfHrFp",-0.168,0.359,"under","R_3oYG3dkZhORjOX6","R_3oYG3dkZhORjOX6",-0.14,0.348,"under","numeracy high",0.011,0,"no change",1761,"R_2zeYp2NsaPfHrFp","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2443,"R_3oYG3dkZhORjOX6",42,"2'500- 4'000€
<4'300- 5'899CHF",29,40,"okay"
"271",229255657962533,"R_1DOot6b2nba5OXw",-1.24,1.24,"under","R_2RWBaQsOBz7uZ6J","R_2RWBaQsOBz7uZ6J",-0.701,0.812,"under","numeracy low",0.428,0.4,"decreased error",390,"R_1DOot6b2nba5OXw","male","Germany","<1'500€
<3'100CHF","obligatory school",3,5,605,"R_2RWBaQsOBz7uZ6J",34,"<1'500- 2'499€
3'100-4'299CHF",6,10,"speeder"
"272",229255657965656,"R_YXN6D7S6HtYGyCR",0.155,0.419,"over","R_1hQEo3eSrkO8U4m","R_1hQEo3eSrkO8U4m",-0.206,0.28,"under","numeracy high",0.139,0.1,"decreased error",2606,"R_YXN6D7S6HtYGyCR","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,4865,"R_1hQEo3eSrkO8U4m",67,"<1'500- 2'499€
3'100-4'299CHF",43,81,"okay"
"273",229255657966697,"R_zeY2QpcRAsD3WlH",0.465,0.577,"over","R_1hPRfP2ZEnVS9MR","R_1hPRfP2ZEnVS9MR",0.283,0.548,"over","numeracy low",0.0289999999999999,0,"no change",1549,"R_zeY2QpcRAsD3WlH","female","Germany","<1'500€
<3'100CHF","degree",1,6,1702,"R_1hPRfP2ZEnVS9MR",73,"<1'500€
<3'100CHF",25,28,"okay"
"274",229255657966698,"R_3M6iivw99fLhS17",-0.376,0.688,"under","R_2VsQH2SgvmwEvPl","R_2VsQH2SgvmwEvPl",0.499,0.663,"over","numeracy low",0.0249999999999999,0,"no change",888,"R_3M6iivw99fLhS17","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,7,936,"R_2VsQH2SgvmwEvPl",25,"<1'500- 2'499€
3'100-4'299CHF",14,15,"okay"
"275",229255657967727,"R_2BmUGXI7GjyAitI",0.672,0.73,"over","R_2zY0Z3F9933vCHh","R_2zY0Z3F9933vCHh",-1.56,1.56,"under","numeracy low",-0.83,-0.8,"increased error",1667,"R_2BmUGXI7GjyAitI","male","Germany","> 4'000€
>5'900 CHF","degree",3,8,762,"R_2zY0Z3F9933vCHh",23,"> 4'000€
>5'900 CHF",27,12,"okay"
"276",229255657970831,"R_rkYd49GtMfFH5vj",0.431,0.655,"over","R_12rpjjaAH22b0AL","R_12rpjjaAH22b0AL",-1.45,1.45,"under","numeracy low",-0.795,-0.8,"increased error",842,"R_rkYd49GtMfFH5vj","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,438,"R_12rpjjaAH22b0AL",29,"2'500- 4'000€
<4'300- 5'899CHF",14,7,"speeder"
"277",229255657980998,"R_3nDwBXPS5qRtTye",0.247,0.481,"over","R_2ZTsNN6kZ9cVYHV","R_2ZTsNN6kZ9cVYHV",-0.103,0.718,"under","numeracy low",-0.237,-0.2,"increased error",1489,"R_3nDwBXPS5qRtTye","female","Germany","<1'500€
<3'100CHF","middle school",4,5,1553,"R_2ZTsNN6kZ9cVYHV",22,"<1'500€
<3'100CHF",24,25,"okay"
"278",229255657984114,"R_01khgozVq3awK6l",-0.529,0.794,"under","R_3jTAW9uI1ykta3D","R_3jTAW9uI1ykta3D",-0.533,0.58,"under","numeracy low",0.214,0.2,"decreased error",1227,"R_01khgozVq3awK6l","male","Germany","> 4'000€
>5'900 CHF","degree",2,3,1170,"R_3jTAW9uI1ykta3D",51,"> 4'000€
>5'900 CHF",20,19,"okay"
"279",229255657984125,"R_2Ce0NgCH6zpMRJb",-1.62,1.62,"under","R_300O2DUnqnIyEq8","R_300O2DUnqnIyEq8",0.692,0.7,"over","numeracy low",0.92,0.9,"decreased error",926,"R_2Ce0NgCH6zpMRJb","female","Germany","> 4'000€
>5'900 CHF","middle school",4,5,4114,"R_300O2DUnqnIyEq8",21,"> 4'000€
>5'900 CHF",15,68,"okay"
"280",229255657985168,"R_ClS8HIF9JOBceZj",0.0303,0.497,"over","R_1hMP27SWGSrmZoT","R_1hMP27SWGSrmZoT",0.173,0.339,"over","numeracy low",0.158,0.2,"decreased error",1152,"R_ClS8HIF9JOBceZj","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,876,"R_1hMP27SWGSrmZoT",42,"<1'500- 2'499€
3'100-4'299CHF",19,14,"okay"
"281",229255657997387,"R_0TmEasAMNDaTx73",-0.342,0.565,"under","R_2uTLa7HMnc5Gs9E","R_2uTLa7HMnc5Gs9E",-0.342,0.463,"under","numeracy low",0.102,0.1,"decreased error",1630,"R_0TmEasAMNDaTx73","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",1,6,1415,"R_2uTLa7HMnc5Gs9E",28,"<1'500- 2'499€
3'100-4'299CHF",27,23,"okay"
"282",229255657999471,"R_3ivSk5kamR28JsF",-0.63,0.902,"under","R_1rPu8GlUfBUaT1f","R_1rPu8GlUfBUaT1f",-0.12,0.56,"under","numeracy low",0.342,0.3,"decreased error",1133,"R_3ivSk5kamR28JsF","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,1099,"R_1rPu8GlUfBUaT1f",30,"2'500- 4'000€
<4'300- 5'899CHF",18,18,"okay"
"283",229255658003638,"R_1d9WC22juoRU6UJ",0.312,0.519,"over","R_12ncLRlhWhSi4HC","R_12ncLRlhWhSi4HC",-0.108,0.398,"under","numeracy low",0.121,0.1,"decreased error",3919,"R_1d9WC22juoRU6UJ","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,6672,"R_12ncLRlhWhSi4HC",40,"2'500- 4'000€
<4'300- 5'899CHF",65,111,"okay"
"284",229255658006771,"R_2zhDlGtXXMot5i4",-0.0131,0.679,"under","R_2QAl8xv15oRVtIC","R_2QAl8xv15oRVtIC",-0.0293,0.575,"under","numeracy high",0.104,0.1,"decreased error",1847,"R_2zhDlGtXXMot5i4","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",4,8,1353,"R_2QAl8xv15oRVtIC",31,"2'500- 4'000€
<4'300- 5'899CHF",30,22,"okay"
"285",229255658008611,"R_RKdr7d2uoP6lDeF",0.0477,0.479,"over","R_XtFWVYjuD6Al5IJ","R_XtFWVYjuD6Al5IJ",0.0498,0.611,"over","numeracy high",-0.132,-0.1,"increased error",1002,"R_RKdr7d2uoP6lDeF","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,1482,"R_XtFWVYjuD6Al5IJ",38,"2'500- 4'000€
<4'300- 5'899CHF",16,24,"okay"
"286",229255658040397,"R_2bJDToiRAL3MEMM",0.567,0.66,"over","R_seaXQMZjWZEuFVv","R_seaXQMZjWZEuFVv",0.0215,0.518,"over","numeracy high",0.142,0.1,"decreased error",1497,"R_2bJDToiRAL3MEMM","female","Germany","> 4'000€
>5'900 CHF","degree",3,2,1517,"R_seaXQMZjWZEuFVv",42,"> 4'000€
>5'900 CHF",24,25,"okay"
"287",229255658041440,"R_1dFaniBnw4OZYyy",-1.25,1.25,"under","R_3eXIx145q24P5ct","R_3eXIx145q24P5ct",-0.705,0.776,"under","numeracy low",0.474,0.5,"decreased error",1089,"R_1dFaniBnw4OZYyy","female","Germany","<1'500€
<3'100CHF","middle school",2,6,875,"R_3eXIx145q24P5ct",23,"<1'500- 2'499€
3'100-4'299CHF",18,14,"okay"
"288",229255658041449,"R_YaxFNmBVsljQcN3",-0.067,0.515,"under","R_pbz6lXYpu64Zyut","R_pbz6lXYpu64Zyut",-0.355,0.556,"under","numeracy high",-0.041,0,"no change",1353,"R_YaxFNmBVsljQcN3","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,1047,"R_pbz6lXYpu64Zyut",29,"> 4'000€
>5'900 CHF",22,17,"okay"
"289",229256171549895,"R_6tYWl75MHmR54KB",0.31,0.441,"over","R_1Cl2SebPQbOFhuz","R_1Cl2SebPQbOFhuz",0.492,0.502,"over","numeracy high",-0.061,-0.1,"increased error",636,"R_6tYWl75MHmR54KB","male","Switzerland","> 4'000€
>5'900 CHF","degree",1,6,999,"R_1Cl2SebPQbOFhuz",39,"> 4'000€
>5'900 CHF",10,16,"okay"
"290",229256171552970,"R_Ab6UGDbmjVtu3AZ",0.348,0.718,"over","R_22re08dv5zyt3zy","R_22re08dv5zyt3zy",0.456,0.662,"over","numeracy low",0.0559999999999999,0.1,"decreased error",847,"R_Ab6UGDbmjVtu3AZ","female","Switzerland","> 4'000€
>5'900 CHF","degree",5,9,769,"R_22re08dv5zyt3zy",45,"2'500- 4'000€
<4'300- 5'899CHF",14,12,"okay"
