m,(Intercept),co2-30% CO2,tax+6%,energieabhaengigkeit+20%,zeitpunktin 7 Jahren,ResponseId,gender,age,country,income.wave1,education,climate_concern,concern.scaled
229255657932836,-0.48668605740965587,1.0701775054791947,-4.368196954208093,0.7270209845572031,-0.5169126050210908,R_3fCC8ucc5RnZ1VV,female,26,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,3.75,-1.0125000000000002
229255657933879,-2.186487465306302,0.23654871917192377,-2.182606311550626,0.22393792884881014,-1.067328575328957,R_1mEKYPdbW4MPIrp,female,55,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3.75,-1.0125000000000002
229255657933882,-2.186487465306303,0.23654871917192366,-2.182606311550625,0.22393792884881011,-1.0673285753289559,R_3JEMbuOuhVgoqMu,female,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,2.75,-2.0125
229255657934918,2.638205631364143,0.5786409697107547,-6.573875871267578,0.43306483307304255,-0.3020284376745719,R_3kiAUePCg8kLR8i,female,57,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,5,0.23749999999999982
229255657935968,0.9042306096984217,0.7308543481806016,-5.934445633083263,0.5544260951322002,0.8496910711302377,R_22PLy8f4obVWnmz,male,58,Germany,"<1'500€
<3'100CHF",middle school,4.25,-0.5125000000000002
229255657936995,-2.1864874653063024,0.23654871917192388,-2.182606311550626,0.22393792884881025,-1.067328575328957,R_1cRMDsT3mr8KrF8,male,48,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.2374999999999998
229255657936996,0.4118050934464239,-0.25908416756984687,-4.321176754513469,-0.06246664847147715,0.5971189860995838,R_234fD5Z9iTrtGwl,female,22,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4,-0.7625000000000002
229255657936997,3.5493076476825736,0.5297585446265639,-0.8576500691768096,0.1655732050484538,-0.5256153059547248,R_BVtq8zZtCjE6BB7,male,28,Germany,"> 4'000€
>5'900 CHF",middle school,6,1.2374999999999998
229255657937001,1.8167250502768688,0.668914250522426,-3.32966387940131,0.3780268921045233,-4.5411360578526985,R_cYIwKezOfDVVChz,male,44,Germany,"<1'500€
<3'100CHF",obligatory school,6,1.2374999999999998
229255657938040,0.7636039745439976,1.2201267991874531,-3.3221089762316747,0.7402398311423092,-1.8994286604460102,R_1QlOVkUcUhO7Ja9,male,51,Germany,"> 4'000€
>5'900 CHF",degree,4.75,-0.012500000000000178
229255657938043,2.5425939829487385,0.08705507463934703,-5.149674516507294,0.104388259924794,1.0594923870582105,R_1NaaqSLkXYb5DrA,female,48,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.75,0.9874999999999998
229255657938050,1.8328243167724272,0.46419342458766416,-5.087326992342707,0.3336459490631779,-2.9822354186019195,R_eD8g0UCMaZ6WwHD,female,23,Germany,"> 4'000€
>5'900 CHF",middle school,4,-0.7625000000000002
229255657938053,0.04064319429702956,0.021418141031404603,0.0916478185752374,-0.044025738246586066,-0.6454689816108516,R_2fIqlpFWdm53Qql,male,24,Germany,"<1'500€
<3'100CHF",middle school,3.75,-1.0125000000000002
229255657939087,3.3983358495077347,0.6286275809204243,-3.004132626749969,0.3107279404209864,-0.9294516040074852,R_RJ1q7A8dttieTbH,male,53,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.75,0.9874999999999998
229255657939091,3.305238781821307,0.9461219678588189,-5.4742639127715975,0.5800831620479922,-1.532592587088609,R_25sc4jWiebwhoSv,female,31,Germany,"> 4'000€
>5'900 CHF",degree,4.75,-0.012500000000000178
229255657939099,2.3326068211631528,0.18590581919056398,-5.532260673050368,0.17566648055357614,-1.3764713072435413,R_eyRlyv0mGo9RljH,male,22,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.2374999999999998
229255657940124,2.3326068211631528,0.18590581919056398,-5.532260673050368,0.17566648055357617,-1.3764713072435417,R_33lJSHl58cOMGeI,female,60,Germany,"<1'500€
<3'100CHF",obligatory school,3.5,-1.2625000000000002
229255657940131,3.5493076476825722,0.529758544626564,-0.8576500691768105,0.16557320504845394,-0.5256153059547217,R_2TMKimcEcRwikm9,male,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,3.25,-1.5125000000000002
229255657941170,1.4803061330219944,1.2781701745667382,-1.8888393309711273,0.697235111189515,-0.3995509102567256,R_3g02bcIpWgCvGPQ,female,22,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,6,1.2374999999999998
229255657942213,0.0884551870517769,-0.32759231964624824,-0.32994448820151234,-0.23555726953387168,0.7366312766610505,R_3nUc7oJWOKlnJBV,male,26,Germany,"<1'500€
<3'100CHF",middle school,6,1.2374999999999998
229255657942218,2.6382056313641424,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.3020284376745719,R_20Ov8RSteb1ii4S,male,50,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,3.5,-1.2625000000000002
229255657942219,1.5328968049005853,0.3661866057987185,-2.107662910697907,0.18053386845452138,0.3719743782238145,R_1Liem5kTbkr14lF,male,34,Germany,"> 4'000€
>5'900 CHF",degree,4.25,-0.5125000000000002
229255657944304,0.3054896683714974,0.3510800830088664,0.09086105150128176,0.1348932956972966,-0.6840127977429816,R_2OHnrdDxPzzoGN2,male,24,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,2.25,-2.5125
229255657944311,1.5581580292725297,0.6124843049049287,-4.741323438235339,0.40917670171812814,-4.140011682471173,R_pPH8REPLpVM9lAt,female,27,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,5.75,0.9874999999999998
229255657945095,0.6243552761466403,0.35518636646218027,-1.4191080128671358,0.17580219579257406,0.7941308951111918,R_6MAsqHquroKeIaR,female,29,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,5,0.23749999999999982
229255657946133,-0.5570578814372533,-0.024694902370973937,-4.1779017207747735,0.09923823145132199,1.271032357041391,R_3lK21Kr9Yut8lXb,female,46,Germany,"<1'500€
<3'100CHF",obligatory school,3.75,-1.0125000000000002
229255657946137,3.350424735256494,0.30758556259328396,-1.4626819532236368,0.05588044720129459,-4.629785412963418,R_1o4J2ihtVVaLWHO,female,39,Germany,"<1'500€
<3'100CHF",obligatory school,4.75,-0.012500000000000178
229255657946140,1.7213528744112627,0.9297718176327145,-3.5053368607713473,0.5398235940033124,-4.699885764698042,R_XRlnPVupiXyblEl,female,54,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,6,1.2374999999999998
229255657947177,-1.6252957932663321,-0.013441252070923504,-1.1941499917760057,0.04071908197136448,4.6079777321384014,R_3EzmKs6aYLSYddF,female,30,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,4,-0.7625000000000002
229255657947188,3.5493076476825722,0.5297585446265641,-0.8576500691768096,0.1655732050484539,-0.5256153059547222,R_1i5sFl38pMZRzhx,male,27,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4,-0.7625000000000002
229255657949260,2.6382056313641433,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.3020284376745721,R_7ajpMxoVpAYR3cR,male,49,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.2374999999999998
229255657950310,1.5581580292725297,0.6124843049049287,-4.741323438235339,0.40917670171812803,-4.140011682471173,R_3QYTnPaTC0I3O85,female,45,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.2374999999999998
229255657951349,1.4138789591254364,0.3387397490343955,-1.1488240920060617,0.12993820362675484,-2.970977704133145,R_z0CDhN9620Hiv9T,male,35,Germany,"> 4'000€
>5'900 CHF",degree,6,1.2374999999999998
229255657952395,2.756301988729781,1.1761920680392395,-2.588797076038108,0.6189710732350735,-2.430286752026821,R_1253hukGlxFYfER,male,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.2374999999999998
229255657957600,2.6301221838151374,0.6951164594987655,-0.7085614769155488,0.2706914854895931,-5.738869677798988,R_3oYpTt5mP3Z4rKn,female,54,Germany,"> 4'000€
>5'900 CHF",degree,5.5,0.7374999999999998
229255657958647,2.2297484040165605,0.10350150604629493,-3.067857974816956,0.042220085512675976,-0.8623131892245566,R_3HAg4bflYU3dIBZ,female,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,3,-1.7625000000000002
229255657959433,2.1051342537411237,0.9023203288243707,-6.0060873975419256,0.6116500370723,-1.6725170012048856,R_2zeYp2NsaPfHrFp,female,42,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,5.75,0.9874999999999998
229255657962533,1.007644993903292,0.6188476447485715,-0.42424244171177294,0.27890962547091075,-0.31273601895831904,R_1DOot6b2nba5OXw,male,34,Germany,"<1'500€
<3'100CHF",obligatory school,6,1.2374999999999998
229255657965656,1.5581580292725297,0.6124843049049287,-4.741323438235339,0.4091767017181281,-4.140011682471174,R_YXN6D7S6HtYGyCR,male,67,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,4.75,-0.012500000000000178
229255657966697,1.1712629288040999,0.3943734885834491,-1.7805754388954433,0.19095800644328906,-2.6431381774571054,R_zeY2QpcRAsD3WlH,female,73,Germany,"<1'500€
<3'100CHF",degree,6,1.2374999999999998
229255657966698,2.638205631364143,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.3020284376745719,R_3M6iivw99fLhS17,female,25,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4.5,-0.2625000000000002
229255657967727,-1.1452415245431857,0.3465335524359532,1.4278493757818307,0.13186481584930326,2.7719370852341148,R_2BmUGXI7GjyAitI,male,23,Germany,"> 4'000€
>5'900 CHF",degree,5.25,0.4874999999999998
229255657970831,2.6382056313641424,0.5786409697107548,-6.573875871267577,0.4330648330730426,-0.30202843767457166,R_rkYd49GtMfFH5vj,female,29,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.2374999999999998
229255657980998,4.468962203286507,0.7163999196219311,-2.9805953703801995,0.31414249495085755,-2.741384197511059,R_3nDwBXPS5qRtTye,female,22,Germany,"<1'500€
<3'100CHF",middle school,6,1.2374999999999998
229255657984114,1.4009258978478043,1.1090697431567196,-0.6183353040979389,0.5491819285027288,-3.8615637077844416,R_01khgozVq3awK6l,male,51,Germany,"> 4'000€
>5'900 CHF",degree,6,1.2374999999999998
229255657984125,0.010377706810576592,0.8194084919835243,1.2250917060373432,0.35368753120536023,-4.584348415914418,R_2Ce0NgCH6zpMRJb,female,21,Germany,"> 4'000€
>5'900 CHF",middle school,5.75,0.9874999999999998
229255657985168,3.3610330584002996,0.675509203499508,-5.254323516371214,0.41211716463378323,-1.4462365534072767,R_ClS8HIF9JOBceZj,male,42,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,3.25,-1.5125000000000002
229255657997387,2.6382056313641433,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.3020284376745719,R_0TmEasAMNDaTx73,female,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,4,-0.7625000000000002
229255657999471,2.440384862592075,0.4090156653967947,-3.379572551821419,0.22831226391785148,2.2937849049616696,R_3ivSk5kamR28JsF,female,30,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.25,0.4874999999999998
229255658003638,0.4901685200317871,0.9465180289699149,-4.975997738053443,0.6536157952174924,-1.2651893981859388,R_1d9WC22juoRU6UJ,male,40,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.75,0.9874999999999998
229255658006771,-2.186487465306303,0.23654871917192394,-2.182606311550626,0.2239379288488103,-1.0673285753289568,R_2zhDlGtXXMot5i4,male,31,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,5.75,0.9874999999999998
229255658008611,2.759787349019463,0.7092193225160801,-0.3677054468476517,0.26136006202968887,-4.110670170529813,R_RKdr7d2uoP6lDeF,female,38,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,6,1.2374999999999998
229255658040397,-2.118392256695422,0.5107556842943255,-3.1758247587146875,0.4199165922913613,0.41685733097505406,R_2bJDToiRAL3MEMM,female,42,Germany,"> 4'000€
>5'900 CHF",degree,5.25,0.4874999999999998
229255658041440,2.638205631364143,0.5786409697107547,-6.5738758712675764,0.43306483307304255,-0.3020284376745723,R_1dFaniBnw4OZYyy,female,23,Germany,"<1'500€
<3'100CHF",middle school,3.75,-1.0125000000000002
229255658041449,1.4009258978478043,1.1090697431567196,-0.6183353040979394,0.5491819285027291,-3.861563707784441,R_YaxFNmBVsljQcN3,male,29,Germany,"> 4'000€
>5'900 CHF",degree,5,0.23749999999999982
229256171549895,-0.304684370169491,0.38824197569003904,-3.3057569647958966,0.28987761653408645,-2.5238021115785427,R_6tYWl75MHmR54KB,male,39,Switzerland,"> 4'000€
>5'900 CHF",degree,5.75,0.9874999999999998
229256171552970,1.5988990460888908,-0.08822335043925733,-1.677566071339801,-0.09182741667264116,1.0951876331810046,R_Ab6UGDbmjVtu3AZ,female,45,Switzerland,"> 4'000€
>5'900 CHF",degree,5.75,0.9874999999999998
229256171556050,2.9373310390337086,0.8113592704119886,-3.5309196876052584,0.4434979280822505,-0.24701310730808324,R_1kNYEgfcdgcFO51,female,48,Switzerland,"<1'500€
<3'100CHF",obligatory school,5.25,0.4874999999999998
229256171561183,3.5857907700139484,0.5776655525632114,-3.3534852325748594,0.27730071479221463,-3.1698267751339433,R_11bfomFynMxQ2HS,male,53,Switzerland,"<1'500€
<3'100CHF",obligatory school,5.75,0.9874999999999998
229256171564265,0.3791894284449533,0.6816473960604307,-0.37227984124560365,0.327650852349504,-0.31766014740046167,R_1hYa1lwZUPqom7F,male,52,Switzerland,"> 4'000€
>5'900 CHF",no formal education,6,1.2374999999999998
229256171567352,2.6382056313641424,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.3020284376745719,R_2ypy9ol4uFVDmgX,male,55,Switzerland,"> 4'000€
>5'900 CHF",degree,5.5,0.7374999999999998
229256171569156,1.9966067152922569,0.5293688055372304,-5.36548235705099,0.3753851861870061,-2.283349123032498,R_ZwTzFkXwgh0Fzyx,female,55,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,6,1.2374999999999998
229256171575321,-1.566650626597061,-0.2639963276305781,-3.512523421755448,-0.025376832486948997,1.5074110513189654,R_WdOv7WjyReZ2Izn,male,63,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3.25,-1.5125000000000002
229256171580455,2.3835631232107617,0.5254826022552034,-5.286738760938704,0.3636632862717004,0.9250495294479681,R_1Q5zY16YdoZUa5y,female,48,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,6,1.2374999999999998
229256171581480,-2.1864874653063024,0.23654871917192388,-2.182606311550626,0.22393792884881025,-1.0673285753289572,R_Zxz7oQhXp9jYLIJ,male,71,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,4.5,-0.2625000000000002
229256171581482,2.6301221838151374,0.6951164594987658,-0.7085614769155506,0.2706914854895933,-5.738869677798988,R_2ag9KO7neo6tVIm,male,56,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,6,1.2374999999999998
229256171582508,2.763186069692534,0.5216623132845859,-3.3210592428589445,0.269714969166794,-3.144183662536012,R_3siQFVhDI105wbQ,female,73,Switzerland,"> 4'000€
>5'900 CHF",middle school,6,1.2374999999999998
229256171588667,-1.14322983971851,0.4978104899830456,0.035197806331435544,0.2605937421934118,1.0697014823558657,R_3qguVYjUkuTHVzq,female,33,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.25,-0.5125000000000002
229256171601985,2.6382056313641424,0.5786409697107547,-6.573875871267577,0.43306483307304255,-0.3020284376745721,R_3mgY6Y0UIN2HyQ8,female,50,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,3.25,-1.5125000000000002
229256171609167,2.6600258938668766,0.9515658503819093,-4.656469132248606,0.5687010849551947,-2.3593889930263323,R_DNRyhi5gcPlwDRv,male,47,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.2374999999999998
229256171622503,-1.0843922585776427,0.49200532371445915,-3.5997092339967045,0.3927849166351004,-0.45769174024233705,R_2aIvH7bEKgmeRSd,male,41,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,4.5,-0.2625000000000002
229256171627637,2.6382056313641433,0.5786409697107548,-6.573875871267577,0.4330648330730426,-0.3020284376745721,R_1pFFynC7x9eitnk,male,45,Switzerland,"> 4'000€
>5'900 CHF",degree,3.5,-1.2625000000000002
229256171630718,2.222261644512377,0.44925225547711056,-5.750555733371475,0.34111206834850893,-1.463429591394519,R_1o1iNts3exPmieU,female,64,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.25,0.4874999999999998
229256171632771,0.6878214762235982,0.13441862597117016,-3.730185366760969,0.1269639885517229,-3.062178475469325,R_3RxPwUixZH8gUCG,female,59,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",degree,5.75,0.9874999999999998
229256171634821,0.9042306096984212,0.7308543481806016,-5.9344456330832625,0.5544260951322003,0.8496910711302381,R_2fuJo4me5I910j7,female,53,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,4.75,-0.012500000000000178
229256171636877,2.638205631364143,0.5786409697107547,-6.573875871267578,0.43306483307304267,-0.3020284376745712,R_3s04VQwuwiRt0e2,female,60,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,5.5,0.7374999999999998
229256171643037,3.0763827128323986,0.6595949591759729,-0.3784414906251694,0.2278877053604904,-2.3064733552077668,R_2uwvL5BoGGFwws2,male,50,Switzerland,"<1'500€
<3'100CHF",obligatory school,4,-0.7625000000000002
229256171644062,2.6382056313641433,0.5786409697107547,-6.573875871267577,0.4330648330730426,-0.3020284376745723,R_1FDtuG3k56IdBXy,male,64,Switzerland,"> 4'000€
>5'900 CHF",degree,5,0.23749999999999982
229256171658438,-1.8781422343968366,0.0864747993395163,-3.0905884909284005,0.16816458429890963,0.5653208608769145,R_2xxvAFqyH4RVpzq,male,76,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,3.75,-1.0125000000000002
229256171660490,-0.042397028712871876,0.21076746035418303,-2.8265544718152626,0.17111572044547937,1.0538655033709472,R_PtRAPkXLYtVoPRL,male,68,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,4.5,-0.2625000000000002
229256171670763,2.638205631364143,0.5786409697107547,-6.573875871267577,0.4330648330730426,-0.3020284376745721,R_1LoIjURU32wpqKF,male,44,Switzerland,"> 4'000€
>5'900 CHF",middle school,5.75,0.9874999999999998
229256171671793,3.4627552490544726,0.2335685016549619,-5.015356970378196,0.14898490579499202,-1.2650301539264683,R_1jxNAbcEEMGNBkz,female,20,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5,0.23749999999999982
229256171672827,1.0662937554121468,1.07316464871157,-3.5855606967241864,0.6523069865338527,-1.191552746869528,R_12nkx2QU4KAOjzq,male,57,Switzerland,"> 4'000€
>5'900 CHF",degree,3.25,-1.5125000000000002
229256171673852,0.08898727425871544,-0.1420169742733779,0.17236908906032733,-0.14845157165345868,-1.86901194501241,R_2YeW7uQvRMTF8ky,male,29,Switzerland,"> 4'000€
>5'900 CHF",degree,3.75,-1.0125000000000002
229256171674879,2.3326068211631528,0.1859058191905641,-5.532260673050368,0.1756664805535762,-1.3764713072435415,R_24dRrvyxoU59T4B,female,34,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.5,-0.2625000000000002
229256171675654,0.8127544836766242,1.1400967484560616,-3.19617772968594,0.6800575687774622,-1.8926176627842393,R_d6TNkq58psgoxkB,male,33,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.25,-0.5125000000000002
229256171676680,3.4627552490544735,0.23356850165496162,-5.015356970378196,0.14898490579499185,-1.2650301539264688,R_1JF7XaAKoJRpbIc,female,45,Switzerland,"> 4'000€
>5'900 CHF",degree,4,-0.7625000000000002
229256171677705,1.68116890140506,0.9015547032019516,-5.311101610835502,0.5950039390003645,-3.224427667838907,R_3PYnhkLo2TXKK4D,female,48,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,5.5,0.7374999999999998
229256171686962,0.5350790765965662,0.7814047410830587,-1.038265835956158,0.41129515766637814,-1.8400290070779033,R_2ayLh5c9IhMIC9i,female,47,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,3.75,-1.0125000000000002
229256171696202,1.0053113808516678,0.365492445991801,-2.049115091113752,0.19736431580149896,2.565719199593427,R_2qlwF1uzLoScQei,female,25,Switzerland,"> 4'000€
>5'900 CHF",middle school,4.5,-0.2625000000000002
229256171697233,2.3750961371668335,0.9855386716998209,-3.946908186720827,0.5832597743431297,1.3202318676138445,R_1IMZNh1qbXTSlrJ,female,22,Switzerland,"> 4'000€
>5'900 CHF",middle school,5.25,0.4874999999999998
229256171701343,0.4886483576248062,1.1682050181908084,-1.564340838585347,0.6429791990752212,-4.225704964807333,R_1OSLfnCUehYs09o,female,70,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,4.75,-0.012500000000000178
229256171706482,1.0477253034842646,0.46437760813394247,-5.699288013994298,0.3853649537998921,0.8708641403818258,R_3PdDif9u0ZvPaFj,female,38,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,6,1.2374999999999998
229256171707512,0.7108549992541893,0.7870629681692374,-5.114172953915627,0.5568425667108187,-0.4122851506519227,R_AAHKZ3vcmf71Pjj,male,25,Switzerland,"> 4'000€
>5'900 CHF",degree,4.75,-0.012500000000000178
229256171709564,0.6903248149994305,-0.2207452654425447,-0.7623220774651416,-0.18073268033449863,0.2934921521405327,R_1ghcFo1JrTvT8DO,male,43,Switzerland,"> 4'000€
>5'900 CHF",degree,4,-0.7625000000000002
229256171710589,-0.5560657421480202,0.5494288933664778,0.6228633493382203,0.2468165457115404,-1.3440599663243842,R_d50fbnX2sibKAF3,male,52,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,4,-0.7625000000000002
229256171712646,2.560485255105191,0.8683896817000656,-4.113023113941913,0.508752345288613,0.5132582227070306,R_Or1AiWB4eJhjZpD,female,47,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.5,0.7374999999999998
229256171715723,0.5624262477026161,-0.31682542514857437,-0.32483758452843636,-0.24419921061665661,0.7942148695510496,R_3GkuEkULXiMZYtc,female,61,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",no formal education,3.75,-1.0125000000000002
229256171733167,3.802317299967154,0.9059709267290281,-1.8669440375820947,0.40876701645536867,-1.54666340841957,R_3lWWBqWRXixfnYH,female,24,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.2374999999999998
229256171741387,1.89682771865927,0.7879911210092438,-5.606708268471444,0.5385895373617363,-2.3887447213383837,R_2AMhKoUk1l2B7aY,male,26,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.25,0.4874999999999998
229256171742412,0.7588730343512331,0.4605229178252722,-4.526996402867235,0.34399222721818584,-1.1395343256793082,R_1jdYlkrQYepVBTk,male,34,Switzerland,"> 4'000€
>5'900 CHF",degree,4.5,-0.2625000000000002
229256171743437,3.3052387818213065,0.9461219678588189,-5.4742639127715975,0.5800831620479922,-1.5325925870886095,R_UutbqIVKMY6CypX,male,36,Switzerland,"> 4'000€
>5'900 CHF",degree,5.5,0.7374999999999998
229256171747545,1.116781178770522,0.9124181896691593,-3.54235585061465,0.5621196574853129,-1.119691915519463,R_3kdqI28TtxYBkTf,male,49,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5,0.23749999999999982
229256171754731,-2.186487465306302,0.23654871917192377,-2.182606311550626,0.22393792884881014,-1.0673285753289576,R_2VO6QNbhe2MmBTA,female,45,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",no formal education,5.75,0.9874999999999998
229256171770896,-0.5785407975047798,0.35163816011265486,0.09698734509603879,0.1514924824824896,0.152227012951204,R_9SwDxmdVRzn9FdL,female,38,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.5,-0.2625000000000002
229256171776032,0.8176294916330891,0.7149250290254705,-2.5532629870230683,0.4264151863511867,-0.2679832787010554,R_2wconsnovSxkAzJ,female,23,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,6,1.2374999999999998
229256171783216,3.373806487898216,0.7927420969059145,-3.0377060778490224,0.40166132007968613,-1.0105774795152438,R_zcIOfFYEC8ro0Br,male,39,Switzerland,"> 4'000€
>5'900 CHF",degree,4.25,-0.5125000000000002
229256171785269,-0.38453969235737273,0.17704325193749226,0.10028670725690825,0.05634775602340064,2.666072899921017,R_DN9LrTUXQB9HbGh,male,24,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,4.75,-0.012500000000000178
229256171818133,2.329499566076348,0.366980804950125,-4.854278957428853,0.2630754698746385,1.7552270828389518,R_eKWYsNTk180LbDr,male,29,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.2374999999999998
229256171834554,2.79390352747027,0.8729181855854324,-4.544414932186647,0.5204377211592849,-0.286957700093603,R_3K1TMk6DxQbXkNX,female,25,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",degree,5.5,0.7374999999999998
229256171835582,-1.7171013806746225,-0.16593145802709852,-2.8644883076920147,0.007009491198165407,0.6047864659392346,R_3s6qPNlNN0k4mS0,female,31,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,4.5,-0.2625000000000002
229256171858967,0.03629623878721078,-0.25084583717134734,-1.5311870269266767,-0.1479050149033272,1.8980415678490692,R_3KBbO4HrzSQov8h,female,20,Switzerland,"<1'500€
<3'100CHF",degree,3.25,-1.5125000000000002
229256171870273,2.7291289078831613,0.567346716742329,-2.3170501848872203,0.25762956612390064,-4.115853905377872,R_2bWrFPxwlUFwasN,female,28,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,4.75,-0.012500000000000178
229256171870274,2.3294995660763487,0.3669808049501252,-4.854278957428854,0.26307546987463865,1.7552270828389513,R_1Q3XRvqD5es3aBY,female,51,Switzerland,"> 4'000€
>5'900 CHF",middle school,5,0.23749999999999982
229256171892884,2.638205631364143,0.5786409697107547,-6.573875871267578,0.4330648330730426,-0.3020284376745719,R_1BXgSc3k1bJf4ZS,female,36,Switzerland,"> 4'000€
>5'900 CHF",no formal education,4.25,-0.5125000000000002
229256171900089,2.6639356556028972,0.9158365111500539,-3.5177881816673944,0.5037546813946504,-3.355816893869803,R_2uWhDV9m74Qx5XY,female,46,Switzerland,"> 4'000€
>5'900 CHF",degree,4.75,-0.012500000000000178
229256171906265,3.182807998791616,1.0020686471626823,-1.7185082522784176,0.4690654332351334,-5.049555767887766,R_yPjecBYgKLBuysN,male,22,Switzerland,"> 4'000€
>5'900 CHF",middle school,5.5,0.7374999999999998
229256171907291,3.5493076476825727,0.5297585446265638,-0.8576500691768105,0.1655732050484538,-0.5256153059547239,R_1kMmTGmvgH9gulq,male,22,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,6,1.2374999999999998
229256171909345,0.2739355792005316,-0.2411485485686854,0.165606766741357,-0.21362642227908113,0.25778278875543914,R_21EUzM0DwlGLdbs,female,30,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,3.5,-1.2625000000000002
229256171948130,0.44874280917155973,-0.28965857420973673,-1.3355473983197284,-0.19035148554930736,-0.17313650737159092,R_1fd2Evcwen0hq9i,male,37,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.2374999999999998
