"","ResponseId.wave1","m","Sum","Duration.wave1","gender","country","income.wave1","education","household_size","politcalorientation","ResponseId","age","Minutes.wave1","Minutes","climate_concern","concern.scaled","exp.low_che.int","exp.low_che.hig","exp.low_mid.hig","exp.int_che.hig","exp.int_mid.hig","mid.low_che.int","mid.low_che.hig","percent"
"267","R_27eATTdBXeYG3tx",229242449960046,7,1621,"male","Switzerland","> 4'000€
>5'900 CHF","middle school",2,4,"R_YVse2xBKz1KBkEF",71,27,"okay",3.25,-1.5125,1,1,1,1,1,1,1,1
"268","R_27I3NTchpL5dg6a",229677069756609,4,632,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,"R_1H6Rjj0awqzoXyO",70,10,"okay",5,0.2375,0,1,1,0,0,1,1,0.571428571428571
"269","R_27JPdjUCRJVPpPD",229677069755553,4,1195,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,6,"R_3NFkiMPlq1ujKz7",62,19,"okay",5.75,0.9875,0,0,1,0,1,1,1,0.571428571428571
"270","R_27KxgmbOovlZ01z",229320605975640,1,351,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",4,6,"R_RCcAMaUoWyEEkvL",23,5,"speeder",4,-0.7625,0,1,0,0,0,0,0,0.142857142857143
"271","R_27paz7ivFJBQEwk",229410207207669,4,1145,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,"R_2YKwMWQVUVMr2UE",31,19,"okay",4.5,-0.2625,0,0,1,1,1,1,0,0.571428571428571
"272","R_27U9ZJqGrlxlBEJ",229256171975909,3,844,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,"R_xAvoffPJOr1jEZ3",18,14,"okay",4.5,-0.2625,0,0,0,0,1,1,1,0.428571428571429
"273","R_27W1NFJXInLwDZw",229242295770258,6,1020,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,7,"R_307T5nH5VTePCcQ",26,17,"okay",6,1.2375,1,1,1,1,1,0,1,0.857142857142857
"274","R_27wlgEvlswXJirC",229320605937800,1,545,"female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,"R_1jeTsNxm9GjoHSg",37,9,"okay",4.5,-0.2625,0,0,1,0,0,0,0,0.142857142857143
"275","R_27wlK1Z5sH71KQ0",229758454235278,1,874,"female","Switzerland","<1'500€
<3'100CHF","degree",1,3,"R_1gMTHND9hMVtlq6",61,14,"okay",6,1.2375,0,0,1,0,0,0,0,0.142857142857143
"276","R_27WPtaUNfo36sRF",229242295752791,7,1402,"female","Germany","<1'500€
<3'100CHF","no formal education",2,6,"R_YPvw2kLOGumRTG1",63,23,"okay",5.75,0.9875,1,1,1,1,1,1,1,1
"277","R_28UI6S5JgZB4fRG",229409893614815,2,544,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,"R_2trlsJrfwYEN5I7",42,9,"okay",4.75,-0.0125000000000002,0,0,0,0,1,0,1,0.285714285714286
"278","R_29iyunHJ5FsrRr3",229409893603348,0,3700,"male","Germany","<1'500€
<3'100CHF","middle school",1,6,"R_DkR6Ku8TUssOSel",46,61,"okay",1.75,-3.0125,0,0,0,0,0,0,0,0
"279","R_2aA1uQbxplArdVS",229410206629046,7,1244,"female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,"R_5juCpAlJ647ENRT",66,20,"okay",5.25,0.4875,1,1,1,1,1,1,1,1
"280","R_2aFZCsf96UrGETa",229242295745745,4,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,8,"R_1rer6VEu9uPhqKg",33,12,"okay",5.5,0.7375,0,1,1,0,1,0,1,0.571428571428571
"281","R_2ag9KO7neo6tVIm",229256171581482,3,626,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,"R_3khTb6ohZTEw1uj",56,10,"okay",6,1.2375,0,1,1,0,0,0,1,0.428571428571429
"282","R_2ahLJVgIViB6bu6",229321437739104,2,682,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,"R_1MK61RcnsRnWNLS",58,11,"okay",3,-1.7625,0,0,0,0,0,1,1,0.285714285714286
"283","R_2aIvH7bEKgmeRSd",229256171622503,2,1595,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",4,9,"R_3pkY5QiTao68mOf",41,26,"okay",4.5,-0.2625,0,0,0,0,1,0,1,0.285714285714286
"284","R_2AL7oFTWsNWvqno",229678093429864,7,1012,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",3,10,"R_3k4U2ExVmbnGCsw",41,16,"okay",5,0.2375,1,1,1,1,1,1,1,1
"285","R_2AMfF4aom3GcQs1",229678093138135,5,768,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,5,"R_cUssRwZ7X6KVAKR",42,12,"okay",5,0.2375,0,1,1,1,1,0,1,0.714285714285714
"286","R_2AMhKoUk1l2B7aY",229256171741387,5,1169,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,"R_RCgfxvMaSTFEMEx",26,19,"okay",5.25,0.4875,0,1,1,1,1,0,1,0.714285714285714
"287","R_2ANL6TUtu4Hof3w",229409893614809,1,877,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,7,"R_3PMDY8ouNSnNQBG",52,14,"okay",3,-1.7625,0,1,0,0,0,0,0,0.142857142857143
"288","R_2aOZbvUCWCaZgT8",229678093275314,4,13989,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,"R_3lPRoXD0peSUgP1",68,233,"okay",5,0.2375,0,1,1,0,1,0,1,0.571428571428571
"289","R_2AQG0rzvUe5a4kM",229255657932828,7,1079,"female","Germany","> 4'000€
>5'900 CHF","degree",4,7,"R_3MuHWM5gnFAahwf",60,17,"okay",5.25,0.4875,1,1,1,1,1,1,1,1
"290","R_2aRhgiVVw1l9p9F",229409893570765,1,1213,"female","Germany","> 4'000€
>5'900 CHF","degree",2,8,"R_1jqvBy9CpnCdJTY",64,20,"okay",6,1.2375,0,0,1,0,0,0,0,0.142857142857143
"291","R_2ARWpxcD2tBg6mr",229321438125234,2,807,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,"R_3lUpoBEtzy9drZD",30,13,"okay",4.75,-0.0125000000000002,0,0,1,0,0,0,1,0.285714285714286
"292","R_2AS6r9rkhDs433r",229410206644455,5,1001,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,7,"R_269gcLFmULGPptO",65,16,"okay",6,1.2375,0,1,1,0,1,1,1,0.714285714285714
"293","R_2AS87J6lireNMJW",229758454236304,1,634,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",5,3,"R_2ghsWopwxNyadTb",44,10,"okay",3.25,-1.5125,0,0,1,0,0,0,0,0.142857142857143
"294","R_2ATjPtCSOZaMUPH",229937963200661,6,2229,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,"R_ANf56GXKmvpHaHn",66,37,"okay",3.75,-1.0125,1,1,0,1,1,1,1,0.857142857142857
"295","R_2aWDr9m7meRoIVQ",229937963347010,7,2834,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,6,"R_2CKdLXRBdTOZHOl",57,47,"okay",6,1.2375,1,1,1,1,1,1,1,1
"296","R_2aWxzqPcyeNHoFi",229678093414638,5,1921,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,"R_r8UYG8lc0kWI42R",33,32,"okay",2.75,-2.0125,0,1,1,0,1,1,1,0.714285714285714
"297","R_2AYaEaBun0p5kaC",229166066780393,1,956,"male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,8,"R_1Oq34eyVcqNOov1",57,15,"okay",4.75,-0.0125000000000002,0,0,0,0,0,0,1,0.142857142857143
"298","R_2ayLh5c9IhMIC9i",229256171686962,7,869,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,1,"R_41SUxklhhvDwxDX",47,14,"speeder",3.75,-1.0125,1,1,1,1,1,1,1,1
"299","R_2Bas2WO0yoM9QdK",229242295848169,5,1225,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,"R_1OwNrBIiXECqoyG",67,20,"okay",5,0.2375,0,1,1,1,1,0,1,0.714285714285714
"300","R_2Bb93RL9NgAu4F4",229242295846088,3,1199,"female","Germany","> 4'000€
>5'900 CHF","middle school",3,7,"R_2DNsM3YlHw1zL8G",21,19,"okay",4,-0.7625,0,1,0,0,1,1,0,0.428571428571429
"301","R_2BfYn1I2a51vRhw",229677069770882,2,2085,"male","Germany","> 4'000€
>5'900 CHF","middle school",4,4,"R_5pvosAPSGgsbplv",55,34,"okay",5.25,0.4875,0,0,0,0,1,0,1,0.285714285714286
"302","R_2bJDToiRAL3MEMM",229255658040397,5,1497,"female","Germany","> 4'000€
>5'900 CHF","degree",3,2,"R_seaXQMZjWZEuFVv",42,24,"okay",5.25,0.4875,0,1,1,1,1,0,1,0.714285714285714
"303","R_2BmUGXI7GjyAitI",229255657967727,6,1667,"male","Germany","> 4'000€
>5'900 CHF","degree",3,8,"R_2zY0Z3F9933vCHh",23,27,"okay",5.25,0.4875,1,1,1,1,1,1,0,0.857142857142857
"304","R_2BnFF7O0UemP6bn",229166066821130,3,1319,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,"R_1KXEGN3b38r2ypb",36,21,"okay",6,1.2375,0,0,1,0,1,0,1,0.428571428571429
"305","R_2bNQX6i4Gfq2gKY",229855351994463,5,1094,"female","Germany","> 4'000€
>5'900 CHF","no formal education",2,7,"R_3MxtBVkHFb0eckC",62,18,"okay",6,1.2375,0,1,1,1,1,0,1,0.714285714285714
"306","R_2BqCqINqXblVi4A",229937962964147,2,984,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,8,"R_3GvpTnsgO0dN7v3",71,16,"okay",6,1.2375,0,0,1,0,1,0,0,0.285714285714286
"307","R_2bUdU71myo1l20P",229410207311898,3,1471,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,4,"R_3eagtAH5SJ1436B",46,24,"okay",5.75,0.9875,0,0,1,0,0,1,1,0.428571428571429
"308","R_2bWrFPxwlUFwasN",229256171870273,5,1100,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,"R_3J8CArQnsceZPxX",28,18,"okay",4.75,-0.0125000000000002,1,0,1,0,1,1,1,0.714285714285714
"309","R_2BzznLYXGk7FwkP",229320605934668,5,1700,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,2,"R_xGk5dztD7FbF3wJ",63,28,"okay",5.25,0.4875,0,1,1,0,1,1,1,0.714285714285714
"310","R_2c0CCOxpaH46dQP",229677069796587,3,1651,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,"R_9XkdSTL43hLrWg1",65,27,"okay",6,1.2375,0,0,1,0,1,0,1,0.428571428571429
"311","R_2c1xu1yXOgGD30y",229242295753844,3,621,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,"R_0pu0FH42yF3mlGx",33,10,"okay",3.75,-1.0125,1,0,0,1,1,0,0,0.428571428571429
"312","R_2c57RvqIlGbiyW3",229320605952170,7,1529,"female","Germany","<1'500€
<3'100CHF","degree",3,6,"R_1gnF5xx7LiG6Ey4",62,25,"okay",4.25,-0.5125,1,1,1,1,1,1,1,1
"313","R_2cBDYRcdwlr6tJe",229166066803864,0,1514,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",3,4,"R_10xEptLaoi40BlX",67,25,"okay",5.5,0.7375,0,0,0,0,0,0,0,0
"314","R_2cbJOwBGVIyOrYF",229937963048994,7,1289,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,"R_e5qmKddRNlgx7SV",52,21,"okay",2.5,-2.2625,1,1,1,1,1,1,1,1
"315","R_2Ce0NgCH6zpMRJb",229255657984125,5,926,"female","Germany","> 4'000€
>5'900 CHF","middle school",4,5,"R_300O2DUnqnIyEq8",21,15,"okay",5.75,0.9875,0,1,1,0,1,1,1,0.714285714285714
"316","R_2CeJTzNjSsx2qQD",229320605935718,3,1459,"male","Germany","> 4'000€
>5'900 CHF","degree",2,6,"R_2YJ3yYatdij6rX1",58,24,"okay",5,0.2375,0,0,1,0,1,0,1,0.428571428571429
"317","R_2CeRAdFGYdyKpNa",229937963154540,0,1749,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_1rMMLys7a9QDlKp",43,29,"okay",4.75,-0.0125000000000002,0,0,0,0,0,0,0,0
"318","R_2ceymxYT85FoJCf",229409893580937,2,2096,"male","Germany","<1'500€
<3'100CHF","obligatory school",1,3,"R_2V7V0A92aL8qxj3",60,34,"okay",4.75,-0.0125000000000002,0,0,1,0,0,0,1,0.285714285714286
"319","R_2CO2PyLQ0hXJVAk",229409893565555,4,1705,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,6,"R_PM2SPU5OqQOPebn",70,28,"okay",4.25,-0.5125,0,1,1,0,1,0,1,0.571428571428571
"320","R_2CWHyt8sRRjB7NC",229242295758012,4,663,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,"R_1IpgGeW9HhtlACQ",26,11,"okay",3.5,-1.2625,1,0,0,0,1,1,1,0.571428571428571
"321","R_2CWJaPOnrUPAZRO",229410206789674,2,731,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,"R_1cTvFzZh8rAXZLM",30,12,"okay",5,0.2375,0,0,1,0,1,0,0,0.285714285714286
"322","R_2CwtHJNvVKqQxpK",229321437877282,2,1545,"female","Switzerland","<1'500€
<3'100CHF","no formal education",3,7,"R_1rGjHoIhYHFANNu",50,25,"okay",4.5,-0.2625,0,0,1,0,0,0,1,0.285714285714286
"323","R_2D0HsJW89BCf2CJ",229678093130942,1,6757,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,8,"R_2tunXP6UyGFpYHU",41,112,"okay",2.25,-2.5125,0,0,1,0,0,0,0,0.142857142857143
"324","R_2dFLAg1r8gfesUi",229677069789327,3,838,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_2UVPhEcZkIqzMpj",55,13,"okay",5.25,0.4875,0,1,1,0,0,0,1,0.428571428571429
"325","R_2dHkl1F6JWDWwxd",229242450031736,7,828,"female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,"R_2uwdWxZvlMDvlSb",36,13,"okay",5.5,0.7375,1,1,1,1,1,1,1,1
"326","R_2DMjCJGfAwhN96U",229409893587973,4,13634,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,"R_3D6L59mSw4oauWc",64,227,"okay",3.5,-1.2625,0,0,1,1,1,0,1,0.571428571428571
"327","R_2dmTN9FJIaj61fb",229242295791846,7,760,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",4,6,"R_2aGDROz7N2AxH8J",39,12,"okay",5.5,0.7375,1,1,1,1,1,1,1,1
"328","R_2DSxRgPUcZWcdCY",229320605969647,4,240,"female","Germany","> 4'000€
>5'900 CHF","degree",1,7,"R_a67DF2TLNaBC4o1",29,4,"speeder",3,-1.7625,1,1,0,1,0,0,1,0.571428571428571
"329","R_2dXrCgiGyoz4vxp",229256171962526,2,2707,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,"R_3O3nOZtgpHg6gaK",39,45,"okay",6,1.2375,0,0,1,0,0,0,1,0.285714285714286
"330","R_2dXyMLEkpgTNWbL",229321438117027,4,376,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,9,"R_ODmyiItFBHWyQEh",48,6,"speeder",4.25,-0.5125,0,1,1,1,0,1,0,0.571428571428571
"331","R_2DY4bjcMt1uUW6A",229677069786223,1,728,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,"R_2AZ25bimn4Bqy4F",67,12,"okay",6,1.2375,0,0,0,0,0,0,1,0.142857142857143
"332","R_2dyI7M4jUgDJyVI",229678093404309,1,934,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,6,"R_2wt1y2Xbl9pcLpW",40,15,"okay",4,-0.7625,0,0,1,0,0,0,0,0.142857142857143
"333","R_2DZi80hSou2TVDZ",229320605959217,3,583,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",4,8,"R_Y5HVnFHXtJ9Ue5z",23,9,"okay",3.75,-1.0125,0,0,1,0,1,0,1,0.428571428571429
"334","R_2E01z90fXjKkzDS",229758454128733,7,407,"male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",1,5,"R_27EHpzwuD9TKLik",51,6,"speeder",4.5,-0.2625,1,1,1,1,1,1,1,1
"335","R_2E0smvzVa5RkXjW",229678093236281,6,1641,"male","Switzerland","<1'500€
<3'100CHF","degree",1,2,"R_3Kwkto5OYOMGaGx",72,27,"okay",4.5,-0.2625,0,1,1,1,1,1,1,0.857142857142857
"336","R_2E6rPzjAynfVy5B",229937963524329,6,678,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,"R_25zq5nVLCITNtp3",47,11,"okay",4,-0.7625,1,1,1,1,0,1,1,0.857142857142857
"337","R_2E6Tq5gpEy3lxsv",229321438308355,5,594,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,2,"R_2EudHnKol1N7utZ",19,9,"speeder",4.25,-0.5125,0,1,1,0,1,1,1,0.714285714285714
"338","R_2e8rPRQ3Tf6hpC0",229166066799696,1,2921,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,5,"R_3Pe0emppqE6grrU",41,48,"okay",4.75,-0.0125000000000002,0,0,1,0,0,0,0,0.142857142857143
"339","R_2e8sVL8jsHf5s0K",229320605963392,3,820,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",4,6,"R_BrenzupbO28TNhn",30,13,"okay",4,-0.7625,1,0,0,0,0,1,1,0.428571428571429
"340","R_2EAdFWU1xsp70SE",230469411958921,7,1326,"male","Switzerland","> 4'000€
>5'900 CHF","degree",2,5,"R_1F95ZqBmJuJUOkw",75,22,"okay",5,0.2375,1,1,1,1,1,1,1,1
"341","R_2EBhClLUXMckvNP",229677069755550,6,1083,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,"R_2fxg9AHWtBi2GBP",77,18,"okay",6,1.2375,0,1,1,1,1,1,1,0.857142857142857
"342","R_2EEuiLLUQlAKcEz",229166066789519,4,481,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,"R_ZKQs1KphaxQxIbf",25,8,"speeder",1.75,-3.0125,1,1,1,0,0,0,1,0.571428571428571
"343","R_2EGABATwmRGCMaX",229409893584066,7,725,"male","Germany","<1'500€
<3'100CHF","degree",1,6,"R_2zMd9bkt5QQ0oyj",30,12,"okay",5.25,0.4875,1,1,1,1,1,1,1,1
"344","R_2EhFk9vlQYPpHee",229678093111417,4,950,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,"R_2RaD1qLsjvheOt2",46,15,"okay",4,-0.7625,0,0,1,0,1,1,1,0.571428571428571
"345","R_2EhtC7RpoGqCbe4",229409893572855,2,2923,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_10ZbpT2snlVjOtf",64,48,"okay",6,1.2375,0,0,1,0,0,0,1,0.285714285714286
"346","R_2Ei8K9LjcjDieE9",229409893598399,5,1632,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",3,5,"R_3P7edDRGQnc2Fot",42,27,"okay",5.5,0.7375,0,1,1,0,1,1,1,0.714285714285714
"347","R_2EiZqFF8frpKsNn",230469411962007,6,874,"female","Switzerland","> 4'000€
>5'900 CHF","middle school",2,5,"R_Wc9R39yolT7MThT",55,14,"okay",4.75,-0.0125000000000002,0,1,1,1,1,1,1,0.857142857142857
"348","R_2ePGhUSWhjV9inV",229242295744700,6,1672,"male","Germany","<1'500€
<3'100CHF","obligatory school",2,5,"R_1QrpE21fw7QXXYu",60,27,"okay",6,1.2375,0,1,1,1,1,1,1,0.857142857142857
"349","R_2eVHaP99y0kDK1c",229321438289110,5,1679,"female","Switzerland","<1'500€
<3'100CHF","obligatory school",2,4,"R_2QYGfMYzAouv17p",60,27,"okay",5.75,0.9875,1,0,1,1,1,0,1,0.714285714285714
"350","R_2Evp2buY7Uor84e",229255657932820,3,1049,"female","Germany","> 4'000€
>5'900 CHF","degree",2,5,"R_3G6sJVzV6kfEKOa",54,17,"okay",4.5,-0.2625,0,1,0,0,0,1,1,0.428571428571429
"351","R_2eWpeTRJpGlwVaj",229410206670888,2,1376,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_1JRayd9wQa6dbuE",71,22,"okay",4.25,-0.5125,0,0,1,0,0,0,1,0.285714285714286
"352","R_2f7CBh1lJf4ruTO",229242295744711,7,575,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,"R_3memv651G9uTAZj",37,9,"okay",6,1.2375,1,1,1,1,1,1,1,1
"353","R_2f9BA7fnWi1TWYv",229677069757654,5,3181,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,"R_238izBRhPBGCp9W",51,53,"okay",6,1.2375,0,1,1,1,1,0,1,0.714285714285714
"354","R_2fa3tzzYgAN6xyI",229937962990809,0,663,"male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,"R_OwY0BjyA8AlUB3z",58,11,"okay",3.75,-1.0125,0,0,0,0,0,0,0,0
"355","R_2fIqlpFWdm53Qql",229255657938053,1,271,"male","Germany","<1'500€
<3'100CHF","middle school",2,6,"R_3G8I7WddfYMcMEJ",24,4,"speeder",3.75,-1.0125,1,0,0,0,0,0,0,0.142857142857143
"356","R_2foMNPrTSlORSmT",229409893580943,3,560,"female","Germany","<1'500€
<3'100CHF","degree",1,4,"R_3HnNy5J0bdL2Jlz",32,9,"okay",5.5,0.7375,0,1,1,0,0,1,0,0.428571428571429
"357","R_2fuJo4me5I910j7",229256171634821,4,2023,"female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,6,"R_2BkQ3ur5epxKfRW",53,33,"okay",4.75,-0.0125000000000002,0,0,1,0,1,1,1,0.571428571428571
"358","R_2fuNpV3D3K5D2hH",229320605935728,7,916,"male","Germany","> 4'000€
>5'900 CHF","degree",3,3,"R_1FDpeUrcOgJSNxf",65,15,"okay",6,1.2375,1,1,1,1,1,1,1,1
"359","R_2hjRh8rlcPAgJEZ",229410206617741,5,625,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,9,"R_2s1p24MNKJ6pXqN",57,10,"okay",3.75,-1.0125,0,1,0,1,1,1,1,0.714285714285714
"360","R_2lBmcIYsx0e2otb",229678093160510,7,2062,"female","Switzerland","<1'500€
<3'100CHF","no formal education",1,8,"R_3p2SlJMvhHdZQFF",79,34,"okay",4.75,-0.0125000000000002,1,1,1,1,1,1,1,1
"361","R_2OHnrdDxPzzoGN2",229255657944304,3,870,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,4,"R_RXD3p5as6SpKiqd",24,14,"speeder",2.25,-2.5125,0,0,0,1,0,1,1,0.428571428571429
"362","R_2OHnw7eiEYDNkMB",229321437575305,2,1314,"male","Switzerland","<1'500€
<3'100CHF","degree",1,6,"R_1g8sB1oxmSUbqac",73,21,"okay",4.75,-0.0125000000000002,0,0,1,0,0,0,1,0.285714285714286
"363","R_2ONqk47gdZJglgM",229321437507604,3,869,"female","Switzerland","<1'500€
<3'100CHF","no formal education",2,6,"R_1mn6nqlgVzfC7By",50,14,"okay",4,-0.7625,0,0,1,0,1,0,1,0.428571428571429
"364","R_2OOx0vJi7nA3Huy",229678093114502,7,2397,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,"R_1CevVXtsMkU9MWT",69,39,"okay",6,1.2375,1,1,1,1,1,1,1,1
"365","R_2OTofi6rpYevv5M",229678093431933,7,905,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,7,"R_1gznfQwU0vN5Ydh",32,15,"okay",2.5,-2.2625,1,1,1,1,1,1,1,1
"366","R_2PAnGcUY9OHQY0i",229677069786216,1,1031,"male","Germany","> 4'000€
>5'900 CHF","degree",2,7,"R_9Lwbu0dX4GYTTdT",34,17,"okay",5.5,0.7375,0,0,0,0,0,0,1,0.142857142857143
"367","R_2Pbst8kdZluDtvH",229409893572842,7,1044,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,6,"R_1j9BySKkUls71SL",35,17,"okay",5,0.2375,1,1,1,1,1,1,1,1
"368","R_2pLCH6mq4wtcN0V",229409893580935,7,2625,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,3,"R_ymx6Nxld6yBQ1W1",63,43,"okay",4.25,-0.5125,1,1,1,1,1,1,1,1
"369","R_2PnuGLktFgYFVth",229677069770890,0,1375,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,2,"R_2P6WvCjxDtRXpfh",70,22,"okay",6,1.2375,0,0,0,0,0,0,0,0
"370","R_2PsPKIfHKvwwsud",229409893577796,7,2971,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,"R_ughITdtEUaTrB2p",64,49,"okay",6,1.2375,1,1,1,1,1,1,1,1
"371","R_2PutYtkWESEB0aD",229677069757635,3,1668,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,8,"R_3qUKuCFjLdd5tw6",73,27,"okay",5.75,0.9875,0,1,1,0,0,0,1,0.428571428571429
"372","R_2PwhR3qIr4XLkco",229242295843984,6,545,"male","Germany","> 4'000€
>5'900 CHF","middle school",2,5,"R_1rAhq8JtngWYhI1",49,9,"okay",4.5,-0.2625,0,1,1,1,1,1,1,0.857142857142857
"373","R_2q9IHqiHtkEFt79",229409893558495,2,1287,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,"R_1mw9V9ozzWi1LAn",70,21,"okay",3.5,-1.2625,0,0,1,0,1,0,0,0.285714285714286
"374","R_2QAtingAoMWthTU",229410206712958,2,482,"male","Switzerland","> 4'000€
>5'900 CHF","no formal education",2,8,"R_V23ZLtupoLv5lMB",52,8,"speeder",3.5,-1.2625,1,0,0,1,0,0,0,0.285714285714286
"375","R_2QAv33BSr9Iivdo",230296024728812,1,2593,"male","Switzerland","<1'500€
<3'100CHF","obligatory school",2,5,"R_3KpYze7DNjoZF3b",78,43,"okay",4,-0.7625,0,0,1,0,0,0,0,0.142857142857143
"376","R_2qdP1m3VKpXIEnI",229242295753827,7,649,"female","Germany","> 4'000€
>5'900 CHF","degree",5,8,"R_3n1RK4siLZl1Z4K",67,10,"okay",4.5,-0.2625,1,1,1,1,1,1,1,1
"377","R_2qE3uK7BL6Ld2kG",229677069753472,1,906,"male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,"R_1pRlKMFD5wezyAJ",66,15,"okay",6,1.2375,0,0,0,0,0,0,1,0.142857142857143
"378","R_2qlwF1uzLoScQei",229256171696202,4,934,"female","Switzerland","> 4'000€
>5'900 CHF","middle school",2,5,"R_3Gw88RytBLzHXQc",25,15,"okay",4.5,-0.2625,0,0,1,0,1,1,1,0.571428571428571
