"","ResponseId","m","Sum","gender","country","education","household_size","Duration.wave2","age","income.wave2","Minutes.wave2","Minutes","climate_concern","concern.scaled","exp.low_che.int","exp.low_che.hig","exp.low_mid.hig","exp.int_che.hig","exp.int_mid.hig","mid.low_che.int","mid.low_che.hig","percent"
"262","R_22EzKZ8jrhv5ikv",229242295744697,1,"female","Germany","obligatory school",2,1161,55,"<1'500€
<3'100CHF",19,"okay",6,1.35985576923077,0,0,0,0,0,1,0,0.142857142857143
"263","R_22IZsnVKZXObpWf",229255657945095,2,"female","Germany","middle school",2,945,29,"<1'500€
<3'100CHF",15,"speeder",3.25,-1.39014423076923,0,0,1,0,0,0,1,0.285714285714286
"264","R_22KwCvuwNgadkM1",229410206625953,3,"male","Switzerland","obligatory school",2,1872,76,"2'500- 4'000€
<4'300- 5'899CHF",31,"okay",4,-0.640144230769231,1,0,1,0,0,0,1,0.428571428571429
"265","R_22LmAhnuYngmKbY",229678093101134,4,"male","Switzerland","obligatory school",2,1322,71,"<1'500- 2'499€
3'100-4'299CHF",22,"okay",5.75,1.10985576923077,0,1,1,0,1,0,1,0.571428571428571
"266","R_22re08dv5zyt3zy",229256171552970,7,"female","Switzerland","degree",5,769,45,"2'500- 4'000€
<4'300- 5'899CHF",12,"okay",6,1.35985576923077,1,1,1,1,1,1,1,1
"267","R_22WdbouBXtdG6hr",229256171978998,7,"female","Switzerland","obligatory school",2,636,36,"2'500- 4'000€
<4'300- 5'899CHF",10,"okay",5.5,0.859855769230769,1,1,1,1,1,1,1,1
"268","R_22WYlNbERRDew27",229320605940933,4,"male","Germany","obligatory school",3,464,47,"2'500- 4'000€
<4'300- 5'899CHF",7,"speeder",4.5,-0.140144230769231,1,0,0,1,0,1,1,0.571428571428571
"269","R_22y2tZsREaqt265",229242295738453,1,"male","Germany","middle school",2,2126,63,"> 4'000€
>5'900 CHF",35,"okay",5,0.359855769230769,0,0,1,0,0,0,0,0.142857142857143
"270","R_22zBwIlTw6hKf92",229242449964248,4,"female","Switzerland","middle school",2,1096,51,"> 4'000€
>5'900 CHF",18,"okay",3.5,-1.14014423076923,0,1,1,1,0,0,1,0.571428571428571
"271","R_238izBRhPBGCp9W",229677069757654,0,"male","Germany","degree",2,4906,51,"2'500- 4'000€
<4'300- 5'899CHF",81,"okay",6,1.35985576923077,0,0,0,0,0,0,0,0
"272","R_23eQRGUU63p5ape",229677069779187,1,"female","Germany","degree",2,959,53,"> 4'000€
>5'900 CHF",15,"okay",2.5,-2.14014423076923,0,0,1,0,0,0,0,0.142857142857143
"273","R_241nEMMdhWumQoO",229256171951216,3,"female","Switzerland","middle school",3,1202,28,"2'500- 4'000€
<4'300- 5'899CHF",20,"okay",5.25,0.609855769230769,0,1,1,0,0,0,1,0.428571428571429
"274","R_241qtOHjIALghwT",229242295760097,7,"female","Germany","obligatory school",1,734,48,"<1'500- 2'499€
3'100-4'299CHF",12,"okay",6,1.35985576923077,1,1,1,1,1,1,1,1
"275","R_247c4NnDPReP6Mb",229242449966325,3,"male","Switzerland","obligatory school",2,1490,63,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",1,-3.64014423076923,0,0,1,0,0,1,1,0.428571428571429
"276","R_2492pCKHqf5dlKi",229678093372428,3,"male","Switzerland","middle school",3,1097,41,"2'500- 4'000€
<4'300- 5'899CHF",18,"okay",3,-1.64014423076923,0,0,1,0,1,0,1,0.428571428571429
"277","R_24c60G9jeprs59Z",229678093333617,7,"female","Switzerland","degree",1,3874,65,"<1'500- 2'499€
3'100-4'299CHF",64,"okay",5.25,0.609855769230769,1,1,1,1,1,1,1,1
"278","R_24cprR80Slkcffl",229409893574672,1,"female","Germany","degree",2,1544,41,"> 4'000€
>5'900 CHF",25,"okay",1.75,-2.89014423076923,0,0,1,0,0,0,0,0.142857142857143
"279","R_24FPzaogsJl5Oao",229242295830711,1,"male","Germany","obligatory school",4,400,25,"> 4'000€
>5'900 CHF",6,"speeder",4.75,0.109855769230769,0,1,0,0,0,0,0,0.142857142857143
"280","R_24Gb9X8geu0NxJ9",229242449959012,2,"male","Switzerland","obligatory school",2,314,46,"<1'500- 2'499€
3'100-4'299CHF",5,"speeder",2.75,-1.89014423076923,0,0,1,1,0,0,0,0.285714285714286
"281","R_24pwPmPBXaNb1Jp",229409893558502,0,"male","Germany","degree",2,1151,73,"> 4'000€
>5'900 CHF",19,"okay",5.25,0.609855769230769,0,0,0,0,0,0,0,0
"282","R_25HpnGCVJmRDJeN",229256171906265,4,"male","Switzerland","middle school",5,835,22,"> 4'000€
>5'900 CHF",13,"okay",6,1.35985576923077,0,1,1,0,1,0,1,0.571428571428571
"283","R_25u0Sp2GchmKqpa",229320606027862,2,"female","Germany","obligatory school",2,775,27,"> 4'000€
>5'900 CHF",12,"okay",5,0.359855769230769,0,0,1,0,0,0,1,0.285714285714286
"284","R_25zq5nVLCITNtp3",229937963524329,7,"male","Switzerland","obligatory school",2,855,47,"<1'500- 2'499€
3'100-4'299CHF",14,"okay",4.75,0.109855769230769,1,1,1,1,1,1,1,1
"285","R_263IFUYHOUdE9SR",229678093381679,2,"female","Switzerland","degree",1,2142,54,"2'500- 4'000€
<4'300- 5'899CHF",35,"okay",5.5,0.859855769230769,0,0,1,0,0,0,1,0.285714285714286
"286","R_2659tYd3sAf0P87",229410206617743,0,"male","Switzerland","obligatory school",1,1087,54,"2'500- 4'000€
<4'300- 5'899CHF",18,"okay",3.5,-1.14014423076923,0,0,0,0,0,0,0,0
"287","R_268x0qErskNtjpo",229410206658574,2,"male","Switzerland","obligatory school",2,1156,63,"<1'500- 2'499€
3'100-4'299CHF",19,"okay",4.75,0.109855769230769,0,0,1,0,0,0,1,0.285714285714286
"288","R_269E48Rih485QNm",229320605943811,0,"female","Germany","obligatory school",2,462,33,"<1'500- 2'499€
3'100-4'299CHF",7,"speeder",4,-0.640144230769231,0,0,0,0,0,0,0,0
"289","R_269gcLFmULGPptO",229410206644455,4,"male","Switzerland","obligatory school",2,1100,65,"2'500- 4'000€
<4'300- 5'899CHF",18,"okay",4.25,-0.390144230769231,0,1,1,0,1,0,1,0.571428571428571
"290","R_26alOhlaNHQ1n65",229677069777113,2,"male","Germany","degree",2,259,59,"> 4'000€
>5'900 CHF",4,"speeder",3.5,-1.14014423076923,1,0,0,0,0,0,1,0.285714285714286
"291","R_26buS4VBqPDXu4Q",229677069754519,1,"male","Germany","degree",2,3718,54,"> 4'000€
>5'900 CHF",61,"okay",6,1.35985576923077,0,0,0,0,0,0,1,0.142857142857143
"292","R_26f1OmYAyKKQTeV",229678093313064,7,"female","Switzerland","obligatory school",1,1010,63,"<1'500- 2'499€
3'100-4'299CHF",16,"okay",5.75,1.10985576923077,1,1,1,1,1,1,1,1
"293","R_26gSOFS6CzQ7NrJ",229320605977723,1,"male","Germany","obligatory school",3,2641,37,"2'500- 4'000€
<4'300- 5'899CHF",44,"okay",5.75,1.10985576923077,0,0,0,0,1,0,0,0.142857142857143
"294","R_26o2dqIsY2j0ikn",229320605958180,5,"female","Germany","no formal education",1,1498,59,"<1'500- 2'499€
3'100-4'299CHF",24,"okay",5.75,1.10985576923077,0,1,1,1,1,0,1,0.714285714285714
"295","R_2784peGsV6cvbDw",229409893571805,5,"male","Germany","middle school",2,2658,59,"> 4'000€
>5'900 CHF",44,"okay",6,1.35985576923077,0,1,1,1,1,0,1,0.714285714285714
"296","R_27dSC2bMDR9Y5Nq",229678093170793,6,"female","Switzerland","degree",1,1185,66,"<1'500- 2'499€
3'100-4'299CHF",19,"okay",6,1.35985576923077,1,1,1,1,1,1,0,0.857142857142857
"297","R_27eCE2XkQwLAAYK",229320606000189,4,"male","Germany","middle school",1,1039,23,"<1'500€
<3'100CHF",17,"okay",6,1.35985576923077,0,1,1,0,1,0,1,0.571428571428571
"298","R_27EHpzwuD9TKLik",229758454128733,7,"male","Switzerland","obligatory school",1,388,51,"> 4'000€
>5'900 CHF",6,"speeder",1,-3.64014423076923,1,1,1,1,1,1,1,1
"299","R_27jyk5bJ7c5tTIw",229242295765044,0,"male","Germany","obligatory school",1,549,44,"2'500- 4'000€
<4'300- 5'899CHF",9,"speeder",2.75,-1.89014423076923,0,0,0,0,0,0,0,0
"300","R_27k8PbNPolq0QAU",229409893555368,7,"male","Germany","degree",3,1791,57,"2'500- 4'000€
<4'300- 5'899CHF",29,"okay",6,1.35985576923077,1,1,1,1,1,1,1,1
"301","R_27PatKwP1D3wBGB",229242449957958,2,"female","Switzerland","middle school",1,1568,62,"2'500- 4'000€
<4'300- 5'899CHF",26,"okay",6,1.35985576923077,0,1,0,0,0,0,1,0.285714285714286
"302","R_27QFTithUDmuyVZ",229320605938844,3,"male","Germany","middle school",1,19549,40,"<1'500- 2'499€
3'100-4'299CHF",325,"okay",3,-1.64014423076923,0,0,1,0,1,0,1,0.428571428571429
"303","R_27TNjzQrRpz3JWy",229677069762575,2,"female","Germany","obligatory school",2,1679,65,"2'500- 4'000€
<4'300- 5'899CHF",27,"okay",4.25,-0.390144230769231,0,0,1,0,0,0,1,0.285714285714286
"304","R_27UbqIBbAAvXtnO",229320606061811,1,"male","Germany","degree",1,573,27,"2'500- 4'000€
<4'300- 5'899CHF",9,"okay",3.75,-0.890144230769231,0,0,0,0,0,0,1,0.142857142857143
"305","R_27WfeRMBd73Aqa8",229242295744695,3,"female","Germany","obligatory school",3,294,42,"2'500- 4'000€
<4'300- 5'899CHF",4,"speeder",3.5,-1.14014423076923,0,1,1,0,0,0,1,0.428571428571429
"306","R_27xmPUAjYoTlGbO",229410206643426,7,"female","Switzerland","degree",4,1218,40,"> 4'000€
>5'900 CHF",20,"okay",5,0.359855769230769,1,1,1,1,1,1,1,1
"307","R_28CZFXMZNeee8Tb",229410207337591,3,"male","Switzerland","obligatory school",2,746,20,"> 4'000€
>5'900 CHF",12,"okay",6,1.35985576923077,0,0,1,0,1,1,0,0.428571428571429
"308","R_28G4qPGUAsKipWV",229242295743653,5,"male","Germany","obligatory school",2,1612,66,"2'500- 4'000€
<4'300- 5'899CHF",26,"okay",1.75,-2.89014423076923,0,1,1,1,1,0,1,0.714285714285714
"309","R_28GvFWAhL5jwFRe",229321437898807,2,"male","Switzerland","middle school",2,947,33,"> 4'000€
>5'900 CHF",15,"speeder",6,1.35985576923077,0,0,1,0,0,0,1,0.285714285714286
"310","R_28Gxw9vDZkw4AFl",229855352122474,0,"female","Germany","middle school",2,656,77,"> 4'000€
>5'900 CHF",10,"okay",1,-3.64014423076923,0,0,0,0,0,0,0,0
"311","R_28LGrL0mwIjanOl",229242295738445,4,"male","Germany","obligatory school",4,1310,53,"2'500- 4'000€
<4'300- 5'899CHF",21,"okay",2.5,-2.14014423076923,0,1,1,0,1,0,1,0.571428571428571
"312","R_291bVqvQIw7Pthf",229410207359174,4,"female","Switzerland","degree",2,2314,27,"> 4'000€
>5'900 CHF",38,"okay",5,0.359855769230769,0,1,1,0,1,0,1,0.571428571428571
"313","R_291jqH1l086hM3H",229320605958184,1,"male","Germany","degree",2,1155,31,"<1'500- 2'499€
3'100-4'299CHF",19,"okay",3.75,-0.890144230769231,0,0,0,0,1,0,0,0.142857142857143
"314","R_294zGTMwkN7m7QK",229320605988949,3,"female","Germany","middle school",3,768,28,"2'500- 4'000€
<4'300- 5'899CHF",12,"speeder",3.25,-1.39014423076923,0,1,1,1,0,0,0,0.428571428571429
"315","R_299MMOiAM0CwBhl",229409893599427,3,"male","Germany","obligatory school",2,1973,38,"<1'500- 2'499€
3'100-4'299CHF",32,"speeder",5,0.359855769230769,1,1,0,0,0,1,0,0.428571428571429
"316","R_29b5BOQT9GzLJRX",229409893556407,4,"female","Germany","obligatory school",1,555,58,"<1'500- 2'499€
3'100-4'299CHF",9,"okay",4,-0.640144230769231,0,1,1,1,0,0,1,0.571428571428571
"317","R_29iVCMt5bQ4ccVC",229678093257846,1,"male","Switzerland","obligatory school",1,944,60,"<1'500- 2'499€
3'100-4'299CHF",15,"okay",5.75,1.10985576923077,0,0,1,0,0,0,0,0.142857142857143
"318","R_29uhdl1Vw2SydD1",229242449960057,7,"male","Switzerland","degree",1,881,37,"> 4'000€
>5'900 CHF",14,"okay",5.5,0.859855769230769,1,1,1,1,1,1,1,1
"319","R_2A0ZyfHN8PF2erE",229255657933879,7,"female","Germany","obligatory school",3,1060,55,"2'500- 4'000€
<4'300- 5'899CHF",17,"okay",4.5,-0.140144230769231,1,1,1,1,1,1,1,1
"320","R_2aCzseQ1RcQVYH4",229409893566597,6,"male","Germany","obligatory school",2,1747,32,"> 4'000€
>5'900 CHF",29,"okay",6,1.35985576923077,0,1,1,1,1,1,1,0.857142857142857
"321","R_2aDzGPVQbrKTR0S",229409893554327,1,"male","Germany","degree",2,3566,31,"> 4'000€
>5'900 CHF",59,"okay",3.75,-0.890144230769231,0,0,1,0,0,0,0,0.142857142857143
"322","R_2aEkHya9dgxTbur",229242295755913,2,"male","Germany","no formal education",1,450,42,"<1'500€
<3'100CHF",7,"speeder",3.25,-1.39014423076923,0,0,0,0,1,0,1,0.285714285714286
"323","R_2AFo5duAc0IHQXg",229937963228341,1,"male","Switzerland","obligatory school",2,2482,57,"<1'500- 2'499€
3'100-4'299CHF",41,"okay",5.75,1.10985576923077,0,0,1,0,0,0,0,0.142857142857143
"324","R_2afTzFOww0h9R2E",229166066809882,7,"female","Germany","no formal education",2,394,24,"<1'500- 2'499€
3'100-4'299CHF",6,"speeder",3.75,-0.890144230769231,1,1,1,1,1,1,1,1
"325","R_2aFwdSvQ5kee5F5",229409893568695,7,"female","Germany","degree",2,1265,60,"> 4'000€
>5'900 CHF",21,"okay",6,1.35985576923077,1,1,1,1,1,1,1,1
"326","R_2AG1H1VH5t5XhR1",229409893561381,3,"female","Germany","obligatory school",5,1083,67,"> 4'000€
>5'900 CHF",18,"okay",6,1.35985576923077,0,0,1,0,1,0,1,0.428571428571429
"327","R_2aGDROz7N2AxH8J",229242295791846,3,"male","Germany","no formal education",4,696,39,"2'500- 4'000€
<4'300- 5'899CHF",11,"okay",3.25,-1.39014423076923,0,0,0,0,1,1,1,0.428571428571429
"328","R_2agEMZdTfBakpbT",229320605943809,3,"male","Germany","degree",1,374,37,"<1'500- 2'499€
3'100-4'299CHF",6,"speeder",3.5,-1.14014423076923,0,1,1,0,0,0,1,0.428571428571429
"329","R_2AHkbMeJiEZwITa",229677069757642,7,"female","Germany","middle school",2,1281,59,"2'500- 4'000€
<4'300- 5'899CHF",21,"okay",4.75,0.109855769230769,1,1,1,1,1,1,1,1
"330","R_2ALmgXQW3XoTLsf",229409893567636,3,"male","Germany","degree",4,1669,73,"> 4'000€
>5'900 CHF",27,"okay",6,1.35985576923077,0,1,0,1,0,0,1,0.428571428571429
"331","R_2AQl8SZjeBihLpa",229409893601517,4,"female","Germany","obligatory school",1,1245,49,"<1'500€
<3'100CHF",20,"okay",5.25,0.609855769230769,0,1,1,0,1,0,1,0.571428571428571
"332","R_2AYJXywwVu6QGs3",229409893553280,7,"female","Germany","obligatory school",2,752,62,"> 4'000€
>5'900 CHF",12,"okay",6,1.35985576923077,1,1,1,1,1,1,1,1
"333","R_2AZ25bimn4Bqy4F",229677069786223,6,"male","Germany","degree",2,792,67,"> 4'000€
>5'900 CHF",13,"okay",6,1.35985576923077,0,1,1,1,1,1,1,0.857142857142857
"334","R_2b1AUKP2oc3zy8D",229320605963391,7,"male","Germany","middle school",1,3269,20,"<1'500€
<3'100CHF",54,"okay",6,1.35985576923077,1,1,1,1,1,1,1,1
"335","R_2B40DDGZ80mBEbc",229409893580933,2,"female","Germany","degree",2,914,35,"> 4'000€
>5'900 CHF",15,"okay",5.75,1.10985576923077,0,1,0,0,1,0,0,0.285714285714286
"336","R_2b4cSi6KufHEXQf",229242295738451,6,"female","Germany","middle school",1,1246,59,"<1'500- 2'499€
3'100-4'299CHF",20,"okay",4.5,-0.140144230769231,1,1,1,1,0,1,1,0.857142857142857
"337","R_2B4jgxePdmcIg6a",229242295746789,0,"male","Germany","no formal education",2,1234,59,"<1'500€
<3'100CHF",20,"okay",1.75,-2.89014423076923,0,0,0,0,0,0,0,0
"338","R_2BerMsevklfK0C6",229255657958647,0,"female","Germany","middle school",1,6920,28,"<1'500- 2'499€
3'100-4'299CHF",115,"okay",4,-0.640144230769231,0,0,0,0,0,0,0,0
"339","R_2bKlvdF91ZHNybF",229256171643037,7,"male","Switzerland","obligatory school",1,775,50,"<1'500€
<3'100CHF",12,"speeder",5.75,1.10985576923077,1,1,1,1,1,1,1,1
"340","R_2BkQ3ur5epxKfRW",229256171634821,1,"female","Switzerland","obligatory school",2,1452,53,"> 4'000€
>5'900 CHF",24,"okay",3.75,-0.890144230769231,0,0,0,0,0,1,0,0.142857142857143
"341","R_2Bm2KJXRyABauyk",229855352130794,5,"female","Germany","degree",2,845,61,"> 4'000€
>5'900 CHF",14,"okay",6,1.35985576923077,0,1,1,1,1,0,1,0.714285714285714
"342","R_2BmLZyq9ByhkZoN",230296025322640,3,"female","Switzerland","middle school",3,1621,24,"<1'500- 2'499€
3'100-4'299CHF",27,"okay",4,-0.640144230769231,0,1,1,0,0,0,1,0.428571428571429
"343","R_2bN5F89p3dp47h6",229678093302790,1,"female","Switzerland","degree",2,971,45,"<1'500€
<3'100CHF",16,"okay",4.75,0.109855769230769,0,0,1,0,0,0,0,0.142857142857143
"344","R_2cc7jn3CnyczBi6",229256171892884,3,"female","Switzerland","no formal education",3,1956,36,"<1'500- 2'499€
3'100-4'299CHF",32,"okay",4,-0.640144230769231,0,0,1,0,0,1,1,0.428571428571429
"345","R_2CdKqpjnwbuFxcI",229256171588667,4,"female","Switzerland","obligatory school",1,433,33,"<1'500- 2'499€
3'100-4'299CHF",7,"speeder",2,-2.64014423076923,1,0,1,0,1,1,0,0.571428571428571
"346","R_2CDORoRuFPEWDUw",229242449977582,2,"female","Switzerland","obligatory school",3,341,25,"<1'500- 2'499€
3'100-4'299CHF",5,"speeder",4,-0.640144230769231,0,0,0,0,0,1,1,0.285714285714286
"347","R_2CjGES6fZi6L8qp",229242295754881,3,"male","Germany","no formal education",2,1444,31,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",1,-3.64014423076923,0,0,1,0,1,0,1,0.428571428571429
"348","R_2CJps0uBujnODbe",229409893600486,3,"male","Germany","obligatory school",3,887,66,"> 4'000€
>5'900 CHF",14,"okay",6,1.35985576923077,0,0,1,0,1,0,1,0.428571428571429
"349","R_2CKdLXRBdTOZHOl",229937963347010,6,"male","Switzerland","obligatory school",2,1644,57,"> 4'000€
>5'900 CHF",27,"okay",6,1.35985576923077,1,1,1,1,1,0,1,0.857142857142857
"350","R_2CljElbe8v4wYAv",229678093374484,2,"female","Switzerland","degree",1,916,30,"2'500- 4'000€
<4'300- 5'899CHF",15,"okay",5.75,1.10985576923077,0,0,0,1,1,0,0,0.285714285714286
"351","R_2ClkLRn8oBGXLKv",229410206763230,4,"male","Switzerland","obligatory school",2,1354,51,"<1'500- 2'499€
3'100-4'299CHF",22,"okay",5,0.359855769230769,0,1,1,0,0,1,1,0.571428571428571
"352","R_2cnEXR8WCTUWKDw",229242295753838,0,"male","Germany","no formal education",2,1684,69,"<1'500€
<3'100CHF",28,"okay",5.25,0.609855769230769,0,0,0,0,0,0,0,0
"353","R_2CQ8YyzW1RpRmOa",229855352122461,4,"female","Germany","obligatory school",2,1456,70,"> 4'000€
>5'900 CHF",24,"okay",4,-0.640144230769231,0,0,1,0,1,1,1,0.571428571428571
"354","R_2CqXhMqbUqlO3ll",229320605949040,2,"male","Germany","obligatory school",2,606,29,"<1'500- 2'499€
3'100-4'299CHF",10,"okay",1.75,-2.89014423076923,0,0,1,0,1,0,0,0.285714285714286
"355","R_2Cv9WSKuO6O2oiU",229678093345967,3,"female","Switzerland","obligatory school",4,693,36,"<1'500- 2'499€
3'100-4'299CHF",11,"okay",4.75,0.109855769230769,1,0,1,0,0,0,1,0.428571428571429
"356","R_2CvkYnM9LlK0p2G",229409893590059,2,"male","Germany","no formal education",3,1131,70,"> 4'000€
>5'900 CHF",18,"okay",6,1.35985576923077,1,1,0,0,0,0,0,0.285714285714286
"357","R_2CwZWrVSNkvn7hm",229678093412574,1,"male","Switzerland","degree",2,2200,43,"<1'500- 2'499€
3'100-4'299CHF",36,"okay",6,1.35985576923077,0,0,1,0,0,0,0,0.142857142857143
"358","R_2CZMbro8CP9Uu5t",229678093163595,1,"male","Switzerland","obligatory school",1,1794,58,"<1'500- 2'499€
3'100-4'299CHF",29,"okay",4.75,0.109855769230769,0,0,1,0,0,0,0,0.142857142857143
"359","R_2D5GqA8ExdH2lhy",229409893556409,0,"female","Germany","degree",2,871,64,"> 4'000€
>5'900 CHF",14,"okay",3.25,-1.39014423076923,0,0,0,0,0,0,0,0
"360","R_2D6c4MB4OoCIkDm",229321438330936,7,"female","Switzerland","middle school",1,1280,25,"2'500- 4'000€
<4'300- 5'899CHF",21,"okay",6,1.35985576923077,1,1,1,1,1,1,1,1
"361","R_2dBlKqNLVxM9bd1",229678093439186,1,"female","Switzerland","no formal education",2,857,50,"2'500- 4'000€
<4'300- 5'899CHF",14,"okay",3.25,-1.39014423076923,0,0,1,0,0,0,0,0.142857142857143
"362","R_2dg3EfUOU09B5o4",229256171951214,6,"female","Switzerland","degree",2,807,25,"> 4'000€
>5'900 CHF",13,"okay",6,1.35985576923077,0,1,1,1,1,1,1,0.857142857142857
"363","R_2dGR1ye0yw7G94w",229242295822351,0,"female","Germany","middle school",4,1214,39,"2'500- 4'000€
<4'300- 5'899CHF",20,"okay",3,-1.64014423076923,0,0,0,0,0,0,0,0
"364","R_2dHlhr0CmvuKpVv",229320606034124,0,"male","Germany","middle school",5,616,18,"<1'500- 2'499€
3'100-4'299CHF",10,"okay",5.75,1.10985576923077,0,0,0,0,0,0,0,0
"365","R_2dhZaouYvscYcbk",230469411960980,0,"female","Switzerland","obligatory school",4,1649,43,"<1'500- 2'499€
3'100-4'299CHF",27,"okay",5.25,0.609855769230769,0,0,0,0,0,0,0,0
"366","R_2digNIMPjE4S9i0",229242295869566,5,"female","Germany","middle school",5,1796,37,"2'500- 4'000€
<4'300- 5'899CHF",29,"okay",2,-2.64014423076923,1,1,1,1,0,0,1,0.714285714285714
"367","R_2dKehFZ6Q0ZuvKP",229242295738457,5,"male","Germany","obligatory school",3,945,48,"> 4'000€
>5'900 CHF",15,"okay",2.25,-2.39014423076923,0,0,1,1,1,1,1,0.714285714285714
"368","R_2dMk0oGfGhHGCcZ",229321437924445,4,"male","Switzerland","degree",4,570,27,"<1'500- 2'499€
3'100-4'299CHF",9,"okay",3.25,-1.39014423076923,0,1,1,0,1,1,0,0.571428571428571
"369","R_2DNsM3YlHw1zL8G",229242295846088,1,"female","Germany","middle school",3,1101,21,"> 4'000€
>5'900 CHF",18,"okay",3,-1.64014423076923,0,0,1,0,0,0,0,0.142857142857143
"370","R_2DOdBo6U9ALFufg",229242450019449,0,"female","Switzerland","degree",4,2107,32,"> 4'000€
>5'900 CHF",35,"okay",3.5,-1.14014423076923,0,0,0,0,0,0,0,0
"371","R_2DS6locshkb2hM4",229321437758588,5,"male","Switzerland","no formal education",2,348,34,"2'500- 4'000€
<4'300- 5'899CHF",5,"speeder",3,-1.64014423076923,0,1,1,0,1,1,1,0.714285714285714
"372","R_2DSan3zt5JS8l9P",229242295766090,0,"female","Germany","no formal education",2,1364,26,"<1'500- 2'499€
3'100-4'299CHF",22,"okay",2.5,-2.14014423076923,0,0,0,0,0,0,0,0
"373","R_2dWss8mIevBNbql",229242449956910,7,"non-binary","Switzerland","middle school",2,1941,49,"<1'500- 2'499€
3'100-4'299CHF",32,"okay",6,1.35985576923077,1,1,1,1,1,1,1,1
"374","R_2dzIMFCeBrnYXrM",229255657942219,2,"male","Germany","degree",3,1634,34,"> 4'000€
>5'900 CHF",27,"okay",4.5,-0.140144230769231,0,0,1,0,0,0,1,0.285714285714286
"375","R_2dztNeIeNilgZSd",229242295787687,6,"male","Germany","no formal education",4,1312,50,"> 4'000€
>5'900 CHF",21,"okay",5,0.359855769230769,0,1,1,1,1,1,1,0.857142857142857
"376","R_2e2viRsP5R00S1X",230296024693951,3,"female","Switzerland","degree",1,1307,61,"<1'500€
<3'100CHF",21,"okay",1.5,-3.14014423076923,0,0,1,0,1,0,1,0.428571428571429
"377","R_2e4CoHK76vvECIM",229409893639303,7,"male","Germany","obligatory school",3,1037,30,"> 4'000€
>5'900 CHF",17,"okay",6,1.35985576923077,1,1,1,1,1,1,1,1
"378","R_2e4gsRcT2FLvlEh",229256171561183,4,"male","Switzerland","obligatory school",1,11181,53,"<1'500- 2'499€
3'100-4'299CHF",186,"okay",5.5,0.859855769230769,0,0,1,0,1,1,1,0.571428571428571
"379","R_2E4XZ1gU8UuEcy2",229855351994462,3,"female","Germany","middle school",2,1929,67,"> 4'000€
>5'900 CHF",32,"okay",5.75,1.10985576923077,0,0,1,1,0,0,1,0.428571428571429
"380","R_2e5tMsjqS8r894Q",229242449962154,2,"male","Switzerland","obligatory school",2,1734,58,"> 4'000€
>5'900 CHF",28,"okay",5,0.359855769230769,0,0,0,0,1,1,0,0.285714285714286
"381","R_2e8zf4yA6aADPCx",229321437583507,7,"female","Switzerland","degree",3,1079,54,"<1'500- 2'499€
3'100-4'299CHF",17,"okay",4.5,-0.140144230769231,1,1,1,1,1,1,1,1
"382","R_2EczmD5SwSzay4A",229409893573887,0,"female","Germany","obligatory school",1,978,47,"<1'500- 2'499€
3'100-4'299CHF",16,"okay",5,0.359855769230769,0,0,0,0,0,0,0,0
"383","R_2EFd3V4EGqikFU1",229256171742412,5,"male","Switzerland","degree",2,2683,34,"> 4'000€
>5'900 CHF",44,"okay",3.5,-1.14014423076923,0,1,1,0,1,1,1,0.714285714285714
"384","R_2En7dxb8PY0sVqa",229242449963203,3,"female","Switzerland","middle school",2,1331,51,"<1'500- 2'499€
3'100-4'299CHF",22,"okay",4.75,0.109855769230769,0,0,1,0,0,1,1,0.428571428571429
"385","R_2EtWhEHSMvWIcYf",229855352129760,3,"female","Germany","degree",2,689,64,"> 4'000€
>5'900 CHF",11,"okay",1.5,-3.14014423076923,1,0,0,0,1,0,1,0.428571428571429
"386","R_2EudHnKol1N7utZ",229321438308355,2,"female","Switzerland","obligatory school",4,297,19,"<1'500€
<3'100CHF",4,"speeder",6,1.35985576923077,0,1,1,0,0,0,0,0.285714285714286
"387","R_2eWgxkI1ZcLlACS",229256171818133,3,"male","Switzerland","degree",5,1138,29,"> 4'000€
>5'900 CHF",18,"okay",5.25,0.609855769230769,0,1,1,0,0,1,0,0.428571428571429
"388","R_2EzrxrOnJkcxDmK",229410207386675,6,"female","Switzerland","obligatory school",4,1092,40,"<1'500- 2'499€
3'100-4'299CHF",18,"okay",1.75,-2.89014423076923,1,1,1,1,1,0,1,0.857142857142857
"389","R_2f2KMqCnmLuyaSk",229937963021319,1,"male","Switzerland","middle school",1,722,58,"<1'500- 2'499€
3'100-4'299CHF",12,"okay",5,0.359855769230769,0,0,1,0,0,0,0,0.142857142857143
"390","R_2f6EtfUFp544Jg0",229242450005063,2,"female","Switzerland","middle school",1,721,27,"<1'500- 2'499€
3'100-4'299CHF",12,"okay",3.5,-1.14014423076923,0,1,1,0,0,0,0,0.285714285714286
"391","R_2f7EYCGtNOb2AiY",229409893632013,6,"female","Germany","obligatory school",1,1686,64,"<1'500- 2'499€
3'100-4'299CHF",28,"okay",5.5,0.859855769230769,1,1,1,1,1,0,1,0.857142857142857
"392","R_2fBxWkZC6c2hrwF",229409893558508,1,"NA","Germany","obligatory school",2,1018,63,"2'500- 4'000€
<4'300- 5'899CHF",16,"okay",5.75,1.10985576923077,0,0,0,0,0,0,1,0.142857142857143
