"","m","type","wave1","energy.level","price.level","age","gender","education","income.wave1","country","politcalorientation","Sum.policy.wave1","mean.abs.error.wave1","Sum.product","climate_concern.wave1","wave2","mean.abs.error.wave2","Sum.policy.wave2","Sum.product.wave2","climate_concern.wave2"
"798",229242295766090,"mid.low_che.int",0,"1","1",26,"female","no formal education","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,1.74,1,2.5,0,0.839,0,0,2.5
"799",229242295766095,"exp.int_che.hig",0,"1","2",57,"male","middle school","<1'500€
<3'100CHF","Germany",5,4,0.458,0,5.5,1,0.67,8,7,5.25
"800",229242295766095,"exp.int_mid.hig",0,"1","1",57,"male","middle school","<1'500€
<3'100CHF","Germany",5,4,0.458,0,5.5,1,0.67,8,7,5.25
"801",229242295766095,"exp.low_che.hig",0,"2","2",57,"male","middle school","<1'500€
<3'100CHF","Germany",5,4,0.458,0,5.5,1,0.67,8,7,5.25
"802",229242295766095,"exp.low_che.int",0,"1","2",57,"male","middle school","<1'500€
<3'100CHF","Germany",5,4,0.458,0,5.5,1,0.67,8,7,5.25
"803",229242295766095,"exp.low_mid.hig",0,"2","1",57,"male","middle school","<1'500€
<3'100CHF","Germany",5,4,0.458,0,5.5,1,0.67,8,7,5.25
"804",229242295766095,"mid.low_che.hig",0,"2","1",57,"male","middle school","<1'500€
<3'100CHF","Germany",5,4,0.458,0,5.5,1,0.67,8,7,5.25
"805",229242295766095,"mid.low_che.int",0,"1","1",57,"male","middle school","<1'500€
<3'100CHF","Germany",5,4,0.458,0,5.5,1,0.67,8,7,5.25
"806",229242295770258,"exp.int_che.hig",1,"1","2",26,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,6,0.694,6,6,0,1.04,8,5,6
"807",229242295770258,"exp.int_mid.hig",1,"1","1",26,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,6,0.694,6,6,1,1.04,8,5,6
"808",229242295770258,"exp.low_che.hig",1,"2","2",26,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,6,0.694,6,6,1,1.04,8,5,6
"809",229242295770258,"exp.low_che.int",1,"1","2",26,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,6,0.694,6,6,0,1.04,8,5,6
"810",229242295770258,"exp.low_mid.hig",1,"2","1",26,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,6,0.694,6,6,1,1.04,8,5,6
"811",229242295770258,"mid.low_che.hig",1,"2","1",26,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,6,0.694,6,6,1,1.04,8,5,6
"812",229242295770258,"mid.low_che.int",0,"1","1",26,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,6,0.694,6,6,1,1.04,8,5,6
"813",229242295770261,"exp.int_che.hig",0,"1","2",43,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,8,0.305,2,4.5,0,0.658,7,3,5.5
"814",229242295770261,"exp.int_mid.hig",0,"1","1",43,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,8,0.305,2,4.5,1,0.658,7,3,5.5
"815",229242295770261,"exp.low_che.hig",0,"2","2",43,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,8,0.305,2,4.5,0,0.658,7,3,5.5
"816",229242295770261,"exp.low_che.int",0,"1","2",43,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,8,0.305,2,4.5,0,0.658,7,3,5.5
"817",229242295770261,"exp.low_mid.hig",1,"2","1",43,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,8,0.305,2,4.5,0,0.658,7,3,5.5
"818",229242295770261,"mid.low_che.hig",1,"2","1",43,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,8,0.305,2,4.5,1,0.658,7,3,5.5
"819",229242295770261,"mid.low_che.int",0,"1","1",43,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,8,0.305,2,4.5,1,0.658,7,3,5.5
"820",229242295771292,"exp.int_che.hig",1,"1","2",25,"female","no formal education","<1'500€
<3'100CHF","Germany",5,8,0.914,3,4.5,1,1.48,12,4,5
"821",229242295771292,"exp.int_mid.hig",0,"1","1",25,"female","no formal education","<1'500€
<3'100CHF","Germany",5,8,0.914,3,4.5,1,1.48,12,4,5
"822",229242295771292,"exp.low_che.hig",1,"2","2",25,"female","no formal education","<1'500€
<3'100CHF","Germany",5,8,0.914,3,4.5,1,1.48,12,4,5
"823",229242295771292,"exp.low_che.int",0,"1","2",25,"female","no formal education","<1'500€
<3'100CHF","Germany",5,8,0.914,3,4.5,0,1.48,12,4,5
"824",229242295771292,"exp.low_mid.hig",1,"2","1",25,"female","no formal education","<1'500€
<3'100CHF","Germany",5,8,0.914,3,4.5,1,1.48,12,4,5
"825",229242295771292,"mid.low_che.hig",0,"2","1",25,"female","no formal education","<1'500€
<3'100CHF","Germany",5,8,0.914,3,4.5,0,1.48,12,4,5
"826",229242295771292,"mid.low_che.int",0,"1","1",25,"female","no formal education","<1'500€
<3'100CHF","Germany",5,8,0.914,3,4.5,0,1.48,12,4,5
"827",229242295775457,"exp.int_che.hig",0,"1","2",38,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,1.05,3,3.5,0,1.37,1,4,3.25
"828",229242295775457,"exp.int_mid.hig",0,"1","1",38,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,1.05,3,3.5,1,1.37,1,4,3.25
"829",229242295775457,"exp.low_che.hig",1,"2","2",38,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,1.05,3,3.5,1,1.37,1,4,3.25
"830",229242295775457,"exp.low_che.int",0,"1","2",38,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,1.05,3,3.5,0,1.37,1,4,3.25
"831",229242295775457,"exp.low_mid.hig",1,"2","1",38,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,1.05,3,3.5,1,1.37,1,4,3.25
"832",229242295775457,"mid.low_che.hig",1,"2","1",38,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,1.05,3,3.5,1,1.37,1,4,3.25
"833",229242295775457,"mid.low_che.int",0,"1","1",38,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,1.05,3,3.5,0,1.37,1,4,3.25
"834",229242295779354,"exp.int_che.hig",0,"1","2",55,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,16,0.707,3,6,0,0.651,16,4,6
"835",229242295779354,"exp.int_mid.hig",1,"1","1",55,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,16,0.707,3,6,1,0.651,16,4,6
"836",229242295779354,"exp.low_che.hig",0,"2","2",55,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,16,0.707,3,6,1,0.651,16,4,6
"837",229242295779354,"exp.low_che.int",0,"1","2",55,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,16,0.707,3,6,0,0.651,16,4,6
"838",229242295779354,"exp.low_mid.hig",1,"2","1",55,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,16,0.707,3,6,1,0.651,16,4,6
"839",229242295779354,"mid.low_che.hig",1,"2","1",55,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,16,0.707,3,6,1,0.651,16,4,6
"840",229242295779354,"mid.low_che.int",0,"1","1",55,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,16,0.707,3,6,0,0.651,16,4,6
"841",229242295779358,"exp.int_che.hig",0,"1","2",33,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,0,0.399,0,1.5,0,0.492,0,2,1.75
"842",229242295779358,"exp.int_mid.hig",0,"1","1",33,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,0,0.399,0,1.5,1,0.492,0,2,1.75
"843",229242295779358,"exp.low_che.hig",0,"2","2",33,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,0,0.399,0,1.5,0,0.492,0,2,1.75
"844",229242295779358,"exp.low_che.int",0,"1","2",33,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,0,0.399,0,1.5,0,0.492,0,2,1.75
"845",229242295779358,"exp.low_mid.hig",0,"2","1",33,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,0,0.399,0,1.5,1,0.492,0,2,1.75
"846",229242295779358,"mid.low_che.hig",0,"2","1",33,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,0,0.399,0,1.5,0,0.492,0,2,1.75
"847",229242295779358,"mid.low_che.int",0,"1","1",33,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,0,0.399,0,1.5,0,0.492,0,2,1.75
"848",229242295780393,"exp.int_che.hig",0,"1","2",30,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.743,0,4.75,1,1.06,8,4,4.25
"849",229242295780393,"exp.int_mid.hig",0,"1","1",30,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.743,0,4.75,0,1.06,8,4,4.25
"850",229242295780393,"exp.low_che.hig",0,"2","2",30,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.743,0,4.75,1,1.06,8,4,4.25
"851",229242295780393,"exp.low_che.int",0,"1","2",30,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.743,0,4.75,0,1.06,8,4,4.25
"852",229242295780393,"exp.low_mid.hig",0,"2","1",30,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.743,0,4.75,1,1.06,8,4,4.25
"853",229242295780393,"mid.low_che.hig",0,"2","1",30,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.743,0,4.75,1,1.06,8,4,4.25
"854",229242295780393,"mid.low_che.int",0,"1","1",30,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.743,0,4.75,0,1.06,8,4,4.25
"855",229242295781433,"exp.int_che.hig",0,"1","2",34,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,12,0.845,3,4.75,0,1.26,8,0,4
"856",229242295781433,"exp.int_mid.hig",0,"1","1",34,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,12,0.845,3,4.75,0,1.26,8,0,4
"857",229242295781433,"exp.low_che.hig",1,"2","2",34,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,12,0.845,3,4.75,0,1.26,8,0,4
"858",229242295781433,"exp.low_che.int",1,"1","2",34,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,12,0.845,3,4.75,0,1.26,8,0,4
"859",229242295781433,"exp.low_mid.hig",0,"2","1",34,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,12,0.845,3,4.75,0,1.26,8,0,4
"860",229242295781433,"mid.low_che.hig",1,"2","1",34,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,12,0.845,3,4.75,0,1.26,8,0,4
"861",229242295781433,"mid.low_che.int",0,"1","1",34,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,12,0.845,3,4.75,0,1.26,8,0,4
"862",229242295784565,"exp.int_che.hig",0,"1","2",61,"female","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.471,3,6,0,0.644,10,4,5.75
"863",229242295784565,"exp.int_mid.hig",1,"1","1",61,"female","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.471,3,6,1,0.644,10,4,5.75
"864",229242295784565,"exp.low_che.hig",1,"2","2",61,"female","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.471,3,6,1,0.644,10,4,5.75
"865",229242295784565,"exp.low_che.int",0,"1","2",61,"female","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.471,3,6,0,0.644,10,4,5.75
"866",229242295784565,"exp.low_mid.hig",1,"2","1",61,"female","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.471,3,6,1,0.644,10,4,5.75
"867",229242295784565,"mid.low_che.hig",0,"2","1",61,"female","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.471,3,6,1,0.644,10,4,5.75
"868",229242295784565,"mid.low_che.int",0,"1","1",61,"female","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,7,0.471,3,6,0,0.644,10,4,5.75
"869",229242295787687,"exp.int_che.hig",1,"1","2",50,"male","no formal education","> 4'000€
>5'900 CHF","Germany",7,0,0.31,7,5.25,1,0.728,0,6,5
"870",229242295787687,"exp.int_mid.hig",1,"1","1",50,"male","no formal education","> 4'000€
>5'900 CHF","Germany",7,0,0.31,7,5.25,1,0.728,0,6,5
"871",229242295787687,"exp.low_che.hig",1,"2","2",50,"male","no formal education","> 4'000€
>5'900 CHF","Germany",7,0,0.31,7,5.25,1,0.728,0,6,5
"872",229242295787687,"exp.low_che.int",1,"1","2",50,"male","no formal education","> 4'000€
>5'900 CHF","Germany",7,0,0.31,7,5.25,0,0.728,0,6,5
"873",229242295787687,"exp.low_mid.hig",1,"2","1",50,"male","no formal education","> 4'000€
>5'900 CHF","Germany",7,0,0.31,7,5.25,1,0.728,0,6,5
"874",229242295787687,"mid.low_che.hig",1,"2","1",50,"male","no formal education","> 4'000€
>5'900 CHF","Germany",7,0,0.31,7,5.25,1,0.728,0,6,5
"875",229242295787687,"mid.low_che.int",1,"1","1",50,"male","no formal education","> 4'000€
>5'900 CHF","Germany",7,0,0.31,7,5.25,1,0.728,0,6,5
"876",229242295791846,"exp.int_che.hig",1,"1","2",39,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.654,7,5.5,0,0.549,9,3,3.25
"877",229242295791846,"exp.int_mid.hig",1,"1","1",39,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.654,7,5.5,1,0.549,9,3,3.25
"878",229242295791846,"exp.low_che.hig",1,"2","2",39,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.654,7,5.5,0,0.549,9,3,3.25
"879",229242295791846,"exp.low_che.int",1,"1","2",39,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.654,7,5.5,0,0.549,9,3,3.25
"880",229242295791846,"exp.low_mid.hig",1,"2","1",39,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.654,7,5.5,0,0.549,9,3,3.25
"881",229242295791846,"mid.low_che.hig",1,"2","1",39,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.654,7,5.5,1,0.549,9,3,3.25
"882",229242295791846,"mid.low_che.int",1,"1","1",39,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.654,7,5.5,1,0.549,9,3,3.25
"883",229242295796801,"exp.int_che.hig",0,"1","2",29,"male","obligatory school","> 4'000€
>5'900 CHF","Germany",6,6,0.587,6,3.75,1,0.585,8,6,3.25
"884",229242295796801,"exp.int_mid.hig",1,"1","1",29,"male","obligatory school","> 4'000€
>5'900 CHF","Germany",6,6,0.587,6,3.75,0,0.585,8,6,3.25
"885",229242295796801,"exp.low_che.hig",1,"2","2",29,"male","obligatory school","> 4'000€
>5'900 CHF","Germany",6,6,0.587,6,3.75,1,0.585,8,6,3.25
"886",229242295796801,"exp.low_che.int",1,"1","2",29,"male","obligatory school","> 4'000€
>5'900 CHF","Germany",6,6,0.587,6,3.75,1,0.585,8,6,3.25
"887",229242295796801,"exp.low_mid.hig",1,"2","1",29,"male","obligatory school","> 4'000€
>5'900 CHF","Germany",6,6,0.587,6,3.75,1,0.585,8,6,3.25
"888",229242295796801,"mid.low_che.hig",1,"2","1",29,"male","obligatory school","> 4'000€
>5'900 CHF","Germany",6,6,0.587,6,3.75,1,0.585,8,6,3.25
"889",229242295796801,"mid.low_che.int",1,"1","1",29,"male","obligatory school","> 4'000€
>5'900 CHF","Germany",6,6,0.587,6,3.75,1,0.585,8,6,3.25
"890",229242295798887,"exp.int_che.hig",0,"1","2",61,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,12,0.472,0,6,0,0.612,2,0,6
"891",229242295798887,"exp.int_mid.hig",0,"1","1",61,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,12,0.472,0,6,0,0.612,2,0,6
"892",229242295798887,"exp.low_che.hig",0,"2","2",61,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,12,0.472,0,6,0,0.612,2,0,6
"893",229242295798887,"exp.low_che.int",0,"1","2",61,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,12,0.472,0,6,0,0.612,2,0,6
"894",229242295798887,"exp.low_mid.hig",0,"2","1",61,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,12,0.472,0,6,0,0.612,2,0,6
"895",229242295798887,"mid.low_che.hig",0,"2","1",61,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,12,0.472,0,6,0,0.612,2,0,6
"896",229242295798887,"mid.low_che.int",0,"1","1",61,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,12,0.472,0,6,0,0.612,2,0,6
"897",229242295804087,"exp.int_che.hig",0,"1","2",31,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,5,0.513,4,5,0,0.579,8,1,4.5
"898",229242295804087,"exp.int_mid.hig",1,"1","1",31,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,5,0.513,4,5,0,0.579,8,1,4.5
"899",229242295804087,"exp.low_che.hig",1,"2","2",31,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,5,0.513,4,5,0,0.579,8,1,4.5
"900",229242295804087,"exp.low_che.int",0,"1","2",31,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,5,0.513,4,5,0,0.579,8,1,4.5
"901",229242295804087,"exp.low_mid.hig",1,"2","1",31,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,5,0.513,4,5,0,0.579,8,1,4.5
"902",229242295804087,"mid.low_che.hig",1,"2","1",31,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,5,0.513,4,5,1,0.579,8,1,4.5
"903",229242295804087,"mid.low_che.int",0,"1","1",31,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,5,0.513,4,5,0,0.579,8,1,4.5
"904",229242295805140,"exp.int_che.hig",1,"1","2",24,"male","middle school","<1'500€
<3'100CHF","Germany",6,16,0.884,7,5.75,1,0.442,9,7,5.5
"905",229242295805140,"exp.int_mid.hig",1,"1","1",24,"male","middle school","<1'500€
<3'100CHF","Germany",6,16,0.884,7,5.75,1,0.442,9,7,5.5
"906",229242295805140,"exp.low_che.hig",1,"2","2",24,"male","middle school","<1'500€
<3'100CHF","Germany",6,16,0.884,7,5.75,1,0.442,9,7,5.5
"907",229242295805140,"exp.low_che.int",1,"1","2",24,"male","middle school","<1'500€
<3'100CHF","Germany",6,16,0.884,7,5.75,1,0.442,9,7,5.5
"908",229242295805140,"exp.low_mid.hig",1,"2","1",24,"male","middle school","<1'500€
<3'100CHF","Germany",6,16,0.884,7,5.75,1,0.442,9,7,5.5
"909",229242295805140,"mid.low_che.hig",1,"2","1",24,"male","middle school","<1'500€
<3'100CHF","Germany",6,16,0.884,7,5.75,1,0.442,9,7,5.5
"910",229242295805140,"mid.low_che.int",1,"1","1",24,"male","middle school","<1'500€
<3'100CHF","Germany",6,16,0.884,7,5.75,1,0.442,9,7,5.5
"911",229242295808010,"exp.int_che.hig",1,"1","2",39,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",1,12,1.04,2,6,1,1.18,16,3,5.75
"912",229242295808010,"exp.int_mid.hig",0,"1","1",39,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",1,12,1.04,2,6,0,1.18,16,3,5.75
"913",229242295808010,"exp.low_che.hig",0,"2","2",39,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",1,12,1.04,2,6,1,1.18,16,3,5.75
"914",229242295808010,"exp.low_che.int",0,"1","2",39,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",1,12,1.04,2,6,1,1.18,16,3,5.75
"915",229242295808010,"exp.low_mid.hig",0,"2","1",39,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",1,12,1.04,2,6,0,1.18,16,3,5.75
"916",229242295808010,"mid.low_che.hig",1,"2","1",39,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",1,12,1.04,2,6,0,1.18,16,3,5.75
"917",229242295808010,"mid.low_che.int",0,"1","1",39,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",1,12,1.04,2,6,0,1.18,16,3,5.75
"918",229242295810100,"exp.int_che.hig",0,"1","2",42,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,10,0.729,1,5,0,0.853,0,1,3.75
"919",229242295810100,"exp.int_mid.hig",0,"1","1",42,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,10,0.729,1,5,0,0.853,0,1,3.75
"920",229242295810100,"exp.low_che.hig",0,"2","2",42,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,10,0.729,1,5,1,0.853,0,1,3.75
"921",229242295810100,"exp.low_che.int",0,"1","2",42,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,10,0.729,1,5,0,0.853,0,1,3.75
"922",229242295810100,"exp.low_mid.hig",1,"2","1",42,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,10,0.729,1,5,0,0.853,0,1,3.75
"923",229242295810100,"mid.low_che.hig",0,"2","1",42,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,10,0.729,1,5,0,0.853,0,1,3.75
"924",229242295810100,"mid.low_che.int",0,"1","1",42,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,10,0.729,1,5,0,0.853,0,1,3.75
"925",229242295811148,"exp.int_che.hig",0,"1","2",43,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.469,4,6,0,0.883,8,3,6
"926",229242295811148,"exp.int_mid.hig",1,"1","1",43,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.469,4,6,1,0.883,8,3,6
"927",229242295811148,"exp.low_che.hig",1,"2","2",43,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.469,4,6,0,0.883,8,3,6
"928",229242295811148,"exp.low_che.int",0,"1","2",43,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.469,4,6,0,0.883,8,3,6
"929",229242295811148,"exp.low_mid.hig",1,"2","1",43,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.469,4,6,1,0.883,8,3,6
"930",229242295811148,"mid.low_che.hig",1,"2","1",43,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.469,4,6,1,0.883,8,3,6
"931",229242295811148,"mid.low_che.int",0,"1","1",43,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,0.469,4,6,0,0.883,8,3,6
"932",229242295814258,"exp.int_che.hig",0,"1","2",36,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,7,1.14,0,5.75,0,0.942,10,0,5
"933",229242295814258,"exp.int_mid.hig",0,"1","1",36,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,7,1.14,0,5.75,0,0.942,10,0,5
"934",229242295814258,"exp.low_che.hig",0,"2","2",36,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,7,1.14,0,5.75,0,0.942,10,0,5
"935",229242295814258,"exp.low_che.int",0,"1","2",36,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,7,1.14,0,5.75,0,0.942,10,0,5
"936",229242295814258,"exp.low_mid.hig",0,"2","1",36,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,7,1.14,0,5.75,0,0.942,10,0,5
"937",229242295814258,"mid.low_che.hig",0,"2","1",36,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,7,1.14,0,5.75,0,0.942,10,0,5
"938",229242295814258,"mid.low_che.int",0,"1","1",36,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,7,1.14,0,5.75,0,0.942,10,0,5
"939",229242295822351,"exp.int_che.hig",0,"1","2",39,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,6,0.598,0,5,0,0.491,1,0,3
"940",229242295822351,"exp.int_mid.hig",0,"1","1",39,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,6,0.598,0,5,0,0.491,1,0,3
"941",229242295822351,"exp.low_che.hig",0,"2","2",39,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,6,0.598,0,5,0,0.491,1,0,3
"942",229242295822351,"exp.low_che.int",0,"1","2",39,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,6,0.598,0,5,0,0.491,1,0,3
"943",229242295822351,"exp.low_mid.hig",0,"2","1",39,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,6,0.598,0,5,0,0.491,1,0,3
"944",229242295822351,"mid.low_che.hig",0,"2","1",39,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,6,0.598,0,5,0,0.491,1,0,3
"945",229242295822351,"mid.low_che.int",0,"1","1",39,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",7,6,0.598,0,5,0,0.491,1,0,3
"946",229242295826528,"exp.int_che.hig",0,"1","2",53,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",6,8,0.662,3,6,0,0.576,16,2,4.5
"947",229242295826528,"exp.int_mid.hig",0,"1","1",53,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",6,8,0.662,3,6,0,0.576,16,2,4.5
"948",229242295826528,"exp.low_che.hig",0,"2","2",53,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",6,8,0.662,3,6,1,0.576,16,2,4.5
"949",229242295826528,"exp.low_che.int",0,"1","2",53,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",6,8,0.662,3,6,0,0.576,16,2,4.5
"950",229242295826528,"exp.low_mid.hig",1,"2","1",53,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",6,8,0.662,3,6,1,0.576,16,2,4.5
"951",229242295826528,"mid.low_che.hig",1,"2","1",53,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",6,8,0.662,3,6,0,0.576,16,2,4.5
"952",229242295826528,"mid.low_che.int",1,"1","1",53,"female","obligatory school","> 4'000€
>5'900 CHF","Germany",6,8,0.662,3,6,0,0.576,16,2,4.5
"953",229242295830711,"exp.int_che.hig",0,"1","2",25,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,11,0.536,2,3.25,0,0.548,9,1,4.75
"954",229242295830711,"exp.int_mid.hig",0,"1","1",25,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,11,0.536,2,3.25,0,0.548,9,1,4.75
"955",229242295830711,"exp.low_che.hig",0,"2","2",25,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,11,0.536,2,3.25,1,0.548,9,1,4.75
