m,(Intercept),co2-30% CO2,tax+6%,energieabhaengigkeit+20%,zeitpunktin 7 Jahren,ResponseId.x,gender,age,country,income.wave1,education,climate_concern,concern.scaled
229242449969214,-0.042800596726470186,0.0681284034126084,-0.708799644028347,0.004318209257512806,-1.8070147908096517,R_BWcQlGznhrP7sMp,female,50,Switzerland,"> 4'000€
>5'900 CHF",middle school,4.75,-0.1711822660098523
229242449969217,-1.6476763952336735,0.34816541191737427,-1.857617949781789,-0.10722617026293868,5.156595901821426,R_2uO5XyabEbAk5mA,male,26,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",degree,6,1.0788177339901477
229242449970251,3.0916875100122763,0.57571100250534,-7.572619039276162,0.5265484707498557,-0.4140043439607206,R_3hbHzzIb2p5LFeV,male,75,Switzerland,"> 4'000€
>5'900 CHF",degree,5.25,0.3288177339901477
229242449970265,3.0769408099066964,0.8611694124386521,-1.02470725334768,0.5882959121813469,-6.89706890304609,R_3g7PdyeJYmUqgqL,male,57,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.0788177339901477
229242449972339,4.350527978668881,0.9479809712273131,-1.5383094083495106,0.3041408313065038,-0.9204125067226738,R_3IbFB1uZogY5uRE,female,34,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,3.75,-1.1711822660098523
229242449974438,0.10668208412262437,2.0498370895197677,-2.6063248273379465,0.9874353991137375,0.1527439104336521,R_22Jq692U13FYFUt,female,41,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,5.25,0.3288177339901477
229242449975493,3.0916875100122767,0.5757110025053398,-7.572619039276161,0.5265484707498556,-0.4140043439607215,R_3G8pt8Wr04bbf0j,male,44,Switzerland,"> 4'000€
>5'900 CHF",degree,4.5,-0.4211822660098523
229242449982547,4.527908411190779,0.989922884711417,-5.6604192733569185,0.6837213117423566,-2.720890933995059,R_3IQALOx3VPabIO9,male,59,Switzerland,"<1'500€
<3'100CHF",degree,3.75,-1.1711822660098523
229242449982562,1.305199964082643,0.13426129414539367,-7.098768889775829,0.24999194367467847,1.181488811984813,R_1k23tDbzBDJCCYn,female,56,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.5,-0.4211822660098523
229242450000078,1.709280185152669,1.9310154782727917,-2.8222333498109577,1.047097376534987,-2.7158105806288004,R_2Ya0u9hmC0kciFh,male,30,Switzerland,"> 4'000€
>5'900 CHF",degree,4.75,-0.1711822660098523
229242450002154,2.4587013849651647,0.3465812572148507,-1.3707348241472959,0.18619573637751102,-3.3113520621931207,R_2trMR4xpeJTo3lq,female,26,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229242450002158,4.090096979020544,0.5155086436828128,-2.1814504146533946,0.3983244532320994,-5.6926879631210205,R_20TCFE2SuJlAdd3,male,59,Switzerland,"> 4'000€
>5'900 CHF",degree,5.25,0.3288177339901477
229242450008195,3.0916875100122763,0.5757110025053398,-7.572619039276161,0.5265484707498556,-0.41400434396072083,R_2XakNPEaYy4jjwG,male,30,Switzerland,"> 4'000€
>5'900 CHF",degree,5.75,0.8288177339901477
229242450009233,2.8777924008679694,1.0410520341870857,1.2068573769755222,0.3975538628962323,-4.287455548099363,R_2Qnsay2GAENyGmu,female,34,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229242450013428,2.6326526926802742,1.1894202672436436,-6.425765903710623,0.6824018420927163,1.1550901805946467,R_XUiFn3Edf8V2FBD,female,26,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,5.25,0.3288177339901477
229242450014215,3.0769408099066973,0.8611694124386513,-1.0247072533476786,0.5882959121813464,-6.897068903046089,R_20PrGSgbrqfLXmF,male,59,Switzerland,"<1'500€
<3'100CHF",obligatory school,6,1.0788177339901477
229242450017359,-0.1322738105078436,0.8444536118681154,-3.515349371741475,0.2783962674766722,3.6214278127335797,R_3iRaw3Ijg0YgqDl,female,38,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.0788177339901477
229242450019449,1.8968519925416651,0.49936627314016974,-5.4931871955665885,0.6326817974092143,-4.919266024308936,R_1pLjkduyxId8PDO,female,32,Switzerland,"> 4'000€
>5'900 CHF",degree,5,0.07881773399014769
229242450025714,3.0916875100122763,0.5757110025053398,-7.572619039276161,0.5265484707498556,-0.4140043439607213,R_3m1oTqlV5Yjzzl8,male,51,Switzerland,"> 4'000€
>5'900 CHF",middle school,6,1.0788177339901477
229242450029643,3.1104959490863284,0.3089554854027935,-6.240456361785821,0.21867714968102114,1.2687970064565244,R_3R8wRWQYe5SZdbT,female,19,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.5,0.5788177339901477
229242450030694,3.0916875100122763,0.57571100250534,-7.572619039276162,0.5265484707498558,-0.41400434396072106,R_12sASZ4D9fY0jtV,male,33,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,4.25,-0.6711822660098523
229242450031736,-2.2581917590959897,0.29308550519801435,-3.3550550470954756,0.3453467301126259,-1.6184323759805241,R_2dHkl1F6JWDWwxd,female,36,Switzerland,"> 4'000€
>5'900 CHF",degree,5.5,0.5788177339901477
229242450035926,1.29818082175072,-0.06864913733429501,-6.472165045307618,0.19495937192044033,-0.39944392672752826,R_1oGDoYaN0EHfSOZ,female,49,Switzerland,"<1'500€
<3'100CHF",degree,2.75,-2.1711822660098523
229255657928942,-0.22867870176867333,1.8791206233976274,-1.9711230268845865,0.9807973523177893,-1.8584305255871574,R_1DYavCLz1ceAMY4,male,66,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,6,1.0788177339901477
229255657930998,-1.1350376679350642,0.6005762066252457,-4.924028227721468,0.5091272411214904,-0.6166767290475208,R_D8X8cKEgvvYgB7r,male,64,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,5,0.07881773399014769
229255657931005,1.8968519925416651,0.4993662731401696,-5.4931871955665885,0.6326817974092143,-4.919266024308937,R_3fxDHe5zipJwTU7,female,56,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,6,1.0788177339901477
229255657931781,-1.6487151232933273,1.2042010707305932,-2.096135845553397,0.5506499239320042,0.9835896844636047,R_vBpjBVWxgHwdR85,male,67,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,6,1.0788177339901477
229255657931784,4.202444610568053,1.364109884724742,-5.6048804575018565,0.8667931336375987,-2.6005081844931546,R_3fk6vs8uR5E62Lj,female,46,Germany,"<1'500- 2'499€
3'100-4'299CHF",no formal education,5.5,0.5788177339901477
229255657932820,0.8061937011961757,1.0399882118923056,-6.96327625872793,0.7060245670649297,1.064941400710394,R_2Evp2buY7Uor84e,female,54,Germany,"> 4'000€
>5'900 CHF",degree,4.5,-0.4211822660098523
229255657932824,3.0916875100122763,0.5757110025053398,-7.572619039276162,0.5265484707498556,-0.4140043439607215,R_338DXYGYMn3iys2,male,52,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,5,0.07881773399014769
229255657932828,1.8968519925416654,0.49936627314016935,-5.4931871955665885,0.632681797409214,-4.919266024308936,R_2AQG0rzvUe5a4kM,female,60,Germany,"> 4'000€
>5'900 CHF",degree,5.25,0.3288177339901477
229255657933879,-2.2581917590959915,0.2930855051980148,-3.3550550470954756,0.3453467301126261,-1.618432375980523,R_1mEKYPdbW4MPIrp,female,55,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3.75,-1.1711822660098523
229255657934918,3.0916875100122767,0.57571100250534,-7.572619039276162,0.5265484707498557,-0.4140043439607217,R_3kiAUePCg8kLR8i,female,57,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,5,0.07881773399014769
229255657935968,0.8061937011961762,1.0399882118923052,-6.963276258727928,0.7060245670649294,1.064941400710393,R_22PLy8f4obVWnmz,male,58,Germany,"<1'500€
<3'100CHF",middle school,4.25,-0.6711822660098523
229255657936996,0.6851343239835923,-0.6331902899326591,-5.460325314110186,-0.1869048548219131,0.6998476033231604,R_234fD5Z9iTrtGwl,female,22,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4,-0.9211822660098523
229255657936997,4.350527978668874,0.9479809712273133,-1.5383094083495061,0.30414083130650366,-0.9204125067226707,R_BVtq8zZtCjE6BB7,male,28,Germany,"> 4'000€
>5'900 CHF",middle school,6,1.0788177339901477
229255657937001,2.0741950133201428,0.7035654731499258,-3.790595648823068,0.6376279291781105,-5.317301008914406,R_cYIwKezOfDVVChz,male,44,Germany,"<1'500€
<3'100CHF",obligatory school,6,1.0788177339901477
229255657938040,0.6805870141824573,1.7927932060255747,-3.8320884299342293,1.0574152298547923,-2.3458030096856644,R_1QlOVkUcUhO7Ja9,male,51,Germany,"> 4'000€
>5'900 CHF",degree,4.75,-0.1711822660098523
229255657938043,3.2884108308143385,-0.14168639418688433,-6.116051420938062,-0.022333315353772587,1.3974556194211223,R_1NaaqSLkXYb5DrA,female,48,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.75,0.8288177339901477
229255657939091,3.7809998105705382,1.2401850587985779,-6.253150839386547,0.8250619427434289,-1.9207469775086423,R_25sc4jWiebwhoSv,female,31,Germany,"> 4'000€
>5'900 CHF",degree,4.75,-0.1711822660098523
229255657939099,2.949761747552545,-0.18642467331120682,-6.511167574122025,0.16271651386114833,-1.7872471346770955,R_eyRlyv0mGo9RljH,male,22,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.0788177339901477
229255657940131,4.350527978668877,0.9479809712273135,-1.5383094083495097,0.30414083130650404,-0.9204125067226716,R_2TMKimcEcRwikm9,male,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,3.25,-1.6711822660098523
229255657941170,1.3647803434639414,2.112745188821547,-2.1979655796132254,0.9876094942907061,-0.504715135206016,R_3g02bcIpWgCvGPQ,female,22,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,6,1.0788177339901477
229255657942213,0.31384964945222427,-0.4090118712192281,-0.48532517698827604,-0.3882229731257487,0.6823654755196977,R_3nUc7oJWOKlnJBV,male,26,Germany,"<1'500€
<3'100CHF",middle school,6,1.0788177339901477
229255657942218,3.0916875100122763,0.57571100250534,-7.572619039276162,0.5265484707498557,-0.41400434396072106,R_20Ov8RSteb1ii4S,male,50,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,3.5,-1.4211822660098523
229255657942219,1.6484100905357544,0.5600853200824426,-2.354892444344811,0.18261913212099812,0.36855455639003454,R_1Liem5kTbkr14lF,male,34,Germany,"> 4'000€
>5'900 CHF",degree,4.25,-0.6711822660098523
229255657944311,1.8968519925416658,0.4993662731401691,-5.493187195566588,0.6326817974092138,-4.919266024308936,R_pPH8REPLpVM9lAt,female,27,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,5.75,0.8288177339901477
229255657947188,4.350527978668877,0.9479809712273135,-1.5383094083495097,0.30414083130650404,-0.9204125067226729,R_1i5sFl38pMZRzhx,male,27,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4,-0.9211822660098523
229255657949260,3.0916875100122763,0.57571100250534,-7.572619039276162,0.5265484707498557,-0.4140043439607215,R_7ajpMxoVpAYR3cR,male,49,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,6,1.0788177339901477
229255657951349,1.7090435800300527,0.30205402844624873,-1.4420227969327364,0.19698377640633175,-3.396536926984644,R_z0CDhN9620Hiv9T,male,35,Germany,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229255657952395,2.8981752713337814,1.7532570361895583,-2.9623819780376603,0.9393019093741355,-2.8490867162091402,R_1253hukGlxFYfER,male,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,6,1.0788177339901477
229255657957600,3.076940809906698,0.8611694124386519,-1.024707253347683,0.5882959121813469,-6.89706890304609,R_3oYpTt5mP3Z4rKn,female,54,Germany,"> 4'000€
>5'900 CHF",degree,5.5,0.5788177339901477
229255657958647,2.657096059760494,-0.053181553768487544,-3.3992621776989775,-0.003609446583079823,-1.0733498504803967,R_3HAg4bflYU3dIBZ,female,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,3,-1.9211822660098523
229255657959433,2.3445174982578996,1.1226553803615205,-6.852876112305671,0.8607938961484077,-2.0969877795034755,R_2zeYp2NsaPfHrFp,female,42,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,5.75,0.8288177339901477
229255657965656,1.8968519925416654,0.49936627314016946,-5.493187195566588,0.632681797409214,-4.919266024308936,R_YXN6D7S6HtYGyCR,male,67,Germany,"2'500- 4'000€
<4'300- 5'899CHF",degree,4.75,-0.1711822660098523
229255657966697,1.3656064252558058,0.41408943620237837,-2.0518247953319264,0.28089284507771456,-3.0004164544200096,R_zeY2QpcRAsD3WlH,female,73,Germany,"<1'500€
<3'100CHF",degree,6,1.0788177339901477
229255657966698,3.0916875100122763,0.57571100250534,-7.572619039276161,0.5265484707498556,-0.4140043439607206,R_3M6iivw99fLhS17,female,25,Germany,"<1'500- 2'499€
3'100-4'299CHF",middle school,4.5,-0.4211822660098523
229255657970831,3.0916875100122763,0.5757110025053399,-7.572619039276162,0.5265484707498557,-0.4140043439607215,R_rkYd49GtMfFH5vj,female,29,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,6,1.0788177339901477
229255657980998,5.100906625924344,0.8986551577063497,-3.4799969747364363,0.5047922883801245,-3.1954410646944535,R_3nDwBXPS5qRtTye,female,22,Germany,"<1'500€
<3'100CHF",middle school,6,1.0788177339901477
229255657984125,-0.3540756002866332,1.359657562425257,1.5403337160888064,0.707200179051757,-5.682874483410322,R_2Ce0NgCH6zpMRJb,female,21,Germany,"> 4'000€
>5'900 CHF",middle school,5.75,0.8288177339901477
229255657997387,3.0916875100122763,0.5757110025053398,-7.572619039276161,0.5265484707498556,-0.41400434396072083,R_0TmEasAMNDaTx73,female,28,Germany,"<1'500- 2'499€
3'100-4'299CHF",degree,4,-0.9211822660098523
229255657999471,3.0692743301683447,0.7437976473649962,-4.347898133842464,0.2330701571205871,2.6958052232566043,R_3ivSk5kamR28JsF,female,30,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.25,0.3288177339901477
229255658003638,0.44647504728734355,1.254373614721284,-5.9189741854958395,0.8948935574077213,-1.5595612835165271,R_1d9WC22juoRU6UJ,male,40,Germany,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.75,0.8288177339901477
229255658040397,-2.4035305312555257,0.8170722362356513,-4.4405483140102415,0.5678561158056421,0.4142292609852407,R_2bJDToiRAL3MEMM,female,42,Germany,"> 4'000€
>5'900 CHF",degree,5.25,0.3288177339901477
229255658041440,3.0916875100122767,0.5757110025053399,-7.572619039276162,0.5265484707498557,-0.4140043439607213,R_1dFaniBnw4OZYyy,female,23,Germany,"<1'500€
<3'100CHF",middle school,3.75,-1.1711822660098523
229255658041449,1.329948414924938,1.7421322515950033,-0.7188217495570868,0.930735713054891,-4.600418647296026,R_YaxFNmBVsljQcN3,male,29,Germany,"> 4'000€
>5'900 CHF",degree,5,0.07881773399014769
229256171549895,-0.24106239314913802,0.33213608223876007,-4.112474759447477,0.4306548695930086,-3.1079556238918635,R_6tYWl75MHmR54KB,male,39,Switzerland,"> 4'000€
>5'900 CHF",degree,5.75,0.8288177339901477
229256171552970,2.008587932364972,-0.1701052420735799,-2.021705811626835,-0.24435755202630793,1.0577135119402326,R_Ab6UGDbmjVtu3AZ,female,45,Switzerland,"> 4'000€
>5'900 CHF",degree,5.75,0.8288177339901477
229256171556050,3.3512866100096934,1.1898957396738208,-4.208084546390743,0.5921941332800329,-0.26674697304085226,R_1kNYEgfcdgcFO51,female,48,Switzerland,"<1'500€
<3'100CHF",obligatory school,5.25,0.3288177339901477
229256171561183,4.216966565760054,0.5508163764659073,-3.943029756007009,0.4239825731274839,-3.7860426980958826,R_11bfomFynMxQ2HS,male,53,Switzerland,"<1'500€
<3'100CHF",obligatory school,5.75,0.8288177339901477
229256171567352,3.0916875100122763,0.5757110025053401,-7.572619039276163,0.5265484707498558,-0.41400434396072106,R_2ypy9ol4uFVDmgX,male,55,Switzerland,"> 4'000€
>5'900 CHF",degree,5.5,0.5788177339901477
229256171569156,2.421759366640905,0.41678529867555597,-6.233798547332642,0.5086463508964226,-2.7653982738995992,R_ZwTzFkXwgh0Fzyx,female,55,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",no formal education,6,1.0788177339901477
229256171575321,-1.3797188206162936,-0.60014333386968155,-5.4035732671320345,-0.1582081433884862,1.5993333391759488,R_WdOv7WjyReZ2Izn,male,63,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3.25,-1.6711822660098523
229256171581482,3.0769408099066977,0.8611694124386516,-1.0247072533476813,0.5882959121813468,-6.89706890304609,R_2ag9KO7neo6tVIm,male,56,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,6,1.0788177339901477
229256171582508,3.3507477527466563,0.467104176439417,-3.9321950793006644,0.4094051337034447,-3.7874520518831356,R_3siQFVhDI105wbQ,female,73,Switzerland,"> 4'000€
>5'900 CHF",middle school,6,1.0788177339901477
229256171601985,3.0916875100122763,0.5757110025053398,-7.572619039276162,0.5265484707498556,-0.41400434396072106,R_3mgY6Y0UIN2HyQ8,female,50,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,3.25,-1.6711822660098523
229256171609167,2.8900997705347047,1.242111238115939,-5.21055775998809,0.8317919021402362,-2.7761169504285252,R_DNRyhi5gcPlwDRv,male,47,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229256171622503,-1.1350376679350642,0.6005762066252449,-4.924028227721467,0.5091272411214899,-0.6166767290475204,R_2aIvH7bEKgmeRSd,male,41,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,4.5,-0.4211822660098523
229256171630718,2.8046785329830386,0.24955489292408284,-6.807367876095128,0.41138837421628816,-2.0033280512441696,R_1o1iNts3exPmieU,female,64,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.25,0.3288177339901477
229256171636877,3.0916875100122763,0.5757110025053398,-7.572619039276161,0.5265484707498556,-0.4140043439607213,R_3s04VQwuwiRt0e2,female,60,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",middle school,5.5,0.5788177339901477
229256171644062,3.091687510012277,0.5757110025053399,-7.572619039276162,0.5265484707498557,-0.41400434396072194,R_1FDtuG3k56IdBXy,male,64,Switzerland,"> 4'000€
>5'900 CHF",degree,5,0.07881773399014769
229256171658438,-1.8142721897865361,-0.007890383992760985,-4.847064139182294,0.16684785892113818,0.5176182901791995,R_2xxvAFqyH4RVpzq,male,76,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,3.75,-1.1711822660098523
229256171660490,-0.00182971787595676,0.3159337117802702,-3.1112458771148592,0.1254188197624786,1.085423950341161,R_PtRAPkXLYtVoPRL,male,68,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,4.5,-0.4211822660098523
229256171670763,3.0916875100122763,0.5757110025053398,-7.572619039276161,0.5265484707498556,-0.4140043439607217,R_1LoIjURU32wpqKF,male,44,Switzerland,"> 4'000€
>5'900 CHF",middle school,5.75,0.8288177339901477
229256171671793,4.3408386583575655,-0.04932972894284737,-5.755098218732081,0.13115247189107893,-1.6734849013792041,R_1jxNAbcEEMGNBkz,female,20,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5,0.07881773399014769
229256171672827,0.9159472531150035,1.6228184502224057,-3.988289939779807,0.924236264636399,-1.3608210728759003,R_12nkx2QU4KAOjzq,male,57,Switzerland,"> 4'000€
>5'900 CHF",degree,3.25,-1.6711822660098523
229256171676680,4.340838658357564,-0.04932972894284726,-5.75509821873208,0.13115247189107893,-1.6734849013792035,R_1JF7XaAKoJRpbIc,female,45,Switzerland,"> 4'000€
>5'900 CHF",degree,4,-0.9211822660098523
229256171707512,0.5792485652703756,1.102940481495463,-5.8323275623515105,0.7512675983484067,-0.44540720475419726,R_AAHKZ3vcmf71Pjj,male,25,Switzerland,"> 4'000€
>5'900 CHF",degree,4.75,-0.1711822660098523
229256171709564,0.8841185222803691,-0.2833080522031728,-0.9064380199702415,-0.2942705215390695,0.25544939857937043,R_1ghcFo1JrTvT8DO,male,43,Switzerland,"> 4'000€
>5'900 CHF",degree,4,-0.9211822660098523
229256171712646,2.823717510388326,1.3699234314560034,-4.8574446124255175,0.6872694521697119,0.6967132637181326,R_Or1AiWB4eJhjZpD,female,47,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.5,0.5788177339901477
229256171733167,4.458538555870284,1.4433630101583188,-2.404051150078334,0.6598573297871754,-2.048235633638231,R_3lWWBqWRXixfnYH,female,24,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229256171741387,2.3071284103378678,0.8336010516485768,-6.585887995218396,0.751467464951224,-2.9971242530464735,R_2AMhKoUk1l2B7aY,male,26,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.25,0.3288177339901477
229256171743437,3.7809998105705365,1.2401850587985783,-6.253150839386546,0.8250619427434289,-1.920746977508641,R_UutbqIVKMY6CypX,male,36,Switzerland,"> 4'000€
>5'900 CHF",degree,5.5,0.5788177339901477
229256171754731,-2.2581917590959897,0.29308550519801513,-3.355055047095476,0.34534673011262623,-1.6184323759805235,R_2VO6QNbhe2MmBTA,female,45,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",no formal education,5.75,0.8288177339901477
229256171770896,-0.7427887061164196,0.6778089730091637,0.05848513895764107,0.16820875657104611,0.17348707249657291,R_9SwDxmdVRzn9FdL,female,38,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.5,-0.4211822660098523
229256171776032,0.8905722107952958,1.0028167476958978,-2.837799880334402,0.49925142542239653,-0.4698627608785346,R_2wconsnovSxkAzJ,female,23,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,6,1.0788177339901477
229256171818133,2.945789783795517,0.4775451598205559,-5.888028512545704,0.23593997594564137,2.1531415125938356,R_eKWYsNTk180LbDr,male,29,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229256171835582,-1.5882120236584654,-0.41135057382989393,-4.47841024634494,-0.06776605418452752,0.6332050112335672,R_3s6qPNlNN0k4mS0,female,31,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,4.5,-0.4211822660098523
229256171858967,0.16392094892577003,-0.24935397541223303,-1.7626683195157615,-0.2953698982427022,2.043161438018184,R_3KBbO4HrzSQov8h,female,20,Switzerland,"<1'500€
<3'100CHF",degree,3.25,-1.6711822660098523
229256171870273,3.3010542785528307,0.5500809202760758,-2.9096122878450403,0.441485547723736,-4.840517107936808,R_2bWrFPxwlUFwasN,female,28,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,4.75,-0.1711822660098523
229256171906265,3.67360512408081,1.3712697977420951,-2.12905639539479,0.8459008329147177,-6.054671365381454,R_yPjecBYgKLBuysN,male,22,Switzerland,"> 4'000€
>5'900 CHF",middle school,5.5,0.5788177339901477
229256171907291,4.350527978668875,0.9479809712273135,-1.5383094083495052,0.3041408313065038,-0.9204125067226725,R_1kMmTGmvgH9gulq,male,22,Switzerland,"> 4'000€
>5'900 CHF",obligatory school,6,1.0788177339901477
229256171950188,2.8046785329830373,0.24955489292408262,-6.807367876095126,0.4113883742162878,-2.003328051244168,R_ux34WUoxkXoCzLz,female,30,Switzerland,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,5.25,0.3288177339901477
229256171951214,-1.2074907363884462,2.4484624634261163,-0.6461054328306588,1.208857701361632,-1.9558501160562387,R_Ah2SgjKYfhYCFzP,female,25,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229256171951216,3.4718751288474357,1.417182117104026,-4.642384327196315,0.7768332638890256,-1.1810120426703525,R_3P6nIX6MCWT2rpO,female,28,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",middle school,5.5,0.5788177339901477
229256171962526,-1.3797188206162931,-0.6001433338696822,-5.4035732671320345,-0.15820814338848643,1.5993333391759488,R_2dXrCgiGyoz4vxp,female,39,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",degree,6,1.0788177339901477
229256171968702,-0.7143952261295472,2.1375023185943895,-2.9341451683981306,1.1582923430132714,-1.361400666767725,R_8iBn0zQMI1dvjmF,female,43,Switzerland,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229256171972822,3.0916875100122763,0.5757110025053399,-7.572619039276162,0.5265484707498557,-0.41400434396072106,R_3JpYYmfMdkuZ36A,female,34,Switzerland,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,5.75,0.8288177339901477
229320605934677,3.0769408099066964,0.8611694124386515,-1.0247072533476778,0.5882959121813465,-6.89706890304609,R_b2ZcxCwv0pAfl4d,female,61,Germany,"> 4'000€
>5'900 CHF",degree,5.75,0.8288177339901477
229320605934683,1.907819587379304,1.0567104828727523,-6.110555050371492,0.8860009874188599,-3.8159273646533336,R_33wCNEarcW1Pj0m,female,37,Germany,"<1'500€
<3'100CHF",no formal education,6,1.0788177339901477
229320605935709,0.49129256859231174,0.8741304705545428,-3.6264234495793666,0.4536933779853392,0.3935744450461347,R_W6egCtuD4qEhQit,male,56,Germany,"> 4'000€
>5'900 CHF",middle school,4,-0.9211822660098523
229320605935711,3.0916875100122763,0.5757110025053399,-7.572619039276161,0.5265484707498557,-0.4140043439607215,R_3NWHzCjCutDhTbe,male,58,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,4,-0.9211822660098523
229320605935718,1.993827360540397,1.3320439799033417,-3.1048561151614393,0.9361539258226428,-5.936180351572847,R_2CeJTzNjSsx2qQD,male,58,Germany,"> 4'000€
>5'900 CHF",degree,5,0.07881773399014769
229320605935728,3.0769408099066977,0.8611694124386517,-1.0247072533476804,0.5882959121813467,-6.897068903046091,R_2fuNpV3D3K5D2hH,male,65,Germany,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229320605936754,1.0318218723782795,-0.24034518922370252,-4.570326712365496,0.1705096290059801,-3.664211493007457,R_1mdW7cgT4seyyqQ,male,55,Germany,"<1'500- 2'499€
3'100-4'299CHF",obligatory school,4.5,-0.4211822660098523
229320605936759,1.8968519925416658,0.49936627314016924,-5.493187195566588,0.632681797409214,-4.919266024308937,R_3lK2ZaE2Fr2bjp0,male,43,Germany,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229320605936763,2.450811589680986,0.6706485387182104,-6.460295934529742,0.5996043667286863,-1.8880144437484372,R_3ek309VHljstLtw,female,53,Germany,"2'500- 4'000€
<4'300- 5'899CHF",obligatory school,3.5,-1.4211822660098523
229320605936769,0.08390572792911843,1.2989815212239257,-3.0180826321084284,0.6022531577465176,0.998404278101745,R_bx4MDwAhY2SADXr,male,57,Germany,"> 4'000€
>5'900 CHF",degree,3.25,-1.6711822660098523
229320605936770,-2.2581917590959897,0.29308550519801513,-3.355055047095476,0.3453467301126263,-1.618432375980524,R_2YJM7Vy6fmCyYg3,female,52,Germany,"> 4'000€
>5'900 CHF",middle school,4,-0.9211822660098523
229320605937798,3.7809998105705356,1.2401850587985783,-6.253150839386546,0.8250619427434289,-1.9207469775086405,R_RLAVaQHCHLgHOhj,male,45,Germany,"> 4'000€
>5'900 CHF",degree,6,1.0788177339901477
229320605937806,-0.06727683498779902,0.6608964959129122,-6.980041002515465,0.49929907895516557,1.9909171664709104,R_XodnNQgdsehAQBb,male,50,Germany,"> 4'000€
>5'900 CHF",degree,2.25,-2.6711822660098523
