"","m","Duration.wave1","ResponseId.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"119",229242449972339,659,"R_3IbFB1uZogY5uRE","female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",4,5,1167,"R_1LuhzYh0vCqcqBC",34,"> 4'000€
>5'900 CHF",10,19,"okay"
"120",229242449974438,1056,"R_22Jq692U13FYFUt","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,1468,"R_2ZCBDZDzOb6z8WQ",41,"<1'500€
<3'100CHF",17,24,"okay"
"121",229242449975493,1102,"R_3G8pt8Wr04bbf0j","male","Switzerland","> 4'000€
>5'900 CHF","degree",1,4,1530,"R_3lQDx1cB3wc76j8",44,"> 4'000€
>5'900 CHF",18,25,"okay"
"122",229242449982547,2732,"R_3IQALOx3VPabIO9","male","Switzerland","<1'500€
<3'100CHF","degree",1,8,1571,"R_BremVIKM3Mz3PEJ",59,"<1'500€
<3'100CHF",45,26,"okay"
"123",229242449982562,1211,"R_1k23tDbzBDJCCYn","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,2039,"R_1PdvSyRjroeuRch",56,"<1'500- 2'499€
3'100-4'299CHF",20,33,"okay"
"124",229242450000078,2050,"R_2Ya0u9hmC0kciFh","male","Switzerland","> 4'000€
>5'900 CHF","degree",3,8,1503,"R_9ELsKDXdklSgout",30,"> 4'000€
>5'900 CHF",34,25,"okay"
"125",229242450002154,2100,"R_2trMR4xpeJTo3lq","female","Switzerland","> 4'000€
>5'900 CHF","degree",4,4,3219,"R_2t9y2YhFbxge3FX",26,"> 4'000€
>5'900 CHF",35,53,"okay"
"126",229242450002158,544,"R_20TCFE2SuJlAdd3","male","Switzerland","> 4'000€
>5'900 CHF","degree",3,3,854,"R_SDftbHpcLbTJRdv",59,"> 4'000€
>5'900 CHF",9,14,"okay"
"127",229242450008195,1453,"R_2XakNPEaYy4jjwG","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,3,1382,"R_2OTucPfWLWySgbQ",30,"> 4'000€
>5'900 CHF",24,23,"okay"
"128",229242450009233,798,"R_2Qnsay2GAENyGmu","female","Switzerland","> 4'000€
>5'900 CHF","degree",2,6,709,"R_DvGNooOqCLbTfUt",34,"> 4'000€
>5'900 CHF",13,11,"okay"
"129",229242450013428,806,"R_XUiFn3Edf8V2FBD","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,3193,"R_oZRgNtKPISTf8Qh",26,"2'500- 4'000€
<4'300- 5'899CHF",13,53,"okay"
"130",229242450014215,2138,"R_20PrGSgbrqfLXmF","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,4,2242,"R_2TXIK6VleUaA37H",59,"<1'500€
<3'100CHF",35,37,"okay"
"131",229242450017359,2283,"R_3iRaw3Ijg0YgqDl","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,3,1703,"R_3gXFwb5Rj3GeayC",38,"<1'500- 2'499€
3'100-4'299CHF",38,28,"okay"
"132",229242450019449,1012,"R_1pLjkduyxId8PDO","female","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,2107,"R_2DOdBo6U9ALFufg",32,"> 4'000€
>5'900 CHF",16,35,"okay"
"133",229242450025714,893,"R_3m1oTqlV5Yjzzl8","male","Switzerland","> 4'000€
>5'900 CHF","middle school",4,3,1486,"R_3EgThIVtlqB8ZFN",51,"> 4'000€
>5'900 CHF",14,24,"okay"
"134",229242450029643,1285,"R_3R8wRWQYe5SZdbT","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,1019,"R_cBDbI624h84mH4d",19,"> 4'000€
>5'900 CHF",21,16,"okay"
"135",229242450030694,1054,"R_12sASZ4D9fY0jtV","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",4,5,1383,"R_w5XWAQ49QLmCWfD",33,"> 4'000€
>5'900 CHF",17,23,"okay"
"136",229242450035926,1627,"R_1oGDoYaN0EHfSOZ","female","Switzerland","<1'500€
<3'100CHF","degree",1,5,1330,"R_Ybr1hoXT0OQo277",49,"<1'500€
<3'100CHF",27,22,"okay"
"137",229255657928942,1354,"R_1DYavCLz1ceAMY4","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,1746,"R_pDyGasdoI2EyTa9",66,"2'500- 4'000€
<4'300- 5'899CHF",22,29,"okay"
"138",229255657930998,1299,"R_D8X8cKEgvvYgB7r","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,1541,"R_ZDBtgQFafDprwXv",64,"<1'500- 2'499€
3'100-4'299CHF",21,25,"okay"
"139",229255657931005,1040,"R_3fxDHe5zipJwTU7","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",1,4,7742,"R_2ROlNuBvXLmCi1x",56,"<1'500- 2'499€
3'100-4'299CHF",17,129,"okay"
"140",229255657931781,1256,"R_vBpjBVWxgHwdR85","male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,5,2182,"R_yHAHJFquMBmsUEh",67,"<1'500- 2'499€
3'100-4'299CHF",20,36,"okay"
"141",229255657931784,803,"R_3fk6vs8uR5E62Lj","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",4,7,841,"R_2THMWSSD3Kxxxy0",46,"<1'500- 2'499€
3'100-4'299CHF",13,14,"okay"
"142",229255657932820,1049,"R_2Evp2buY7Uor84e","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,1819,"R_3G6sJVzV6kfEKOa",54,"> 4'000€
>5'900 CHF",17,30,"okay"
"143",229255657932824,571,"R_338DXYGYMn3iys2","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,689,"R_3kMmLUhdgxfo5E4",52,"2'500- 4'000€
<4'300- 5'899CHF",9,11,"okay"
"144",229255657932828,1079,"R_2AQG0rzvUe5a4kM","female","Germany","> 4'000€
>5'900 CHF","degree",4,7,1704,"R_3MuHWM5gnFAahwf",60,"2'500- 4'000€
<4'300- 5'899CHF",17,28,"okay"
"145",229255657933879,845,"R_1mEKYPdbW4MPIrp","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,1060,"R_2A0ZyfHN8PF2erE",55,"2'500- 4'000€
<4'300- 5'899CHF",14,17,"okay"
"146",229255657934918,1204,"R_3kiAUePCg8kLR8i","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,949,"R_2VxLGUSM0lfPof1",57,"2'500- 4'000€
<4'300- 5'899CHF",20,15,"okay"
"147",229255657935968,798,"R_22PLy8f4obVWnmz","male","Germany","<1'500€
<3'100CHF","middle school",1,5,952,"R_3R4pVcd0KlBWl4V",58,"<1'500€
<3'100CHF",13,15,"okay"
"148",229255657936996,739,"R_234fD5Z9iTrtGwl","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,775,"R_12nepXyOEnwLAif",22,"<1'500- 2'499€
3'100-4'299CHF",12,12,"okay"
"149",229255657937001,770,"R_cYIwKezOfDVVChz","male","Germany","<1'500€
<3'100CHF","obligatory school",3,5,3778,"R_3hubsLzXrSdsisz",44,"<1'500- 2'499€
3'100-4'299CHF",12,62,"okay"
"150",229255657938040,740,"R_1QlOVkUcUhO7Ja9","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,917,"R_30fcPq6axMgBolc",51,"> 4'000€
>5'900 CHF",12,15,"okay"
"151",229255657938043,990,"R_1NaaqSLkXYb5DrA","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,924,"R_RKqHmKR3xJkYtax",48,"2'500- 4'000€
<4'300- 5'899CHF",16,15,"okay"
"152",229255657939091,687,"R_25sc4jWiebwhoSv","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,720,"R_1gLvjTZg4QNX5QS",31,"> 4'000€
>5'900 CHF",11,12,"okay"
"153",229255657939099,1113,"R_eyRlyv0mGo9RljH","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,1244,"R_2YLoY951ZogozTf",22,"2'500- 4'000€
<4'300- 5'899CHF",18,20,"okay"
"154",229255657941170,7128,"R_3g02bcIpWgCvGPQ","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,4,1506,"R_3L7muBEyUDuUPvc",22,"<1'500- 2'499€
3'100-4'299CHF",118,25,"okay"
"155",229255657942213,629,"R_3nUc7oJWOKlnJBV","male","Germany","<1'500€
<3'100CHF","middle school",1,3,1678,"R_1RJFm66oU5fP5Qt",26,"<1'500€
<3'100CHF",10,27,"okay"
"156",229255657942218,4119,"R_20Ov8RSteb1ii4S","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,1384,"R_3EDOF5X2jihdhSP",50,"2'500- 4'000€
<4'300- 5'899CHF",68,23,"okay"
"157",229255657942219,1172,"R_1Liem5kTbkr14lF","male","Germany","> 4'000€
>5'900 CHF","degree",3,6,1634,"R_2dzIMFCeBrnYXrM",34,"> 4'000€
>5'900 CHF",19,27,"okay"
"158",229255657944311,878,"R_pPH8REPLpVM9lAt","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,5,1026,"R_33DNS6quldJesE7",27,"> 4'000€
>5'900 CHF",14,17,"okay"
"159",229255657947188,829,"R_1i5sFl38pMZRzhx","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,8,1175,"R_3QPZLvzZvpyN968",27,"<1'500- 2'499€
3'100-4'299CHF",13,19,"okay"
"160",229255657949260,1132,"R_7ajpMxoVpAYR3cR","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,5,1115,"R_31d46rHYvYh3VrS",49,"2'500- 4'000€
<4'300- 5'899CHF",18,18,"okay"
"161",229255657951349,13156,"R_z0CDhN9620Hiv9T","male","Germany","> 4'000€
>5'900 CHF","degree",2,5,30237,"R_1LtemN8EXM5ZUBN",35,"> 4'000€
>5'900 CHF",219,503,"okay"
"162",229255657952395,1815,"R_1253hukGlxFYfER","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1206,"R_ZvZNUw4EfkNkyCl",28,"<1'500- 2'499€
3'100-4'299CHF",30,20,"okay"
"163",229255657957600,2310,"R_3oYpTt5mP3Z4rKn","female","Germany","> 4'000€
>5'900 CHF","degree",2,4,1879,"R_12EXkLuWI7zwqvD",54,"> 4'000€
>5'900 CHF",38,31,"okay"
"164",229255657958647,1082,"R_3HAg4bflYU3dIBZ","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,6920,"R_2BerMsevklfK0C6",28,"<1'500- 2'499€
3'100-4'299CHF",18,115,"okay"
"165",229255657959433,1761,"R_2zeYp2NsaPfHrFp","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2443,"R_3oYG3dkZhORjOX6",42,"2'500- 4'000€
<4'300- 5'899CHF",29,40,"okay"
"166",229255657965656,2606,"R_YXN6D7S6HtYGyCR","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,4865,"R_1hQEo3eSrkO8U4m",67,"<1'500- 2'499€
3'100-4'299CHF",43,81,"okay"
"167",229255657966697,1549,"R_zeY2QpcRAsD3WlH","female","Germany","<1'500€
<3'100CHF","degree",1,6,1702,"R_1hPRfP2ZEnVS9MR",73,"<1'500€
<3'100CHF",25,28,"okay"
"168",229255657966698,888,"R_3M6iivw99fLhS17","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,7,936,"R_2VsQH2SgvmwEvPl",25,"<1'500- 2'499€
3'100-4'299CHF",14,15,"okay"
"169",229255657980998,1489,"R_3nDwBXPS5qRtTye","female","Germany","<1'500€
<3'100CHF","middle school",4,5,1553,"R_2ZTsNN6kZ9cVYHV",22,"<1'500€
<3'100CHF",24,25,"okay"
"170",229255657984125,926,"R_2Ce0NgCH6zpMRJb","female","Germany","> 4'000€
>5'900 CHF","middle school",4,5,4114,"R_300O2DUnqnIyEq8",21,"> 4'000€
>5'900 CHF",15,68,"okay"
"171",229255657997387,1630,"R_0TmEasAMNDaTx73","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",1,6,1415,"R_2uTLa7HMnc5Gs9E",28,"<1'500- 2'499€
3'100-4'299CHF",27,23,"okay"
"172",229255657999471,1133,"R_3ivSk5kamR28JsF","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,1099,"R_1rPu8GlUfBUaT1f",30,"2'500- 4'000€
<4'300- 5'899CHF",18,18,"okay"
"173",229255658003638,3919,"R_1d9WC22juoRU6UJ","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,6672,"R_12ncLRlhWhSi4HC",40,"2'500- 4'000€
<4'300- 5'899CHF",65,111,"okay"
"174",229255658040397,1497,"R_2bJDToiRAL3MEMM","female","Germany","> 4'000€
>5'900 CHF","degree",3,2,1517,"R_seaXQMZjWZEuFVv",42,"> 4'000€
>5'900 CHF",24,25,"okay"
"175",229255658041440,1089,"R_1dFaniBnw4OZYyy","female","Germany","<1'500€
<3'100CHF","middle school",2,6,875,"R_3eXIx145q24P5ct",23,"<1'500- 2'499€
3'100-4'299CHF",18,14,"okay"
"176",229255658041449,1353,"R_YaxFNmBVsljQcN3","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,1047,"R_pbz6lXYpu64Zyut",29,"> 4'000€
>5'900 CHF",22,17,"okay"
"177",229256171549895,636,"R_6tYWl75MHmR54KB","male","Switzerland","> 4'000€
>5'900 CHF","degree",1,6,999,"R_1Cl2SebPQbOFhuz",39,"> 4'000€
>5'900 CHF",10,16,"okay"
"178",229256171552970,847,"R_Ab6UGDbmjVtu3AZ","female","Switzerland","> 4'000€
>5'900 CHF","degree",5,9,769,"R_22re08dv5zyt3zy",45,"2'500- 4'000€
<4'300- 5'899CHF",14,12,"okay"
"179",229256171556050,1041,"R_1kNYEgfcdgcFO51","female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,6,1261,"R_2OTsX0VoE5sGvbN",48,"<1'500- 2'499€
3'100-4'299CHF",17,21,"okay"
"180",229256171561183,724,"R_11bfomFynMxQ2HS","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,1,11181,"R_2e4gsRcT2FLvlEh",53,"<1'500- 2'499€
3'100-4'299CHF",12,186,"okay"
"181",229256171567352,808,"R_2ypy9ol4uFVDmgX","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,5,693,"R_pMXDxYiOWN0mZAB",55,"> 4'000€
>5'900 CHF",13,11,"okay"
"182",229256171569156,2583,"R_ZwTzFkXwgh0Fzyx","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,6,2958,"R_1DHhLExORVUMSTn",55,"2'500- 4'000€
<4'300- 5'899CHF",43,49,"okay"
"183",229256171575321,1748,"R_WdOv7WjyReZ2Izn","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,2398,"R_3JdS6G2oeyURtlh",63,"2'500- 4'000€
<4'300- 5'899CHF",29,39,"okay"
"184",229256171581482,626,"R_2ag9KO7neo6tVIm","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",3,3,948,"R_3khTb6ohZTEw1uj",56,"> 4'000€
>5'900 CHF",10,15,"okay"
"185",229256171582508,1724,"R_3siQFVhDI105wbQ","female","Switzerland","> 4'000€
>5'900 CHF","middle school",2,2,2318,"R_3rNS3W6jWnb4XA4",73,"> 4'000€
>5'900 CHF",28,38,"okay"
"186",229256171601985,1471,"R_3mgY6Y0UIN2HyQ8","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",2,5,1866,"R_ujE7f07IK4OOVxf",50,"2'500- 4'000€
<4'300- 5'899CHF",24,31,"okay"
"187",229256171609167,1242,"R_DNRyhi5gcPlwDRv","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,1733,"R_11Xg8JyRKok3DIm",47,"> 4'000€
>5'900 CHF",20,28,"okay"
"188",229256171622503,1595,"R_2aIvH7bEKgmeRSd","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",4,9,1116,"R_3pkY5QiTao68mOf",41,"> 4'000€
>5'900 CHF",26,18,"okay"
"189",229256171630718,1230,"R_1o1iNts3exPmieU","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,1590,"R_2ZOLtO5eQcxaywi",64,"2'500- 4'000€
<4'300- 5'899CHF",20,26,"okay"
"190",229256171636877,1663,"R_3s04VQwuwiRt0e2","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",2,2,2164,"R_TnJKPfSngzfmYhj",60,"2'500- 4'000€
<4'300- 5'899CHF",27,36,"okay"
"191",229256171644062,950,"R_1FDtuG3k56IdBXy","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,6,1455,"R_2s56lo4tG3fLjIQ",64,"> 4'000€
>5'900 CHF",15,24,"okay"
"192",229256171658438,1883,"R_2xxvAFqyH4RVpzq","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,7,1786,"R_1l0RIyAa9CP5bzP",76,"> 4'000€
>5'900 CHF",31,29,"okay"
"193",229256171660490,1004,"R_PtRAPkXLYtVoPRL","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,7,1213,"R_1n1JzBYizsP8rTM",68,"> 4'000€
>5'900 CHF",16,20,"okay"
"194",229256171670763,1985,"R_1LoIjURU32wpqKF","male","Switzerland","> 4'000€
>5'900 CHF","middle school",4,8,8266,"R_22DlIOA1QuwsRtH",44,"<1'500- 2'499€
3'100-4'299CHF",33,137,"okay"
"195",229256171671793,1540,"R_1jxNAbcEEMGNBkz","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,4,4537,"R_sZ5hFn2aGEar5K1",20,"<1'500- 2'499€
3'100-4'299CHF",25,75,"okay"
"196",229256171672827,1784,"R_12nkx2QU4KAOjzq","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,8,1773,"R_WetzP6sCYnlwhs5",57,"> 4'000€
>5'900 CHF",29,29,"okay"
"197",229256171676680,578,"R_1JF7XaAKoJRpbIc","female","Switzerland","> 4'000€
>5'900 CHF","degree",2,3,650,"R_1rq6oBNP3dfuJSh",45,"> 4'000€
>5'900 CHF",9,10,"okay"
"198",229256171707512,1828,"R_AAHKZ3vcmf71Pjj","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,5,1523,"R_3gL5PLi3c3Tyn7l",25,"> 4'000€
>5'900 CHF",30,25,"okay"
"199",229256171712646,6717,"R_Or1AiWB4eJhjZpD","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,3,10837,"R_1KjR9tFAM9YeB0x",47,"2'500- 4'000€
<4'300- 5'899CHF",111,180,"okay"
"200",229256171733167,2349,"R_3lWWBqWRXixfnYH","female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,1507,"R_1OOwSBX7GRf44TF",24,"2'500- 4'000€
<4'300- 5'899CHF",39,25,"okay"
"201",229256171741387,1169,"R_2AMhKoUk1l2B7aY","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,1519,"R_RCgfxvMaSTFEMEx",26,"2'500- 4'000€
<4'300- 5'899CHF",19,25,"okay"
"202",229256171743437,8887,"R_UutbqIVKMY6CypX","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,7,1343,"R_2X4FuYhXmC8ywIK",36,"> 4'000€
>5'900 CHF",148,22,"okay"
"203",229256171754731,897,"R_2VO6QNbhe2MmBTA","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,8,1104,"R_2S0octCIzzOhicw",45,"<1'500- 2'499€
3'100-4'299CHF",14,18,"okay"
"204",229256171770896,1185,"R_9SwDxmdVRzn9FdL","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,8,1688,"R_3FRKYX9SsnpvlPA",38,"<1'500€
<3'100CHF",19,28,"okay"
"205",229256171776032,1090,"R_2wconsnovSxkAzJ","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,1086,"R_3exXU5InBRQRN4u",23,"<1'500€
<3'100CHF",18,18,"okay"
"206",229256171818133,704,"R_eKWYsNTk180LbDr","male","Switzerland","> 4'000€
>5'900 CHF","degree",5,4,1138,"R_2eWgxkI1ZcLlACS",29,"> 4'000€
>5'900 CHF",11,18,"okay"
"207",229256171835582,518,"R_3s6qPNlNN0k4mS0","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,1038,"R_2rwInOPZ1KueAnO",31,"<1'500- 2'499€
3'100-4'299CHF",8,17,"okay"
"208",229256171858967,926,"R_3KBbO4HrzSQov8h","female","Switzerland","<1'500€
<3'100CHF","degree",3,2,864,"R_3qatyGZwQtBLs5f",20,"<1'500€
<3'100CHF",15,14,"okay"
"209",229256171870273,1100,"R_2bWrFPxwlUFwasN","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,2319,"R_3J8CArQnsceZPxX",28,"2'500- 4'000€
<4'300- 5'899CHF",18,38,"okay"
"210",229256171906265,922,"R_yPjecBYgKLBuysN","male","Switzerland","> 4'000€
>5'900 CHF","middle school",5,3,835,"R_25HpnGCVJmRDJeN",22,"> 4'000€
>5'900 CHF",15,13,"okay"
"211",229256171950188,873,"R_ux34WUoxkXoCzLz","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,2282,"R_zZhGQuBwm9PKEEh",30,"<1'500- 2'499€
3'100-4'299CHF",14,38,"okay"
"212",229256171951214,541,"R_Ah2SgjKYfhYCFzP","female","Switzerland","> 4'000€
>5'900 CHF","degree",2,3,807,"R_2dg3EfUOU09B5o4",25,"> 4'000€
>5'900 CHF",9,13,"okay"
"213",229256171951216,7517,"R_3P6nIX6MCWT2rpO","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,1202,"R_241nEMMdhWumQoO",28,"2'500- 4'000€
<4'300- 5'899CHF",125,20,"okay"
"214",229256171962526,2707,"R_2dXrCgiGyoz4vxp","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,8281,"R_3O3nOZtgpHg6gaK",39,"> 4'000€
>5'900 CHF",45,138,"okay"
"215",229256171968702,971,"R_8iBn0zQMI1dvjmF","female","Switzerland","> 4'000€
>5'900 CHF","degree",2,4,756,"R_2S2hLsZH1WfTg51",43,"> 4'000€
>5'900 CHF",16,12,"okay"
"216",229256171972822,1204,"R_3JpYYmfMdkuZ36A","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,4,2289,"R_3sz7qUavyfVdYmv",34,"2'500- 4'000€
<4'300- 5'899CHF",20,38,"okay"
"217",229320605934677,1030,"R_b2ZcxCwv0pAfl4d","female","Germany","> 4'000€
>5'900 CHF","degree",3,4,1231,"R_1PT0N7jE8CEe4Om",61,"> 4'000€
>5'900 CHF",17,20,"okay"
"218",229320605934683,1953,"R_33wCNEarcW1Pj0m","female","Germany","<1'500€
<3'100CHF","no formal education",1,3,2368,"R_3qHYqEwKsOQQyRT",37,"<1'500€
<3'100CHF",32,39,"okay"
"219",229320605935709,11448,"R_W6egCtuD4qEhQit","male","Germany","> 4'000€
>5'900 CHF","middle school",2,6,3013,"R_20Zr66Ok0cO2lzY",56,"> 4'000€
>5'900 CHF",190,50,"okay"
"220",229320605935711,567,"R_3NWHzCjCutDhTbe","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1340,"R_331Q8LFmRVzV6sG",58,"2'500- 4'000€
<4'300- 5'899CHF",9,22,"okay"
"221",229320605935718,1459,"R_2CeJTzNjSsx2qQD","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,1874,"R_2YJ3yYatdij6rX1",58,"> 4'000€
>5'900 CHF",24,31,"okay"
"222",229320605935728,916,"R_2fuNpV3D3K5D2hH","male","Germany","> 4'000€
>5'900 CHF","degree",3,3,1235,"R_1FDpeUrcOgJSNxf",65,"> 4'000€
>5'900 CHF",15,20,"okay"
"223",229320605936754,921,"R_1mdW7cgT4seyyqQ","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,1466,"R_2xK4m6fzER4JIVP",55,"<1'500- 2'499€
3'100-4'299CHF",15,24,"okay"
"224",229320605936759,1247,"R_3lK2ZaE2Fr2bjp0","male","Germany","> 4'000€
>5'900 CHF","degree",3,5,544,"R_1oj0iGwz5gWx4EM",43,"> 4'000€
>5'900 CHF",20,9,"okay"
"225",229320605936763,3486,"R_3ek309VHljstLtw","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,2288,"R_2QtcKsYZWhhqqjS",53,"> 4'000€
>5'900 CHF",58,38,"okay"
"226",229320605936769,1044,"R_bx4MDwAhY2SADXr","male","Germany","> 4'000€
>5'900 CHF","degree",4,5,966,"R_PO4Wl2GCAwaZpXr",57,"> 4'000€
>5'900 CHF",17,16,"okay"
"227",229320605936770,1994,"R_2YJM7Vy6fmCyYg3","female","Germany","> 4'000€
>5'900 CHF","middle school",2,5,658,"R_3imMpTgiTh7IFze",52,"> 4'000€
>5'900 CHF",33,10,"okay"
"228",229320605937798,1857,"R_RLAVaQHCHLgHOhj","male","Germany","> 4'000€
>5'900 CHF","degree",5,6,11850,"R_C15NoNUfs7onvvr",45,"> 4'000€
>5'900 CHF",30,197,"okay"
"229",229320605937806,1043,"R_XodnNQgdsehAQBb","male","Germany","> 4'000€
>5'900 CHF","degree",2,7,752,"R_2rwvaT72ZJEiKlI",50,"> 4'000€
>5'900 CHF",17,12,"okay"
"230",229320605938843,1715,"R_3fvpEgn6pnVLrgJ","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,1326,"R_Oa2I8oxbxmFJgWd",51,"<1'500€
<3'100CHF",28,22,"okay"
"231",229320605938852,1627,"R_rdw8w7IoZs4Xvod","male","Germany","> 4'000€
>5'900 CHF","degree",1,7,1666,"R_3ku0qDr8bQu8PFW",75,"> 4'000€
>5'900 CHF",27,27,"okay"
"232",229320605938856,1055,"R_Dl5ozsei0qGHLbj","male","Germany","<1'500€
<3'100CHF","middle school",1,2,759,"R_3n0pwsbo2rmd09H",24,"<1'500- 2'499€
3'100-4'299CHF",17,12,"okay"
"233",229320605939886,1111,"R_11crUzIYPdbRfiF","female","Germany","> 4'000€
>5'900 CHF","degree",2,3,680,"R_stD5sQvmIeLJCtr",29,"> 4'000€
>5'900 CHF",18,11,"okay"
"234",229320605940935,1295,"R_2WVeoVieGVEqdKu","male","Germany","<1'500€
<3'100CHF","no formal education",1,8,1601,"R_yq3kMo5b5Izad4R",63,"<1'500€
<3'100CHF",21,26,"okay"
"235",229320605940944,500,"R_1gGgLAtf6daWkoB","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,3,685,"R_1rJ1QlgXJMaeq34",48,"<1'500- 2'499€
3'100-4'299CHF",8,11,"okay"
"236",229320605941974,877,"R_QboUij4etgUFkrL","female","Germany","> 4'000€
>5'900 CHF","degree",3,5,1044,"R_ukdmrVJpeMHneX7",50,"2'500- 4'000€
<4'300- 5'899CHF",14,17,"okay"
"237",229320605943020,5765,"R_3qx6ZwB18dmIdlO","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,3722,"R_vJPYL8Dz1HYmpb3",41,"<1'500- 2'499€
3'100-4'299CHF",96,62,"okay"
"238",229320605943813,1168,"R_26fku5eEp2Qj9zm","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,6,533,"R_2TR9UuVKt2Jw0Ai",40,"<1'500- 2'499€
3'100-4'299CHF",19,8,"okay"
